Orthogroup	m_conductrix_genome_proteins	a99_genome_proteins
OG0005150	PSC73920.1	scaffold12.g7901.t1
OG0005151	PSC73819.1	scaffold12.g7902.t1
OG0005152	PSC73802.1	scaffold12.g7905.t1
OG0005153	PSC73536.1	scaffold12.g7907.t1
OG0005154	PSC74546.1	scaffold12.g7911.t1
OG0005155	PSC74556.1	scaffold12.g7913.t1
OG0005156	PSC74445.1	scaffold12.g7916.t1
OG0005157	PSC74750.1	scaffold12.g7921.t1
OG0005158	PSC74492.1	scaffold12.g7922.t1
OG0005159	PSC73650.1	scaffold12.g7923.t1
OG0005160	PSC74388.1	scaffold12.g7929.t1
OG0005161	PSC74626.1	scaffold12.g7932.t1
OG0005162	PSC74379.1	scaffold12.g7933.t1
OG0005163	PSC73909.1	scaffold12.g7935.t1
OG0005164	PSC74543.1	scaffold12.g7943.t1
OG0005165	PSC74664.1	scaffold12.g7944.t1
OG0005166	PSC74737.1	scaffold12.g7948.t1
OG0005167	PSC74574.1	scaffold12.g7949.t1
OG0005168	PSC74381.1	scaffold12.g7952.t1
OG0005169	PSC73747.1	scaffold12.g7959.t1
OG0005170	PSC73589.1	scaffold12.g7960.t1
OG0005171	PSC74413.1	scaffold12.g7962.t1
OG0005172	PSC74629.1	scaffold12.g7966.t1
OG0005173	PSC74758.1	scaffold12.g7967.t1
OG0005174	PSC73622.1	scaffold12.g7971.t1
OG0005175	PSC73641.1	scaffold12.g7974.t1
OG0005176	PSC73935.1	scaffold12.g7975.t1
OG0005177	PSC74368.1	scaffold12.g7978.t1
OG0005178	PSC74644.1	scaffold12.g7979.t1
OG0005179	PSC74599.1	scaffold12.g7980.t1
OG0005180	PSC74739.1	scaffold12.g7985.t1
OG0005181	PSC74383.1	scaffold12.g7987.t1
OG0005182	PSC73520.1	scaffold12.g7988.t1
OG0005183	PSC74442.1	scaffold12.g7989.t1
OG0005184	PSC74382.1	scaffold12.g7990.t1
OG0005185	PSC74554.1	scaffold12.g7993.t1
OG0005186	PSC74498.1	scaffold12.g7995.t1
OG0005187	PSC73753.1	scaffold12.g7998.t1
OG0005188	PSC74515.1	scaffold12.g7999.t1
OG0005189	PSC69332.1	scaffold12.g8003.t1
OG0005190	PSC75152.1	scaffold12.g8007.t1
OG0005191	PSC69433.1	scaffold12.g8008.t1
OG0005192	PSC69437.1	scaffold12.g8009.t1
OG0005193	PSC74845.1	scaffold12.g8011.t1
OG0005194	PSC75123.1	scaffold12.g8014.t1
OG0005195	PSC74868.1	scaffold12.g8019.t1
OG0005196	PSC74861.1	scaffold12.g8021.t1
OG0005197	PSC75087.1	scaffold12.g8025.t1
OG0005198	PSC74408.1	scaffold12.g8026.t1
OG0005199	PSC74362.1	scaffold12.g8038.t1
OG0005200	PSC74563.1	scaffold12.g8039.t1
OG0005201	PSC74785.1	scaffold12.g8040.t1
OG0005202	PSC74780.1	scaffold12.g8043.t1
OG0005203	PSC74788.1	scaffold12.g8044.t1
OG0005204	PSC74375.1	scaffold12.g8046.t1
OG0005205	PSC74547.1	scaffold12.g8048.t1
OG0005206	PSC74698.1	scaffold12.g8049.t1
OG0005207	PSC74499.1	scaffold12.g8050.t1
OG0005208	PSC74789.1	scaffold12.g8051.t1
OG0005209	PSC74516.1	scaffold12.g8052.t1
OG0005210	PSC74642.1	scaffold12.g8053.t1
OG0005211	PSC74434.1	scaffold12.g8054.t1
OG0005212	PSC74514.1	scaffold12.g8056.t1
OG0005213	PSC74391.1	scaffold12.g8058.t1
OG0005214	PSC74665.1	scaffold12.g8059.t1
OG0005215	PSC74504.1	scaffold12.g8060.t1
OG0005216	PSC74587.1	scaffold12.g8061.t1
OG0005217	PSC74590.1	scaffold12.g8062.t1
OG0005218	PSC74710.1	scaffold12.g8068.t1
OG0005219	PSC74685.1	scaffold12.g8072.t1
OG0005220	PSC75757.1	scaffold12.g8077.t1
OG0005221	PSC73116.1	scaffold12.g8081.t1
OG0005222	PSC70161.1	scaffold12.g8082.t1
OG0005223	PSC69340.1	scaffold12.g8084.t1
OG0005224	PSC70282.1	scaffold12.g8087.t1
OG0005225	PSC70270.1	scaffold12.g8089.t1
OG0005226	PSC70285.1	scaffold12.g8091.t1
OG0005227	PSC70193.1	scaffold12.g8095.t1
OG0005228	PSC70299.1	scaffold12.g8096.t1
OG0005229	PSC70218.1	scaffold12.g8098.t1
OG0005230	PSC70214.1	scaffold12.g8101.t1
OG0005231	PSC70202.1	scaffold12.g8106.t1
OG0005232	PSC70215.1	scaffold12.g8109.t1
OG0005233	PSC70250.1	scaffold12.g8110.t1
OG0005234	PSC72012.1	scaffold12.g8113.t1
OG0005235	PSC70272.1	scaffold12.g8115.t1
OG0005236	PSC70158.1	scaffold12.g8116.t1
OG0005237	PSC70170.1	scaffold12.g8117.t1
OG0005238	PSC70276.1	scaffold12.g8126.t1
OG0005239	PSC70198.1	scaffold12.g8128.t1
OG0005240	PSC70244.1	scaffold12.g8130.t1
OG0005241	PSC74999.1	scaffold12.g8134.t1
OG0005242	PSC70298.1	scaffold12.g8135.t1
OG0005243	PSC72703.1	scaffold12.g8136.t1
OG0005244	PSC67757.1	scaffold12.g8138.t1
OG0005245	PSC74823.1	scaffold12.g8141.t1
OG0005246	PSC69341.1	scaffold12.g8143.t1
OG0005247	PSC75079.1	scaffold12.g8144.t1
OG0005248	PSC75162.1	scaffold12.g8145.t1
OG0005249	PSC70230.1	scaffold12.g8148.t1
OG0005250	PSC70211.1	scaffold12.g8149.t1
OG0005251	PSC70181.1	scaffold12.g8150.t1
OG0005252	PSC74778.1	scaffold12.g8159.t1
OG0005253	PSC74670.1	scaffold12.g8160.t1
OG0005254	PSC74585.1	scaffold12.g8162.t1
OG0005255	PSC74637.1	scaffold12.g8165.t1
OG0005256	PSC74738.1	scaffold12.g8168.t1
OG0005257	PSC74648.1	scaffold12.g8169.t1
OG0005258	PSC74600.1	scaffold12.g8170.t1
OG0005259	PSC74603.1	scaffold12.g8172.t1
OG0005260	PSC68625.1	scaffold12.g8176.t1
OG0005261	PSC74431.1	scaffold12.g8178.t1
OG0005262	PSC74363.1	scaffold12.g8179.t1
OG0005263	PSC73484.1	scaffold12.g8180.t1
OG0005264	PSC74653.1	scaffold12.g8182.t1
OG0005265	PSC74183.1	scaffold12.g8185.t1
OG0005266	PSC74646.1	scaffold12.g8190.t1
OG0005267	PSC74465.1	scaffold12.g8191.t1
OG0005269	PSC74491.1	scaffold12.g8202.t1
OG0005270	PSC74742.1	scaffold12.g8205.t1
OG0005271	PSC74765.1	scaffold12.g8206.t1
OG0005272	PSC74784.1	scaffold12.g8207.t1
OG0005273	PSC74560.1	scaffold12.g8208.t1
OG0005274	PSC74579.1	scaffold12.g8211.t1
OG0005275	PSC74620.1, PSC74621.1	scaffold12.g8215.t1
OG0005276	PSC74703.1	scaffold12.g8218.t1
OG0005277	PSC68572.1	scaffold12.g8227.t1
OG0005278	PSC74641.1	scaffold12.g8229.t1
OG0005279	PSC74709.1	scaffold12.g8230.t1
OG0005280	PSC74470.1	scaffold12.g8232.t1
OG0005282	PSC74730.1	scaffold12.g8244.t1
OG0005283	PSC74749.1	scaffold12.g8251.t1
OG0005284	PSC74589.1	scaffold12.g8253.t1
OG0005285	PSC74663.1	scaffold12.g8262.t1
OG0005286	PSC77022.1	scaffold12.g8266.t1
OG0005287	PSC70009.1, PSC74800.1, PSC74801.1	scaffold12.g8268.t1
OG0005288	PSC74728.1	scaffold12.g8269.t1
OG0005289	PSC74694.1	scaffold12.g8279.t1
OG0005290	PSC74525.1	scaffold12.g8280.t1
OG0005291	PSC74657.1	scaffold12.g8281.t1
OG0005292	PSC74410.1	scaffold12.g8287.t1
OG0005293	PSC74643.1	scaffold12.g8290.t1
OG0005294	PSC74359.1	scaffold12.g8291.t1
OG0005295	PSC74671.1	scaffold12.g8292.t1
OG0005296	PSC74437.1	scaffold12.g8294.t1
OG0005531	PSC69402.1	scaffold16.g2.t1
OG0005532	PSC69393.1	scaffold16.g12.t1
OG0005533	PSC69360.1	scaffold16.g13.t1
OG0005534	PSC72465.1	scaffold16.g24.t1
OG0005535	PSC68630.1	scaffold16.g35.t1
OG0005538	PSC76904.1	scaffold16.g50.t1
OG0005540	PSC75020.1	scaffold16.g59.t1
OG0005541	PSC70053.1	scaffold16.g66.t1
OG0005544	PSC68945.1	scaffold16.g95.t1
OG0005546	PSC70021.1	scaffold16.g114.t1
OG0005547	PSC74878.1	scaffold16.g122.t1
OG0005548	PSC74971.1	scaffold16.g127.t1
OG0005549	PSC67370.1	scaffold16.g128.t1
OG0005551	PSC74922.1	scaffold16.g133.t1
OG0005552	PSC74876.1	scaffold16.g136.t1
OG0005553	PSC74919.1	scaffold16.g140.t1
OG0005554	PSC74830.1	scaffold16.g147.t1
OG0005555	PSC70019.1	scaffold16.g155.t1
OG0005558	PSC70296.1	scaffold12.g8217.t1, scaffold13.g165.t1
OG0005560	PSC74696.1	scaffold13.g183.t1
OG0005561	PSC72990.1	scaffold13.g187.t1
OG0005562	PSC73012.1	scaffold13.g192.t1
OG0005563	PSC72941.1	scaffold13.g204.t1
OG0005565	PSC74240.1	scaffold13.g228.t1
OG0005566	PSC68242.1	scaffold13.g235.t1
OG0005569	PSC67306.1	scaffold13.g250.t1
OG0005570	PSC71410.1	scaffold13.g259.t1
OG0005572	PSC75007.1	scaffold13.g280.t1
OG0005574	PSC75864.1	scaffold13.g308.t1
OG0005575	PSC70132.1	scaffold13.g315.t1
OG0005576	PSC68972.1, PSC72056.1	scaffold13.g332.t1
OG0005577	PSC69990.1	scaffold13.g334.t1
OG0005580	PSC67984.1	scaffold13.g357.t1
OG0005581	PSC68004.1	scaffold13.g359.t1
OG0005582	PSC67983.1	scaffold13.g360.t1
OG0005583	PSC67975.1	scaffold13.g369.t1
OG0005585	PSC70060.1	scaffold13.g385.t1
OG0005587	PSC70271.1	scaffold13.g395.t1
OG0005588	PSC70266.1	scaffold13.g416.t1
OG0005589	PSC71463.1, PSC73496.1, PSC70795.1	scaffold17.g423.t1
OG0005591	PSC69204.1	scaffold17.g429.t1
OG0005593	PSC69264.1	scaffold17.g448.t1
OG0005595	PSC69268.1	scaffold17.g463.t1
OG0005596	PSC70841.1	scaffold17.g502.t1
OG0005597	PSC73715.1	scaffold17.g509.t1
OG0005598	PSC73350.1	scaffold17.g529.t1
OG0005599	PSC73811.1	scaffold17.g543.t1
OG0005600	PSC68654.1	scaffold17.g551.t1
OG0005601	PSC73516.1	scaffold17.g581.t1
OG0005602	PSC75263.1	scaffold5.g602.t1
OG0005604	PSC72354.1	scaffold5.g633.t1
OG0005605	PSC67946.1	scaffold5.g651.t1
OG0005608	PSC76923.1	scaffold5.g659.t1
OG0005609	PSC67249.1	scaffold5.g666.t1
OG0005612	PSC71307.1	scaffold5.g690.t1
OG0005613	PSC70493.1	scaffold5.g705.t1
OG0005614	PSC76100.1	scaffold5.g711.t1
OG0005615	PSC76476.1	scaffold5.g714.t1
OG0005617	PSC76537.1	scaffold5.g729.t1
OG0005618	PSC76777.1	scaffold5.g737.t1
OG0005620	PSC73541.1	scaffold5.g762.t1
OG0005622	PSC75778.1	scaffold5.g771.t1
OG0005624	PSC75860.1	scaffold5.g791.t1
OG0005626	PSC73418.1	scaffold5.g808.t1
OG0005627	PSC75881.1	scaffold5.g827.t1
OG0005628	PSC76324.1	scaffold5.g856.t1
OG0005630	PSC70623.1	scaffold5.g870.t1
OG0005631	PSC76660.1	scaffold5.g889.t1
OG0005632	PSC76683.1	scaffold5.g898.t1
OG0005633	PSC71385.1	scaffold5.g909.t1
OG0005635	PSC67956.1	scaffold5.g924.t1
OG0005636	PSC73497.1	scaffold5.g941.t1
OG0005637	PSC72127.1	scaffold5.g955.t1
OG0005638	PSC67993.1	scaffold5.g974.t1
OG0005639	PSC67992.1	scaffold5.g976.t1
OG0005640	PSC68002.1	scaffold5.g979.t1
OG0005642	PSC67997.1	scaffold5.g1002.t1
OG0005643	PSC68000.1	scaffold5.g1006.t1
OG0005644	PSC69781.1	scaffold14.g1027.t1
OG0005645	PSC69815.1	scaffold14.g1030.t1
OG0005647	PSC69770.1	scaffold14.g1038.t1
OG0005650	PSC75713.1	scaffold14.g1075.t1
OG0005651	PSC71181.1	scaffold14.g1082.t1
OG0005653	PSC76158.1	scaffold14.g1114.t1
OG0005654	PSC69677.1	scaffold14.g1118.t1
OG0005656	PSC72086.1	scaffold14.g1124.t1
OG0005657	PSC68749.1	scaffold14.g1134.t1
OG0005659	PSC75872.1	scaffold14.g1166.t1
OG0005660	PSC75493.1	scaffold14.g1172.t1
OG0005661	PSC76244.1	scaffold14.g1192.t1
OG0005662	PSC76227.1	scaffold14.g1203.t1
OG0005663	PSC70587.1, PSC70588.1	scaffold14.g1213.t1
OG0005664	PSC75405.1	scaffold14.g1217.t1
OG0005665	PSC71345.1	scaffold14.g1221.t1
OG0005666	PSC70680.1	scaffold14.g1232.t1
OG0005667	PSC76243.1	scaffold14.g1255.t1
OG0005669	PSC75708.1	scaffold14.g1277.t1
OG0005670	PSC75637.1	scaffold14.g1289.t1
OG0005674	PSC73818.1	scaffold14.g1328.t1
OG0005678	PSC73624.1	scaffold14.g1347.t1
OG0005680	PSC71507.1	scaffold8.g1366.t1
OG0005681	PSC71627.1	scaffold8.g1397.t1
OG0005682	PSC71162.1	scaffold8.g1400.t1
OG0005684	PSC74116.1	scaffold8.g1410.t1
OG0005685	PSC71523.1	scaffold8.g1427.t1
OG0005687	PSC73504.1	scaffold8.g1455.t1
OG0005688	PSC67453.1	scaffold8.g1458.t1
OG0005690	PSC72861.1	scaffold8.g1482.t1
OG0005691	PSC72680.1	scaffold8.g1483.t1
OG0005692	PSC72614.1	scaffold8.g1491.t1
OG0005693	PSC72848.1	scaffold8.g1505.t1
OG0005694	PSC72882.1	scaffold8.g1510.t1
OG0005697	PSC72935.1	scaffold8.g1541.t1
OG0005699	PSC74708.1	scaffold8.g1571.t1
OG0005701	PSC74700.1	scaffold8.g1611.t1
OG0005702	PSC76208.1	scaffold8.g1623.t1
OG0005703	PSC67278.1	scaffold8.g1627.t1
OG0005704	PSC74412.1	scaffold8.g1634.t1
OG0005708	PSC70500.1	scaffold8.g1644.t1
OG0005709	PSC74444.1	scaffold8.g1674.t1
OG0005710	PSC68530.1	scaffold8.g1675.t1
OG0005711	PSC69310.1	scaffold8.g1676.t1
OG0005713	PSC74420.1, PSC74419.1	scaffold8.g1721.t1
OG0005714	PSC69560.1	scaffold19.g1776.t1
OG0005715	PSC69549.1	scaffold19.g1795.t1
OG0005717	PSC74811.1	scaffold19.g1816.t1
OG0005718	PSC69562.1	scaffold19.g1844.t1
OG0005719	PSC69524.1	scaffold19.g1846.t1
OG0005720	PSC76690.1	scaffold19.g1855.t1
OG0005723	PSC74979.1	scaffold19.g1874.t1
OG0005725	PSC69767.1	scaffold18.g1897.t1
OG0005726	PSC72461.1	scaffold18.g1941.t1
OG0005729	PSC72800.1	scaffold18.g1954.t1
OG0005730	PSC72629.1	scaffold18.g1955.t1
OG0005731	PSC75800.1	scaffold18.g1976.t1
OG0005735	PSC75408.1	scaffold18.g1991.t1
OG0005736	PSC71626.1	scaffold18.g2007.t1
OG0005738	PSC71666.1	scaffold18.g2055.t1
OG0005739	PSC72554.1	scaffold18.g2065.t1
OG0005741	PSC72090.1	scaffold21.g2079.t1
OG0005742	PSC72254.1	scaffold21.g2085.t1
OG0005747	PSC72339.1	scaffold21.g2135.t1
OG0005748	PSC67329.1	scaffold21.g2158.t1
OG0005749	PSC72636.1	scaffold21.g2192.t1
OG0005750	PSC68926.1	scaffold21.g2203.t1
OG0005751	PSC68931.1	scaffold21.g2204.t1
OG0005752	PSC76294.1, PSC76295.1	scaffold21.g2214.t1
OG0005753	PSC68193.1	scaffold21.g2222.t1
OG0005754	PSC67626.1	scaffold10.g2240.t1
OG0005755	PSC71871.1	scaffold10.g2279.t1
OG0005759	PSC71462.1	scaffold10.g2320.t1
OG0005760	PSC71976.1	scaffold10.g2345.t1
OG0005761	PSC71858.1	scaffold10.g2351.t1
OG0005763	PSC71982.1	scaffold10.g2368.t1
OG0005764	PSC71852.1	scaffold10.g2378.t1
OG0005765	PSC71936.1	scaffold10.g2383.t1
OG0005766	PSC75164.1	scaffold10.g2401.t1
OG0005767	PSC67840.1	scaffold10.g2418.t1
OG0005769	PSC67180.1	scaffold10.g2449.t1
OG0005771	PSC67674.1	scaffold10.g2459.t1
OG0005772	PSC67647.1	scaffold10.g2465.t1
OG0005773	PSC69283.1	scaffold10.g2471.t1
OG0005774	PSC67259.1	scaffold10.g2481.t1
OG0005779	PSC70589.1	scaffold6.g2544.t1
OG0005781	PSC75506.1	scaffold6.g2557.t1
OG0005782	PSC75443.1	scaffold6.g2562.t1
OG0005783	PSC69743.1	scaffold6.g2576.t1
OG0005786	PSC68115.1	scaffold6.g2585.t1
OG0005787	PSC68111.1	scaffold6.g2597.t1
OG0005788	PSC68119.1	scaffold6.g2607.t1
OG0005789	PSC69710.1	scaffold6.g2611.t1
OG0005792	PSC72901.1	scaffold6.g2673.t1
OG0005794	PSC70160.1	scaffold6.g2692.t1
OG0005796	PSC69749.1	scaffold6.g2716.t1
OG0005799	PSC71634.1	scaffold6.g2735.t1
OG0005800	PSC69121.1	scaffold6.g2750.t1
OG0005801	PSC72917.1	scaffold6.g2752.t1
OG0005802	PSC74329.1	scaffold6.g2758.t1
OG0005804	PSC72662.1	scaffold6.g2772.t1
OG0005808	PSC70960.1	scaffold6.g2811.t1
OG0005809	PSC72628.1	scaffold6.g2825.t1
OG0005811	PSC73999.1	scaffold6.g2837.t1
OG0005812	PSC72256.1	scaffold6.g2849.t1
OG0005813	PSC75670.1	scaffold6.g2850.t1
OG0005814	PSC71603.1	scaffold6.g2860.t1
OG0005815	PSC71571.1	scaffold6.g2861.t1
OG0005816	PSC71590.1	scaffold6.g2880.t1
OG0005819	PSC70762.1	scaffold6.g2897.t1
OG0005820	PSC69002.1	scaffold6.g2898.t1
OG0005821	PSC68999.1	scaffold6.g2905.t1
OG0005822	PSC73077.1	scaffold24.g2922.t1
OG0005824	PSC67382.1	scaffold24.g2926.t1
OG0005826	PSC74996.1	scaffold24.g2954.t1
OG0005829	PSC70091.1	scaffold24.g2980.t1
OG0005830	PSC75225.1	scaffold9.g2995.t1
OG0005831	PSC74871.1	scaffold9.g3001.t1
OG0005832	PSC75251.1	scaffold9.g3006.t1
OG0005833	PSC75197.1	scaffold9.g3016.t1
OG0005834	PSC74969.1	scaffold9.g3029.t1
OG0005835	PSC73439.1	scaffold9.g3031.t1
OG0005839	PSC75351.1	scaffold9.g3067.t1
OG0005840	PSC75102.1	scaffold9.g3068.t1
OG0005841	PSC75082.1	scaffold9.g3071.t1
OG0005843	PSC74884.1	scaffold9.g3075.t1
OG0005844	PSC75116.1	scaffold9.g3082.t1
OG0005845	PSC75036.1	scaffold9.g3093.t1
OG0005846	PSC74946.1	scaffold9.g3096.t1
OG0005847	PSC74886.1	scaffold9.g3108.t1
OG0005848	PSC75003.1	scaffold9.g3111.t1
OG0005850	PSC68180.1	scaffold9.g3124.t1
OG0005851	PSC68165.1	scaffold9.g3128.t1
OG0005852	PSC68170.1	scaffold9.g3129.t1
OG0005854	PSC75053.1	scaffold9.g3154.t1
OG0005855	PSC74982.1	scaffold9.g3156.t1
OG0005858	PSC73457.1	scaffold9.g3176.t1
OG0005859	PSC74967.1	scaffold9.g3182.t1
OG0005860	PSC68426.1	scaffold9.g3185.t1
OG0005862	PSC68451.1	scaffold9.g3194.t1
OG0005864	PSC67348.1	scaffold9.g3214.t1
OG0005866	PSC67337.1	scaffold9.g3230.t1
OG0005868	PSC67935.1	scaffold9.g3237.t1
OG0005869	PSC69409.1	scaffold9.g3242.t1
OG0005870	PSC68149.1	scaffold9.g3253.t1
OG0005871	PSC72598.1	scaffold9.g3263.t1
OG0005873	PSC74080.1	scaffold9.g3280.t1
OG0005874	PSC74140.1	scaffold9.g3292.t1
OG0005876	PSC74939.1	scaffold9.g3299.t1
OG0005878	PSC70615.1	scaffold26.g3329.t1
OG0005880	PSC75146.1	scaffold26.g3345.t1
OG0005883	PSC74139.1	scaffold26.g3363.t1
OG0005885	PSC67109.1	scaffold7.g3374.t1
OG0005887	PSC67429.1	scaffold7.g3391.t1
OG0005888	PSC67433.1	scaffold7.g3394.t1
OG0005889	PSC67443.1	scaffold7.g3399.t1
OG0005890	PSC67442.1	scaffold7.g3400.t1
OG0005891	PSC67434.1	scaffold7.g3402.t1
OG0005893	PSC73144.1	scaffold7.g3413.t1
OG0005896	PSC76541.1	scaffold7.g3480.t1
OG0005897	PSC73708.1	scaffold7.g3491.t1
OG0005898	PSC76105.1	scaffold7.g3504.t1
OG0005899	PSC76217.1	scaffold7.g3506.t1
OG0005901	PSC74253.1	scaffold7.g3535.t1
OG0005902	PSC72984.1	scaffold7.g3566.t1
OG0005905	PSC74436.1	scaffold7.g3606.t1
OG0005907	PSC73098.1	scaffold7.g3624.t1
OG0005908	PSC73175.1	scaffold7.g3632.t1
OG0005910	PSC72270.1	scaffold7.g3636.t1
OG0005911	PSC73188.1	scaffold7.g3637.t1
OG0005913	PSC69090.1	scaffold7.g3660.t1
OG0005914	PSC73103.1	scaffold7.g3661.t1
OG0005917	PSC73169.1	scaffold7.g3674.t1
OG0005919	PSC76864.1	scaffold7.g3700.t1
OG0005920	PSC69127.1	scaffold7.g3707.t1
OG0005921	PSC76343.1	scaffold7.g3720.t1
OG0005922	PSC69098.1	scaffold7.g3724.t1
OG0005923	PSC67693.1	scaffold7.g3752.t1
OG0005925	PSC68761.1	scaffold7.g3757.t1
OG0005927	PSC74352.1	scaffold11.g3863.t1
OG0005928	PSC68506.1	scaffold11.g3873.t1
OG0005930	PSC67293.1	scaffold11.g3891.t1
OG0005931	PSC73960.1	scaffold11.g3905.t1
OG0005932	PSC69428.1	scaffold11.g3920.t1
OG0005933	PSC69334.1	scaffold11.g3924.t1
OG0005934	PSC67565.1	scaffold11.g3944.t1
OG0005936	PSC68987.1	scaffold11.g3953.t1
OG0005937	PSC68963.1	scaffold11.g3978.t1
OG0005939	PSC74836.1	scaffold11.g3996.t1
OG0005940	PSC74791.1	scaffold11.g4016.t1
OG0005941	PSC75862.1	scaffold11.g4029.t1
OG0005943	PSC74344.1	scaffold11.g4054.t1
OG0005945	PSC70509.1	scaffold11.g4060.t1
OG0005947	PSC67201.1	scaffold23.g4084.t1
OG0005948	PSC68867.1	scaffold23.g4088.t1
OG0005950	PSC68076.1	scaffold23.g4155.t1
OG0005951	PSC71321.1	scaffold23.g4163.t1
OG0005952	PSC67542.1	scaffold23.g4169.t1
OG0005953	PSC67543.1	scaffold23.g4178.t1
OG0005954	PSC67541.1	scaffold23.g4181.t1
OG0005955	PSC74272.1	scaffold23.g4189.t1
OG0005957	PSC70394.1	scaffold15.g4224.t1
OG0005958	PSC70306.1	scaffold15.g4233.t1
OG0005960	PSC70398.1	scaffold15.g4250.t1
OG0005961	PSC70410.1	scaffold15.g4254.t1
OG0005962	PSC70449.1	scaffold15.g4264.t1
OG0005964	PSC70332.1	scaffold15.g4267.t1
OG0005967	PSC70328.1	scaffold15.g4293.t1
OG0005968	PSC70920.1	scaffold15.g4304.t1
OG0005969	PSC70929.1	scaffold15.g4305.t1
OG0005970	PSC75813.1	scaffold15.g4308.t1
OG0005972	PSC67781.1	scaffold15.g4318.t1
OG0005973	PSC67797.1	scaffold15.g4328.t1
OG0005974	PSC69689.1	scaffold15.g4338.t1
OG0005976	PSC71830.1	scaffold15.g4351.t1
OG0005977	PSC71757.1	scaffold15.g4368.t1
OG0005978	PSC71845.1	scaffold15.g4370.t1
OG0005980	PSC75815.1	scaffold30.g4430.t1
OG0005981	PSC75512.1	scaffold30.g4437.t1
OG0005984	PSC73208.1	scaffold4.g4569.t1
OG0005985	PSC76469.1	scaffold4.g4572.t1
OG0005987	PSC73861.1	scaffold4.g4584.t1
OG0005988	PSC69812.1	scaffold4.g4591.t1
OG0005990	PSC71997.1	scaffold4.g4603.t1
OG0005991	PSC75624.1	scaffold4.g4613.t1
OG0005992	PSC76756.1	scaffold4.g4628.t1
OG0005993	PSC76081.1	scaffold4.g4631.t1
OG0005998	PSC71854.1	scaffold4.g4653.t1
OG0005999	PSC71920.1	scaffold4.g4654.t1
OG0006002	PSC70504.1	scaffold4.g4693.t1
OG0006003	PSC76868.1	scaffold4.g4710.t1
OG0006005	PSC76635.1	scaffold4.g4740.t1
OG0006010	PSC68183.1	scaffold4.g4796.t1
OG0006011	PSC68228.1	scaffold4.g4801.t1
OG0006013	PSC72087.1	scaffold4.g4820.t1
OG0006014	PSC72102.1	scaffold4.g4822.t1
OG0006015	PSC70878.1	scaffold4.g4842.t1
OG0006016	PSC68059.1	scaffold4.g4846.t1
OG0006017	PSC74288.1	scaffold4.g4847.t1
OG0006018	PSC74105.1, PSC74106.1	scaffold4.g4848.t1
OG0006020	PSC70931.1	scaffold4.g4853.t1
OG0006021	PSC70834.1	scaffold4.g4863.t1
OG0006022	PSC69909.1	scaffold4.g4869.t1
OG0006023	PSC70991.1	scaffold4.g4876.t1
OG0006024	PSC76881.1	scaffold4.g4878.t1
OG0006026	PSC69896.1	scaffold4.g4880.t1
OG0006027	PSC70957.1	scaffold4.g4883.t1
OG0006029	PSC69866.1	scaffold4.g4901.t1
OG0006032	PSC70943.1	scaffold4.g4917.t1
OG0006035	PSC69897.1	scaffold4.g4941.t1
OG0006036	PSC69961.1	scaffold4.g4948.t1
OG0006038	PSC69929.1	scaffold4.g4962.t1
OG0006042	PSC73446.1	scaffold4.g4999.t1
OG0006043	PSC69954.1	scaffold4.g5006.t1
OG0006044	PSC69924.1	scaffold4.g5007.t1
OG0006045	PSC70942.1	scaffold4.g5011.t1
OG0006046	PSC70873.1	scaffold4.g5016.t1
OG0006047	PSC72075.1	scaffold4.g5017.t1
OG0006048	PSC69843.1	scaffold4.g5021.t1
OG0006049	PSC76146.1	scaffold4.g5048.t1
OG0006050	PSC69923.1	scaffold4.g5052.t1
OG0006051	PSC73746.1	scaffold4.g5054.t1
OG0006052	PSC69845.1	scaffold4.g5056.t1
OG0006053	PSC67194.1	scaffold4.g5058.t1
OG0006055	PSC70859.1	scaffold25.g5086.t1
OG0006056	PSC75309.1	scaffold25.g5104.t1
OG0006057	PSC68747.1	scaffold25.g5106.t1
OG0006058	PSC68775.1	scaffold25.g5111.t1
OG0006059	PSC67503.1	scaffold25.g5117.t1
OG0006060	PSC69103.1	scaffold25.g5124.t1
OG0006061	PSC67691.1	scaffold25.g5127.t1
OG0006062	PSC67720.1	scaffold25.g5128.t1
OG0006063	PSC67581.1	scaffold40.g5158.t1
OG0006064	PSC73321.1	scaffold40.g5160.t1
OG0006066	PSC68577.1	scaffold1.g5195.t1
OG0006069	PSC68638.1	scaffold1.g5200.t1
OG0006071	PSC75882.1	scaffold1.g5216.t1
OG0006073	PSC75290.1	scaffold1.g5220.t1
OG0006074	PSC75827.1	scaffold1.g5222.t1
OG0006076	PSC75485.1	scaffold1.g5247.t1
OG0006078	PSC67248.1	scaffold1.g5258.t1
OG0006081	PSC75669.1	scaffold1.g5292.t1
OG0006084	PSC75368.1	scaffold1.g5331.t1
OG0006085	PSC75837.1	scaffold1.g5336.t1
OG0006086	PSC75330.1	scaffold1.g5342.t1
OG0006087	PSC68855.1	scaffold1.g5350.t1
OG0006088	PSC67355.1	scaffold1.g5357.t1
OG0006089	PSC68852.1	scaffold1.g5360.t1
OG0006090	PSC75220.1	scaffold1.g5401.t1
OG0006091	PSC73269.1	scaffold1.g5404.t1
OG0006093	PSC68869.1	scaffold1.g5428.t1
OG0006094	PSC68267.1	scaffold1.g5440.t1
OG0006095	PSC75105.1	scaffold1.g5442.t1
