Orthogroup	m_conductrix_genome_proteins	c_variabilis_genome_proteins
OG0006648	PSC73618.1	XP_005845207.1
OG0006649	PSC73569.1	XP_005845179.1
OG0006650	PSC68974.1	XP_005846686.1
OG0006651	PSC69427.1	XP_005846635.1
OG0006652	PSC73219.1	XP_005850035.1
OG0006653	PSC68229.1	XP_005845156.1
OG0006654	PSC67327.1	XP_005845139.1
OG0006655	PSC67323.1	XP_005845032.1
OG0006656	PSC68212.1	XP_005845142.1
OG0006657	PSC73602.1	XP_005845083.1
OG0006658	PSC71767.1	XP_005846638.1
OG0006660	PSC67319.1	XP_005845027.1
OG0006661	PSC68231.1	XP_005845145.1
OG0006663	PSC73825.1	XP_005845166.1
OG0006664	PSC72513.1	XP_005846787.1
OG0006665	PSC73558.1	XP_005845103.1
OG0006666	PSC73845.1	XP_005845183.1
OG0006667	PSC69416.1	XP_005846764.1
OG0006671	PSC69422.1	XP_005846785.1
OG0006672	PSC73600.1	XP_005845198.1
OG0006673	PSC73911.1	XP_005845076.1
OG0006674	PSC69601.1	XP_005843069.1
OG0006676	PSC75938.1	XP_005848690.1
OG0006677	PSC75404.1	XP_005848759.1
OG0006679	PSC76842.1	XP_005845462.1
OG0006680	PSC75561.1	XP_005848953.1
OG0006681	PSC75777.1	XP_005848686.1
OG0006682	PSC75231.1	XP_005848988.1
OG0006683	PSC75735.1	XP_005848854.1
OG0006685	PSC75470.1	XP_005848780.1
OG0006689	PSC68079.1	XP_005848783.1
OG0006690	PSC77046.1	XP_005848908.1
OG0006691	PSC76363.1	XP_005848708.1
OG0006693	PSC73841.1	XP_005848816.1
OG0006694	PSC75640.1	XP_005848664.1
OG0006695	PSC76662.1	XP_005848914.1
OG0006696	PSC75276.1	XP_005848969.1
OG0006697	PSC75724.1	XP_005848901.1
OG0006698	PSC75823.1	XP_005848630.1
OG0006699	PSC75507.1	XP_005848977.1
OG0006701	PSC71591.1	XP_005850643.1
OG0006702	PSC71794.1	XP_005845581.1
OG0006703	PSC72600.1	XP_005850687.1
OG0006704	PSC72713.1	XP_005850679.1
OG0006705	PSC71465.1	XP_005850599.1
OG0006706	PSC71482.1	XP_005850926.1
OG0006707	PSC72633.1	XP_005850694.1
OG0006708	PSC69067.1	XP_005851003.1
OG0006709	PSC69045.1	XP_005850736.1
OG0006710	PSC72909.1	XP_005850989.1
OG0006713	PSC72858.1	XP_005850999.1
OG0006714	PSC68994.1	XP_005850731.1
OG0006715	PSC71659.1	XP_005850928.1
OG0006716	PSC72830.1	XP_005850655.1
OG0006717	PSC67451.1	XP_005850846.1
OG0006718	PSC72620.1	XP_005850863.1
OG0006720	PSC71509.1	XP_005850596.1
OG0006721	PSC72916.1	XP_005850671.1
OG0006722	PSC71454.1	XP_005850919.1
OG0006723	PSC71655.1	XP_005850617.1
OG0006724	PSC71612.1	XP_005850648.1
OG0006725	PSC71521.1	XP_005850947.1
OG0006727	PSC69020.1	XP_005843994.1
OG0006728	PSC72469.1	XP_005850283.1
OG0006729	PSC69725.1	XP_005850168.1
OG0006730	PSC72546.1	XP_005850326.1
OG0006731	PSC72545.1	XP_005850069.1
OG0006732	PSC71545.1	XP_005850132.1
OG0006733	PSC69839.1	XP_005850190.1
OG0006734	PSC72624.1	XP_005850354.1
OG0006735	PSC71475.1	XP_005850382.1
OG0006736	PSC72556.1	XP_005850237.1
OG0006737	PSC69793.1	XP_005850177.1
OG0006738	PSC71559.1	XP_005850139.1
OG0006739	PSC72392.1	XP_005849977.1
OG0006740	PSC72865.1	XP_005850104.1
OG0006741	PSC72474.1	XP_005850337.1
OG0006742	PSC71613.1	XP_005850144.1
OG0006743	PSC72489.1	XP_005849988.1
OG0006744	PSC69712.1	XP_005850446.1
OG0006745	PSC72824.1	XP_005850353.1
OG0006746	PSC72418.1	XP_005850230.1
OG0006748	PSC71450.1	XP_005850133.1
OG0006752	PSC74050.1	XP_005845554.1
OG0006753	PSC76455.1	XP_005849723.1
OG0006754	PSC71153.1	XP_005846968.1
OG0006755	PSC72332.1	XP_005847084.1
OG0006756	PSC72145.1	XP_005847019.1
OG0006758	PSC72191.1	XP_005847055.1
OG0006759	PSC70667.1	XP_005847872.1
OG0006760	PSC72181.1	XP_005846898.1
OG0006761	PSC72326.1	XP_005847134.1
OG0006762	PSC70812.1	XP_005848071.1
OG0006763	PSC68219.1	XP_005849716.1
OG0006764	PSC70777.1	XP_005847900.1
OG0006765	PSC72257.1	XP_005847113.1
OG0006766	PSC70694.1	XP_005847871.1
OG0006767	PSC71047.1	XP_005847158.1
OG0006768	PSC71072.1	XP_005846994.1
OG0006769	PSC69449.1	XP_005848087.1
OG0006770	PSC70809.1	XP_005848036.1
OG0006771	PSC70782.1	XP_005848066.1
OG0006772	PSC72327.1	XP_005847034.1
OG0006773	PSC72225.1	XP_005846919.1
OG0006774	PSC71070.1	XP_005846982.1
OG0006776	PSC68207.1	XP_005849440.1
OG0006777	PSC72169.1	XP_005846887.1
OG0006779	PSC72138.1	XP_005846840.1
OG0006780	PSC73775.1	XP_005849721.1
OG0006781	PSC69498.1	XP_005848094.1
OG0006782	PSC71124.1	XP_005846981.1
OG0006783	PSC69569.1	XP_005847920.1
OG0006784	PSC70706.1	XP_005847894.1
OG0006785	PSC72114.1	XP_005846896.1
OG0006786	PSC70733.1	XP_005847870.1
OG0006787	PSC72296.1	XP_005846881.1
OG0006788	PSC71113.1	XP_005847008.1
OG0006790	PSC72126.1	XP_005847026.1
OG0006791	PSC69515.1	XP_005848084.1
OG0006793	PSC72201.1	XP_005847014.1
OG0006794	PSC71033.1	XP_005846986.1
OG0006795	PSC72175.1	XP_005842667.1
OG0006796	PSC72058.1	XP_005847099.1
OG0006797	PSC70651.1	XP_005848057.1
OG0006798	PSC72285.1	XP_005846862.1
OG0006799	PSC72173.1	XP_005846891.1
OG0006800	PSC72151.1	XP_005847083.1
OG0006801	PSC71193.1	XP_005847185.1
OG0006802	PSC72153.1	XP_005847028.1
OG0006803	PSC70816.1	XP_005848058.1
OG0006804	PSC70713.1	XP_005848051.1
OG0006805	PSC68250.1	XP_005848361.1
OG0006806	PSC74575.1	XP_005847741.1
OG0006808	PSC73118.1	XP_005849202.1
OG0006809	PSC73030.1	XP_005849370.1
OG0006810	PSC74691.1	XP_005847798.1
OG0006812	PSC74767.1	XP_005847601.1
OG0006813	PSC74402.1	XP_005847768.1
OG0006815	PSC74741.1	XP_005847602.1
OG0006816	PSC72950.1	XP_005849142.1
OG0006817	PSC67460.1	XP_005847918.1
OG0006818	PSC73120.1	XP_005849168.1
OG0006819	PSC76678.1	XP_005849115.1
OG0006820	PSC74701.1	XP_005847612.1
OG0006821	PSC73599.1	XP_005847534.1
OG0006823	PSC69128.1	XP_005849217.1
OG0006824	PSC75059.1	XP_005847804.1
OG0006825	PSC69161.1	XP_005849222.1
OG0006826	PSC73191.1	XP_005849163.1
OG0006827	PSC69126.1	XP_005849424.1
OG0006828	PSC72968.1	XP_005849152.1
OG0006829	PSC73149.1	XP_005849332.1
OG0006830	PSC74357.1	XP_005847574.1
OG0006831	PSC75076.1	XP_005847648.1
OG0006832	PSC73838.1	XP_005847556.1
OG0006835	PSC76259.1	XP_005851638.1
OG0006836	PSC73763.1	XP_005851264.1
OG0006838	PSC73968.1	XP_005847577.1
OG0006840	PSC76639.1	XP_005851283.1
OG0006842	PSC75768.1	XP_005851156.1
OG0006843	PSC75842.1	XP_005851138.1
OG0006845	PSC68865.1	XP_005851178.1
OG0006846	PSC76122.1	XP_005851298.1
OG0006847	PSC67366.1	XP_005851457.1
OG0006848	PSC67362.1	XP_005851443.1
OG0006849	PSC68244.1	XP_005851224.1
OG0006850	PSC68263.1	XP_005851226.1
OG0006851	PSC73679.1	XP_005851255.1
OG0006852	PSC76838.1, PSC76656.1	XP_005851299.1
OG0006854	PSC76361.1	XP_005851639.1
OG0006855	PSC72501.1	XP_005850285.1
OG0006856	PSC68709.1	XP_005851344.1
OG0006857	PSC75931.1	XP_005851066.1
OG0006858	PSC68847.1	XP_005851197.1
OG0006859	PSC76438.1	XP_005851301.1
OG0006860	PSC75816.1	XP_005851390.1
OG0006861	PSC76803.1	XP_005851623.1
OG0006862	PSC75928.1	XP_005851425.1
OG0006863	PSC69670.1	XP_005849605.1
OG0006864	PSC68259.1	XP_005851513.1
OG0006865	PSC75543.1	XP_005851098.1
OG0006866	PSC76316.1	XP_005851320.1
OG0006867	PSC73807.1	XP_005851575.1
OG0006868	PSC67359.1	XP_005851172.1
OG0006869	PSC75852.1, PSC75853.1	XP_005845153.1
OG0006870	PSC73914.1	XP_005851574.1
OG0006871	PSC70586.1	XP_005851019.1
OG0006872	PSC73821.1	XP_005851271.1
OG0006873	PSC76418.1	XP_005851621.1
OG0006874	PSC68894.1	XP_005851492.1
OG0006876	PSC76936.1	XP_005851330.1
OG0006877	PSC68899.1	XP_005851187.1
OG0006878	PSC75525.1, PSC75526.1	XP_005851131.1
OG0006879	PSC73754.1	XP_005851546.1
OG0006880	PSC74837.1	XP_005851207.1
OG0006881	PSC75515.1	XP_005851429.1
OG0006882	PSC76023.1	XP_005849882.1
OG0006884	PSC75949.1	XP_005849681.1
OG0006885	PSC67922.1	XP_005843445.1
OG0006886	PSC69719.1	XP_005843154.1
OG0006888	PSC73267.1	XP_005849941.1
OG0006889	PSC75945.1	XP_005849674.1
OG0006890	PSC75841.1	XP_005849836.1
OG0006891	PSC75851.1	XP_005849923.1
OG0006892	PSC73913.1	XP_005845186.1
OG0006893	PSC76037.1	XP_005849545.1
OG0006894	PSC75492.1	XP_005849502.1
OG0006895	PSC75810.1	XP_005843792.1
OG0006896	PSC76947.1	XP_005849900.1
OG0006898	PSC73786.1	XP_005849523.1
OG0006899	PSC75257.1	XP_005843791.1
OG0006900	PSC75338.1	XP_005849499.1
OG0006901	PSC76764.1	XP_005849519.1
OG0006902	PSC76303.1	XP_005849733.1
OG0006903	PSC75651.1	XP_005849765.1
OG0006904	PSC67876.1	XP_005849825.1
OG0006905	PSC75844.1	XP_005849576.1
OG0006906	PSC75656.1	XP_005849850.1
OG0006907	PSC76886.1	XP_005849890.1
OG0006908	PSC68006.1	XP_005849550.1
OG0006910	PSC75498.1	XP_005849838.1
OG0006911	PSC76653.1	XP_005849650.1
OG0006912	PSC67963.1	XP_005849970.1
OG0006913	PSC73240.1	XP_005843763.1
OG0006914	PSC75413.1	XP_005849585.1
OG0006915	PSC69088.1	XP_005844563.1
OG0006916	PSC75711.1	XP_005849774.1
OG0006917	PSC76052.1	XP_005849727.1
OG0006918	PSC76444.1	XP_005849639.1
OG0006919	PSC67886.1	XP_005843423.1
OG0006920	PSC76307.1	XP_005849466.1
OG0006922	PSC72475.1	XP_005843755.1
OG0006923	PSC76924.1	XP_005849870.1
OG0006925	PSC75668.1	XP_005849924.1
OG0006927	PSC76867.1	XP_005845294.1
OG0006928	PSC71127.1	XP_005842805.1
OG0006930	PSC71340.1	XP_005846259.1
OG0006932	PSC76148.1	XP_005845452.1
OG0006933	PSC69652.1	XP_005846350.1
OG0006934	PSC73171.1	XP_005845380.1
OG0006935	PSC67403.1	XP_005843033.1
OG0006936	PSC69691.1	XP_005846338.1
OG0006937	PSC71353.1	XP_005846437.1
OG0006938	PSC68352.1	XP_005846485.1
OG0006939	PSC71276.1	XP_005846262.1
OG0006940	PSC70855.1	XP_005843023.1
OG0006941	PSC73209.1	XP_005845394.1
OG0006942	PSC69635.1	XP_005846522.1
OG0006943	PSC76542.1	XP_005845404.1
OG0006944	PSC71306.1	XP_005846431.1
OG0006945	PSC68340.1	XP_005846304.1
OG0006947	PSC76879.1	XP_005845497.1
OG0006948	PSC68389.1	XP_005846474.1
OG0006949	PSC69655.1	XP_005846360.1
OG0006950	PSC77063.1	XP_005845461.1
OG0006951	PSC71375.1	XP_005846460.1
OG0006952	PSC71374.1	XP_005846461.1
OG0006953	PSC76195.1	XP_005845460.1
OG0006954	PSC76809.1	XP_005845289.1
OG0006955	PSC76828.1	XP_005845305.1
OG0006956	PSC69658.1	XP_005846547.1
OG0006957	PSC69600.1	XP_005846539.1
OG0006958	PSC76077.1	XP_005845429.1
OG0006959	PSC69614.1	XP_005846386.1
OG0006960	PSC68384.1	XP_005846494.1
OG0006961	PSC68323.1	XP_005846319.1
OG0006962	PSC69572.1	XP_005846532.1
OG0006963	PSC70844.1	XP_005842997.1
OG0006964	PSC71339.1	XP_005845725.1
OG0006965	PSC68317.1	XP_005846483.1
OG0006967	PSC71233.1	XP_005846438.1
OG0006968	PSC73196.1	XP_005845390.1
OG0006969	PSC71400.1	XP_005846247.1
OG0006970	PSC73110.1	XP_005845254.1
OG0006971	PSC71097.1	XP_005842815.1
OG0006972	PSC73168.1	XP_005843345.1
OG0006973	PSC74881.1	XP_005851811.1
OG0006974	PSC74201.1	XP_005851906.1
OG0006975	PSC67925.1	XP_005852162.1
OG0006976	PSC69374.1	XP_005852154.1
OG0006977	PSC68168.1	XP_005851717.1
OG0006978	PSC67562.1	XP_005852197.1
OG0006980	PSC74864.1	XP_005852143.1
OG0006981	PSC75133.1	XP_005851791.1
OG0006982	PSC68427.1	XP_005852014.1
OG0006983	PSC74293.1	XP_005852222.1
OG0006984	PSC68500.1	XP_005851971.1
OG0006985	PSC69384.1	XP_005851823.1
OG0006986	PSC67897.1	XP_005852163.1
OG0006987	PSC67549.1	XP_005851863.1
OG0006988	PSC74220.1	XP_005851892.1
OG0006989	PSC74901.1	XP_005851749.1
OG0006990	PSC69357.1	XP_005852176.1
OG0006991	PSC75201.1	XP_005852074.1
OG0006993	PSC71809.1	XP_005848490.1
OG0006994	PSC75056.1	XP_005851779.1
OG0006995	PSC67567.1	XP_005852198.1
OG0006996	PSC75145.1	XP_005852092.1
OG0006997	PSC75148.1	XP_005851764.1
OG0007000	PSC68416.1	XP_005851683.1
OG0007001	PSC69383.1	XP_005851842.1
OG0007002	PSC68498.1	XP_005852283.1
OG0007005	PSC69397.1	XP_005851820.1
OG0007006	PSC68177.1	XP_005851728.1
OG0007007	PSC75905.1	XP_005848744.1
OG0007008	PSC69415.1	XP_005851846.1
OG0007009	PSC75015.1	XP_005852093.1
OG0007010	PSC69330.1	XP_005851841.1
OG0007011	PSC68927.1	XP_005851875.1
OG0007012	PSC74951.1	XP_005852131.1
OG0007013	PSC76938.1	XP_005844594.1
OG0007014	PSC68164.1	XP_005852066.1
OG0007015	PSC68469.1	XP_005852038.1
OG0007017	PSC74292.1	XP_005844212.1
OG0007018	PSC74722.1	XP_005843548.1
OG0007019	PSC73970.1	XP_005850845.1
OG0007021	PSC73394.1	XP_005844374.1
OG0007022	PSC74334.1	XP_005845520.1
OG0007023	PSC74000.1	XP_005845552.1
OG0007024	PSC74238.1	XP_005845523.1
OG0007025	PSC74353.1	XP_005848946.1
OG0007026	PSC74777.1	XP_005843544.1
OG0007027	PSC74239.1	XP_005843622.1
OG0007028	PSC73303.1	XP_005844384.1
OG0007029	PSC73481.1	XP_005844308.1
OG0007030	PSC70565.1	XP_005844202.1
OG0007031	PSC73533.1	XP_005844302.1
OG0007032	PSC70490.1	XP_005844285.1
OG0007033	PSC70598.1	XP_005844345.1
OG0007034	PSC73462.1	XP_005844256.1
OG0007035	PSC73241.1	XP_005844250.1
OG0007036	PSC74859.1	XP_005849293.1
OG0007037	PSC73406.1	XP_005844178.1
OG0007038	PSC69035.1	XP_005846576.1
OG0007039	PSC74149.1	XP_005845537.1
OG0007040	PSC74294.1	XP_005843497.1
OG0007042	PSC74114.1	XP_005848476.1
OG0007044	PSC74250.1	XP_005847578.1
OG0007045	PSC70506.1	XP_005843607.1
OG0007046	PSC73485.1	XP_005844417.1
OG0007047	PSC74262.1	XP_005845624.1
OG0007048	PSC73257.1	XP_005844313.1, XP_005842594.1
OG0007049	PSC70577.1	XP_005843097.1
OG0007050	PSC73448.1	XP_005848861.1
OG0007051	PSC74527.1	XP_005842841.1
OG0007052	PSC74964.1	XP_005847349.1
OG0007053	PSC74161.1	XP_005845557.1
OG0007054	PSC74297.1	XP_005842848.1
OG0007055	PSC73495.1	XP_005851484.1
OG0007056	PSC70629.1	XP_005844307.1
OG0007057	PSC70576.1	XP_005848621.1
OG0007059	PSC67277.1	XP_005844198.1
OG0007060	PSC73261.1	XP_005844265.1
OG0007061	PSC73329.1	XP_005844180.1
OG0007062	PSC74159.1	XP_005843493.1
OG0007063	PSC74311.1	XP_005845618.1
OG0007064	PSC74570.1	XP_005842842.1
OG0007066	PSC74660.1	XP_005842845.1
OG0007070	PSC69722.1	XP_005842739.1, XP_005844779.1
OG0007071	PSC74952.1, PSC74956.1	XP_005842930.1
OG0007073	PSC75894.1, PSC75893.1	XP_005843433.1
OG0007076	PSC67955.1	XP_005848400.1, XP_005843705.1
OG0007077	PSC74608.1, PSC74609.1	XP_005843712.1
OG0007079	PSC72495.1, PSC73268.1	XP_005843764.1
OG0007080	PSC68271.1, PSC67341.1	XP_005844019.1
OG0007081	PSC73279.1	XP_005844297.1
OG0007085	PSC74059.1	XP_005845635.1
OG0007086	PSC75714.1	XP_005845645.1
OG0007087	PSC71908.1	XP_005846156.1, XP_005846157.1
OG0007088	PSC69681.1	XP_005846345.1, XP_005852301.1
OG0007089	PSC72334.1	XP_005847030.1
OG0007092	PSC76344.1, PSC76345.1	XP_005848157.1
OG0007093	PSC70168.1, PSC70169.1	XP_005848225.1
OG0007097	PSC68072.1, PSC67806.1, PSC67762.1	XP_005849302.1
OG0007098	PSC71912.1, PSC67162.1	XP_005849481.1
OG0007099	PSC73524.1	XP_005849548.1
OG0007100	PSC76016.1, PSC76015.1	XP_005849657.1
OG0007101	PSC76612.1, PSC76613.1	XP_005849725.1
OG0007103	PSC73055.1, PSC73056.1, PSC74480.1	XP_005850313.1
OG0007104	PSC72691.1	XP_005850350.1
OG0007105	PSC72653.1	XP_005850702.1
OG0007106	PSC76328.1, PSC76327.1	XP_005851578.1
OG0007107	PSC75994.1	XP_005851800.1
OG0007108	PSC68514.1	XP_005852268.1, XP_005851953.1
OG0007156	PSC76189.1	XP_005845286.1
OG0007169	PSC69244.1	XP_005843276.1
OG0007204	PSC70189.1	XP_005846781.1
OG0007219	PSC74769.1	XP_005843867.1
OG0007231	PSC72849.1	XP_005850116.1
OG0007243	PSC67679.1	XP_005846067.1
OG0007247	PSC71651.1	XP_005850388.1
OG0007267	PSC71350.1	XP_005846228.1
OG0007285	PSC74889.1	XP_005852079.1
OG0007298	PSC76367.1	XP_005849298.1
OG0007328	PSC72120.1	XP_005843309.1
OG0007349	PSC67705.1	XP_005843918.1
OG0007356	PSC76603.1	XP_005845909.1
OG0007365	PSC73148.1	XP_005845059.1
OG0007373	PSC73332.1	XP_005844392.1
OG0007406	PSC68968.1	XP_005851844.1
OG0007408	PSC67792.1	XP_005842988.1
OG0007416	PSC74198.1	XP_005845582.1
OG0007436	PSC70380.1	XP_005848258.1
OG0007451	PSC71178.1	XP_005845610.1
OG0007452	PSC74496.1	XP_005847728.1
OG0007465	PSC72340.1	XP_005850984.1
OG0007481	PSC68254.1	XP_005844017.1
OG0007483	PSC70786.1	XP_005844125.1
OG0007493	PSC67982.1	XP_005844519.1
OG0007494	PSC71548.1	XP_005845351.1
OG0007500	PSC72688.1	XP_005850524.1
OG0007508	PSC74373.1	XP_005843868.1
OG0007509	PSC75043.1	XP_005848154.1
OG0007519	PSC69510.1	XP_005848122.1
OG0007521	PSC69459.1	XP_005847952.1
OG0007526	PSC76332.1	XP_005848309.1
OG0007530	PSC68718.1	XP_005846612.1
OG0007546	PSC69267.1	XP_005843283.1
OG0007580	PSC70208.1	XP_005847827.1
OG0007586	PSC72007.1	XP_005846178.1
OG0007606	PSC69872.1	XP_005847313.1
OG0007614	PSC69970.1	XP_005847295.1
OG0007616	PSC75863.1	XP_005847246.1
OG0007623	PSC75976.1	XP_005847407.1
OG0007639	PSC70995.1	XP_005848348.1
OG0007661	PSC73931.1	XP_005845066.1
OG0007663	PSC73771.1	XP_005846655.1
OG0007664	PSC73853.1	XP_005846656.1
OG0007668	PSC68913.1	XP_005846678.1
OG0007670	PSC72132.1	XP_005849092.1
OG0007681	PSC75662.1	XP_005848654.1
OG0007692	PSC73980.1	XP_005845785.1
OG0007694	PSC73770.1	XP_005848596.1
OG0007698	PSC73680.1	XP_005848618.1
OG0007717	PSC71497.1	XP_005849109.1
OG0007726	PSC74947.1	XP_005845599.1
OG0007745	PSC70718.1	XP_005848037.1
OG0007751	PSC69565.1	XP_005847933.1
OG0007754	PSC72156.1	XP_005847075.1
OG0007755	PSC69489.1	XP_005848095.1
OG0007775	PSC73173.1	XP_005849201.1
OG0007777	PSC69742.1	XP_005848764.1
OG0007794	PSC73907.1	XP_005847530.1
OG0007798	PSC69003.1	XP_005850755.1
OG0007803	PSC68297.1	XP_005851519.1
OG0007804	PSC68844.1	XP_005851480.1
OG0007827	PSC76114.1	XP_005851333.1
OG0007833	PSC76409.1	XP_005849664.1
OG0007841	PSC75483.1	XP_005849597.1
OG0007844	PSC76832.1	XP_005849621.1
OG0007849	PSC71874.1	XP_005849489.1
OG0007851	PSC75459.1	XP_005849747.1
OG0007858	PSC69698.1	XP_005849382.1
OG0007862	PSC68368.1	XP_005846497.1
OG0007878	PSC69190.1	XP_005843743.1
OG0007883	PSC74481.1	XP_005844805.1
OG0007891	PSC74004.1	XP_005851925.1
OG0007903	PSC73973.1	XP_005847347.1
OG0007912	PSC74757.1	XP_005843600.1
OG0007913	PSC70501.1	XP_005849604.1
OG0007937	PSC74300.1	XP_005845670.1
OG0007940	PSC73421.1	XP_005844267.1
OG0007941	PSC70026.1	XP_005842588.1, XP_005844796.1
OG0007948	PSC68850.1, PSC74188.1	XP_005842781.1
OG0007949	PSC74458.1	XP_005842862.1
OG0007950	PSC70704.1	XP_005842948.1
OG0007951	PSC68030.1	XP_005843020.1
OG0007953	PSC68069.1	XP_005843175.1
OG0007954	PSC68417.1	XP_005843201.1
OG0007956	PSC76364.1	XP_005843383.1
OG0007957	PSC76408.1	XP_005843384.1
OG0007958	PSC77037.1	XP_005843385.1
OG0007961	PSC70544.1	XP_005843549.1
OG0007964	PSC74449.1	XP_005843732.1
OG0007966	PSC74631.1, PSC74632.1	XP_005843869.1
OG0007967	PSC74372.1	XP_005843895.1
OG0007968	PSC67487.1	XP_005843903.1
OG0007969	PSC67711.1	XP_005843921.1
OG0007970	PSC74652.1	XP_005843977.1
OG0007971	PSC74439.1	XP_005843978.1
OG0007972	PSC70692.1	XP_005844045.1
OG0007973	PSC71423.1	XP_005844083.1
OG0007974	PSC68756.1	XP_005844086.1, XP_005844085.1
OG0007975	PSC70156.1	XP_005844149.1
OG0007976	PSC70558.1	XP_005844209.1
OG0007978	PSC73256.1	XP_005844335.1
OG0007984	PSC67671.1	XP_005844645.1
OG0007985	PSC71766.1, PSC71765.1	XP_005844661.1
OG0007986	PSC71727.1, PSC71726.1	XP_005844666.1
OG0007988	PSC71714.1	XP_005844714.1
OG0007989	PSC71745.1	XP_005844728.1
OG0007990	PSC70259.1	XP_005844744.1
OG0007991	PSC71752.1	XP_005844787.1
OG0007992	PSC69219.1	XP_005844835.1
OG0007993	PSC73380.1	XP_005844890.1
OG0007994	PSC73505.1	XP_005844911.1
OG0007996	PSC68203.1	XP_005845036.1
OG0007998	PSC73777.1	XP_005845072.1
OG0007999	PSC73863.1	XP_005845075.1
OG0008000	PSC73656.1	XP_005845088.1
OG0008001	PSC68823.1	XP_005845095.1
OG0008003	PSC76953.1	XP_005845335.1
OG0008004	PSC76144.1	XP_005845430.1
OG0008005	PSC76029.1, PSC76030.1	XP_005845465.1
OG0008007	PSC76996.1	XP_005845475.1
OG0008008	PSC74193.1	XP_005845522.1
OG0008010	PSC74314.1	XP_005845652.1
OG0008011	PSC74341.1	XP_005845660.1
OG0008012	PSC67302.1	XP_005845749.1
OG0008013	PSC75166.1	XP_005845750.1
OG0008014	PSC70061.1	XP_005845789.1
OG0008015	PSC70033.1	XP_005845809.1
OG0008016	PSC75024.1	XP_005845839.1
OG0008017	PSC67299.1	XP_005845866.1
OG0008018	PSC71932.1	XP_005846006.1
OG0008019	PSC70216.1	XP_005846211.1
OG0008020	PSC71235.1	XP_005846251.1
OG0008021	PSC69618.1, PSC69619.1	XP_005846383.1
OG0008023	PSC74598.1, PSC74597.1	XP_005846467.1
OG0008024	PSC69587.1	XP_005846546.1
OG0008025	PSC69401.1	XP_005846632.1
OG0008026	PSC68610.1	XP_005846697.1
OG0008027	PSC69346.1	XP_005846775.1
OG0008028	PSC71074.1	XP_005846976.1
OG0008029	PSC72262.1	XP_005847093.1
OG0008030	PSC75663.1, PSC75664.1	XP_005847242.1
OG0008031	PSC67152.1	XP_005847359.1
OG0008032	PSC74805.1	XP_005847595.1
OG0008033	PSC74918.1	XP_005847644.1
OG0008034	PSC69414.1	XP_005847655.1
OG0008035	PSC69408.1	XP_005847659.1
OG0008036	PSC73900.1	XP_005847705.1
OG0008037	PSC74630.1	XP_005847763.1
OG0008038	PSC74988.1	XP_005847813.1
OG0008039	PSC70763.1	XP_005847906.1
OG0008040	PSC69537.1	XP_005847921.1
OG0008041	PSC70727.1	XP_005848043.1
OG0008042	PSC74998.1	XP_005848170.1
OG0008043	PSC68270.1	XP_005848210.1
OG0008044	PSC73415.1	XP_005848227.1
OG0008045	PSC73503.1	XP_005848234.1
OG0008046	PSC70460.1	XP_005848286.1
OG0008047	PSC70455.1	XP_005848298.1
OG0008048	PSC68057.1	XP_005848379.1
OG0008049	PSC75442.1, PSC75710.1	XP_005848491.1
OG0008050	PSC68044.1	XP_005848575.1
OG0008051	PSC73031.1, PSC67687.1	XP_005848589.1
OG0008052	PSC73877.1	XP_005848595.1
OG0008053	PSC71640.1, PSC71574.1	XP_005848637.1
OG0008054	PSC75542.1	XP_005848829.1
OG0008056	PSC75895.1	XP_005848896.1
OG0008057	PSC75930.1	XP_005848958.1
OG0008058	PSC75308.1	XP_005848980.1
OG0008059	PSC69820.1	XP_005849012.1
OG0008060	PSC72966.1	XP_005849122.1
OG0008061	PSC73133.1	XP_005849160.1
OG0008062	PSC69085.1	XP_005849209.1
OG0008063	PSC76667.1	XP_005849261.1
OG0008064	PSC72969.1	XP_005849344.1
OG0008065	PSC75803.1	XP_005849495.1
OG0008066	PSC67877.1	XP_005849569.1
OG0008067	PSC76736.1	XP_005849670.1
OG0008068	PSC73585.1	XP_005849722.1
OG0008070	PSC76373.1	XP_005849875.1
OG0008071	PSC76451.1	XP_005849918.1
OG0008072	PSC74029.1	XP_005849953.1
OG0008073	PSC76757.1	XP_005849962.1
OG0008074	PSC72368.1	XP_005849982.1
OG0008076	PSC72588.1	XP_005850053.1
OG0008077	PSC70572.1	XP_005850097.1
OG0008078	PSC71606.1	XP_005850129.1
OG0008079	PSC71489.1	XP_005850137.1
OG0008081	PSC69760.1	XP_005850192.1
OG0008082	PSC69830.1	XP_005850197.1
OG0008084	PSC75950.1	XP_005850217.1
OG0008085	PSC72369.1	XP_005850231.1
OG0008086	PSC72442.1	XP_005850304.1
OG0008087	PSC72704.1	XP_005850483.1
OG0008088	PSC70232.1	XP_005850506.1
OG0008089	PSC72627.1	XP_005850519.1
OG0008091	PSC67854.1	XP_005850583.1
OG0008092	PSC69733.1	XP_005850630.1
OG0008093	PSC71563.1	XP_005850634.1
OG0008094	PSC68728.1, PSC68727.1	XP_005850637.1
OG0008095	PSC72816.1	XP_005850715.1
OG0008096	PSC74170.1, PSC74169.1	XP_005850827.1
OG0008097	PSC71451.1	XP_005850897.1
OG0008098	PSC71486.1	XP_005850933.1
OG0008099	PSC72808.1	XP_005850974.1
OG0008100	PSC69075.1	XP_005851020.1
OG0008101	PSC69008.1	XP_005851030.1
OG0008102	PSC77029.1, PSC76106.1	XP_005851086.1
