Orthogroup	m_conductrix_genome_proteins	c_sorokiniana_genome_proteins
OG0006517	PSC74958.1	PRW33512.1
OG0006519	PSC75045.1	PRW33526.1
OG0006520	PSC67378.1	PRW33531.1
OG0006521	PSC74887.1	PRW33609.1
OG0006522	PSC67376.1	PRW33640.1
OG0006523	PSC76959.1, PSC70469.1	PRW33644.1
OG0006524	PSC70123.1	PRW33645.1
OG0006525	PSC74934.1	PRW33652.1
OG0006527	PSC74850.1	PRW33687.1
OG0006528	PSC70107.1	PRW33688.1
OG0006530	PSC74812.1	PRW33700.1
OG0006531	PSC74824.1, PSC74825.1	PRW33701.1
OG0006532	PSC74427.1	PRW33724.1
OG0006533	PSC67368.1	PRW33727.1
OG0006534	PSC74867.1	PRW33731.1
OG0006535	PSC70043.1	PRW33735.1
OG0006536	PSC67373.1, PSC67372.1	PRW33742.1, PRW33743.1
OG0006537	PSC70108.1	PRW33744.1
OG0006538	PSC76153.1	PRW33755.1
OG0006539	PSC73620.1	PRW33763.1
OG0006540	PSC76865.1	PRW33774.1
OG0006541	PSC70188.1	PRW33783.1
OG0006542	PSC68015.1	PRW33800.1
OG0006543	PSC70204.1	PRW33804.1
OG0006544	PSC70195.1, PSC70194.1	PRW33806.1
OG0006545	PSC70288.1	PRW33837.1
OG0006548	PSC69413.1	PRW33891.1
OG0006549	PSC70295.1	PRW33900.1
OG0006550	PSC76433.1	PRW33913.1
OG0006552	PSC76312.1	PRW33983.1
OG0006553	PSC76392.1	PRW33992.1
OG0006554	PSC67736.1	PRW33997.1
OG0006555	PSC67754.1	PRW34016.1
OG0006556	PSC67748.1	PRW34036.1
OG0006557	PSC76845.1	PRW34049.1
OG0006558	PSC70206.1	PRW34055.1
OG0006559	PSC70138.1	PRW34100.1
OG0006560	PSC67254.1	PRW39060.1
OG0006561	PSC71933.1	PRW39063.1
OG0006562	PSC71896.1	PRW39073.1
OG0006563	PSC72321.1	PRW39090.1, PRW57037.1
OG0006564	PSC67668.1	PRW39108.1
OG0006565	PSC71900.1	PRW39119.1
OG0006566	PSC67868.1	PRW39128.1
OG0006567	PSC71983.1	PRW39137.1
OG0006568	PSC67675.1	PRW39178.1
OG0006569	PSC73260.1	PRW39191.1
OG0006570	PSC67579.1	PRW39200.1
OG0006572	PSC67645.1	PRW39219.1
OG0006573	PSC72017.1	PRW39259.1
OG0006574	PSC71958.1	PRW39269.1
OG0006575	PSC67677.1	PRW39275.1
OG0006576	PSC71870.1	PRW39284.1
OG0006577	PSC71861.1	PRW39301.1
OG0006578	PSC71937.1	PRW39330.1
OG0006579	PSC71902.1	PRW39332.1
OG0006580	PSC67650.1	PRW39334.1
OG0006581	PSC72043.1	PRW39354.1
OG0006582	PSC72008.1	PRW39368.1
OG0006583	PSC71938.1	PRW39391.1
OG0006584	PSC69899.1	PRW44242.1
OG0006585	PSC75791.1	PRW44279.1
OG0006586	PSC70835.1	PRW44286.1
OG0006587	PSC70980.1, PSC70978.1	PRW44295.1
OG0006588	PSC75447.1	PRW44299.1
OG0006589	PSC69976.1	PRW44305.1
OG0006590	PSC69851.1	PRW44330.1
OG0006591	PSC69920.1	PRW44338.1
OG0006592	PSC69937.1	PRW44374.1
OG0006593	PSC75989.1	PRW44406.1
OG0006594	PSC75875.1	PRW44409.1
OG0006595	PSC75649.1	PRW44412.1
OG0006596	PSC68943.1	PRW44443.1
OG0006597	PSC69936.1	PRW44445.1
OG0006598	PSC70891.1	PRW44463.1
OG0006599	PSC67151.1	PRW44481.1
OG0006600	PSC70999.1	PRW44510.1
OG0006601	PSC70905.1	PRW44514.1
OG0006602	PSC75259.1	PRW44525.1
OG0006604	PSC70922.1	PRW44570.1
OG0006605	PSC70863.1	PRW44590.1
OG0006607	PSC72454.1	PRW58880.1, PRW44857.1
OG0006608	PSC70443.1	PRW44874.1
OG0006609	PSC68066.1, PSC68067.1	PRW44888.1
OG0006610	PSC70857.1	PRW44956.1
OG0006611	PSC67515.1	PRW44971.1
OG0006613	PSC67526.1	PRW45008.1
OG0006614	PSC70985.1	PRW45034.1
OG0006615	PSC70456.1	PRW45044.1
OG0006616	PSC67745.1	PRW45063.1
OG0006617	PSC67522.1	PRW45073.1
OG0006618	PSC70459.1	PRW45102.1
OG0006619	PSC70858.1	PRW45111.1
OG0006620	PSC74464.1	PRW45126.1
OG0006621	PSC70830.1	PRW45129.1
OG0006622	PSC70451.1	PRW45135.1
OG0006623	PSC70360.1	PRW45160.1
OG0006624	PSC70837.1	PRW45164.1
OG0006625	PSC70852.1	PRW45170.1
OG0006626	PSC70309.1	PRW45176.1
OG0006627	PSC75861.1	PRW60583.1, PRW45218.1
OG0006628	PSC73248.1	PRW45227.1
OG0006629	PSC70389.1	PRW45241.1
OG0006630	PSC70348.1	PRW45255.1
OG0006631	PSC75962.1, PSC75963.1	PRW45322.1
OG0006632	PSC68583.1	PRW45325.1
OG0006633	PSC68604.1	PRW45331.1
OG0006634	PSC72561.1	PRW45336.1
OG0006635	PSC69364.1	PRW45338.1
OG0006636	PSC72407.1	PRW45344.1
OG0006638	PSC73649.1	PRW45352.1
OG0006639	PSC74411.1	PRW45360.1, PRW45585.1
OG0006640	PSC68575.1	PRW45362.1
OG0006641	PSC69355.1	PRW45365.1
OG0006642	PSC68208.1	PRW45367.1
OG0006643	PSC71381.1	PRW45368.1
OG0006644	PSC73840.1	PRW59322.1, PRW45369.1
OG0006645	PSC68644.1	PRW45376.1
OG0006646	PSC68613.1	PRW45386.1
OG0006647	PSC73716.1	PRW45388.1
OG0006648	PSC73618.1	PRW45400.1
OG0006649	PSC73569.1	PRW45430.1
OG0006650	PSC68974.1	PRW45436.1
OG0006651	PSC69427.1	PRW45438.1
OG0006652	PSC73219.1	PRW45439.1
OG0006653	PSC68229.1	PRW45443.1
OG0006654	PSC67327.1	PRW45453.1
OG0006655	PSC67323.1	PRW45475.1
OG0006656	PSC68212.1	PRW45487.1
OG0006657	PSC73602.1	PRW45493.1
OG0006658	PSC71767.1	PRW45494.1
OG0006660	PSC67319.1	PRW45505.1
OG0006661	PSC68231.1	PRW45515.1
OG0006662	PSC67314.1, PSC67315.1	PRW45518.1
OG0006663	PSC73825.1	PRW45539.1
OG0006664	PSC72513.1	PRW45543.1
OG0006665	PSC73558.1	PRW45576.1
OG0006666	PSC73845.1	PRW45612.1
OG0006667	PSC69416.1	PRW45626.1
OG0006669	PSC75551.1	PRW50869.1, PRW45675.1, PRW51080.1
OG0006671	PSC69422.1	PRW45723.1
OG0006672	PSC73600.1	PRW45729.1
OG0006673	PSC73911.1	PRW45744.1
OG0006674	PSC69601.1	PRW45745.1, PRW60337.1
OG0006675	PSC69803.1, PSC69804.1	PRW50750.1
OG0006676	PSC75938.1	PRW50751.1
OG0006677	PSC75404.1	PRW50770.1
OG0006679	PSC76842.1	PRW50793.1
OG0006680	PSC75561.1	PRW50800.1
OG0006681	PSC75777.1	PRW50806.1
OG0006682	PSC75231.1	PRW50816.1
OG0006683	PSC75735.1	PRW50822.1
OG0006685	PSC75470.1	PRW50859.1
OG0006686	PSC75986.1, PSC75985.1	PRW50917.1
OG0006688	PSC72727.1, PSC69738.1	PRW50944.1
OG0006689	PSC68079.1	PRW50969.1
OG0006690	PSC77046.1	PRW50970.1
OG0006691	PSC76363.1	PRW50980.1
OG0006693	PSC73841.1	PRW50998.1
OG0006694	PSC75640.1	PRW51018.1
OG0006695	PSC76662.1	PRW51022.1
OG0006696	PSC75276.1	PRW51035.1
OG0006697	PSC75724.1	PRW51050.1
OG0006698	PSC75823.1	PRW51169.1
OG0006699	PSC75507.1	PRW51179.1
OG0006700	PSC71533.1, PSC71539.1	PRW55888.1
OG0006701	PSC71591.1	PRW55916.1
OG0006702	PSC71794.1	PRW55920.1
OG0006703	PSC72600.1	PRW55926.1
OG0006704	PSC72713.1	PRW55943.1
OG0006705	PSC71465.1	PRW55957.1
OG0006706	PSC71482.1	PRW55960.1
OG0006707	PSC72633.1	PRW55963.1
OG0006708	PSC69067.1	PRW55964.1
OG0006709	PSC69045.1	PRW56008.1
OG0006710	PSC72909.1	PRW56025.1
OG0006711	PSC72805.1, PSC72479.1	PRW56071.1
OG0006713	PSC72858.1	PRW56088.1
OG0006714	PSC68994.1	PRW56099.1
OG0006715	PSC71659.1	PRW56104.1
OG0006716	PSC72830.1	PRW56134.1
OG0006717	PSC67451.1	PRW56164.1
OG0006718	PSC72620.1	PRW56199.1
OG0006720	PSC71509.1	PRW56231.1
OG0006721	PSC72916.1	PRW56281.1
OG0006722	PSC71454.1	PRW56290.1
OG0006723	PSC71655.1	PRW56291.1
OG0006724	PSC71612.1	PRW56301.1
OG0006725	PSC71521.1	PRW56313.1
OG0006727	PSC69020.1	PRW56335.1
OG0006728	PSC72469.1	PRW56418.1
OG0006729	PSC69725.1	PRW56451.1
OG0006730	PSC72546.1	PRW56477.1
OG0006731	PSC72545.1	PRW56478.1
OG0006732	PSC71545.1	PRW56483.1
OG0006733	PSC69839.1	PRW56485.1
OG0006734	PSC72624.1	PRW56532.1
OG0006735	PSC71475.1	PRW56535.1
OG0006736	PSC72556.1	PRW56568.1
OG0006737	PSC69793.1	PRW56569.1
OG0006738	PSC71559.1	PRW56586.1
OG0006739	PSC72392.1	PRW56616.1
OG0006740	PSC72865.1	PRW56631.1
OG0006741	PSC72474.1	PRW56641.1
OG0006742	PSC71613.1	PRW56670.1
OG0006743	PSC72489.1	PRW56712.1
OG0006744	PSC69712.1	PRW56716.1
OG0006745	PSC72824.1	PRW56719.1
OG0006746	PSC72418.1	PRW56737.1
OG0006748	PSC71450.1	PRW56764.1
OG0006749	PSC72896.1, PSC72897.1	PRW56791.1, PRW59607.1
OG0006752	PSC74050.1	PRW56844.1
OG0006753	PSC76455.1	PRW56909.1
OG0006754	PSC71153.1	PRW56910.1
OG0006755	PSC72332.1	PRW56924.1
OG0006756	PSC72145.1	PRW56925.1
OG0006757	PSC72077.1	PRW56926.1
OG0006758	PSC72191.1	PRW56927.1
OG0006759	PSC70667.1	PRW56944.1
OG0006760	PSC72181.1	PRW56946.1
OG0006761	PSC72326.1	PRW56961.1
OG0006762	PSC70812.1	PRW56965.1
OG0006763	PSC68219.1	PRW56966.1
OG0006764	PSC70777.1	PRW56971.1
OG0006765	PSC72257.1	PRW56972.1
OG0006766	PSC70694.1	PRW56975.1
OG0006767	PSC71047.1	PRW56978.1
OG0006768	PSC71072.1	PRW56992.1
OG0006769	PSC69449.1	PRW57005.1
OG0006770	PSC70809.1	PRW57030.1
OG0006771	PSC70782.1	PRW57031.1
OG0006772	PSC72327.1	PRW57039.1, PRW57038.1
OG0006773	PSC72225.1	PRW57054.1
OG0006774	PSC71070.1	PRW57064.1
OG0006776	PSC68207.1	PRW57069.1
OG0006777	PSC72169.1	PRW57085.1
OG0006779	PSC72138.1	PRW57090.1
OG0006780	PSC73775.1	PRW57104.1
OG0006781	PSC69498.1	PRW57109.1
OG0006782	PSC71124.1	PRW57125.1
OG0006783	PSC69569.1	PRW57126.1
OG0006784	PSC70706.1	PRW57132.1
OG0006785	PSC72114.1	PRW57179.1
OG0006786	PSC70733.1	PRW57210.1
OG0006787	PSC72296.1	PRW57217.1
OG0006788	PSC71113.1	PRW57223.1
OG0006790	PSC72126.1	PRW57307.1
OG0006791	PSC69515.1	PRW57346.1
OG0006792	PSC72073.1, PSC72072.1	PRW57384.1
OG0006793	PSC72201.1	PRW57385.1
OG0006794	PSC71033.1	PRW57400.1
OG0006795	PSC72175.1	PRW57412.1
OG0006796	PSC72058.1	PRW57426.1
OG0006797	PSC70651.1	PRW57451.1
OG0006798	PSC72285.1	PRW57454.1
OG0006799	PSC72173.1	PRW57479.1
OG0006800	PSC72151.1	PRW57492.1
OG0006801	PSC71193.1	PRW57499.1
OG0006802	PSC72153.1	PRW57501.1
OG0006803	PSC70816.1	PRW57522.1
OG0006804	PSC70713.1	PRW57533.1
OG0006805	PSC68250.1	PRW57540.1
OG0006806	PSC74575.1	PRW57547.1
OG0006807	PSC75917.1, PSC75386.1, PSC70137.1	PRW57557.1
OG0006808	PSC73118.1	PRW57559.1
OG0006809	PSC73030.1	PRW57561.1
OG0006810	PSC74691.1	PRW57578.1
OG0006812	PSC74767.1	PRW57598.1
OG0006813	PSC74402.1	PRW57602.1
OG0006814	PSC72281.1	PRW57613.1, PRW57612.1, PRW58020.1
OG0006815	PSC74741.1	PRW57621.1
OG0006816	PSC72950.1	PRW57733.1
OG0006817	PSC67460.1	PRW57746.1
OG0006818	PSC73120.1	PRW57771.1
OG0006819	PSC76678.1	PRW57777.1
OG0006820	PSC74701.1	PRW57814.1
OG0006821	PSC73599.1	PRW57822.1
OG0006823	PSC69128.1	PRW57859.1
OG0006824	PSC75059.1	PRW57866.1
OG0006825	PSC69161.1	PRW57929.1
OG0006826	PSC73191.1	PRW57961.1
OG0006827	PSC69126.1	PRW57988.1
OG0006828	PSC72968.1	PRW57989.1
OG0006829	PSC73149.1	PRW57996.1
OG0006830	PSC74357.1	PRW58005.1
OG0006831	PSC75076.1	PRW58024.1
OG0006832	PSC73838.1	PRW58049.1
OG0006833	PSC74528.1	PRW58058.1
OG0006835	PSC76259.1	PRW58094.1
OG0006836	PSC73763.1	PRW58114.1
OG0006838	PSC73968.1	PRW58143.1
OG0006839	PSC73697.1	PRW58147.1
OG0006840	PSC76639.1	PRW58150.1
OG0006842	PSC75768.1	PRW58171.1
OG0006843	PSC75842.1	PRW58173.1
OG0006844	PSC76629.1	PRW58643.1, PRW58181.1
OG0006845	PSC68865.1	PRW58196.1
OG0006846	PSC76122.1	PRW58214.1
OG0006847	PSC67366.1	PRW58219.1
OG0006848	PSC67362.1	PRW58242.1
OG0006849	PSC68244.1	PRW58245.1
OG0006850	PSC68263.1	PRW58249.1
OG0006851	PSC73679.1	PRW58294.1
OG0006852	PSC76838.1, PSC76656.1	PRW58295.1
OG0006853	PSC68588.1, PSC68587.1	PRW58311.1
OG0006854	PSC76361.1	PRW58321.1
OG0006855	PSC72501.1	PRW58339.1
OG0006856	PSC68709.1	PRW58341.1
OG0006857	PSC75931.1	PRW58347.1
OG0006858	PSC68847.1	PRW58350.1
OG0006859	PSC76438.1	PRW58363.1
OG0006860	PSC75816.1	PRW58409.1
OG0006861	PSC76803.1	PRW58419.1
OG0006862	PSC75928.1	PRW58432.1
OG0006863	PSC69670.1	PRW58447.1
OG0006864	PSC68259.1	PRW58448.1
OG0006865	PSC75543.1	PRW58464.1
OG0006866	PSC76316.1	PRW58485.1
OG0006867	PSC73807.1	PRW58508.1
OG0006868	PSC67359.1	PRW58522.1
OG0006869	PSC75852.1, PSC75853.1	PRW58523.1
OG0006870	PSC73914.1	PRW58528.1
OG0006871	PSC70586.1	PRW58548.1
OG0006872	PSC73821.1	PRW58567.1
OG0006873	PSC76418.1	PRW58577.1
OG0006874	PSC68894.1	PRW58579.1
OG0006876	PSC76936.1	PRW58609.1
OG0006877	PSC68899.1	PRW58615.1
OG0006878	PSC75525.1, PSC75526.1	PRW58636.1
OG0006879	PSC73754.1	PRW58656.1
OG0006880	PSC74837.1	PRW58687.1
OG0006881	PSC75515.1	PRW58689.1
OG0006882	PSC76023.1	PRW58736.1
OG0006883	PSC75205.1, PSC75206.1	PRW58751.1, PRW58750.1
OG0006884	PSC75949.1	PRW58754.1
OG0006885	PSC67922.1	PRW58758.1
OG0006886	PSC69719.1	PRW58782.1
OG0006887	PSC73396.1, PSC73397.1	PRW58794.1
OG0006888	PSC73267.1	PRW58795.1
OG0006889	PSC75945.1	PRW58811.1
OG0006890	PSC75841.1	PRW58848.1
OG0006891	PSC75851.1	PRW58853.1
OG0006892	PSC73913.1	PRW58862.1
OG0006893	PSC76037.1	PRW58873.1
OG0006894	PSC75492.1	PRW58874.1
OG0006895	PSC75810.1	PRW58890.1
OG0006896	PSC76947.1	PRW58906.1
OG0006897	PSC73561.1, PSC73691.1	PRW58956.1
OG0006898	PSC73786.1	PRW58965.1
OG0006899	PSC75257.1	PRW59049.1
OG0006900	PSC75338.1	PRW59062.1
OG0006901	PSC76764.1	PRW59079.1, PRW59357.1
OG0006902	PSC76303.1	PRW59107.1
OG0006903	PSC75651.1	PRW59129.1
OG0006904	PSC67876.1	PRW59134.1
OG0006905	PSC75844.1	PRW59135.1
OG0006906	PSC75656.1	PRW59137.1
OG0006907	PSC76886.1	PRW59138.1
OG0006908	PSC68006.1	PRW59153.1
OG0006910	PSC75498.1	PRW59231.1
OG0006911	PSC76653.1	PRW59252.1
OG0006912	PSC67963.1	PRW59273.1
OG0006913	PSC73240.1	PRW59299.1
OG0006914	PSC75413.1	PRW59305.1
OG0006915	PSC69088.1	PRW59316.1
OG0006916	PSC75711.1	PRW59348.1
OG0006917	PSC76052.1	PRW59353.1
OG0006918	PSC76444.1	PRW59368.1
OG0006919	PSC67886.1	PRW59402.1
OG0006920	PSC76307.1	PRW59409.1
OG0006921	PSC72367.1	PRW59410.1
OG0006922	PSC72475.1	PRW59421.1
OG0006923	PSC76924.1	PRW59422.1
OG0006925	PSC75668.1	PRW59438.1
OG0006926	PSC75762.1, PSC67159.1	PRW59443.1
OG0006927	PSC76867.1	PRW59473.1
OG0006928	PSC71127.1	PRW59474.1
OG0006929	PSC73687.1	PRW59502.1
OG0006930	PSC71340.1	PRW59551.1
OG0006931	PSC71296.1	PRW59572.1, PRW61314.1
OG0006932	PSC76148.1	PRW59612.1
OG0006933	PSC69652.1	PRW59625.1
OG0006934	PSC73171.1	PRW59661.1
OG0006935	PSC67403.1	PRW59668.1
OG0006936	PSC69691.1	PRW59675.1
OG0006937	PSC71353.1	PRW59712.1
OG0006938	PSC68352.1	PRW59723.1
OG0006939	PSC71276.1	PRW59769.1
OG0006940	PSC70855.1	PRW59809.1
OG0006941	PSC73209.1	PRW59812.1
OG0006942	PSC69635.1	PRW59817.1
OG0006943	PSC76542.1	PRW59818.1
OG0006944	PSC71306.1	PRW59830.1
OG0006945	PSC68340.1	PRW59837.1
OG0006947	PSC76879.1	PRW59843.1
OG0006948	PSC68389.1	PRW59845.1
OG0006949	PSC69655.1	PRW59850.1
OG0006950	PSC77063.1	PRW59889.1
OG0006951	PSC71375.1	PRW59919.1
OG0006952	PSC71374.1	PRW59920.1
OG0006953	PSC76195.1	PRW59921.1
OG0006954	PSC76809.1	PRW59924.1
OG0006955	PSC76828.1	PRW59928.1
OG0006956	PSC69658.1	PRW59939.1
OG0006957	PSC69600.1	PRW59968.1
OG0006958	PSC76077.1	PRW59970.1
OG0006959	PSC69614.1	PRW59982.1
OG0006960	PSC68384.1	PRW60015.1
OG0006961	PSC68323.1	PRW60028.1
OG0006962	PSC69572.1	PRW60038.1
OG0006963	PSC70844.1	PRW60089.1
OG0006964	PSC71339.1	PRW60092.1, PRW60093.1
OG0006965	PSC68317.1	PRW60099.1
OG0006967	PSC71233.1	PRW60124.1
OG0006968	PSC73196.1	PRW60138.1
OG0006969	PSC71400.1	PRW60139.1
OG0006970	PSC73110.1	PRW60161.1
OG0006971	PSC71097.1	PRW60185.1
OG0006972	PSC73168.1	PRW60188.1
OG0006973	PSC74881.1	PRW60193.1
OG0006974	PSC74201.1	PRW60210.1
OG0006975	PSC67925.1	PRW60219.1
OG0006976	PSC69374.1	PRW60224.1
OG0006977	PSC68168.1	PRW60242.1
OG0006978	PSC67562.1	PRW60244.1
OG0006979	PSC68782.1, PSC67573.1	PRW60256.1
OG0006980	PSC74864.1	PRW60258.1
OG0006981	PSC75133.1	PRW60267.1
OG0006982	PSC68427.1	PRW60274.1
OG0006983	PSC74293.1	PRW60282.1
OG0006984	PSC68500.1	PRW60292.1
OG0006985	PSC69384.1	PRW60293.1
OG0006986	PSC67897.1	PRW60299.1
OG0006987	PSC67549.1	PRW60317.1
OG0006988	PSC74220.1	PRW60324.1
OG0006989	PSC74901.1	PRW60353.1
OG0006990	PSC69357.1	PRW60356.1
OG0006991	PSC75201.1	PRW60370.1
OG0006992	PSC70514.1, PSC68173.1	PRW60397.1
OG0006993	PSC71809.1	PRW60409.1
OG0006994	PSC75056.1	PRW60434.1
OG0006995	PSC67567.1	PRW60487.1
OG0006996	PSC75145.1	PRW60495.1
OG0006997	PSC75148.1	PRW60528.1
OG0006999	PSC68515.1, PSC68516.1	PRW60556.1
OG0007000	PSC68416.1	PRW60558.1
OG0007001	PSC69383.1	PRW60569.1
OG0007002	PSC68498.1	PRW60603.1
OG0007005	PSC69397.1	PRW60628.1
OG0007006	PSC68177.1	PRW60663.1
OG0007007	PSC75905.1	PRW60685.1
OG0007008	PSC69415.1	PRW60729.1
OG0007009	PSC75015.1	PRW60764.1
OG0007010	PSC69330.1	PRW60787.1
OG0007011	PSC68927.1	PRW60816.1
OG0007012	PSC74951.1	PRW60826.1
OG0007013	PSC76938.1	PRW60830.1, PRW60829.1
OG0007014	PSC68164.1	PRW60841.1
OG0007015	PSC68469.1	PRW60845.1
OG0007017	PSC74292.1	PRW60880.1
OG0007018	PSC74722.1	PRW60890.1
OG0007019	PSC73970.1	PRW60900.1
OG0007021	PSC73394.1	PRW60914.1
OG0007022	PSC74334.1	PRW60938.1
OG0007023	PSC74000.1	PRW60953.1
OG0007024	PSC74238.1	PRW60955.1
OG0007025	PSC74353.1	PRW60960.1
OG0007026	PSC74777.1	PRW60962.1
OG0007027	PSC74239.1	PRW60970.1
OG0007028	PSC73303.1	PRW60975.1
OG0007029	PSC73481.1	PRW60992.1
OG0007030	PSC70565.1	PRW61003.1
OG0007031	PSC73533.1	PRW61015.1
OG0007032	PSC70490.1	PRW61017.1
OG0007033	PSC70598.1	PRW61032.1
OG0007034	PSC73462.1	PRW61042.1
OG0007035	PSC73241.1	PRW61061.1
OG0007036	PSC74859.1	PRW61075.1
OG0007037	PSC73406.1	PRW61077.1
OG0007038	PSC69035.1	PRW61092.1
OG0007039	PSC74149.1	PRW61103.1
OG0007040	PSC74294.1	PRW61117.1
OG0007042	PSC74114.1	PRW61129.1
OG0007043	PSC70552.1, PSC70551.1	PRW61168.1
OG0007044	PSC74250.1	PRW61169.1
OG0007045	PSC70506.1	PRW61182.1
OG0007046	PSC73485.1	PRW61197.1
OG0007047	PSC74262.1	PRW61203.1
OG0007048	PSC73257.1	PRW61206.1
OG0007049	PSC70577.1	PRW61210.1
OG0007050	PSC73448.1	PRW61281.1
OG0007051	PSC74527.1	PRW61282.1
OG0007052	PSC74964.1	PRW61333.1
OG0007053	PSC74161.1	PRW61341.1
OG0007054	PSC74297.1	PRW61359.1
OG0007055	PSC73495.1	PRW61377.1
OG0007056	PSC70629.1	PRW61380.1
OG0007057	PSC70576.1	PRW61388.1
OG0007059	PSC67277.1	PRW61524.1
OG0007060	PSC73261.1	PRW61537.1
OG0007061	PSC73329.1	PRW61550.1
OG0007062	PSC74159.1	PRW61553.1
OG0007063	PSC74311.1	PRW61554.1
OG0007064	PSC74570.1	PRW61570.1
OG0007066	PSC74660.1	PRW61614.1
OG0007163	PSC68236.1	PRW60748.1
OG0007165	PSC69829.1	PRW56302.1
OG0007174	PSC69650.1	PRW60046.1
OG0007178	PSC75578.1	PRW59147.1
OG0007180	PSC67895.1	PRW58747.1
OG0007185	PSC75840.1	PRW58757.1
OG0007187	PSC72217.1	PRW57184.1
OG0007190	PSC67981.1	PRW59400.1
OG0007191	PSC76340.1	PRW58767.1
OG0007193	PSC75374.1	PRW51048.1
OG0007198	PSC75722.1	PRW58008.1
OG0007210	PSC70157.1	PRW44990.1
OG0007211	PSC72836.1	PRW18372.1
OG0007215	PSC74776.1	PRW20657.1
OG0007225	PSC69521.1	PRW20796.1
OG0007228	PSC71358.1	PRW56528.1
OG0007236	PSC68441.1	PRW39111.1
OG0007257	PSC75547.1	PRW05869.1
OG0007258	PSC69024.1	PRW56163.1
OG0007265	PSC69010.1	PRW56063.1
OG0007280	PSC74818.1	PRW60380.1
OG0007288	PSC73981.1	PRW60907.1
OG0007291	PSC69748.1	PRW56550.1
OG0007293	PSC69944.1	PRW44498.1
OG0007304	PSC76018.1	PRW34091.1
OG0007307	PSC68785.1	PRW20636.1
OG0007315	PSC74649.1	PRW20737.1
OG0007334	PSC76818.1	PRW59251.1
OG0007347	PSC67719.1	PRW20656.1
OG0007357	PSC68892.1	PRW58377.1
OG0007375	PSC70836.1	PRW44432.1
OG0007381	PSC74675.1	PRW33156.1
OG0007382	PSC73523.1	PRW61376.1
OG0007397	PSC71356.1	PRW59673.1
OG0007414	PSC72924.1	PRW56261.1
OG0007421	PSC68020.1	PRW57571.1
OG0007425	PSC71792.1	PRW20252.1
OG0007433	PSC75336.1	PRW59278.1
OG0007440	PSC71185.1	PRW57445.1
OG0007441	PSC70656.1	PRW57017.1
OG0007446	PSC70778.1	PRW57152.1
OG0007448	PSC76162.1	PRW20822.1
OG0007449	PSC70703.1	PRW57422.1
OG0007454	PSC71676.1	PRW60616.1
OG0007466	PSC71493.1	PRW56573.1
OG0007473	PSC75830.1	PRW05835.1
OG0007474	PSC75617.1	PRW05845.1
OG0007475	PSC75555.1	PRW05868.1
OG0007476	PSC68482.1	PRW05892.1, PRW05893.1
OG0007477	PSC67805.1	PRW05926.1
OG0007479	PSC72857.1	PRW18325.1
OG0007481	PSC68254.1	PRW20200.1
OG0007483	PSC70786.1	PRW20244.1
OG0007484	PSC70693.1	PRW20250.1
OG0007485	PSC70774.1	PRW20299.1
OG0007486	PSC75128.1	PRW20304.1
OG0007487	PSC74751.1	PRW20343.1
OG0007489	PSC74441.1	PRW20399.1
OG0007490	PSC74562.1	PRW20422.1
OG0007493	PSC67982.1	PRW20480.1
OG0007494	PSC71548.1	PRW20486.1
OG0007500	PSC72688.1	PRW20587.1
OG0007501	PSC67949.1	PRW20595.1
OG0007502	PSC67712.1	PRW20650.1
OG0007504	PSC67494.1, PSC67493.1	PRW20726.1
OG0007506	PSC71805.1	PRW20756.1
OG0007508	PSC74373.1	PRW20775.1
OG0007509	PSC75043.1	PRW20789.1
OG0007510	PSC74863.1	PRW20790.1
OG0007512	PSC76679.1	PRW20827.1
OG0007515	PSC69484.1	PRW20853.1
OG0007516	PSC69453.1	PRW20859.1
OG0007517	PSC76768.1	PRW20875.1
OG0007518	PSC76432.1	PRW20881.1
OG0007519	PSC69510.1	PRW20928.1
OG0007520	PSC76173.1	PRW20935.1
OG0007521	PSC69459.1	PRW20936.1
OG0007523	PSC68660.1	PRW32496.1
OG0007524	PSC68671.1, PSC68670.1	PRW32498.1
OG0007525	PSC76180.1	PRW32539.1
OG0007526	PSC76332.1	PRW32549.1
OG0007530	PSC68718.1	PRW32654.1
OG0007532	PSC76445.1	PRW32865.1
OG0007533	PSC71625.1	PRW32921.1, PRW32922.1
OG0007534	PSC76346.1	PRW32928.1
OG0007535	PSC69172.1	PRW32943.1
OG0007536	PSC76124.1	PRW32973.1
OG0007537	PSC73131.1	PRW32978.1
OG0007546	PSC69267.1	PRW33173.1
OG0007548	PSC69299.1	PRW33186.1
OG0007549	PSC73905.1	PRW33216.1
OG0007550	PSC69294.1	PRW33230.1
OG0007554	PSC69254.1	PRW33294.1
OG0007558	PSC68784.1	PRW33334.1
OG0007560	PSC75218.1	PRW33534.1
OG0007563	PSC74895.1	PRW33600.1
OG0007564	PSC71495.1, PSC71496.1	PRW33605.1
OG0007565	PSC74877.1	PRW33612.1
OG0007568	PSC75958.1	PRW33641.1, PRW39248.1
OG0007569	PSC75207.1	PRW33704.1
OG0007570	PSC76360.1	PRW33708.1
OG0007574	PSC70257.1	PRW33782.1
OG0007576	PSC70163.1	PRW33789.1
OG0007580	PSC70208.1	PRW33880.1
OG0007581	PSC70277.1	PRW33909.1
OG0007585	PSC76779.1	PRW34013.1
OG0007586	PSC72007.1	PRW39088.1
OG0007587	PSC67598.1, PSC67606.1	PRW39089.1
OG0007588	PSC67683.1	PRW39105.1
