Orthogroup	c_sorokiniana_genome_proteins	c_vulgaris_genome_proteins
OG0006229	PRW59530.1	KAI3436331.1
OG0006230	PRW59775.1	KAI3436345.1
OG0006231	PRW59616.1	KAI3436291.1
OG0006234	PRW61322.1	KAI3432810.1
OG0006235	PRW61260.1	KAI3432811.1
OG0006236	PRW61086.1	KAI3432799.1
OG0006238	PRW61612.1	KAI3432660.1
OG0006239	PRW61100.1	KAI3432303.1
OG0006243	PRW61093.1	KAI3432587.1
OG0006245	PRW57292.1	KAI3438181.1
OG0006246	PRW60926.1	KAI3424243.1
OG0006252	PRW57332.1	KAI3438272.1
OG0006255	PRW61625.1	KAI3424056.1
OG0006261	PRW61099.1	KAI3424083.1
OG0006263	PRW56514.1	KAI3428205.1
OG0006265	PRW60959.1	KAI3424199.1
OG0006269	PRW05929.1	KAI3427321.1
OG0006271	PRW50960.1	KAI3427212.1
OG0006272	PRW60546.1	KAI3429887.1
OG0006275	PRW45682.1	KAI3424754.1
OG0006278	PRW20978.1	KAI3430851.1
OG0006279	PRW21011.1	KAI3430840.1
OG0006281	PRW61252.1	KAI3432426.1
OG0006282	PRW20192.1	KAI3430897.1
OG0006283	PRW33986.1	KAI3433754.1
OG0006286	PRW33029.1	KAI3430522.1
OG0006288	PRW33073.1	KAI3430546.1
OG0006297	PRW33062.1	KAI3430577.1
OG0006300	PRW61071.1	KAI3433561.1
OG0006301	PRW61503.1	KAI3432562.1
OG0006302	PRW45123.1	KAI3426308.1
OG0006303	PRW45200.1	KAI3426309.1
OG0006304	PRW45000.1	KAI3426324.1
OG0006305	PRW45051.1	KAI3426334.1
OG0006306	PRW61417.1	KAI3432657.1
OG0006307	PRW45071.1	KAI3426482.1
OG0006308	PRW45038.1	KAI3426512.1
OG0006310	PRW39365.1	KAI3426209.1
OG0006311	PRW33919.1	KAI3426497.1
OG0006312	PRW33990.1	KAI3426086.1
OG0006313	PRW45541.1	KAI3424769.1
OG0006314	PRW57620.1	KAI3425914.1
OG0006315	PRW58037.1, PRW58038.1	KAI3425913.1
OG0006317	PRW33942.1	KAI3426005.1
OG0006318	PRW33933.1	KAI3425986.1
OG0006319	PRW34042.1	KAI3426068.1
OG0006320	PRW34075.1	KAI3426075.1
OG0006323	PRW44864.1	KAI3426301.1
OG0006326	PRW57020.1	KAI3438057.1
OG0006327	PRW57530.1	KAI3438054.1
OG0006330	PRW59277.1	KAI3438537.1
OG0006331	PRW57535.1	KAI3438037.1
OG0006332	PRW57222.1	KAI3438007.1
OG0006335	PRW57453.1	KAI3438131.1
OG0006337	PRW57160.1	KAI3437923.1
OG0006341	PRW51178.1	KAI3437871.1
OG0006342	PRW57154.1	KAI3437892.1
OG0006343	PRW57542.1	KAI3433689.1
OG0006344	PRW57430.1	KAI3437940.1
OG0006345	PRW57482.1	KAI3437860.1
OG0006347	PRW57338.1	KAI3437835.1
OG0006349	PRW57193.1	KAI3437894.1
OG0006350	PRW57073.1	KAI3437876.1
OG0006353	PRW57667.1	KAI3425811.1
OG0006355	PRW57816.1	KAI3425755.1
OG0006357	PRW57748.1	KAI3425789.1
OG0006358	PRW57875.1	KAI3425901.1
OG0006360	PRW57902.1	KAI3425826.1
OG0006365	PRW33778.1	KAI3426021.1
OG0006366	PRW33779.1	KAI3426019.1
OG0006367	PRW33793.1	KAI3425993.1
OG0006369	PRW34038.1	KAI3425959.1
OG0006371	PRW55932.1	KAI3424475.1
OG0006372	PRW55898.1	KAI3424476.1
OG0006373	PRW44562.1	KAI3428409.1
OG0006374	PRW05777.1	KAI3431257.1
OG0006376	PRW20377.1	KAI3424361.1
OG0006378	PRW20401.1	KAI3424294.1
OG0006379	PRW45565.1	KAI3424757.1
OG0006380	PRW20410.1	KAI3424278.1
OG0006381	PRW20337.1	KAI3424284.1
OG0006382	PRW05780.1	KAI3433331.1
OG0006384	PRW05819.1	KAI3428810.1
OG0006385	PRW05824.1	KAI3428820.1
OG0006386	PRW05847.1	KAI3428827.1
OG0006388	PRW05876.1	KAI3428809.1
OG0006389	PRW05887.1	KAI3427423.1
OG0006390	PRW05907.1, PRW05908.1	KAI3427411.1
OG0006391	PRW05919.1, PRW05918.1	KAI3427354.1
OG0006392	PRW05935.1	KAI3427437.1
OG0006393	PRW18299.1	KAI3435552.1
OG0006394	PRW18310.1	KAI3435556.1
OG0006395	PRW18350.1	KAI3435545.1
OG0006396	PRW18358.1	KAI3435569.1
OG0006397	PRW18362.1	KAI3435567.1
OG0006398	PRW18377.1	KAI3425718.1
OG0006399	PRW18378.1	KAI3435542.1
OG0006401	PRW18407.1	KAI3435568.1
OG0006402	PRW18408.1	KAI3429640.1, KAI3429641.1
OG0006403	PRW20176.1	KAI3431722.1
OG0006404	PRW20193.1	KAI3430990.1
OG0006405	PRW20231.1	KAI3430705.1
OG0006406	PRW20240.1	KAI3430991.1
OG0006408	PRW20270.1, PRW20271.1	KAI3430678.1
OG0006409	PRW20293.1	KAI3430722.1
OG0006410	PRW20346.1	KAI3424342.1
OG0006411	PRW20364.1	KAI3424291.1
OG0006413	PRW20386.1	KAI3424282.1
OG0006415	PRW20413.1	KAI3429429.1
OG0006417	PRW20444.1	KAI3430213.1
OG0006418	PRW20445.1	KAI3430215.1
OG0006419	PRW20448.1	KAI3430370.1
OG0006420	PRW20451.1	KAI3430372.1
OG0006422	PRW20460.1	KAI3430364.1
OG0006423	PRW20476.1	KAI3430284.1
OG0006425	PRW20501.1	KAI3430349.1
OG0006426	PRW20529.1	KAI3430381.1
OG0006427	PRW20560.1	KAI3430217.1
OG0006429	PRW20591.1	KAI3430311.1
OG0006430	PRW20605.1	KAI3425772.1
OG0006431	PRW20653.1	KAI3425773.1
OG0006432	PRW20662.1	KAI3439080.1, KAI3439075.1
OG0006434	PRW20732.1	KAI3434394.1
OG0006435	PRW20738.1	KAI3425770.1
OG0006436	PRW20745.1	KAI3434538.1
OG0006437	PRW20767.1	KAI3439074.1
OG0006439	PRW20835.1	KAI3437627.1
OG0006440	PRW20850.1	KAI3432741.1, KAI3437628.1
OG0006441	PRW20854.1	KAI3424154.1
OG0006442	PRW20862.1	KAI3437754.1
OG0006443	PRW20863.1	KAI3437732.1
OG0006445	PRW20903.1	KAI3437587.1
OG0006446	PRW20913.1	KAI3437632.1
OG0006447	PRW20914.1	KAI3437592.1
OG0006448	PRW20929.1	KAI3437705.1, KAI3437706.1
OG0006449	PRW20931.1	KAI3437622.1
OG0006450	PRW20954.1	KAI3437699.1
OG0006451	PRW20957.1	KAI3437704.1
OG0006452	PRW20970.1	KAI3430818.1
OG0006453	PRW20984.1	KAI3430842.1
OG0006454	PRW20985.1	KAI3430790.1
OG0006455	PRW20994.1	KAI3430775.1
OG0006456	PRW21012.1	KAI3430750.1
OG0006457	PRW21017.1	KAI3430849.1
OG0006458	PRW21019.1	KAI3430793.1
OG0006459	PRW21023.1	KAI3430826.1
OG0006460	PRW21036.1, PRW21035.1	KAI3430817.1
OG0006461	PRW21044.1	KAI3430815.1
OG0006462	PRW21063.1	KAI3430976.1
OG0006463	PRW21075.1, PRW45065.1	KAI3426195.1
OG0006464	PRW21087.1	KAI3430845.1
OG0006465	PRW21089.1	KAI3430752.1
OG0006466	PRW21101.1	KAI3430900.1
OG0006467	PRW21109.1	KAI3430749.1
OG0006468	PRW21114.1	KAI3430856.1
OG0006469	PRW21116.1	KAI3430811.1
OG0006470	PRW21143.1	KAI3430821.1
OG0006471	PRW21144.1	KAI3430974.1
OG0006472	PRW32485.1, PRW56728.1, PRW56700.1	KAI3425902.1
OG0006473	PRW32517.1	KAI3423889.1
OG0006474	PRW32535.1	KAI3423984.1
OG0006476	PRW32558.1	KAI3423903.1
OG0006477	PRW32561.1	KAI3423816.1
OG0006478	PRW32566.1	KAI3423852.1
OG0006479	PRW32573.1	KAI3431861.1
OG0006480	PRW32596.1	KAI3423929.1
OG0006481	PRW32610.1	KAI3423871.1
OG0006482	PRW32620.1	KAI3423872.1
OG0006483	PRW32626.1, PRW32625.1	KAI3434852.1
OG0006484	PRW32670.1	KAI3423844.1
OG0006485	PRW32674.1	KAI3423953.1
OG0006486	PRW32677.1	KAI3423908.1
OG0006487	PRW32678.1	KAI3430437.1
OG0006488	PRW32681.1, PRW32680.1	KAI3423960.1
OG0006490	PRW32858.1	KAI3430419.1
OG0006491	PRW32882.1	KAI3430532.1
OG0006492	PRW32885.1	KAI3430413.1
OG0006494	PRW32924.1	KAI3430588.1
OG0006495	PRW32939.1	KAI3430543.1
OG0006496	PRW32944.1	KAI3430399.1
OG0006497	PRW32981.1	KAI3430448.1
OG0006498	PRW33018.1	KAI3430558.1
OG0006499	PRW33069.1	KAI3430576.1
OG0006500	PRW33079.1	KAI3430456.1
OG0006502	PRW33129.1, PRW33208.1	KAI3431718.1
OG0006503	PRW33138.1	KAI3431743.1
OG0006504	PRW33155.1	KAI3431755.1
OG0006505	PRW33160.1	KAI3429413.1
OG0006506	PRW33178.1	KAI3431670.1
OG0006507	PRW33195.1	KAI3431736.1
OG0006509	PRW33251.1	KAI3425767.1
OG0006511	PRW33284.1	KAI3431709.1
OG0006512	PRW33289.1	KAI3431781.1
OG0006513	PRW33296.1	KAI3431757.1
OG0006514	PRW33314.1	KAI3431673.1
OG0006515	PRW33327.1	KAI3431800.1
OG0006516	PRW33333.1	KAI3431708.1
OG0006517	PRW33512.1	KAI3425253.1
OG0006519	PRW33526.1	KAI3425372.1
OG0006520	PRW33531.1	KAI3425270.1
OG0006521	PRW33609.1	KAI3425331.1
OG0006522	PRW33640.1	KAI3425285.1
OG0006523	PRW33644.1	KAI3427063.1
OG0006524	PRW33645.1	KAI3425162.1
OG0006525	PRW33652.1	KAI3425254.1
OG0006527	PRW33687.1	KAI3425319.1
OG0006528	PRW33688.1	KAI3425217.1
OG0006529	PRW33697.1, PRW34027.1	KAI3425333.1
OG0006530	PRW33700.1	KAI3425234.1
OG0006532	PRW33724.1	KAI3431767.1
OG0006533	PRW33727.1	KAI3430696.1
OG0006534	PRW33731.1	KAI3425310.1
OG0006535	PRW33735.1	KAI3425212.1
OG0006537	PRW33744.1	KAI3425185.1
OG0006538	PRW33755.1	KAI3434960.1
OG0006539	PRW33763.1	KAI3426080.1
OG0006540	PRW33774.1	KAI3434893.1
OG0006541	PRW33783.1	KAI3425975.1
OG0006542	PRW33800.1	KAI3426493.1
OG0006543	PRW33804.1	KAI3425982.1
OG0006545	PRW33837.1	KAI3425979.1
OG0006548	PRW33891.1	KAI3425949.1
OG0006549	PRW33900.1	KAI3426052.1
OG0006550	PRW33913.1	KAI3434984.1
OG0006552	PRW33983.1	KAI3434882.1
OG0006553	PRW33992.1	KAI3434874.1
OG0006554	PRW33997.1	KAI3426097.1
OG0006555	PRW34016.1	KAI3426101.1
OG0006556	PRW34036.1	KAI3426095.1
OG0006557	PRW34049.1	KAI3434872.1
OG0006558	PRW34055.1	KAI3426006.1
OG0006559	PRW34100.1	KAI3425999.1
OG0006560	PRW39060.1	KAI3423801.1
OG0006561	PRW39063.1	KAI3431455.1
OG0006562	PRW39073.1	KAI3431468.1
OG0006564	PRW39108.1	KAI3431560.1
OG0006565	PRW39119.1	KAI3431324.1
OG0006566	PRW39128.1	KAI3431493.1
OG0006567	PRW39137.1	KAI3431476.1
OG0006568	PRW39178.1	KAI3431530.1
OG0006569	PRW39191.1	KAI3431585.1
OG0006570	PRW39200.1	KAI3431621.1
OG0006571	PRW39202.1	KAI3431357.1
OG0006572	PRW39219.1	KAI3431545.1
OG0006573	PRW39259.1	KAI3423886.1
OG0006574	PRW39269.1	KAI3431475.1
OG0006575	PRW39275.1	KAI3431515.1
OG0006576	PRW39284.1	KAI3431313.1
OG0006577	PRW39301.1	KAI3431393.1
OG0006578	PRW39330.1	KAI3431350.1
OG0006579	PRW39332.1	KAI3431402.1
OG0006580	PRW39334.1	KAI3431561.1
OG0006581	PRW39354.1	KAI3431378.1
OG0006582	PRW39368.1	KAI3431325.1
OG0006583	PRW39391.1	KAI3431422.1
OG0006584	PRW44242.1	KAI3428493.1
OG0006585	PRW44279.1	KAI3428710.1
OG0006586	PRW44286.1	KAI3428531.1
OG0006587	PRW44295.1	KAI3428584.1
OG0006588	PRW44299.1	KAI3428698.1
OG0006589	PRW44305.1	KAI3428478.1
OG0006590	PRW44330.1	KAI3428454.1
OG0006591	PRW44338.1	KAI3428449.1
OG0006592	PRW44374.1	KAI3428424.1
OG0006593	PRW44406.1	KAI3428692.1
OG0006594	PRW44409.1	KAI3428677.1
OG0006595	PRW44412.1	KAI3428691.1
OG0006596	PRW44443.1	KAI3424728.1
OG0006597	PRW44445.1	KAI3428514.1
OG0006598	PRW44463.1	KAI3428652.1
OG0006599	PRW44481.1	KAI3428403.1
OG0006600	PRW44510.1	KAI3428603.1
OG0006601	PRW44514.1	KAI3428629.1
OG0006602	PRW44525.1	KAI3428749.1
OG0006604	PRW44570.1	KAI3428670.1
OG0006605	PRW44590.1	KAI3428646.1
OG0006607	PRW58880.1, PRW44857.1	KAI3425259.1
OG0006608	PRW44874.1	KAI3426340.1
OG0006609	PRW44888.1	KAI3426490.1
OG0006610	PRW44956.1	KAI3426439.1
OG0006611	PRW44971.1	KAI3426119.1
OG0006612	PRW44997.1, PRW44996.1	KAI3426271.1
OG0006613	PRW45008.1	KAI3426110.1
OG0006614	PRW45034.1	KAI3426470.1
OG0006615	PRW45044.1	KAI3426307.1
OG0006616	PRW45063.1	KAI3426508.1
OG0006617	PRW45073.1	KAI3426113.1
OG0006618	PRW45102.1	KAI3426377.1
OG0006619	PRW45111.1	KAI3426406.1
OG0006620	PRW45126.1	KAI3424118.1
OG0006621	PRW45129.1	KAI3431471.1
OG0006622	PRW45135.1	KAI3426236.1
OG0006623	PRW45160.1	KAI3426252.1
OG0006624	PRW45164.1	KAI3426402.1
OG0006625	PRW45170.1	KAI3426452.1
OG0006626	PRW45176.1	KAI3426325.1
OG0006628	PRW45227.1	KAI3426187.1
OG0006629	PRW45241.1	KAI3426281.1
OG0006630	PRW45255.1	KAI3426342.1
OG0006631	PRW45322.1	KAI3426900.1
OG0006632	PRW45325.1	KAI3424880.1
OG0006633	PRW45331.1	KAI3424940.1
OG0006634	PRW45336.1	KAI3425023.1
OG0006635	PRW45338.1	KAI3425052.1
OG0006636	PRW45344.1	KAI3425030.1
OG0006638	PRW45352.1	KAI3424787.1
OG0006640	PRW45362.1	KAI3424911.1
OG0006641	PRW45365.1	KAI3425099.1
OG0006642	PRW45367.1	KAI3430864.1
OG0006643	PRW45368.1	KAI3429679.1
OG0006644	PRW59322.1, PRW45369.1	KAI3424989.1
OG0006645	PRW45376.1	KAI3424944.1
OG0006646	PRW45386.1	KAI3424926.1
OG0006647	PRW45388.1	KAI3424827.1
OG0006648	PRW45400.1	KAI3424865.1
OG0006649	PRW45430.1	KAI3424801.1
OG0006650	PRW45436.1	KAI3424962.1
OG0006651	PRW45438.1	KAI3425063.1
OG0006652	PRW45439.1	KAI3428045.1
OG0006653	PRW45443.1	KAI3424743.1
OG0006654	PRW45453.1	KAI3424713.1
OG0006655	PRW45475.1	KAI3424708.1
OG0006656	PRW45487.1	KAI3424718.1
OG0006657	PRW45493.1	KAI3424813.1
OG0006658	PRW45494.1	KAI3425051.1
OG0006659	PRW45497.1	KAI3423941.1, KAI3424900.1, KAI3424903.1
OG0006660	PRW45505.1	KAI3424701.1
OG0006661	PRW45515.1	KAI3424724.1
OG0006662	PRW45518.1	KAI3424714.1
OG0006663	PRW45539.1	KAI3424776.1
OG0006664	PRW45543.1	KAI3425039.1
OG0006665	PRW45576.1	KAI3424878.1
OG0006666	PRW45612.1	KAI3424810.1
OG0006667	PRW45626.1	KAI3425096.1
OG0006670	PRW45686.1	KAI3424935.1
OG0006671	PRW45723.1	KAI3425047.1
OG0006672	PRW45729.1	KAI3424844.1
OG0006673	PRW45744.1	KAI3424802.1
OG0006675	PRW50750.1	KAI3426848.1
OG0006676	PRW50751.1	KAI3427070.1
OG0006677	PRW50770.1	KAI3426913.1
OG0006679	PRW50793.1	KAI3436137.1
OG0006680	PRW50800.1	KAI3426953.1
OG0006681	PRW50806.1	KAI3427085.1
OG0006682	PRW50816.1	KAI3426882.1
OG0006683	PRW50822.1	KAI3427158.1
OG0006684	PRW50834.1	KAI3428200.1
OG0006685	PRW50859.1	KAI3426885.1
OG0006686	PRW50917.1	KAI3427069.1
OG0006687	PRW56760.1, PRW50931.1	KAI3427094.1
OG0006688	PRW50944.1	KAI3426845.1
OG0006689	PRW50969.1	KAI3426870.1
OG0006690	PRW50970.1	KAI3427060.1
OG0006691	PRW50980.1	KAI3427037.1
OG0006692	PRW50988.1	KAI3427202.1, KAI3427201.1
OG0006693	PRW50998.1	KAI3427244.1
OG0006694	PRW51018.1	KAI3427137.1
OG0006695	PRW51022.1	KAI3427046.1
OG0006696	PRW51035.1	KAI3426919.1
OG0006697	PRW51050.1	KAI3427084.1
OG0006698	PRW51169.1	KAI3427209.1
OG0006699	PRW51179.1	KAI3426905.1
OG0006700	PRW55888.1	KAI3436701.1
OG0006701	PRW55916.1	KAI3436682.1
OG0006702	PRW55920.1	KAI3424082.1
OG0006703	PRW55926.1	KAI3436593.1
OG0006704	PRW55943.1	KAI3436605.1
OG0006705	PRW55957.1	KAI3436776.1
OG0006706	PRW55960.1	KAI3436676.1
OG0006707	PRW55963.1	KAI3436579.1
OG0006708	PRW55964.1	KAI3436520.1
OG0006709	PRW56008.1	KAI3436472.1
OG0006710	PRW56025.1	KAI3436549.1
OG0006711	PRW56071.1	KAI3436530.1
OG0006712	PRW61023.1, PRW56080.1	KAI3424178.1
OG0006713	PRW56088.1	KAI3436526.1
OG0006714	PRW56099.1	KAI3436492.1
OG0006715	PRW56104.1	KAI3436668.1
OG0006716	PRW56134.1	KAI3436653.1
OG0006717	PRW56164.1	KAI3436867.1
OG0006718	PRW56199.1	KAI3436826.1
OG0006720	PRW56231.1	KAI3436783.1
OG0006721	PRW56281.1	KAI3436625.1
OG0006722	PRW56290.1	KAI3436695.1
OG0006723	PRW56291.1	KAI3436735.1
OG0006724	PRW56301.1	KAI3436677.1
OG0006725	PRW56313.1	KAI3436639.1
OG0006726	PRW56320.1	KAI3436411.1
OG0006727	PRW56335.1	KAI3430579.1
OG0006728	PRW56418.1	KAI3428040.1
OG0006729	PRW56451.1	KAI3428319.1
OG0006730	PRW56477.1	KAI3428119.1
OG0006731	PRW56478.1	KAI3428112.1
OG0006732	PRW56483.1	KAI3428232.1
OG0006733	PRW56485.1	KAI3428373.1
OG0006734	PRW56532.1	KAI3428180.1
OG0006735	PRW56535.1	KAI3428246.1
OG0006736	PRW56568.1	KAI3427938.1
OG0006737	PRW56569.1	KAI3428344.1
OG0006738	PRW56586.1	KAI3428245.1
OG0006739	PRW56616.1	KAI3427930.1
OG0006740	PRW56631.1	KAI3428170.1
OG0006741	PRW56641.1	KAI3428138.1
OG0006742	PRW56670.1	KAI3428257.1
OG0006743	PRW56712.1	KAI3427950.1
OG0006744	PRW56716.1	KAI3428372.1
OG0006745	PRW56719.1	KAI3428178.1
OG0006746	PRW56737.1	KAI3427915.1
OG0006747	PRW56748.1, PRW56749.1	KAI3428065.1
OG0006748	PRW56764.1	KAI3428234.1
OG0006750	PRW56795.1	KAI3428101.1, KAI3428102.1
OG0006751	PRW56829.1	KAI3424308.1, KAI3424307.1
OG0006752	PRW56844.1	KAI3424124.1
OG0006753	PRW56909.1	KAI3438401.1
OG0006754	PRW56910.1	KAI3438028.1
OG0006755	PRW56924.1	KAI3438183.1
OG0006756	PRW56925.1	KAI3438327.1
OG0006757	PRW56926.1	KAI3438267.1, KAI3438268.1
OG0006758	PRW56927.1	KAI3438239.1
OG0006759	PRW56944.1	KAI3437912.1
OG0006760	PRW56946.1	KAI3438191.1
OG0006761	PRW56961.1	KAI3438083.1
OG0006762	PRW56965.1	KAI3437837.1
OG0006763	PRW56966.1	KAI3438382.1
OG0006764	PRW56971.1	KAI3437856.1
OG0006765	PRW56972.1	KAI3438120.1
OG0006766	PRW56975.1	KAI3437916.1
OG0006767	PRW56978.1	KAI3438046.1
OG0006768	PRW56992.1	KAI3437958.1
OG0006769	PRW57005.1	KAI3437798.1
OG0006770	PRW57030.1	KAI3437913.1
OG0006771	PRW57031.1	KAI3437849.1
OG0006773	PRW57054.1	KAI3438134.1
OG0006774	PRW57064.1	KAI3437988.1
OG0006776	PRW57069.1	KAI3438375.1
OG0006777	PRW57085.1	KAI3438216.1
OG0006778	PRW57089.1	KAI3438065.1, KAI3438064.1
OG0006779	PRW57090.1	KAI3438333.1
OG0006780	PRW57104.1	KAI3438391.1
OG0006781	PRW57109.1	KAI3437787.1
OG0006782	PRW57125.1	KAI3437990.1
OG0006783	PRW57126.1	KAI3437813.1
OG0006784	PRW57132.1	KAI3437868.1
OG0006785	PRW57179.1	KAI3438197.1
OG0006786	PRW57210.1	KAI3437918.1
OG0006787	PRW57217.1	KAI3438233.1
OG0006788	PRW57223.1	KAI3437939.1
OG0006789	PRW57258.1	KAI3425180.1
OG0006790	PRW57307.1	KAI3438308.1
OG0006791	PRW57346.1	KAI3437805.1
OG0006792	PRW57384.1	KAI3438313.1
OG0006793	PRW57385.1	KAI3438339.1
OG0006794	PRW57400.1	KAI3437976.1
OG0006795	PRW57412.1	KAI3438244.1
OG0006796	PRW57426.1	KAI3438141.1
OG0006797	PRW57451.1	KAI3437863.1
OG0006798	PRW57454.1	KAI3438279.1
OG0006799	PRW57479.1	KAI3438210.1
OG0006800	PRW57492.1	KAI3438185.1
OG0006801	PRW57499.1	KAI3437987.1
OG0006802	PRW57501.1	KAI3438299.1
OG0006803	PRW57522.1	KAI3437861.1
OG0006804	PRW57533.1	KAI3437877.1
OG0006805	PRW57540.1	KAI3426448.1
OG0006806	PRW57547.1	KAI3425775.1
OG0006808	PRW57559.1	KAI3434661.1
OG0006809	PRW57561.1	KAI3434722.1
OG0006810	PRW57578.1	KAI3425894.1
OG0006811	PRW57593.1	KAI3434684.1, KAI3434683.1
OG0006812	PRW57598.1	KAI3425832.1
OG0006813	PRW57602.1	KAI3425831.1
OG0006815	PRW57621.1	KAI3425833.1
OG0006816	PRW57733.1	KAI3434775.1
OG0006817	PRW57746.1	KAI3437815.1
OG0006818	PRW57771.1	KAI3434735.1
OG0006819	PRW57777.1	KAI3434829.1
OG0006820	PRW57814.1	KAI3425850.1
OG0006821	PRW57822.1	KAI3425721.1
OG0006822	PRW57826.1	KAI3437599.1, KAI3437595.1, KAI3437596.1
OG0006823	PRW57859.1	KAI3434612.1
OG0006824	PRW57866.1	KAI3425908.1
OG0006825	PRW57929.1	KAI3434603.1
OG0006826	PRW57961.1	KAI3434744.1
OG0006827	PRW57988.1	KAI3434624.1
OG0006828	PRW57989.1	KAI3434763.1
OG0006829	PRW57996.1	KAI3434800.1
OG0006830	PRW58005.1	KAI3425783.1
OG0006831	PRW58024.1	KAI3425918.1
OG0006832	PRW58049.1	KAI3425750.1
OG0006833	PRW58058.1	KAI3425874.1, KAI3425871.1
OG0006834	PRW58091.1	KAI3433817.1
OG0006835	PRW58094.1	KAI3433307.1
OG0006836	PRW58114.1	KAI3433485.1
OG0006838	PRW58143.1	KAI3425784.1
OG0006839	PRW58147.1	KAI3427969.1, KAI3430289.1
OG0006840	PRW58150.1	KAI3433436.1
OG0006841	PRW58151.1, PRW58152.1	KAI3433408.1
OG0006842	PRW58171.1	KAI3433720.1
OG0006843	PRW58173.1	KAI3433751.1
OG0006844	PRW58643.1, PRW58181.1	KAI3433320.1
OG0006845	PRW58196.1	KAI3433668.1
OG0006846	PRW58214.1	KAI3433402.1
OG0006847	PRW58219.1	KAI3433682.1
OG0006848	PRW58242.1	KAI3433715.1
OG0006849	PRW58245.1	KAI3433574.1
OG0006850	PRW58249.1	KAI3433568.1
OG0006851	PRW58294.1	KAI3433509.1
OG0006853	PRW58311.1	KAI3433925.1
OG0006854	PRW58321.1	KAI3432311.1
OG0006855	PRW58339.1	KAI3428042.1
OG0006856	PRW58341.1	KAI3423808.1
OG0006857	PRW58347.1	KAI3433903.1
OG0006858	PRW58350.1	KAI3433629.1
OG0006859	PRW58363.1	KAI3433393.1
OG0006860	PRW58409.1	KAI3433863.1
OG0006861	PRW58419.1	KAI3433336.1
OG0006862	PRW58432.1	KAI3433764.1
OG0006863	PRW58447.1	KAI3438708.1
OG0006864	PRW58448.1	KAI3433571.1
OG0006865	PRW58464.1	KAI3433851.1
OG0006866	PRW58485.1	KAI3433332.1
OG0006867	PRW58508.1	KAI3433438.1
OG0006868	PRW58522.1	KAI3433681.1
OG0006870	PRW58528.1	KAI3433441.1
OG0006871	PRW58548.1	KAI3436477.1
OG0006872	PRW58567.1	KAI3433446.1
OG0006873	PRW58577.1	KAI3433340.1
OG0006874	PRW58579.1	KAI3433624.1
OG0006875	PRW58600.1	KAI3432461.1
OG0006876	PRW58609.1	KAI3433309.1
OG0006877	PRW58615.1	KAI3433645.1
OG0006879	PRW58656.1	KAI3433510.1
OG0006880	PRW58687.1	KAI3433605.1
OG0006881	PRW58689.1	KAI3433752.1
OG0006882	PRW58736.1	KAI3438747.1
OG0006884	PRW58754.1	KAI3438869.1
OG0006885	PRW58758.1	KAI3439130.1
OG0006886	PRW58782.1	KAI3424464.1
OG0006887	PRW58794.1	KAI3439087.1
OG0006888	PRW58795.1	KAI3438896.1
OG0006889	PRW58811.1	KAI3438845.1
OG0006890	PRW58848.1	KAI3438649.1
OG0006891	PRW58853.1	KAI3438849.1
OG0006892	PRW58862.1	KAI3424815.1
OG0006893	PRW58873.1	KAI3438592.1
OG0006894	PRW58874.1	KAI3438511.1
OG0006895	PRW58890.1	KAI3439037.1
OG0006896	PRW58906.1	KAI3438787.1
OG0006897	PRW58956.1	KAI3438997.1
OG0006898	PRW58965.1	KAI3438548.1
OG0006899	PRW59049.1	KAI3439035.1
OG0006900	PRW59062.1	KAI3438504.1
OG0006902	PRW59107.1	KAI3438420.1
OG0006903	PRW59129.1	KAI3438499.1
OG0006904	PRW59134.1	KAI3438626.1
OG0006905	PRW59135.1	KAI3438651.1
OG0006906	PRW59137.1	KAI3438681.1
OG0006907	PRW59138.1	KAI3438764.1
OG0006908	PRW59153.1	KAI3438600.1
OG0006909	PRW59181.1	KAI3438789.1, KAI3439141.1
OG0006910	PRW59231.1	KAI3438652.1
OG0006911	PRW59252.1	KAI3438805.1
OG0006912	PRW59273.1	KAI3438941.1
OG0006913	PRW59299.1	KAI3438977.1
OG0006914	PRW59305.1	KAI3438668.1
OG0006915	PRW59316.1	KAI3430415.1
OG0006916	PRW59348.1	KAI3438517.1
OG0006917	PRW59353.1	KAI3438409.1
OG0006918	PRW59368.1	KAI3438782.1
OG0006919	PRW59402.1	KAI3439072.1
OG0006920	PRW59409.1	KAI3438428.1
OG0006921	PRW59410.1	KAI3423018.1, KAI3438957.1
OG0006922	PRW59421.1	KAI3438955.1
OG0006923	PRW59422.1	KAI3438720.1
OG0006924	PRW59430.1	KAI3438485.1
OG0006925	PRW59438.1	KAI3438853.1
OG0006926	PRW59443.1	KAI3438450.1
OG0006927	PRW59473.1	KAI3436201.1
OG0006928	PRW59474.1	KAI3436023.1
OG0006929	PRW59502.1	KAI3429354.1, KAI3435706.1
OG0006930	PRW59551.1	KAI3435914.1
OG0006931	PRW59572.1, PRW61314.1	KAI3435902.1
OG0006932	PRW59612.1	KAI3436159.1
OG0006933	PRW59625.1	KAI3435711.1
OG0006934	PRW59661.1	KAI3436302.1
OG0006935	PRW59668.1	KAI3436311.1
OG0006936	PRW59675.1	KAI3435738.1
OG0006937	PRW59712.1	KAI3435908.1
OG0006938	PRW59723.1	KAI3435806.1
OG0006939	PRW59769.1	KAI3435909.1
OG0006940	PRW59809.1	KAI3436338.1
OG0006941	PRW59812.1	KAI3436269.1
