Orthogroup	c_sorokiniana_genome_proteins	m_conductrix_genome_proteins
OG0005748	PRW45651.1	PSC67329.1
OG0005749	PRW55944.1	PSC72636.1
OG0005759	PRW56849.1	PSC71462.1
OG0005761	PRW39367.1	PSC71858.1
OG0005763	PRW39266.1	PSC71982.1
OG0005765	PRW39086.1	PSC71936.1
OG0005766	PRW60467.1	PSC75164.1
OG0005767	PRW39162.1	PSC67840.1
OG0005769	PRW39085.1	PSC67180.1
OG0005771	PRW39143.1	PSC67674.1
OG0005772	PRW39240.1	PSC67647.1
OG0005774	PRW39228.1	PSC67259.1
OG0005782	PRW44505.1	PSC75443.1
OG0005786	PRW56707.1	PSC68115.1
OG0005787	PRW56860.1	PSC68111.1
OG0005788	PRW56891.1	PSC68119.1
OG0005789	PRW56401.1	PSC69710.1
OG0005792	PRW56300.1	PSC72901.1
OG0005800	PRW39189.1	PSC69121.1
OG0005804	PRW56054.1	PSC72662.1
OG0005808	PRW44884.1	PSC70960.1
OG0005811	PRW61200.1	PSC73999.1
OG0005812	PRW57166.1	PSC72256.1
OG0005816	PRW56078.1	PSC71590.1
OG0005819	PRW57473.1	PSC70762.1
OG0005820	PRW56342.1	PSC69002.1
OG0005824	PRW33691.1	PSC67382.1
OG0005829	PRW33730.1	PSC70091.1
OG0005830	PRW60215.1	PSC75225.1
OG0005832	PRW45087.1	PSC75251.1
OG0005835	PRW61615.1	PSC73439.1
OG0005839	PRW44247.1	PSC75351.1
OG0005840	PRW60638.1	PSC75102.1
OG0005841	PRW60253.1	PSC75082.1
OG0005843	PRW60788.1	PSC74884.1
OG0005844	PRW60459.1	PSC75116.1
OG0005845	PRW60709.1	PSC75036.1
OG0005848	PRW60449.1	PSC75003.1
OG0005850	PRW60627.1	PSC68180.1
OG0005851	PRW60364.1	PSC68165.1
OG0005855	PRW60285.1	PSC74982.1
OG0005858	PRW61144.1	PSC73457.1
OG0005859	PRW60602.1	PSC74967.1
OG0005860	PRW60359.1	PSC68426.1
OG0005862	PRW60395.1	PSC68451.1
OG0005868	PRW60561.1	PSC67935.1
OG0005870	PRW60759.1	PSC68149.1
OG0005874	PRW60678.1	PSC74140.1
OG0005876	PRW60333.1	PSC74939.1
OG0005883	PRW60929.1	PSC74139.1
OG0005885	PRW05772.1	PSC67109.1
OG0005887	PRW33875.1	PSC67429.1
OG0005888	PRW34043.1	PSC67433.1
OG0005889	PRW33939.1	PSC67443.1
OG0005890	PRW33811.1	PSC67442.1
OG0005891	PRW33964.1	PSC67434.1
OG0005896	PRW33788.1	PSC76541.1
OG0005897	PRW45601.1	PSC73708.1
OG0005901	PRW18345.1	PSC74253.1
OG0005902	PRW58067.1	PSC72984.1
OG0005910	PRW57478.1	PSC72270.1
OG0005911	PRW57768.1	PSC73188.1
OG0005914	PRW57829.1	PSC73103.1
OG0005921	PRW32555.1	PSC76343.1
OG0005923	PRW20733.1	PSC67693.1
OG0005925	PRW20676.1	PSC68761.1
OG0005927	PRW60637.1	PSC74352.1
OG0005928	PRW60598.1	PSC68506.1
OG0005930	PRW61247.1	PSC67293.1
OG0005931	PRW60268.1	PSC73960.1
OG0005932	PRW60431.1	PSC69428.1
OG0005933	PRW60646.1	PSC69334.1
OG0005934	PRW60503.1	PSC67565.1
OG0005936	PRW60498.1	PSC68987.1
OG0005937	PRW60482.1	PSC68963.1
OG0005940	PRW20609.1	PSC74791.1
OG0005941	PRW51096.1	PSC75862.1
OG0005943	PRW60922.1	PSC74344.1
OG0005947	PRW20679.1	PSC67201.1
OG0005948	PRW20761.1	PSC68867.1
OG0005951	PRW58098.1	PSC71321.1
OG0005954	PRW61616.1	PSC67541.1
OG0005955	PRW60920.1	PSC74272.1
OG0005960	PRW44991.1	PSC70398.1
OG0005964	PRW44871.1	PSC70332.1
OG0005967	PRW45201.1	PSC70328.1
OG0005968	PRW45223.1	PSC70920.1
OG0005969	PRW44977.1	PSC70929.1
OG0005970	PRW45190.1	PSC75813.1
OG0005972	PRW45149.1	PSC67781.1
OG0005974	PRW59597.1	PSC69689.1
OG0005977	PRW21106.1	PSC71757.1
OG0005984	PRW59212.1	PSC73208.1
OG0005985	PRW58730.1	PSC76469.1
OG0005987	PRW58728.1	PSC73861.1
OG0005988	PRW56761.1	PSC69812.1
OG0005992	PRW57052.1	PSC76756.1
OG0005998	PRW59379.1	PSC71854.1
OG0005999	PRW58830.1	PSC71920.1
OG0006002	PRW59150.1	PSC70504.1
OG0006005	PRW58927.1	PSC76635.1
OG0006011	PRW57147.1	PSC68228.1
OG0006014	PRW56920.1	PSC72102.1
OG0006015	PRW44251.1	PSC70878.1
OG0006017	PRW61130.1	PSC74288.1
OG0006020	PRW44612.1	PSC70931.1
OG0006021	PRW58222.1	PSC70834.1
OG0006022	PRW44468.1	PSC69909.1
OG0006024	PRW32966.1	PSC76881.1
OG0006026	PRW44398.1	PSC69896.1
OG0006027	PRW44339.1	PSC70957.1
OG0006029	PRW44489.1	PSC69866.1
OG0006035	PRW44614.1	PSC69897.1
OG0006042	PRW61512.1	PSC73446.1
OG0006043	PRW44236.1	PSC69954.1
OG0006044	PRW44285.1	PSC69924.1
OG0006045	PRW44469.1	PSC70942.1
OG0006046	PRW44382.1	PSC70873.1
OG0006047	PRW57050.1	PSC72075.1
OG0006048	PRW44591.1	PSC69843.1
OG0006049	PRW59566.1	PSC76146.1
OG0006051	PRW59058.1	PSC73746.1
OG0006052	PRW44559.1	PSC69845.1
OG0006057	PRW20741.1	PSC68747.1
OG0006058	PRW20677.1	PSC68775.1
OG0006060	PRW57715.1	PSC69103.1
OG0006063	PRW39172.1	PSC67581.1
OG0006064	PRW39299.1	PSC73321.1
OG0006066	PRW58158.1	PSC68577.1
OG0006069	PRW58422.1	PSC68638.1
OG0006071	PRW58212.1	PSC75882.1
OG0006073	PRW58699.1	PSC75290.1
OG0006078	PRW58274.1	PSC67248.1
OG0006084	PRW58396.1	PSC75368.1
OG0006085	PRW58164.1	PSC75837.1
OG0006086	PRW58512.1	PSC75330.1
OG0006095	PRW58348.1	PSC75105.1
OG0006096	PRW58692.1	PSC74831.1
OG0006099	PRW58177.1	PSC68295.1
OG0006100	PRW58682.1	PSC68248.1
OG0006101	PRW45731.1	PSC68569.1
OG0006103	PRW58223.1	PSC73795.1
OG0006104	PRW58492.1	PSC76302.1
OG0006106	PRW58474.1	PSC77021.1, PSC73681.1
OG0006110	PRW57276.1	PSC73647.1
OG0006112	PRW58488.1	PSC76846.1
OG0006113	PRW58077.1	PSC76719.1
OG0006114	PRW58518.1	PSC76591.1
OG0006116	PRW58300.1	PSC76862.1
OG0006118	PRW58606.1	PSC77033.1
OG0006121	PRW58186.1	PSC73626.1
OG0006131	PRW32511.1	PSC68678.1
OG0006136	PRW58472.1	PSC76437.1
OG0006139	PRW45674.1	PSC73689.1
OG0006140	PRW20692.1	PSC74367.1
OG0006141	PRW20464.1	PSC74961.1
OG0006144	PRW45355.1	PSC69311.1
OG0006146	PRW45432.1	PSC72427.1
OG0006148	PRW33611.1	PSC70025.1
OG0006151	PRW61194.1	PSC74350.1
OG0006152	PRW61402.1	PSC73996.1
OG0006153	PRW61291.1	PSC74110.1
OG0006156	PRW44342.1	PSC75771.1
OG0006161	PRW56444.1	PSC72528.1
OG0006170	PRW56408.1	PSC72560.1
OG0006171	PRW59733.1	PSC69580.1
OG0006173	PRW60110.1	PSC69579.1
OG0006174	PRW59819.1	PSC72611.1
OG0006175	PRW59679.1	PSC72860.1
OG0006177	PRW18333.1	PSC71288.1
OG0006178	PRW18352.1	PSC71266.1
OG0006179	PRW59696.1	PSC69645.1
OG0006182	PRW60183.1	PSC69609.1
OG0006184	PRW59784.1	PSC68376.1
OG0006185	PRW59726.1	PSC68358.1
OG0006187	PRW59876.1	PSC68390.1
OG0006188	PRW60109.1	PSC68312.1
OG0006189	PRW59708.1	PSC68350.1
OG0006194	PRW59862.1	PSC71402.1
OG0006195	PRW59609.1	PSC71294.1
OG0006197	PRW59835.1	PSC71406.1
OG0006199	PRW59555.1	PSC71434.1
OG0006200	PRW61363.1	PSC70531.1
OG0006201	PRW59787.1	PSC68313.1
OG0006205	PRW59602.1	PSC76311.1
OG0006206	PRW56436.1	PSC69814.1
OG0006207	PRW59608.1	PSC71063.1
OG0006220	PRW60106.1	PSC76696.1
OG0006222	PRW61127.1	PSC74356.1
OG0006223	PRW56531.1	PSC72766.1
OG0006225	PRW59513.1	PSC73035.1
OG0006230	PRW59775.1	PSC67808.1
OG0006231	PRW59616.1	PSC73075.1
OG0006234	PRW61322.1	PSC73312.1
OG0006235	PRW61260.1	PSC73383.1
OG0006238	PRW61612.1	PSC74264.1
OG0006243	PRW61093.1	PSC74276.1
OG0006245	PRW57292.1	PSC72200.1
OG0006246	PRW60926.1	PSC74327.1
OG0006248	PRW57280.1	PSC69550.1
OG0006255	PRW61625.1	PSC74310.1
OG0006259	PRW61381.1	PSC73994.1
OG0006263	PRW56514.1	PSC72818.1
OG0006265	PRW60959.1	PSC74052.1
OG0006266	PRW05944.1	PSC68031.1
OG0006268	PRW50891.1	PSC75255.1
OG0006270	PRW05904.1	PSC67141.1
OG0006271	PRW50960.1	PSC75275.1
OG0006272	PRW60546.1	PSC68526.1
OG0006279	PRW21011.1	PSC71814.1
OG0006282	PRW20192.1	PSC71735.1
OG0006283	PRW33986.1	PSC72002.1
OG0006284	PRW33012.1	PSC77015.1
OG0006285	PRW32960.1	PSC76761.1, PSC76760.1
OG0006286	PRW33029.1	PSC76637.1
OG0006290	PRW45546.1	PSC73162.1
OG0006295	PRW32925.1	PSC76558.1
OG0006297	PRW33062.1	PSC76192.1
OG0006299	PRW57221.1	PSC70657.1
OG0006302	PRW45123.1	PSC70302.1
OG0006303	PRW45200.1	PSC70386.1
OG0006306	PRW61417.1	PSC67913.1
OG0006307	PRW45071.1	PSC68045.1
OG0006308	PRW45038.1	PSC67741.1
OG0006311	PRW33919.1	PSC68017.1
OG0006313	PRW45541.1	PSC73826.1
OG0006317	PRW33942.1	PSC70294.1
OG0006320	PRW34075.1	PSC70201.1
OG0006321	PRW45047.1	PSC70444.1
OG0006326	PRW57020.1	PSC71094.1
OG0006327	PRW57530.1	PSC71130.1
OG0006328	PRW57347.1	PSC71169.1
OG0006330	PRW59277.1	PSC76627.1
OG0006331	PRW57535.1	PSC71120.1
OG0006332	PRW57222.1	PSC71086.1
OG0006335	PRW57453.1	PSC72124.1
OG0006336	PRW21002.1	PSC74197.1
OG0006343	PRW57542.1	PSC69564.1
OG0006345	PRW57482.1	PSC70753.1
OG0006347	PRW57338.1	PSC70751.1
OG0006349	PRW57193.1	PSC70690.1
OG0006350	PRW57073.1	PSC70652.1
OG0006352	PRW44925.1	PSC70466.1
OG0006355	PRW57816.1	PSC73780.1
OG0006364	PRW33846.1	PSC70263.1
OG0006365	PRW33778.1	PSC70213.1
OG0006367	PRW33793.1	PSC70145.1
OG0006371	PRW55932.1	PSC74573.1
OG0006376	PRW20377.1	PSC74432.1
OG0006378	PRW20401.1	PSC74549.1
OG0006380	PRW20410.1	PSC74482.1
OG0006381	PRW20337.1	PSC74686.1
OG0006382	PRW05780.1	PSC71872.1
OG0006383	PRW05804.1, PRW60129.1	PSC69285.1, PSC69284.1
OG0006384	PRW05819.1	PSC75306.1
OG0006385	PRW05824.1	PSC69757.1
OG0006386	PRW05847.1	PSC69723.1
OG0006387	PRW05864.1	PSC69782.1, PSC69819.1
OG0006388	PRW05876.1	PSC75575.1
OG0006389	PRW05887.1	PSC68483.1, PSC68484.1
OG0006390	PRW05907.1, PRW05908.1	PSC68418.1
OG0006391	PRW05919.1, PRW05918.1	PSC68014.1
OG0006392	PRW05935.1	PSC67183.1
OG0006393	PRW18299.1	PSC72702.1
OG0006394	PRW18310.1	PSC72750.1
OG0006395	PRW18350.1	PSC72685.1
OG0006396	PRW18358.1	PSC72873.1
OG0006397	PRW18362.1	PSC72832.1
OG0006398	PRW18377.1	PSC73341.1
OG0006399	PRW18378.1	PSC72881.1
OG0006400	PRW18385.1	PSC72618.1, PSC72658.1, PSC73729.1
OG0006401	PRW18407.1	PSC72859.1
OG0006402	PRW18408.1	PSC72749.1
OG0006403	PRW20176.1	PSC67906.1
OG0006404	PRW20193.1	PSC70734.1
OG0006405	PRW20231.1	PSC70813.1
OG0006406	PRW20240.1	PSC70673.1
OG0006407	PRW20254.1	PSC68815.1, PSC68814.1
OG0006409	PRW20293.1	PSC70779.1
OG0006410	PRW20346.1	PSC74707.1
OG0006411	PRW20364.1	PSC74417.1
OG0006412	PRW20379.1	PSC72788.1, PSC76830.1, PSC76829.1
OG0006413	PRW20386.1	PSC74651.1
OG0006415	PRW20413.1	PSC71568.1
OG0006416	PRW20435.1, PRW20434.1, PRW20436.1	PSC74610.1
OG0006417	PRW20444.1	PSC70229.1
OG0006418	PRW20445.1	PSC70235.1
OG0006419	PRW20448.1	PSC69998.1
OG0006420	PRW20451.1	PSC69171.1
OG0006421	PRW20456.1	PSC70301.1, PSC70477.1
OG0006422	PRW20460.1	PSC70007.1
OG0006423	PRW20476.1	PSC68108.1
OG0006425	PRW20501.1	PSC70124.1
OG0006426	PRW20529.1	PSC69117.1
OG0006427	PRW20560.1	PSC70275.1
OG0006429	PRW20591.1	PSC67978.1
OG0006430	PRW20605.1	PSC69639.1
OG0006431	PRW20653.1	PSC69624.1
OG0006432	PRW20662.1	PSC71785.1
OG0006433	PRW20708.1	PSC76684.1, PSC76685.1
OG0006434	PRW20732.1	PSC67205.1
OG0006435	PRW20738.1	PSC69627.1
OG0006436	PRW20745.1	PSC68777.1
OG0006437	PRW20767.1	PSC71760.1
OG0006439	PRW20835.1	PSC75204.1
OG0006441	PRW20854.1	PSC73128.1
OG0006442	PRW20862.1	PSC69566.1
OG0006443	PRW20863.1	PSC69487.1
OG0006445	PRW20903.1	PSC76712.1
OG0006446	PRW20913.1	PSC76569.1
OG0006447	PRW20914.1	PSC76193.1
OG0006449	PRW20931.1	PSC74921.1
OG0006450	PRW20954.1	PSC76547.1
OG0006451	PRW20957.1	PSC69567.1
OG0006452	PRW20970.1	PSC71783.1
OG0006453	PRW20984.1	PSC71720.1
OG0006454	PRW20985.1	PSC71690.1
OG0006455	PRW20994.1	PSC71683.1
OG0006456	PRW21012.1	PSC71827.1
OG0006457	PRW21017.1	PSC71739.1
OG0006458	PRW21019.1	PSC71821.1
OG0006459	PRW21023.1	PSC71837.1, PSC71838.1
OG0006460	PRW21036.1, PRW21035.1	PSC71741.1
OG0006461	PRW21044.1	PSC71810.1, PSC71771.1
OG0006462	PRW21063.1	PSC70741.1
OG0006463	PRW21075.1, PRW45065.1	PSC73223.1
OG0006464	PRW21087.1	PSC71680.1
OG0006465	PRW21089.1	PSC71671.1
OG0006466	PRW21101.1	PSC71721.1
OG0006467	PRW21109.1	PSC71793.1
OG0006469	PRW21116.1	PSC71687.1
OG0006470	PRW21143.1	PSC71804.1
OG0006471	PRW21144.1	PSC71754.1
OG0006473	PRW32517.1	PSC75846.1
OG0006474	PRW32535.1	PSC76048.1
OG0006477	PRW32561.1	PSC73401.1
OG0006478	PRW32566.1	PSC68680.1
OG0006479	PRW32573.1	PSC73084.1
OG0006480	PRW32596.1	PSC76331.1
OG0006481	PRW32610.1	PSC75678.1
OG0006482	PRW32620.1	PSC75387.1
OG0006484	PRW32670.1	PSC68664.1
OG0006485	PRW32674.1	PSC76402.1
OG0006486	PRW32677.1	PSC76791.1
OG0006487	PRW32678.1	PSC73170.1
OG0006489	PRW32838.1	PSC74847.1, PSC75130.1
OG0006490	PRW32858.1	PSC73119.1
OG0006491	PRW32882.1	PSC76064.1
OG0006492	PRW32885.1	PSC69091.1
OG0006494	PRW32924.1	PSC71365.1
OG0006495	PRW32939.1	PSC76359.1
OG0006496	PRW32944.1	PSC67168.1
OG0006497	PRW32981.1	PSC72962.1
OG0006498	PRW33018.1	PSC77058.1
OG0006499	PRW33069.1	PSC77064.1, PSC71225.1
OG0006500	PRW33079.1	PSC73011.1
OG0006503	PRW33138.1	PSC71263.1
OG0006504	PRW33155.1	PSC69194.1
OG0006505	PRW33160.1	PSC71755.1
OG0006506	PRW33178.1	PSC68694.1
OG0006507	PRW33195.1	PSC69216.1
OG0006509	PRW33251.1	PSC69573.1
OG0006510	PRW33256.1	PSC69200.1, PSC69199.1
OG0006511	PRW33284.1	PSC71308.1
OG0006512	PRW33289.1	PSC69293.1
OG0006513	PRW33296.1	PSC69297.1
OG0006514	PRW33314.1	PSC68704.1
OG0006515	PRW33327.1	PSC69230.1
OG0006516	PRW33333.1	PSC68112.1
OG0006517	PRW33512.1	PSC74958.1
OG0006519	PRW33526.1	PSC75045.1
OG0006520	PRW33531.1	PSC67378.1
OG0006521	PRW33609.1	PSC74887.1
OG0006522	PRW33640.1	PSC67376.1
OG0006523	PRW33644.1	PSC76959.1, PSC70469.1
OG0006524	PRW33645.1	PSC70123.1
OG0006525	PRW33652.1	PSC74934.1
OG0006527	PRW33687.1	PSC74850.1
OG0006528	PRW33688.1	PSC70107.1
OG0006530	PRW33700.1	PSC74812.1
OG0006531	PRW33701.1	PSC74824.1, PSC74825.1
OG0006532	PRW33724.1	PSC74427.1
OG0006533	PRW33727.1	PSC67368.1
OG0006534	PRW33731.1	PSC74867.1
OG0006535	PRW33735.1	PSC70043.1
OG0006536	PRW33742.1, PRW33743.1	PSC67373.1, PSC67372.1
OG0006537	PRW33744.1	PSC70108.1
OG0006538	PRW33755.1	PSC76153.1
OG0006539	PRW33763.1	PSC73620.1
OG0006540	PRW33774.1	PSC76865.1
OG0006541	PRW33783.1	PSC70188.1
OG0006542	PRW33800.1	PSC68015.1
OG0006543	PRW33804.1	PSC70204.1
OG0006544	PRW33806.1	PSC70195.1, PSC70194.1
OG0006545	PRW33837.1	PSC70288.1
OG0006548	PRW33891.1	PSC69413.1
OG0006549	PRW33900.1	PSC70295.1
OG0006550	PRW33913.1	PSC76433.1
OG0006552	PRW33983.1	PSC76312.1
OG0006553	PRW33992.1	PSC76392.1
OG0006554	PRW33997.1	PSC67736.1
OG0006555	PRW34016.1	PSC67754.1
OG0006556	PRW34036.1	PSC67748.1
OG0006557	PRW34049.1	PSC76845.1
OG0006558	PRW34055.1	PSC70206.1
OG0006559	PRW34100.1	PSC70138.1
OG0006560	PRW39060.1	PSC67254.1
OG0006561	PRW39063.1	PSC71933.1
OG0006562	PRW39073.1	PSC71896.1
OG0006563	PRW39090.1, PRW57037.1	PSC72321.1
OG0006564	PRW39108.1	PSC67668.1
OG0006565	PRW39119.1	PSC71900.1
OG0006566	PRW39128.1	PSC67868.1
OG0006567	PRW39137.1	PSC71983.1
OG0006568	PRW39178.1	PSC67675.1
OG0006569	PRW39191.1	PSC73260.1
OG0006570	PRW39200.1	PSC67579.1
OG0006572	PRW39219.1	PSC67645.1
OG0006573	PRW39259.1	PSC72017.1
OG0006574	PRW39269.1	PSC71958.1
OG0006575	PRW39275.1	PSC67677.1
OG0006576	PRW39284.1	PSC71870.1
OG0006577	PRW39301.1	PSC71861.1
OG0006578	PRW39330.1	PSC71937.1
OG0006579	PRW39332.1	PSC71902.1
OG0006580	PRW39334.1	PSC67650.1
OG0006581	PRW39354.1	PSC72043.1
OG0006582	PRW39368.1	PSC72008.1
OG0006583	PRW39391.1	PSC71938.1
OG0006584	PRW44242.1	PSC69899.1
OG0006585	PRW44279.1	PSC75791.1
OG0006586	PRW44286.1	PSC70835.1
OG0006587	PRW44295.1	PSC70980.1, PSC70978.1
OG0006588	PRW44299.1	PSC75447.1
OG0006589	PRW44305.1	PSC69976.1
OG0006590	PRW44330.1	PSC69851.1
OG0006591	PRW44338.1	PSC69920.1
OG0006592	PRW44374.1	PSC69937.1
OG0006593	PRW44406.1	PSC75989.1
OG0006594	PRW44409.1	PSC75875.1
OG0006595	PRW44412.1	PSC75649.1
OG0006596	PRW44443.1	PSC68943.1
OG0006597	PRW44445.1	PSC69936.1
OG0006598	PRW44463.1	PSC70891.1
OG0006599	PRW44481.1	PSC67151.1
OG0006600	PRW44510.1	PSC70999.1
OG0006601	PRW44514.1	PSC70905.1
OG0006602	PRW44525.1	PSC75259.1
OG0006604	PRW44570.1	PSC70922.1
OG0006605	PRW44590.1	PSC70863.1
OG0006607	PRW58880.1, PRW44857.1	PSC72454.1
OG0006608	PRW44874.1	PSC70443.1
OG0006609	PRW44888.1	PSC68066.1, PSC68067.1
OG0006610	PRW44956.1	PSC70857.1
OG0006611	PRW44971.1	PSC67515.1
OG0006613	PRW45008.1	PSC67526.1
OG0006614	PRW45034.1	PSC70985.1
OG0006615	PRW45044.1	PSC70456.1
OG0006616	PRW45063.1	PSC67745.1
OG0006617	PRW45073.1	PSC67522.1
OG0006618	PRW45102.1	PSC70459.1
OG0006619	PRW45111.1	PSC70858.1
OG0006620	PRW45126.1	PSC74464.1
OG0006621	PRW45129.1	PSC70830.1
OG0006622	PRW45135.1	PSC70451.1
OG0006623	PRW45160.1	PSC70360.1
OG0006624	PRW45164.1	PSC70837.1
OG0006625	PRW45170.1	PSC70852.1
OG0006626	PRW45176.1	PSC70309.1
OG0006627	PRW60583.1, PRW45218.1	PSC75861.1
OG0006628	PRW45227.1	PSC73248.1
OG0006629	PRW45241.1	PSC70389.1
OG0006630	PRW45255.1	PSC70348.1
OG0006631	PRW45322.1	PSC75962.1, PSC75963.1
OG0006632	PRW45325.1	PSC68583.1
OG0006633	PRW45331.1	PSC68604.1
OG0006634	PRW45336.1	PSC72561.1
OG0006635	PRW45338.1	PSC69364.1
OG0006636	PRW45344.1	PSC72407.1
OG0006638	PRW45352.1	PSC73649.1
OG0006639	PRW45360.1, PRW45585.1	PSC74411.1
OG0006640	PRW45362.1	PSC68575.1
OG0006641	PRW45365.1	PSC69355.1
OG0006642	PRW45367.1	PSC68208.1
OG0006643	PRW45368.1	PSC71381.1
OG0006644	PRW59322.1, PRW45369.1	PSC73840.1
OG0006645	PRW45376.1	PSC68644.1
OG0006646	PRW45386.1	PSC68613.1
OG0006647	PRW45388.1	PSC73716.1
OG0006648	PRW45400.1	PSC73618.1
OG0006649	PRW45430.1	PSC73569.1
OG0006650	PRW45436.1	PSC68974.1
OG0006651	PRW45438.1	PSC69427.1
OG0006652	PRW45439.1	PSC73219.1
OG0006653	PRW45443.1	PSC68229.1
OG0006654	PRW45453.1	PSC67327.1
OG0006655	PRW45475.1	PSC67323.1
OG0006656	PRW45487.1	PSC68212.1
OG0006657	PRW45493.1	PSC73602.1
OG0006658	PRW45494.1	PSC71767.1
OG0006660	PRW45505.1	PSC67319.1
OG0006661	PRW45515.1	PSC68231.1
OG0006662	PRW45518.1	PSC67314.1, PSC67315.1
OG0006663	PRW45539.1	PSC73825.1
OG0006664	PRW45543.1	PSC72513.1
OG0006665	PRW45576.1	PSC73558.1
OG0006666	PRW45612.1	PSC73845.1
OG0006667	PRW45626.1	PSC69416.1
OG0006669	PRW50869.1, PRW45675.1, PRW51080.1	PSC75551.1
OG0006671	PRW45723.1	PSC69422.1
OG0006672	PRW45729.1	PSC73600.1
OG0006673	PRW45744.1	PSC73911.1
OG0006674	PRW45745.1, PRW60337.1	PSC69601.1
OG0006675	PRW50750.1	PSC69803.1, PSC69804.1
OG0006676	PRW50751.1	PSC75938.1
OG0006677	PRW50770.1	PSC75404.1
OG0006679	PRW50793.1	PSC76842.1
OG0006680	PRW50800.1	PSC75561.1
OG0006681	PRW50806.1	PSC75777.1
OG0006682	PRW50816.1	PSC75231.1
OG0006683	PRW50822.1	PSC75735.1
OG0006685	PRW50859.1	PSC75470.1
OG0006686	PRW50917.1	PSC75986.1, PSC75985.1
OG0006688	PRW50944.1	PSC72727.1, PSC69738.1
OG0006689	PRW50969.1	PSC68079.1
OG0006690	PRW50970.1	PSC77046.1
OG0006691	PRW50980.1	PSC76363.1
OG0006693	PRW50998.1	PSC73841.1
OG0006694	PRW51018.1	PSC75640.1
OG0006695	PRW51022.1	PSC76662.1
OG0006696	PRW51035.1	PSC75276.1
OG0006697	PRW51050.1	PSC75724.1
OG0006698	PRW51169.1	PSC75823.1
OG0006699	PRW51179.1	PSC75507.1
OG0006700	PRW55888.1	PSC71533.1, PSC71539.1
OG0006701	PRW55916.1	PSC71591.1
OG0006702	PRW55920.1	PSC71794.1
OG0006703	PRW55926.1	PSC72600.1
OG0006704	PRW55943.1	PSC72713.1
OG0006705	PRW55957.1	PSC71465.1
OG0006706	PRW55960.1	PSC71482.1
OG0006707	PRW55963.1	PSC72633.1
OG0006708	PRW55964.1	PSC69067.1
OG0006709	PRW56008.1	PSC69045.1
OG0006710	PRW56025.1	PSC72909.1
OG0006711	PRW56071.1	PSC72805.1, PSC72479.1
OG0006713	PRW56088.1	PSC72858.1
OG0006714	PRW56099.1	PSC68994.1
OG0006715	PRW56104.1	PSC71659.1
OG0006716	PRW56134.1	PSC72830.1
OG0006717	PRW56164.1	PSC67451.1
OG0006718	PRW56199.1	PSC72620.1
OG0006720	PRW56231.1	PSC71509.1
OG0006721	PRW56281.1	PSC72916.1
OG0006722	PRW56290.1	PSC71454.1
OG0006723	PRW56291.1	PSC71655.1
OG0006724	PRW56301.1	PSC71612.1
OG0006725	PRW56313.1	PSC71521.1
OG0006727	PRW56335.1	PSC69020.1
OG0006728	PRW56418.1	PSC72469.1
OG0006729	PRW56451.1	PSC69725.1
OG0006730	PRW56477.1	PSC72546.1
OG0006731	PRW56478.1	PSC72545.1
OG0006732	PRW56483.1	PSC71545.1
OG0006733	PRW56485.1	PSC69839.1
OG0006734	PRW56532.1	PSC72624.1
OG0006735	PRW56535.1	PSC71475.1
OG0006736	PRW56568.1	PSC72556.1
OG0006737	PRW56569.1	PSC69793.1
OG0006738	PRW56586.1	PSC71559.1
OG0006739	PRW56616.1	PSC72392.1
OG0006740	PRW56631.1	PSC72865.1
OG0006741	PRW56641.1	PSC72474.1
OG0006742	PRW56670.1	PSC71613.1
OG0006743	PRW56712.1	PSC72489.1
OG0006744	PRW56716.1	PSC69712.1
OG0006745	PRW56719.1	PSC72824.1
OG0006746	PRW56737.1	PSC72418.1
OG0006748	PRW56764.1	PSC71450.1
OG0006749	PRW56791.1, PRW59607.1	PSC72896.1, PSC72897.1
OG0006752	PRW56844.1	PSC74050.1
OG0006753	PRW56909.1	PSC76455.1
OG0006754	PRW56910.1	PSC71153.1
OG0006755	PRW56924.1	PSC72332.1
OG0006756	PRW56925.1	PSC72145.1
OG0006757	PRW56926.1	PSC72077.1
OG0006758	PRW56927.1	PSC72191.1
OG0006759	PRW56944.1	PSC70667.1
OG0006760	PRW56946.1	PSC72181.1
OG0006761	PRW56961.1	PSC72326.1
OG0006762	PRW56965.1	PSC70812.1
OG0006763	PRW56966.1	PSC68219.1
OG0006764	PRW56971.1	PSC70777.1
OG0006765	PRW56972.1	PSC72257.1
OG0006766	PRW56975.1	PSC70694.1
OG0006767	PRW56978.1	PSC71047.1
OG0006768	PRW56992.1	PSC71072.1
OG0006769	PRW57005.1	PSC69449.1
OG0006770	PRW57030.1	PSC70809.1
OG0006771	PRW57031.1	PSC70782.1
OG0006772	PRW57039.1, PRW57038.1	PSC72327.1
OG0006773	PRW57054.1	PSC72225.1
OG0006774	PRW57064.1	PSC71070.1
OG0006776	PRW57069.1	PSC68207.1
OG0006777	PRW57085.1	PSC72169.1
OG0006779	PRW57090.1	PSC72138.1
OG0006780	PRW57104.1	PSC73775.1
OG0006781	PRW57109.1	PSC69498.1
OG0006782	PRW57125.1	PSC71124.1
OG0006783	PRW57126.1	PSC69569.1
OG0006784	PRW57132.1	PSC70706.1
OG0006785	PRW57179.1	PSC72114.1
OG0006786	PRW57210.1	PSC70733.1
OG0006787	PRW57217.1	PSC72296.1
OG0006788	PRW57223.1	PSC71113.1
OG0006790	PRW57307.1	PSC72126.1
