Orthogroup	oneline_c_variabilis_genome_proteins	oneline_A99_genome_proteins
OG0005649	XP_005848964.1	scaffold14.g1092.t1
OG0005650	XP_005848920.1	scaffold14.g1114.t1
OG0005651	XP_005846347.1	scaffold14.g1118.t1
OG0005653	XP_005846911.1	scaffold14.g1124.t1
OG0005655	XP_005848722.1	scaffold14.g1150.t1
OG0005659	XP_005848907.1	scaffold14.g1203.t1
OG0005660	XP_005846792.1	scaffold14.g1213.t1
OG0005661	XP_005848881.1	scaffold14.g1217.t1
OG0005662	XP_005846594.1	scaffold14.g1221.t1
OG0005664	XP_005848915.1	scaffold14.g1255.t1
OG0005665	XP_005848909.1	scaffold14.g1266.t1
OG0005666	XP_005848648.1	scaffold14.g1277.t1
OG0005667	XP_005848840.1	scaffold14.g1289.t1
OG0005669	XP_005848913.1	scaffold14.g1299.t1
OG0005670	XP_005842663.1	scaffold14.g1303.t1
OG0005671	XP_005848809.1	scaffold14.g1328.t1
OG0005672	XP_005848619.1	scaffold14.g1331.t1
OG0005673	XP_005848815.1	scaffold14.g1335.t1
OG0005674	XP_005848591.1	scaffold14.g1344.t1
OG0005675	XP_005848804.1	scaffold14.g1347.t1
OG0005676	XP_005843553.1	scaffold14.g1352.t1
OG0005677	XP_005850866.1	scaffold8.g1366.t1
OG0005678	XP_005850918.1	scaffold8.g1397.t1
OG0005679	XP_005847004.1	scaffold8.g1400.t1
OG0005680	XP_005850853.1	scaffold8.g1406.t1
OG0005681	XP_005845699.1	scaffold8.g1410.t1
OG0005683	XP_005850886.1	scaffold8.g1434.t1
OG0005686	XP_005850532.1	scaffold8.g1475.t1
OG0005687	XP_005850525.1	scaffold8.g1482.t1
OG0005690	XP_005850816.1	scaffold8.g1505.t1
OG0005693	XP_005850801.1	scaffold8.g1532.t1
OG0005695	XP_005849169.1	scaffold8.g1570.t1
OG0005698	XP_005843887.1	scaffold8.g1611.t1
OG0005702	XP_005843938.1	scaffold8.g1635.t1
OG0005704	XP_005849378.1	scaffold8.g1644.t1
OG0005705	XP_005843890.1	scaffold8.g1674.t1
OG0005706	XP_005843161.1	scaffold8.g1675.t1
OG0005707	XP_005846288.1	scaffold8.g1676.t1
OG0005708	XP_005843073.1	scaffold8.g1711.t1
OG0005710	XP_005848105.1	scaffold19.g1776.t1
OG0005713	XP_005845879.1	scaffold19.g1816.t1
OG0005715	XP_005847961.1	scaffold19.g1846.t1
OG0005716	XP_005848188.1	scaffold19.g1855.t1
OG0005717	XP_005848088.1	scaffold19.g1857.t1
OG0005718	XP_005848086.1	scaffold19.g1858.t1
OG0005720	XP_005850191.1	scaffold18.g1895.t1
OG0005721	XP_005850448.1	scaffold18.g1897.t1
OG0005722	XP_005850079.1	scaffold18.g1941.t1
OG0005723	XP_005850086.1	scaffold18.g1945.t1
OG0005724	XP_005850330.1	scaffold18.g1952.t1
OG0005728	XP_005845158.1	scaffold18.g1979.t1
OG0005729	XP_005847365.1	scaffold18.g1980.t1
OG0005730	XP_005850066.1	scaffold18.g1990.t1
OG0005731	XP_005847402.1	scaffold18.g1991.t1
OG0005732	XP_005850371.1	scaffold18.g2007.t1
OG0005733	XP_005850120.1	scaffold18.g2052.t1
OG0005734	XP_005850395.1	scaffold18.g2055.t1
OG0005735	XP_005850057.1	scaffold18.g2065.t1
OG0005736	XP_005846942.1	scaffold21.g2068.t1
OG0005738	XP_005846841.1	scaffold21.g2085.t1
OG0005739	XP_005847064.1	scaffold21.g2095.t1
OG0005740	XP_005846987.1	scaffold21.g2118.t1
OG0005741	XP_005847196.1	scaffold21.g2119.t1
OG0005742	XP_005844401.1	scaffold21.g2123.t1
OG0005743	XP_005847118.1	scaffold21.g2135.t1
OG0005745	XP_005850656.1	scaffold21.g2192.t1
OG0005746	XP_005846684.1	scaffold21.g2203.t1
OG0005747	XP_005846824.1	scaffold21.g2204.t1
OG0005749	XP_005845043.1	scaffold21.g2222.t1
OG0005750	XP_005846087.1	scaffold10.g2240.t1
OG0005751	XP_005846094.1	scaffold10.g2279.t1
OG0005752	XP_005845967.1	scaffold10.g2282.t1
OG0005753	XP_005848455.1	scaffold10.g2287.t1
OG0005754	XP_005845986.1	scaffold10.g2313.t1
OG0005756	XP_005846029.1	scaffold10.g2345.t1
OG0005760	XP_005846140.1	scaffold10.g2378.t1
OG0005762	XP_005852071.1	scaffold10.g2401.t1
OG0005764	XP_005843760.1	scaffold10.g2424.t1
OG0005766	XP_005845021.1	scaffold10.g2454.t1
OG0005769	XP_005843248.1	scaffold10.g2471.t1
OG0005770	XP_005844915.1	scaffold10.g2481.t1
OG0005771	XP_005844688.1	scaffold10.g2492.t1
OG0005772	XP_005847027.1	scaffold6.g2517.t1
OG0005773	XP_005847239.1	scaffold6.g2540.t1
OG0005774	XP_005843621.1	scaffold6.g2542.t1
OG0005775	XP_005843568.1	scaffold6.g2544.t1
OG0005776	XP_005845116.1	scaffold6.g2552.t1
OG0005777	XP_005847374.1	scaffold6.g2557.t1
OG0005779	XP_005850433.1	scaffold6.g2576.t1
OG0005781	XP_005850439.1	scaffold6.g2582.t1
OG0005786	XP_005850554.1	scaffold6.g2620.t1
OG0005789	XP_005850706.1	scaffold6.g2674.t1
OG0005790	XP_005844234.1	scaffold6.g2692.t1
OG0005791	XP_005844942.1	scaffold6.g2702.t1
OG0005792	XP_005850464.1	scaffold6.g2716.t1
OG0005793	XP_005851033.1	scaffold6.g2720.t1
OG0005795	XP_005850663.1	scaffold6.g2735.t1
OG0005796	XP_005847790.1	scaffold6.g2750.t1
OG0005797	XP_005850957.1	scaffold6.g2752.t1
OG0005798	XP_005852254.1	scaffold6.g2758.t1
OG0005799	XP_005850967.1	scaffold6.g2771.t1
OG0005800	XP_005850686.1	scaffold6.g2772.t1
OG0005802	XP_005844648.1	scaffold6.g2778.t1
OG0005803	XP_005851011.1	scaffold6.g2791.t1
OG0005805	XP_005850696.1	scaffold6.g2825.t1
OG0005806	XP_005850618.1	scaffold6.g2834.t1
OG0005809	XP_005850211.1	scaffold6.g2850.t1
OG0005810	XP_005850899.1	scaffold6.g2860.t1
OG0005811	XP_005850902.1	scaffold6.g2861.t1
OG0005813	XP_005851006.1	scaffold6.g2885.t1
OG0005814	XP_005850728.1	scaffold6.g2891.t1
OG0005817	XP_005851044.1	scaffold6.g2905.t1
OG0005818	XP_005849121.1	scaffold24.g2922.t1
OG0005819	XP_005843008.1	scaffold24.g2924.t1
OG0005822	XP_005845855.1	scaffold24.g2954.t1
OG0005823	XP_005845781.1	scaffold24.g2957.t1
OG0005824	XP_005845891.1	scaffold24.g2969.t1
OG0005827	XP_005851681.1	scaffold9.g3001.t1
OG0005829	XP_005851668.1	scaffold9.g3016.t1
OG0005830	XP_005852083.1	scaffold9.g3029.t1
OG0005832	XP_005852089.1	scaffold9.g3050.t1
OG0005833	XP_005851758.1	scaffold9.g3053.t1
OG0005834	XP_005851760.1	scaffold9.g3056.t1
OG0005838	XP_005852106.1	scaffold9.g3073.t1
OG0005842	XP_005851771.1	scaffold9.g3096.t1
OG0005843	XP_005851783.1	scaffold9.g3108.t1
OG0005845	XP_005852119.1	scaffold9.g3116.t1
OG0005848	XP_005852062.1	scaffold9.g3129.t1
OG0005849	XP_005851804.1	scaffold9.g3141.t1
OG0005850	XP_005851808.1	scaffold9.g3154.t1
OG0005852	XP_005852132.1	scaffold9.g3157.t1
OG0005853	XP_005852047.1	scaffold9.g3173.t1
OG0005857	XP_005852039.1	scaffold9.g3191.t1
OG0005859	XP_005852031.1	scaffold9.g3201.t1
OG0005860	XP_005851661.1	scaffold9.g3214.t1
OG0005861	XP_005852020.1	scaffold9.g3224.t1
OG0005862	XP_005851981.1	scaffold9.g3230.t1
OG0005863	XP_005852156.1	scaffold9.g3236.t1
OG0005865	XP_005852175.1	scaffold9.g3242.t1
OG0005867	XP_005850678.1	scaffold9.g3263.t1
OG0005868	XP_005851311.1	scaffold9.g3273.t1
OG0005869	XP_005851919.1	scaffold9.g3280.t1
OG0005871	XP_005846907.1	scaffold9.g3296.t1
OG0005872	XP_005852077.1	scaffold9.g3299.t1
OG0005873	XP_005844426.1	scaffold26.g3320.t1
OG0005874	XP_005844406.1	scaffold26.g3329.t1
OG0005875	XP_005845769.1	scaffold26.g3334.t1
OG0005876	XP_005843507.1	scaffold26.g3345.t1
OG0005877	XP_005843484.1	scaffold26.g3346.t1
OG0005879	XP_005844211.1	scaffold26.g3360.t1
OG0005881	XP_005844892.1	scaffold26.g3369.t1
OG0005883	XP_005849245.1	scaffold7.g3379.t1
OG0005889	XP_005849240.1	scaffold7.g3404.t1
OG0005890	XP_005849141.1	scaffold7.g3413.t1
OG0005891	XP_005849140.1	scaffold7.g3414.t1
OG0005892	XP_005849085.1	scaffold7.g3437.t1
OG0005895	XP_005849277.1	scaffold7.g3504.t1
OG0005896	XP_005849279.1	scaffold7.g3506.t1
OG0005897	XP_005849124.1	scaffold7.g3518.t1
OG0005900	XP_005849322.1	scaffold7.g3588.t1
OG0005901	XP_005849379.1	scaffold7.g3597.t1
OG0005902	XP_005850647.1	scaffold7.g3606.t1
OG0005903	XP_005849376.1	scaffold7.g3619.t1
OG0005904	XP_005849406.1	scaffold7.g3624.t1
OG0005905	XP_005849383.1	scaffold7.g3632.t1
OG0005906	XP_005849178.1	scaffold7.g3635.t1
OG0005909	XP_005849198.1	scaffold7.g3640.t1
OG0005910	XP_005849199.1	scaffold7.g3660.t1
OG0005912	XP_005849354.1	scaffold7.g3666.t1
OG0005913	XP_005844253.1	scaffold7.g3670.t1
OG0005914	XP_005849364.1	scaffold7.g3674.t1
OG0005915	XP_005849358.1	scaffold7.g3685.t1
OG0005916	XP_005851561.1	scaffold7.g3700.t1
OG0005917	XP_005848699.1	scaffold7.g3707.t1
OG0005918	XP_005850056.1	scaffold7.g3720.t1
OG0005919	XP_005849213.1	scaffold7.g3724.t1
OG0005920	XP_005843926.1	scaffold7.g3752.t1
OG0005921	XP_005843850.1	scaffold7.g3755.t1
OG0005922	XP_005843927.1	scaffold7.g3757.t1
OG0005923	XP_005851922.1	scaffold11.g3838.t1
OG0005926	XP_005844041.1	scaffold11.g3889.t1
OG0005927	XP_005844411.1	scaffold11.g3891.t1
OG0005932	XP_005852196.1	scaffold11.g3947.t1
OG0005935	XP_005851888.1	scaffold11.g3981.t1
OG0005936	XP_005852149.1	scaffold11.g3996.t1
OG0005938	XP_005848860.1	scaffold11.g4029.t1
OG0005939	XP_005844052.1	scaffold11.g4043.t1
OG0005941	XP_005843894.1	scaffold11.g4058.t1
OG0005942	XP_005848308.1	scaffold11.g4060.t1
OG0005943	XP_005843957.1	scaffold11.g4063.t1
OG0005946	XP_005845846.1	scaffold23.g4124.t1
OG0005947	XP_005848541.1	scaffold23.g4155.t1
OG0005949	XP_005848401.1	scaffold23.g4169.t1
OG0005950	XP_005848206.1	scaffold23.g4178.t1
OG0005951	XP_005848204.1	scaffold23.g4181.t1
OG0005953	XP_005848391.1	scaffold15.g4202.t1
OG0005954	XP_005848498.1	scaffold15.g4224.t1
OG0005955	XP_005848513.1	scaffold15.g4233.t1
OG0005956	XP_005848509.1	scaffold15.g4240.t1
OG0005958	XP_005848318.1	scaffold15.g4254.t1
OG0005959	XP_005848330.1	scaffold15.g4264.t1
OG0005960	XP_005848332.1	scaffold15.g4266.t1
OG0005961	XP_005848522.1	scaffold15.g4267.t1
OG0005962	XP_005848527.1	scaffold15.g4281.t1
OG0005963	XP_005848109.1	scaffold20.g7886.t1, scaffold15.g4288.t1
OG0005968	XP_005848235.1	scaffold15.g4316.t1
OG0005970	XP_005848548.1	scaffold15.g4328.t1
OG0005972	XP_005842949.1	scaffold15.g4347.t1
OG0005973	XP_005844762.1	scaffold15.g4351.t1
OG0005974	XP_005844817.1	scaffold15.g4368.t1
OG0005975	XP_005844767.1	scaffold15.g4370.t1
OG0005976	XP_005843434.1	scaffold30.g4421.t1
OG0005977	XP_005843799.1	scaffold30.g4430.t1
OG0005978	XP_005843794.1	scaffold30.g4437.t1
OG0005979	XP_005846724.1	scaffold30.g4461.t1
OG0005980	XP_005850059.1, XP_005845783.1	scaffold84.g4562.t1
OG0005983	XP_005849510.1	scaffold4.g4575.t1
OG0005986	XP_005849479.1	scaffold4.g4596.t1
OG0005987	XP_005849753.1	scaffold4.g4603.t1
OG0005988	XP_005849493.1	scaffold4.g4613.t1
OG0005990	XP_005849456.1	scaffold4.g4631.t1
OG0005992	XP_005849488.1	scaffold4.g4637.t1
OG0005993	XP_005849761.1	scaffold4.g4644.t1
OG0005994	XP_005849352.1	scaffold4.g4646.t1
OG0005995	XP_005849486.1	scaffold4.g4653.t1
OG0005996	XP_005849755.1	scaffold4.g4654.t1
OG0005997	XP_005849537.1	scaffold4.g4665.t1
OG0005998	XP_005849538.1	scaffold4.g4669.t1
OG0006000	XP_005849534.1	scaffold4.g4710.t1
OG0006001	XP_005849740.1	scaffold4.g4732.t1
OG0006003	XP_005849443.1	scaffold4.g4744.t1
OG0006004	XP_005849783.1	scaffold4.g4749.t1
OG0006005	XP_005846856.1	scaffold4.g4753.t1
OG0006007	XP_005849715.1	scaffold4.g4796.t1
OG0006008	XP_005849713.1	scaffold4.g4801.t1
OG0006009	XP_005849514.1	scaffold4.g4807.t1
OG0006010	XP_005847044.1	scaffold4.g4820.t1
OG0006013	XP_005848576.1	scaffold4.g4846.t1
OG0006016	XP_005847425.1	scaffold4.g4851.t1
OG0006020	XP_005847287.1	scaffold4.g4876.t1
OG0006021	XP_005844073.1	scaffold4.g4878.t1
OG0006022	XP_005844378.1, XP_005848148.1	scaffold4.g4879.t1
OG0006025	XP_005847485.1	scaffold4.g4891.t1
OG0006027	XP_005847511.1	scaffold4.g4910.t1
OG0006028	XP_005842783.1	scaffold4.g4914.t1
OG0006029	XP_005847429.1	scaffold4.g4917.t1
OG0006030	XP_005847521.1	scaffold4.g4923.t1
OG0006031	XP_005847475.1	scaffold4.g4928.t1
OG0006032	XP_005847513.1	scaffold4.g4941.t1
OG0006033	XP_005847489.1	scaffold4.g4948.t1
OG0006034	XP_005847445.1	scaffold4.g4957.t1
OG0006035	XP_005847292.1	scaffold4.g4962.t1
OG0006036	XP_005849219.1	scaffold4.g4964.t1
OG0006038	XP_005846161.1	scaffold4.g4989.t1
OG0006040	XP_005847462.1	scaffold4.g5006.t1
OG0006047	XP_005847358.1	scaffold4.g5052.t1
OG0006051	XP_005846575.1	scaffold25.g5084.t1
OG0006052	XP_005847415.1	scaffold25.g5086.t1
OG0006053	XP_005847237.1	scaffold25.g5104.t1
OG0006054	XP_005843844.1	scaffold25.g5106.t1
OG0006055	XP_005843935.1	scaffold25.g5111.t1
OG0006056	XP_005843901.1	scaffold25.g5117.t1
OG0006058	XP_005843925.1	scaffold25.g5127.t1
OG0006059	XP_005843922.1	scaffold25.g5128.t1
OG0006062	XP_005851382.1	scaffold1.g5185.t1
OG0006064	XP_005851368.1	scaffold1.g5196.t1
OG0006065	XP_005845761.1	scaffold1.g5198.t1
OG0006067	XP_005851420.1	scaffold1.g5211.t1
OG0006069	XP_005851105.1	scaffold1.g5219.t1
OG0006071	XP_005851400.1	scaffold1.g5222.t1
OG0006072	XP_005851369.1	scaffold1.g5229.t1
OG0006073	XP_005851363.1	scaffold1.g5247.t1
OG0006074	XP_005851410.1	scaffold1.g5252.t1
OG0006076	XP_005851067.1	scaffold1.g5274.t1
OG0006077	XP_005851063.1	scaffold1.g5284.t1
OG0006078	XP_005851065.1	scaffold1.g5292.t1
OG0006079	XP_005851089.1	scaffold1.g5295.t1
OG0006080	XP_005847016.1	scaffold1.g5313.t1
OG0006081	XP_005851442.1	scaffold1.g5331.t1
OG0006082	XP_005851154.1	scaffold1.g5336.t1
OG0006083	XP_005851153.1	scaffold1.g5342.t1
OG0006084	XP_005851451.1	scaffold1.g5350.t1
OG0006085	XP_005851170.1	scaffold1.g5357.t1
OG0006086	XP_005851465.1	scaffold1.g5360.t1
OG0006087	XP_005851206.1	scaffold1.g5401.t1
OG0006088	XP_005844423.1	scaffold1.g5404.t1
OG0006089	XP_005851205.1	scaffold1.g5405.t1
OG0006090	XP_005851193.1	scaffold1.g5428.t1
OG0006091	XP_005851212.1	scaffold1.g5440.t1
OG0006094	XP_005849425.1	scaffold1.g5448.t1
OG0006095	XP_005851509.1	scaffold1.g5449.t1
OG0006096	XP_005851222.1	scaffold1.g5453.t1
OG0006099	XP_005851531.1	scaffold1.g5486.t1
OG0006100	XP_005851240.1	scaffold1.g5493.t1
OG0006102	XP_005851624.1	scaffold1.g5522.t1
OG0006103	XP_005849656.1	scaffold1.g5549.t1
OG0006104	XP_005851326.1	scaffold1.g5554.t1
OG0006105	XP_005851267.1	scaffold1.g5558.t1
OG0006106	XP_005851559.1	scaffold1.g5563.t1
OG0006108	XP_005851280.1	scaffold1.g5592.t1
OG0006112	XP_005850438.1	scaffold1.g5606.t1
OG0006114	XP_005851308.1	scaffold1.g5613.t1
OG0006116	XP_005851527.1	scaffold1.g5625.t1
OG0006117	XP_005851447.1	scaffold1.g5629.t1
OG0006118	XP_005851540.1	scaffold1.g5650.t1
OG0006119	XP_005842543.1	scaffold1.g5658.t1
OG0006120	XP_005846589.1	scaffold1.g5673.t1
OG0006121	XP_005846590.1	scaffold1.g5680.t1
OG0006124	XP_005850405.1	scaffold1.g5693.t1
OG0006125	XP_005846603.1	scaffold1.g5694.t1
OG0006126	XP_005846732.1	scaffold1.g5713.t1
OG0006127	XP_005846736.1	scaffold1.g5714.t1
OG0006129	XP_005850874.1	scaffold1.g5728.t1
OG0006131	XP_005843593.1	scaffold1.g5738.t1
OG0006132	XP_005846566.1	scaffold1.g5794.t1
OG0006134	XP_005851584.1	scaffold1.g5817.t1
OG0006135	XP_005846704.1	scaffold1.g5828.t1
OG0006138	XP_005849204.1	scaffold1.g5890.t1
OG0006139	XP_005843905.1	scaffold1.g5892.t1
OG0006140	XP_005843942.1	scaffold1.g5899.t1
OG0006142	XP_005846794.1	scaffold29.g5915.t1
OG0006143	XP_005846793.1	scaffold29.g5916.t1
OG0006144	XP_005845148.1	scaffold29.g5919.t1
OG0006146	XP_005846651.1	scaffold29.g5927.t1
OG0006147	XP_005846778.1	scaffold29.g5932.t1
OG0006151	XP_005844424.1	scaffold27.g5987.t1
OG0006154	XP_005850239.1	scaffold22.g6060.t1
OG0006155	XP_005847021.1	scaffold22.g6066.t1
OG0006156	XP_005849978.1	scaffold22.g6071.t1
OG0006157	XP_005849990.1	scaffold22.g6082.t1
OG0006159	XP_005850241.1	scaffold22.g6105.t1
OG0006160	XP_005850032.1	scaffold22.g6108.t1, scaffold22.g6123.t1
OG0006161	XP_005850029.1	scaffold22.g6120.t1
OG0006163	XP_005850248.1	scaffold22.g6136.t1
OG0006164	XP_005849996.1	scaffold22.g6137.t1
OG0006165	XP_005850292.1	scaffold22.g6139.t1
OG0006166	XP_005850251.1	scaffold22.g6144.t1
OG0006169	XP_005846381.1	scaffold3.g6171.t1
OG0006173	XP_005846552.1	scaffold3.g6191.t1
OG0006177	XP_005846388.1	scaffold3.g6205.t1
OG0006178	XP_005846364.1	scaffold3.g6220.t1
OG0006180	XP_005846520.1	scaffold3.g6234.t1
OG0006181	XP_005846493.1	scaffold3.g6250.t1
OG0006183	XP_005846498.1	scaffold3.g6253.t1
OG0006187	XP_005846313.1	scaffold3.g6289.t1
OG0006188	XP_005848176.1	scaffold3.g6298.t1
OG0006189	XP_005846284.1	scaffold3.g6322.t1
OG0006190	XP_005846447.1	scaffold3.g6342.t1
OG0006193	XP_005846263.1	scaffold3.g6364.t1
OG0006194	XP_005846434.1	scaffold3.g6375.t1
OG0006195	XP_005846427.1	scaffold3.g6390.t1
OG0006199	XP_005846302.1	scaffold3.g6418.t1
OG0006200	XP_005846419.1	scaffold3.g6422.t1
OG0006201	XP_005845453.1	scaffold3.g6470.t1
OG0006203	XP_005851092.1	scaffold3.g6514.t1
OG0006205	XP_005842821.1	scaffold3.g6521.t1
OG0006206	XP_005845346.1	scaffold3.g6534.t1
OG0006207	XP_005845344.1	scaffold3.g6537.t1
OG0006208	XP_005845486.1	scaffold3.g6548.t1
OG0006209	XP_005845487.1	scaffold3.g6560.t1
OG0006210	XP_005845355.1	scaffold3.g6563.t1
OG0006211	XP_005842824.1	scaffold3.g6571.t1
OG0006212	XP_005845366.1	scaffold3.g6574.t1
OG0006213	XP_005846403.1	scaffold3.g6589.t1
OG0006214	XP_005847792.1	scaffold3.g6602.t1
OG0006215	XP_005845407.1	scaffold3.g6646.t1
OG0006216	XP_005845412.1	scaffold3.g6678.t1
OG0006218	XP_005845417.1	scaffold3.g6688.t1
OG0006221	XP_005845381.1	scaffold3.g6721.t1
OG0006222	XP_005845250.1	scaffold3.g6726.t1
OG0006223	XP_005845251.1	scaffold3.g6731.t1
OG0006224	XP_005845387.1	scaffold3.g6732.t1
OG0006225	XP_005842999.1	scaffold3.g6738.t1
OG0006226	XP_005843024.1	scaffold3.g6741.t1
OG0006229	XP_005843005.1	scaffold3.g6768.t1
OG0006230	XP_005844325.1	scaffold2.g6774.t1
OG0006233	XP_005844399.1	scaffold2.g6787.t1
OG0006234	XP_005843513.1	scaffold2.g6803.t1
OG0006236	XP_005844191.1	scaffold2.g6807.t1
OG0006237	XP_005844181.1	scaffold2.g6826.t1
OG0006238	XP_005844255.1	scaffold2.g6837.t1
OG0006239	XP_005844170.1	scaffold2.g6838.t1
OG0006241	XP_005845178.1	scaffold2.g6857.t1
OG0006244	XP_005850436.1	scaffold2.g6906.t1
OG0006245	XP_005848099.1	scaffold2.g6908.t1
OG0006246	XP_005845658.1	scaffold2.g6919.t1
OG0006247	XP_005845709.1	scaffold2.g6943.t1
OG0006249	XP_005846865.1	scaffold2.g6969.t1
OG0006250	XP_005846591.1	scaffold2.g6971.t1
OG0006251	XP_005845082.1	scaffold2.g6976.t1
OG0006253	XP_005845585.1	scaffold2.g6995.t1
OG0006254	XP_005845686.1	scaffold2.g7001.t1
OG0006255	XP_005845690.1	scaffold2.g7002.t1
OG0006256	XP_005845517.1	scaffold2.g7004.t1
OG0006257	XP_005845573.1	scaffold2.g7011.t1
OG0006258	XP_005845580.1	scaffold2.g7019.t1
OG0006259	XP_005845711.1	scaffold2.g7023.t1
OG0006261	XP_005845578.1	scaffold2.g7032.t1
OG0006263	XP_005843191.1	scaffold2.g7062.t1
OG0006264	XP_005849101.1	scaffold2.g7066.t1
OG0006265	XP_005848899.1	scaffold2.g7074.t1
OG0006266	XP_005843214.1	scaffold2.g7082.t1
OG0006267	XP_005843208.1	scaffold2.g7089.t1
OG0006270	XP_005843165.1	scaffold2.g7133.t1
OG0006271	XP_005844814.1	scaffold2.g7152.t1
OG0006272	XP_005845057.1	scaffold2.g7163.t1
OG0006273	XP_005844786.1	scaffold2.g7167.t1
OG0006274	XP_005844799.1	scaffold2.g7171.t1
OG0006275	XP_005844719.1	scaffold2.g7173.t1
OG0006277	XP_005844050.1	scaffold2.g7188.t1
OG0006278	XP_005844437.1	scaffold2.g7191.t1
OG0006281	XP_005843332.1	scaffold2.g7220.t1
OG0006284	XP_005843375.1	scaffold2.g7281.t1
OG0006285	XP_005844066.1	scaffold2.g7311.t1
OG0006286	XP_005842928.1	scaffold2.g7325.t1
OG0006287	XP_005852036.1	scaffold2.g7334.t1
OG0006288	XP_005842923.1	scaffold2.g7337.t1
OG0006289	XP_005842954.1	scaffold2.g7338.t1
OG0006290	XP_005842925.1	scaffold2.g7339.t1
OG0006291	XP_005844075.1	scaffold2.g7356.t1
OG0006292	XP_005844078.1	scaffold2.g7361.t1
OG0006293	XP_005848646.1	scaffold2.g7369.t1
OG0006295	XP_005844723.1	scaffold2.g7372.t1
OG0006296	XP_005848061.1	scaffold2.g7381.t1
OG0006297	XP_005843675.1	scaffold2.g7389.t1
OG0006298	XP_005843393.1	scaffold2.g7391.t1
OG0006301	XP_005848305.1	scaffold2.g7420.t1
OG0006302	XP_005848501.1	scaffold2.g7434.t1
OG0006306	XP_005849641.1	scaffold2.g7467.t1
OG0006307	XP_005846016.1	scaffold2.g7472.t1
OG0006309	XP_005844240.1	scaffold2.g7486.t1
OG0006311	XP_005847809.1	scaffold2.g7499.t1
OG0006313	XP_005847817.1	scaffold2.g7505.t1
OG0006315	XP_005847841.1	scaffold2.g7515.t1
OG0006316	XP_005844150.1	scaffold2.g7519.t1
OG0006318	XP_005848287.1	scaffold28.g7543.t1
OG0006319	XP_005846295.1	scaffold28.g7548.t1
OG0006320	XP_005848486.1	scaffold28.g7566.t1
OG0006321	XP_005848295.1	scaffold28.g7567.t1
OG0006325	XP_005847155.1	scaffold20.g7625.t1
OG0006326	XP_005845687.1	scaffold20.g7639.t1
OG0006330	XP_005847179.1	scaffold20.g7680.t1
OG0006331	XP_005847100.1	scaffold20.g7710.t1
OG0006333	XP_005842963.1	scaffold20.g7733.t1
OG0006334	XP_005848030.1	scaffold20.g7744.t1
OG0006335	XP_005847005.1	scaffold20.g7749.t1
OG0006336	XP_005847208.1	scaffold20.g7751.t1
OG0006337	XP_005843217.1	scaffold20.g7791.t1
OG0006338	XP_005848054.1	scaffold20.g7793.t1
OG0006339	XP_005847885.1	scaffold20.g7796.t1
OG0006341	XP_005847213.1	scaffold20.g7810.t1
OG0006343	XP_005848075.1	scaffold20.g7846.t1
OG0006345	XP_005847970.1	scaffold20.g7862.t1
OG0006348	XP_005847875.1	scaffold20.g7893.t1
OG0006349	XP_005848245.1	scaffold12.g7927.t1
OG0006350	XP_005847590.1	scaffold12.g7941.t1
OG0006351	XP_005847750.1	scaffold12.g7946.t1
OG0006354	XP_005847581.1	scaffold12.g7982.t1
OG0006355	XP_005847801.1	scaffold12.g8015.t1
OG0006356	XP_005847803.1	scaffold12.g8020.t1
OG0006357	XP_005847766.1	scaffold12.g8065.t1
OG0006358	XP_005845927.1	scaffold12.g8070.t1
OG0006359	XP_005847752.1	scaffold12.g8071.t1
OG0006360	XP_005847670.1	scaffold12.g8103.t1
OG0006361	XP_005847673.1	scaffold12.g8104.t1
OG0006363	XP_005847690.1	scaffold12.g8123.t1
OG0006365	XP_005847689.1	scaffold12.g8129.t1
OG0006366	XP_005847666.1	scaffold12.g8146.t1
OG0006367	XP_005843120.1	scaffold12.g8154.t1
OG0006369	XP_005843158.1	scaffold12.g8156.t1
OG0006370	XP_005847357.1	scaffold12.g8210.t1
OG0006371	XP_005846073.1	scaffold12.g8241.t1
OG0006372	XP_005843678.1	scaffold12.g8243.t1
OG0006374	XP_005843731.1	scaffold12.g8261.t1
OG0006376	XP_005845056.1	scaffold12.g8285.t1
OG0007146	XP_005842789.1	scaffold16.g119.t1
OG0007150	XP_005845286.1	scaffold13.g215.t1
OG0007151	XP_005844107.1	scaffold13.g222.t1
OG0007155	XP_005844043.1	scaffold13.g271.t1
OG0007158	XP_005844528.1	scaffold13.g389.t1
OG0007161	XP_005844831.1	scaffold17.g447.t1
OG0007162	XP_005843232.1	scaffold17.g481.t1
OG0007163	XP_005843276.1	scaffold17.g491.t1
OG0007170	XP_005844866.1	scaffold17.g550.t1
OG0007173	XP_005843754.1	scaffold5.g630.t1
OG0007175	XP_005843821.1	scaffold5.g686.t1
OG0007176	XP_005849647.1	scaffold5.g716.t1
OG0007177	XP_005846846.1	scaffold5.g731.t1
