HOG	OG	Gene Tree Parent Clade	a99_genome_proteins	c_sorokiniana_genome_proteins	c_variabilis_genome_proteins	c_vulgaris_genome_proteins	m_conductrix_genome_proteins
N1.HOG0007823	OG0006984	n0		PRW60292.1			PSC68500.1
N1.HOG0007824	OG0006985	n0		PRW60293.1			PSC69384.1
N1.HOG0007825	OG0006986	n0		PRW60299.1			PSC67897.1
N1.HOG0007826	OG0006987	n0		PRW60317.1			PSC67549.1
N1.HOG0007827	OG0006988	n0		PRW60324.1			PSC74220.1
N1.HOG0007828	OG0006989	n0		PRW60353.1			PSC74901.1
N1.HOG0007829	OG0006990	n0		PRW60356.1			PSC69357.1
N1.HOG0007830	OG0006991	n0		PRW60370.1			PSC75201.1
N1.HOG0007831	OG0006992	n0		PRW60397.1			PSC70514.1, PSC68173.1
N1.HOG0007832	OG0006993	n0		PRW60409.1			PSC71809.1
N1.HOG0007833	OG0006994	n0		PRW60434.1			PSC75056.1
N1.HOG0007834	OG0006995	n0		PRW60487.1			PSC67567.1
N1.HOG0007835	OG0006996	n0		PRW60495.1			PSC75145.1
N1.HOG0007836	OG0006997	n0		PRW60528.1			PSC75148.1
N1.HOG0007837	OG0006998	n0		PRW60532.1			
N1.HOG0007838	OG0006999	n0		PRW60556.1			PSC68515.1, PSC68516.1
N1.HOG0007839	OG0007000	n0		PRW60558.1			PSC68416.1
N1.HOG0007840	OG0007001	n0		PRW60569.1			PSC69383.1
N1.HOG0007841	OG0007002	n0		PRW60603.1			PSC68498.1
N1.HOG0007842	OG0007003	n0		PRW60790.1, PRW60789.1, PRW60791.1, PRW60612.1			
N1.HOG0007843	OG0007004	n0		PRW60617.1			
N1.HOG0007844	OG0007005	n0		PRW60628.1			PSC69397.1
N1.HOG0007845	OG0007006	n0		PRW60663.1			PSC68177.1
N1.HOG0007846	OG0007007	n0		PRW60685.1			PSC75905.1
N1.HOG0007847	OG0007008	n0		PRW60729.1			PSC69415.1
N1.HOG0007848	OG0007009	n0		PRW60764.1			PSC75015.1
N1.HOG0007849	OG0007010	n0		PRW60787.1			PSC69330.1
N1.HOG0007850	OG0007011	n0		PRW60816.1			PSC68927.1
N1.HOG0007851	OG0007012	n0		PRW60826.1			PSC74951.1
N1.HOG0007852	OG0007013	n0		PRW60830.1, PRW60829.1			PSC76938.1
N1.HOG0007853	OG0007014	n0		PRW60841.1			PSC68164.1
N1.HOG0007854	OG0007015	n0		PRW60845.1			PSC68469.1
N1.HOG0007855	OG0007016	n0		PRW60869.1			
N1.HOG0007856	OG0007017	n0		PRW60880.1			PSC74292.1
N1.HOG0007857	OG0007018	n0		PRW60890.1			PSC74722.1
N1.HOG0007858	OG0007019	n0		PRW60900.1			PSC73970.1
N1.HOG0007859	OG0007020	n0		PRW60908.1			
N1.HOG0007860	OG0007021	n0		PRW60914.1			PSC73394.1
N1.HOG0007861	OG0007022	n0		PRW60938.1			PSC74334.1
N1.HOG0007862	OG0007023	n0		PRW60953.1			PSC74000.1
N1.HOG0007863	OG0007024	n0		PRW60955.1			PSC74238.1
N1.HOG0007864	OG0007025	n0		PRW60960.1			PSC74353.1
N1.HOG0007865	OG0007026	n0		PRW60962.1			PSC74777.1
N1.HOG0007866	OG0007027	n0		PRW60970.1			PSC74239.1
N1.HOG0007867	OG0007028	n0		PRW60975.1			PSC73303.1
N1.HOG0007868	OG0007029	n0		PRW60992.1			PSC73481.1
N1.HOG0007869	OG0007030	n0		PRW61003.1			PSC70565.1
N1.HOG0007870	OG0007031	n0		PRW61015.1			PSC73533.1
N1.HOG0007871	OG0007032	n0		PRW61017.1			PSC70490.1
N1.HOG0007872	OG0007033	n0		PRW61032.1			PSC70598.1
N1.HOG0007873	OG0007034	n0		PRW61042.1			PSC73462.1
N1.HOG0007874	OG0007035	n0		PRW61061.1			PSC73241.1
N1.HOG0007875	OG0007036	n0		PRW61075.1			PSC74859.1
N1.HOG0007876	OG0007037	n0		PRW61077.1			PSC73406.1
N1.HOG0007877	OG0007038	n0		PRW61092.1			PSC69035.1
N1.HOG0007878	OG0007039	n0		PRW61103.1			PSC74149.1
N1.HOG0007879	OG0007040	n0		PRW61117.1			PSC74294.1
N1.HOG0007880	OG0007041	n0		PRW61118.1			
N1.HOG0007881	OG0007042	n0		PRW61129.1			PSC74114.1
N1.HOG0007882	OG0007043	n0		PRW61168.1			PSC70552.1, PSC70551.1
N1.HOG0007883	OG0007044	n0		PRW61169.1			PSC74250.1
N1.HOG0007884	OG0007045	n0		PRW61182.1			PSC70506.1
N1.HOG0007885	OG0007046	n0		PRW61197.1			PSC73485.1
N1.HOG0007886	OG0007047	n0		PRW61203.1			PSC74262.1
N1.HOG0007887	OG0007048	n0		PRW61206.1			PSC73257.1
N1.HOG0007888	OG0007049	n0		PRW61210.1			PSC70577.1
N1.HOG0007889	OG0007050	n0		PRW61281.1			PSC73448.1
N1.HOG0007890	OG0007051	n0		PRW61282.1			PSC74527.1
N1.HOG0007891	OG0007052	n0		PRW61333.1			PSC74964.1
N1.HOG0007892	OG0007053	n0		PRW61341.1			PSC74161.1
N1.HOG0007893	OG0007054	n0		PRW61359.1			PSC74297.1
N1.HOG0007894	OG0007055	n0		PRW61377.1			PSC73495.1
N1.HOG0007895	OG0007056	n0		PRW61380.1			PSC70629.1
N1.HOG0007896	OG0007057	n0		PRW61388.1			PSC70576.1
N1.HOG0007897	OG0007058	n0		PRW61493.1			
N1.HOG0007898	OG0007059	n0		PRW61524.1			PSC67277.1
N1.HOG0007899	OG0007060	n0		PRW61537.1			PSC73261.1
N1.HOG0007900	OG0007061	n0		PRW61550.1			PSC73329.1
N1.HOG0007901	OG0007062	n0		PRW61553.1			PSC74159.1
N1.HOG0007902	OG0007063	n0		PRW61554.1			PSC74311.1
N1.HOG0007903	OG0007064	n0		PRW61570.1			PSC74570.1
N1.HOG0007904	OG0007065	n0		PRW61608.1			
N1.HOG0007905	OG0007066	n0		PRW61614.1			PSC74660.1
N1.HOG0007906	OG0007070	n0					PSC69722.1
N1.HOG0007907	OG0007071	n0					PSC74952.1, PSC74956.1
N1.HOG0007908	OG0007073	n0					PSC75894.1, PSC75893.1
N1.HOG0007909	OG0007076	n0					PSC67955.1
N1.HOG0007910	OG0007077	n0					PSC74608.1, PSC74609.1
N1.HOG0007911	OG0007079	n0					PSC72495.1, PSC73268.1
N1.HOG0007912	OG0007080	n0					PSC68271.1, PSC67341.1
N1.HOG0007913	OG0007081	n0					PSC73279.1
N1.HOG0007914	OG0007085	n0					PSC74059.1
N1.HOG0007915	OG0007086	n0					PSC75714.1
N1.HOG0007916	OG0007087	n0					PSC71908.1
N1.HOG0007917	OG0007088	n0					PSC69681.1
N1.HOG0007918	OG0007089	n0					PSC72334.1
N1.HOG0007919	OG0007092	n0					PSC76344.1, PSC76345.1
N1.HOG0007920	OG0007093	n0					PSC70168.1, PSC70169.1
N1.HOG0007921	OG0007097	n0					PSC68072.1, PSC67806.1, PSC67762.1
N1.HOG0007922	OG0007098	n0					PSC71912.1, PSC67162.1
N1.HOG0007923	OG0007099	n0					PSC73524.1
N1.HOG0007924	OG0007100	n0					PSC76016.1, PSC76015.1
N1.HOG0007925	OG0007101	n0					PSC76612.1, PSC76613.1
N1.HOG0007926	OG0007103	n0					PSC73055.1, PSC73056.1, PSC74480.1
N1.HOG0007927	OG0007104	n0					PSC72691.1
N1.HOG0007928	OG0007105	n0					PSC72653.1
N1.HOG0007929	OG0007106	n0					PSC76328.1, PSC76327.1
N1.HOG0007930	OG0007107	n0					PSC75994.1
N1.HOG0007931	OG0007108	n0					PSC68514.1
N1.HOG0007932	OG0007111	n0					PSC74336.1, PSC72113.1
N1.HOG0007933	OG0007114	n0					PSC73630.1, PSC73711.1, PSC73710.1
N1.HOG0007934	OG0007115	n0					PSC72500.1, PSC72520.1, PSC72515.1
N1.HOG0007935	OG0007117	n0					PSC70127.1
N1.HOG0007936	OG0007124	n0					PSC76602.1, PSC77047.1
N1.HOG0007937	OG0007129	n0					PSC68367.1, PSC69574.1, PSC71526.1
N1.HOG0007938	OG0007131	n0					PSC76718.1
N1.HOG0007939	OG0007132	n0					PSC76055.1, PSC76054.1
N1.HOG0007940	OG0007134	n0					PSC71542.1, PSC71541.1, PSC71540.1
N1.HOG0007941	OG0007135	n0					PSC67034.1, PSC70571.1, PSC76258.1, PSC76621.1
N1.HOG0007942	OG0007136	n0					PSC67039.1, PSC70963.1, PSC67058.1, PSC67059.1
N1.HOG0007943	OG0007137	n0					PSC67544.1, PSC76380.1, PSC74247.1, PSC67101.1
N1.HOG0007944	OG0007138	n0					PSC67184.1, PSC73954.1, PSC68402.1, PSC68450.1
N1.HOG0007945	OG0007139	n0					PSC67819.1, PSC67818.1, PSC67273.1, PSC67486.1
N1.HOG0007946	OG0007140	n0					PSC68188.1, PSC68187.1, PSC68205.1, PSC67331.1
N1.HOG0007947	OG0007141	n0					PSC68900.1, PSC68461.1, PSC71992.1, PSC76498.1
N1.HOG0007948	OG0007142	n0					PSC76423.1, PSC71951.1, PSC68887.1, PSC68475.1
N1.HOG0007949	OG0007143	n0					PSC76720.1, PSC68668.1, PSC68669.1, PSC74271.1
N1.HOG0007950	OG0007144	n0					PSC76765.1, PSC68905.1, PSC68904.1, PSC76269.1
N1.HOG0007951	OG0007145	n0					PSC71430.1, PSC69708.1, PSC76296.1, PSC68954.1
N1.HOG0007952	OG0007146	n0					PSC69385.1, PSC71789.1, PSC69387.1, PSC69386.1
N1.HOG0007953	OG0007147	n0					PSC70579.1, PSC70520.1, PSC70600.1, PSC70527.1
N1.HOG0007954	OG0007148	n0					PSC74584.1, PSC74387.1, PSC74704.1, PSC73728.1
N1.HOG0007955	OG0007149	n0					PSC76797.1, PSC76799.1, PSC76798.1, PSC76796.1
N1.HOG0007956	OG0007476	-		PRW05892.1, PRW05893.1			PSC68482.1
N1.HOG0007957	OG0007482	-		PRW57601.1, PRW20206.1, PRW58053.1			
N1.HOG0007958	OG0007491	-		PRW20440.1, PRW20439.1, PRW20438.1			
N1.HOG0007959	OG0007497	-		PRW20554.1, PRW60921.1, PRW20558.1			
N1.HOG0007960	OG0007498	-		PRW20569.1, PRW20567.1, PRW20568.1			
N1.HOG0007961	OG0007504	-		PRW20726.1			PSC67494.1, PSC67493.1
N1.HOG0007962	OG0007507	-		PRW20773.1, PRW20772.1, PRW20774.1			
N1.HOG0007963	OG0007511	-		PRW20792.1, PRW39397.1, PRW58949.1			
N1.HOG0007964	OG0007513	-		PRW20837.1, PRW20918.1, PRW20946.1			
N1.HOG0007965	OG0007524	-		PRW32498.1			PSC68671.1, PSC68670.1
N1.HOG0007966	OG0007533	-		PRW32921.1, PRW32922.1			PSC71625.1
N1.HOG0007967	OG0007542	-		PRW57577.1, PRW33096.1, PRW57648.1			
N1.HOG0007968	OG0007543	-		PRW33227.1, PRW33105.1, PRW33226.1			
N1.HOG0007969	OG0007547	-		PRW33179.1, PRW57485.1, PRW57484.1			
N1.HOG0007970	OG0007562	-		PRW33592.1, PRW59118.1, PRW33591.1			
N1.HOG0007971	OG0007564	-		PRW33605.1			PSC71495.1, PSC71496.1
N1.HOG0007972	OG0007568	-		PRW33641.1, PRW39248.1			PSC75958.1
N1.HOG0007973	OG0007583	-		PRW33922.1, PRW56013.1, PRW34030.1			
N1.HOG0007974	OG0007587	-		PRW39089.1			PSC67598.1, PSC67606.1
N1.HOG0007975	OG0007595	-		PRW39182.1			PSC67597.1, PSC67596.1
N1.HOG0007976	OG0007596	-		PRW60707.1, PRW60706.1, PRW39194.1			
N1.HOG0007977	OG0007604	-		PRW39357.1			PSC73259.1, PSC70767.1
N1.HOG0007978	OG0007618	-		PRW44540.1, PRW51103.1			PSC76145.1
N1.HOG0007979	OG0007619	-		PRW44542.1, PRW58733.1			PSC70220.1
N1.HOG0007980	OG0007621	-		PRW44565.1, PRW60260.1, PRW61110.1			
N1.HOG0007981	OG0007629	-		PRW56708.1, PRW44845.1, PRW56756.1			
N1.HOG0007982	OG0007642	-		PRW45182.1			PSC75887.1, PSC74278.1
N1.HOG0007983	OG0007647	-		PRW45381.1, PRW45382.1, PRW45456.1			
N1.HOG0007984	OG0007654	-		PRW45520.1, PRW45516.1, PRW61492.1			
N1.HOG0007985	OG0007662	-		PRW45624.1, PRW45625.1			PSC73227.1
N1.HOG0007986	OG0007671	-		PRW50760.1, PRW50759.1, PRW50758.1			
N1.HOG0007987	OG0007672	-		PRW57145.1, PRW57139.1, PRW50765.1			
N1.HOG0007988	OG0007674	-		PRW50833.1, PRW50803.1, PRW50898.1			
N1.HOG0007989	OG0007680	-		PRW50856.1, PRW61155.1, PRW50857.1			
N1.HOG0007990	OG0007684	-		PRW50919.1, PRW50913.1			PSC75855.1
N1.HOG0007991	OG0007697	-		PRW51098.1, PRW51097.1			PSC71529.1
N1.HOG0007992	OG0007711	-		PRW56170.1, PRW58050.1, PRW56171.1			
N1.HOG0007993	OG0007727	-		PRW56742.1, PRW56508.1			PSC72534.1
N1.HOG0007994	OG0007731	-		PRW60714.1, PRW60608.1, PRW56592.1			
N1.HOG0007995	OG0007735	-		PRW56751.1, PRW56752.1, PRW56750.1			
N1.HOG0007996	OG0007738	-		PRW60782.1, PRW60611.1, PRW56868.1			
N1.HOG0007997	OG0007740	-		PRW56882.1			PSC72578.1, PSC72577.1
N1.HOG0007998	OG0007757	-		PRW57314.1			PSC67251.1, PSC67252.1
N1.HOG0007999	OG0007758	-		PRW57319.1, PRW57318.1			PSC68846.1
N1.HOG0008000	OG0007768	-		PRW57551.1, PRW57855.1, PRW57854.1			
N1.HOG0008001	OG0007769	-		PRW57563.1, PRW57992.1, PRW57993.1			
N1.HOG0008002	OG0007773	-		PRW60407.1, PRW60408.1, PRW57592.1			
N1.HOG0008003	OG0007778	-		PRW57720.1, PRW60201.1, PRW60202.1			
N1.HOG0008004	OG0007786	-		PRW57925.1			PSC69124.1, PSC69125.1
N1.HOG0008005	OG0007787	-		PRW57936.1			PSC73703.1, PSC73704.1
N1.HOG0008006	OG0007800	-		PRW58188.1			PSC67352.1, PSC67351.1
N1.HOG0008007	OG0007807	-		PRW58645.1, PRW58646.1, PRW58333.1			
N1.HOG0008008	OG0007808	-		PRW58381.1, PRW58340.1, PRW58380.1			
N1.HOG0008009	OG0007829	-		PRW58759.1, PRW58760.1			PSC76065.1
N1.HOG0008010	OG0007831	-		PRW58912.1, PRW58783.1, PRW59311.1			
N1.HOG0008011	OG0007838	-		PRW59031.1			PSC75364.1, PSC75363.1
N1.HOG0008012	OG0007854	-		PRW59505.1, PRW60173.1, PRW59504.1			
N1.HOG0008013	OG0007868	-		PRW59882.1, PRW60171.1, PRW59886.1			
N1.HOG0008014	OG0007900	-		PRW60684.1			PSC74488.1, PSC74487.1
N1.HOG0008015	OG0007914	-		PRW61132.1, PRW61297.1, PRW60952.1			
N1.HOG0008016	OG0007915	-		PRW61139.1, PRW61007.1, PRW61523.1			
N1.HOG0008017	OG0007918	-		PRW61062.1, PRW61151.1, PRW61323.1			
N1.HOG0008018	OG0007919	-		PRW61316.1, PRW61088.1, PRW61469.1			
N1.HOG0008019	OG0007920	-		PRW61106.1			PSC71842.1, PSC75695.1
N1.HOG0008020	OG0008173	-					PSC67033.1, PSC67756.1, PSC69714.1
N1.HOG0008021	OG0008174	-					PSC73871.1, PSC67128.1, PSC67127.1
N1.HOG0008022	OG0008175	-					PSC70029.1, PSC67129.1, PSC70028.1
N1.HOG0008023	OG0008176	-					PSC67468.1, PSC70068.1, PSC70069.1
N1.HOG0008024	OG0008177	-					PSC67482.1, PSC67484.1, PSC67483.1
N1.HOG0008025	OG0008178	-					PSC72730.1, PSC67735.1, PSC73155.1
N1.HOG0008026	OG0008179	-					PSC69178.1, PSC69179.1, PSC68217.1
N1.HOG0008027	OG0008180	-					PSC68738.1, PSC68739.1, PSC68740.1
N1.HOG0008028	OG0008181	-					PSC68808.1, PSC68809.1, PSC68807.1
N1.HOG0008029	OG0008182	-					PSC70131.1, PSC68917.1, PSC70003.1
N1.HOG0008030	OG0008183	-					PSC69644.1, PSC69643.1, PSC69157.1
N1.HOG0008031	OG0008184	-					PSC69228.1, PSC69286.1, PSC69186.1
N1.HOG0008032	OG0008185	-					PSC69211.1, PSC69209.1, PSC69210.1
N1.HOG0008033	OG0008186	-					PSC70417.1, PSC70147.1, PSC70146.1
N1.HOG0008034	OG0008187	-					PSC70639.1, PSC75224.1, PSC75223.1
N1.HOG0008035	OG0008188	-					PSC71059.1, PSC72798.1, PSC71058.1
N1.HOG0008036	OG0008189	-					PSC71831.1, PSC72481.1, PSC72480.1
N1.HOG0008037	OG0008190	-					PSC72044.1, PSC71869.1, PSC71975.1
N1.HOG0008038	OG0008191	-					PSC71970.1, PSC72052.1, PSC71926.1
N1.HOG0008039	OG0008192	-					PSC72770.1, PSC72784.1, PSC72718.1
N1.HOG0008040	OG0008193	-					PSC72980.1, PSC73464.1, PSC73463.1
N1.HOG0008041	OG0008194	-					PSC73167.1, PSC73166.1, PSC73165.1
N1.HOG0008042	OG0008195	-					PSC73815.1, PSC73583.1, PSC73582.1
N1.HOG0008043	OG0008196	-					PSC74325.1, PSC74022.1, PSC74324.1
N1.HOG0008044	OG0008197	-					PSC74136.1, PSC74137.1, PSC74138.1
N1.HOG0008045	OG0008198	-					PSC74931.1, PSC76266.1, PSC74932.1
N1.HOG0008046	OG0008199	-					PSC76926.1, PSC76063.1, PSC76535.1
N1.HOG0008047	OG0008200	-					PSC76091.1, PSC76126.1, PSC76090.1
N1.HOG0008048	OG0008201	-					PSC76475.1, PSC76473.1, PSC76474.1
N1.HOG0008049	OG0008202	-					PSC76708.1, PSC76709.1, PSC77024.1
N1.HOG0008050	OG0008344	-		PRW44529.1, PRW05830.1			
N1.HOG0008051	OG0008346	-		PRW05871.1			PSC69764.1
N1.HOG0008052	OG0008348	-		PRW05932.1, PRW05931.1			
N1.HOG0008053	OG0008350	-		PRW18304.1			PSC72819.1
N1.HOG0008054	OG0008351	-		PRW18315.1			PSC73284.1
N1.HOG0008055	OG0008352	-		PRW20233.1, PRW20234.1			
N1.HOG0008056	OG0008354	-		PRW20236.1, PRW20237.1			
N1.HOG0008057	OG0008355	-		PRW20248.1, PRW20247.1			
N1.HOG0008058	OG0008356	-		PRW20251.1			PSC69881.1
N1.HOG0008059	OG0008359	-		PRW20339.1			PSC74489.1
N1.HOG0008060	OG0008360	-		PRW20363.1, PRW20362.1			
N1.HOG0008061	OG0008362	-		PRW20430.1			PSC74634.1
N1.HOG0008062	OG0008363	-		PRW20495.1, PRW20463.1			
N1.HOG0008063	OG0008365	-		PRW20483.1, PRW20482.1			
N1.HOG0008064	OG0008368	-		PRW20548.1, PRW20547.1			
N1.HOG0008065	OG0008369	-		PRW20600.1			PSC67496.1
N1.HOG0008066	OG0008370	-		PRW20601.1			PSC68754.1
N1.HOG0008067	OG0008371	-		PRW60500.1, PRW20603.1			
N1.HOG0008068	OG0008373	-		PRW20626.1			PSC67699.1
N1.HOG0008069	OG0008374	-		PRW20639.1, PRW20640.1			
N1.HOG0008070	OG0008376	-		PRW20724.1, PRW20725.1			
N1.HOG0008071	OG0008377	-		PRW57817.1, PRW20755.1			
N1.HOG0008072	OG0008378	-		PRW20806.1			PSC74933.1
N1.HOG0008073	OG0008380	-		PRW20860.1			PSC69523.1
N1.HOG0008074	OG0008382	-		PRW20926.1, PRW20891.1			
N1.HOG0008075	OG0008386	-		PRW21032.1, PRW21031.1			
N1.HOG0008076	OG0008387	-		PRW21129.1, PRW21039.1			
N1.HOG0008077	OG0008389	-		PRW21052.1, PRW21125.1			
N1.HOG0008078	OG0008390	-		PRW21079.1, PRW21141.1			
N1.HOG0008079	OG0008391	-		PRW21093.1			PSC71811.1
N1.HOG0008080	OG0008392	-		PRW21112.1, PRW21110.1			
N1.HOG0008081	OG0008396	-		PRW32477.1, PRW32526.1			
N1.HOG0008082	OG0008397	-		PRW32522.1, PRW32521.1			
N1.HOG0008083	OG0008398	-		PRW32531.1, PRW32530.1			
N1.HOG0008084	OG0008400	-		PRW32547.1, PRW32546.1			
N1.HOG0008085	OG0008402	-		PRW32564.1, PRW32565.1			
N1.HOG0008086	OG0008404	-		PRW32575.1, PRW32574.1			
N1.HOG0008087	OG0008405	-		PRW32588.1, PRW56498.1			
N1.HOG0008088	OG0008408	-		PRW32646.1, PRW32647.1			
N1.HOG0008089	OG0008409	-		PRW60071.1, PRW32667.1			
N1.HOG0008090	OG0008411	-		PRW32876.1, PRW33054.1			
N1.HOG0008091	OG0008412	-		PRW32878.1, PRW32877.1			
N1.HOG0008092	OG0008415	-		PRW32993.1			PSC72963.1
N1.HOG0008093	OG0008416	-		PRW32995.1, PRW59373.1			
N1.HOG0008094	OG0008418	-		PRW33117.1, PRW33100.1			
N1.HOG0008095	OG0008419	-		PRW33108.1, PRW33262.1			
N1.HOG0008096	OG0008420	-		PRW33132.1, PRW33205.1			
N1.HOG0008097	OG0008421	-		PRW33137.1, PRW33136.1			
N1.HOG0008098	OG0008422	-		PRW33157.1			PSC76268.1
N1.HOG0008099	OG0008423	-		PRW33200.1			PSC69274.1
N1.HOG0008100	OG0008425	-		PRW33244.1			PSC73581.1
N1.HOG0008101	OG0008427	-		PRW33544.1, PRW33545.1			
N1.HOG0008102	OG0008428	-		PRW33586.1			PSC73486.1
N1.HOG0008103	OG0008429	-		PRW33639.1, PRW33662.1			
N1.HOG0008104	OG0008431	-		PRW33675.1			PSC74588.1
N1.HOG0008105	OG0008433	-		PRW33706.1			PSC75536.1
N1.HOG0008106	OG0008434	-		PRW33717.1			PSC70047.1
N1.HOG0008107	OG0008435	-		PRW33750.1			PSC73367.1
N1.HOG0008108	OG0008438	-		PRW33826.1			PSC69352.1
N1.HOG0008109	OG0008439	-		PRW45086.1, PRW33838.1			
N1.HOG0008110	OG0008441	-		PRW33887.1			PSC70672.1
N1.HOG0008111	OG0008442	-		PRW33907.1, PRW33908.1			
N1.HOG0008112	OG0008444	-		PRW33956.1, PRW33957.1			
N1.HOG0008113	OG0008445	-		PRW61555.1, PRW34050.1			
N1.HOG0008114	OG0008449	-		PRW39095.1, PRW39094.1			
N1.HOG0008115	OG0008450	-		PRW39181.1, PRW39103.1			
N1.HOG0008116	OG0008451	-		PRW39115.1, PRW39331.1			
N1.HOG0008117	OG0008452	-		PRW39131.1			PSC72016.1
N1.HOG0008118	OG0008455	-		PRW39216.1, PRW39157.1			
N1.HOG0008119	OG0008457	-		PRW39303.1			PSC67953.1
N1.HOG0008120	OG0008460	-		PRW39348.1			PSC70179.1
N1.HOG0008121	OG0008462	-		PRW39398.1			PSC71892.1
N1.HOG0008122	OG0008463	-		PRW44249.1, PRW44414.1			
N1.HOG0008123	OG0008464	-		PRW44266.1			PSC70856.1
N1.HOG0008124	OG0008465	-		PRW44273.1			PSC73648.1
N1.HOG0008125	OG0008466	-		PRW44277.1, PRW44278.1			
N1.HOG0008126	OG0008467	-		PRW44315.1, PRW44316.1			
N1.HOG0008127	OG0008469	-		PRW44360.1, PRW44361.1			
N1.HOG0008128	OG0008471	-		PRW44433.1			PSC69854.1
N1.HOG0008129	OG0008473	-		PRW44532.1, PRW44453.1			
N1.HOG0008130	OG0008476	-		PRW44571.1, PRW61543.1			
N1.HOG0008131	OG0008477	-		PRW44572.1			PSC69921.1
N1.HOG0008132	OG0008478	-		PRW44839.1			PSC70611.1
N1.HOG0008133	OG0008479	-		PRW44895.1, PRW45075.1			
N1.HOG0008134	OG0008480	-		PRW44913.1			PSC70363.1
N1.HOG0008135	OG0008481	-		PRW44916.1, PRW45100.1			
N1.HOG0008136	OG0008483	-		PRW45029.1, PRW45028.1			
N1.HOG0008137	OG0008485	-		PRW45045.1, PRW58500.1			
N1.HOG0008138	OG0008486	-		PRW45050.1			PSC70992.1
N1.HOG0008139	OG0008487	-		PRW45056.1			PSC70966.1
N1.HOG0008140	OG0008489	-		PRW45109.1, PRW45110.1			
N1.HOG0008141	OG0008490	-		PRW45115.1			PSC67723.1
N1.HOG0008142	OG0008492	-		PRW45232.1, PRW45231.1			
N1.HOG0008143	OG0008493	-		PRW45235.1, PRW45234.1			
N1.HOG0008144	OG0008494	-		PRW45321.1, PRW45320.1			
N1.HOG0008145	OG0008496	-		PRW45328.1			PSC73603.1
N1.HOG0008146	OG0008497	-		PRW45354.1			PSC69328.1
N1.HOG0008147	OG0008498	-		PRW45421.1, PRW45420.1			
N1.HOG0008148	OG0008500	-		PRW45467.1, PRW45468.1			
N1.HOG0008149	OG0008501	-		PRW45517.1			PSC68969.1
N1.HOG0008150	OG0008502	-		PRW45553.1			PSC68586.1
N1.HOG0008151	OG0008503	-		PRW45598.1			PSC67214.1
N1.HOG0008152	OG0008506	-		PRW45680.1, PRW45679.1			
N1.HOG0008153	OG0008507	-		PRW45708.1			PSC69432.1
N1.HOG0008154	OG0008508	-		PRW45715.1			PSC69345.1
N1.HOG0008155	OG0008509	-		PRW45728.1			PSC73720.1
N1.HOG0008156	OG0008511	-		PRW50929.1			PSC75677.1
N1.HOG0008157	OG0008512	-		PRW57818.1, PRW50943.1			
N1.HOG0008158	OG0008515	-		PRW50986.1, PRW50985.1			
N1.HOG0008159	OG0008516	-		PRW51006.1, PRW51005.1			
N1.HOG0008160	OG0008517	-		PRW51008.1			PSC75377.1
N1.HOG0008161	OG0008518	-		PRW51040.1			PSC71190.1
N1.HOG0008162	OG0008519	-		PRW51067.1, PRW51068.1			
N1.HOG0008163	OG0008520	-		PRW51095.1			PSC75716.1
N1.HOG0008164	OG0008522	-		PRW51160.1, PRW51159.1			
N1.HOG0008165	OG0008525	-		PRW55897.1			PSC71532.1
N1.HOG0008166	OG0008527	-		PRW55971.1, PRW57683.1			
N1.HOG0008167	OG0008528	-		PRW56004.1, PRW56003.1			
N1.HOG0008168	OG0008529	-		PRW56122.1			PSC71554.1
N1.HOG0008169	OG0008530	-		PRW56351.1, PRW56225.1			
N1.HOG0008170	OG0008532	-		PRW56298.1			PSC74623.1
N1.HOG0008171	OG0008535	-		PRW56348.1, PRW56347.1			
N1.HOG0008172	OG0008536	-		PRW56394.1			PSC69665.1
N1.HOG0008173	OG0008537	-		PRW56411.1, PRW57847.1			
N1.HOG0008174	OG0008539	-		PRW56438.1			PSC69800.1
N1.HOG0008175	OG0008540	-		PRW56480.1			PSC69726.1
N1.HOG0008176	OG0008542	-		PRW56520.1			PSC75784.1
N1.HOG0008177	OG0008544	-		PRW56635.1, PRW56634.1			
N1.HOG0008178	OG0008545	-		PRW56654.1			PSC69811.1
N1.HOG0008179	OG0008546	-		PRW56658.1			PSC76961.1
N1.HOG0008180	OG0008547	-		PRW56679.1, PRW56739.1			
N1.HOG0008181	OG0008548	-		PRW56741.1			PSC76035.1
N1.HOG0008182	OG0008549	-		PRW56782.1			PSC72595.1
N1.HOG0008183	OG0008550	-		PRW56828.1			PSC67390.1
N1.HOG0008184	OG0008551	-		PRW56832.1, PRW61327.1			
N1.HOG0008185	OG0008555	-		PRW56875.1, PRW56876.1			
N1.HOG0008186	OG0008556	-		PRW56887.1			PSC69301.1
N1.HOG0008187	OG0008557	-		PRW56907.1			PSC70769.1
N1.HOG0008188	OG0008558	-		PRW56917.1			PSC70668.1
N1.HOG0008189	OG0008559	-		PRW57142.1, PRW56935.1			
N1.HOG0008190	OG0008560	-		PRW56956.1			PSC72288.1
N1.HOG0008191	OG0008565	-		PRW57100.1, PRW57099.1			
N1.HOG0008192	OG0008566	-		PRW61449.1, PRW57133.1			
N1.HOG0008193	OG0008567	-		PRW57190.1			PSC67261.1
N1.HOG0008194	OG0008568	-		PRW57358.1			PSC76661.1
N1.HOG0008195	OG0008569	-		PRW57372.1			PSC70798.1
N1.HOG0008196	OG0008570	-		PRW57434.1			PSC68234.1
