Orthogroup	a99_genome_proteins	c_sorokiniana_genome_proteins
OG0005544	scaffold16.g95.t1	PRW45657.1
OG0005545	scaffold16.g108.t1	PRW33673.1
OG0005547	scaffold16.g122.t1	PRW33575.1
OG0005548	scaffold16.g127.t1	PRW33562.1
OG0005549	scaffold16.g128.t1	PRW33690.1
OG0005551	scaffold16.g133.t1	PRW33635.1
OG0005552	scaffold16.g136.t1	PRW33650.1
OG0005553	scaffold16.g140.t1	PRW33677.1
OG0005554	scaffold16.g147.t1	PRW33595.1
OG0005556	scaffold13.g161.t1	PRW32845.1
OG0005557	scaffold13.g164.t1	PRW32915.1
OG0005558	scaffold12.g8217.t1, scaffold13.g165.t1	PRW33886.1
OG0005559	scaffold13.g175.t1	PRW33031.1
OG0005563	scaffold13.g204.t1	PRW32869.1
OG0005564	scaffold13.g226.t1	PRW20177.1
OG0005565	scaffold13.g228.t1	PRW61041.1
OG0005567	scaffold13.g238.t1	PRW20196.1
OG0005568	scaffold13.g242.t1	PRW20207.1
OG0005569	scaffold13.g250.t1	PRW20257.1
OG0005570	scaffold13.g259.t1	PRW20219.1
OG0005571	scaffold13.g260.t1	PRW20286.1
OG0005572	scaffold13.g280.t1	PRW32831.1
OG0005573	scaffold13.g296.t1	PRW32941.1
OG0005574	scaffold13.g308.t1	PRW50955.1
OG0005575	scaffold13.g315.t1	PRW20473.1
OG0005576	scaffold13.g332.t1	PRW44366.1
OG0005578	scaffold13.g342.t1	PRW60398.1
OG0005579	scaffold13.g352.t1	PRW20540.1
OG0005581	scaffold13.g359.t1	PRW20549.1
OG0005583	scaffold13.g369.t1	PRW20489.1
OG0005584	scaffold13.g375.t1	PRW20446.1
OG0005586	scaffold13.g393.t1	PRW20461.1
OG0005587	scaffold13.g395.t1	PRW20502.1
OG0005588	scaffold13.g416.t1	PRW20590.1
OG0005590	scaffold17.g428.t1	PRW33192.1
OG0005592	scaffold17.g441.t1	PRW33095.1
OG0005594	scaffold17.g459.t1	PRW33193.1
OG0005595	scaffold17.g463.t1	PRW33261.1
OG0005597	scaffold17.g509.t1	PRW33259.1
OG0005598	scaffold17.g529.t1	PRW39282.1
OG0005599	scaffold17.g543.t1	PRW33183.1
OG0005600	scaffold17.g551.t1	PRW33143.1
OG0005601	scaffold17.g581.t1	PRW39158.1
OG0005603	scaffold5.g610.t1	PRW58913.1
OG0005605	scaffold5.g651.t1	PRW59038.1
OG0005607	scaffold5.g654.t1	PRW51147.1
OG0005608	scaffold5.g659.t1	PRW58807.1
OG0005609	scaffold5.g666.t1	PRW39292.1
OG0005610	scaffold5.g675.t1	PRW59274.1
OG0005611	scaffold5.g685.t1	PRW59162.1
OG0005613	scaffold5.g705.t1	PRW60913.1
OG0005614	scaffold5.g711.t1	PRW59044.1
OG0005615	scaffold5.g714.t1	PRW59061.1
OG0005617	scaffold5.g729.t1	PRW58881.1
OG0005619	scaffold5.g746.t1	PRW59229.1
OG0005620	scaffold5.g762.t1	PRW33121.1
OG0005621	scaffold5.g763.t1	PRW58974.1
OG0005622	scaffold5.g771.t1	PRW59175.1
OG0005623	scaffold5.g774.t1	PRW60895.1
OG0005625	scaffold5.g806.t1	PRW59255.1
OG0005626	scaffold5.g808.t1	PRW59334.1
OG0005629	scaffold5.g860.t1	PRW58727.1
OG0005630	scaffold5.g870.t1	PRW61013.1
OG0005631	scaffold5.g889.t1	PRW58752.1
OG0005632	scaffold5.g898.t1	PRW59028.1
OG0005633	scaffold5.g909.t1	PRW56694.1, PRW56566.1
OG0005634	scaffold5.g916.t1	PRW58997.1
OG0005636	scaffold5.g941.t1	PRW61461.1
OG0005638	scaffold5.g974.t1	PRW59374.1
OG0005639	scaffold5.g976.t1	PRW59298.1
OG0005641	scaffold5.g992.t1, scaffold1.g5415.t1	PRW57984.1
OG0005642	scaffold5.g1002.t1	PRW59188.1
OG0005646	scaffold14.g1035.t1	PRW51003.1
OG0005648	scaffold14.g1050.t1	PRW58868.1
OG0005649	scaffold14.g1074.t1	PRW51134.1, PRW51135.1
OG0005652	scaffold14.g1092.t1	PRW50815.1
OG0005653	scaffold14.g1114.t1	PRW20500.1
OG0005655	scaffold14.g1122.t1, scaffold10.g2447.t1	PRW58130.1
OG0005657	scaffold14.g1134.t1	PRW32902.1
OG0005658	scaffold14.g1150.t1	PRW50961.1
OG0005659	scaffold14.g1166.t1	PRW50791.1
OG0005660	scaffold14.g1172.t1	PRW50782.1
OG0005661	scaffold14.g1192.t1	PRW60176.1
OG0005662	scaffold14.g1203.t1	PRW51145.1
OG0005666	scaffold14.g1232.t1	PRW57405.1
OG0005668	scaffold14.g1266.t1	PRW51149.1
OG0005671	scaffold14.g1295.t1	PRW20971.1
OG0005672	scaffold14.g1299.t1	PRW50786.1
OG0005673	scaffold14.g1303.t1	PRW50798.1
OG0005674	scaffold14.g1328.t1	PRW50910.1
OG0005675	scaffold14.g1331.t1	PRW55905.1
OG0005676	scaffold14.g1335.t1	PRW50892.1
OG0005677	scaffold14.g1344.t1	PRW51092.1
OG0005679	scaffold14.g1352.t1	PRW61091.1
OG0005683	scaffold8.g1406.t1	PRW56249.1
OG0005685	scaffold8.g1427.t1	PRW56219.1
OG0005686	scaffold8.g1434.t1	PRW56334.1
OG0005687	scaffold8.g1455.t1	PRW59018.1
OG0005688	scaffold8.g1458.t1	PRW55923.1
OG0005689	scaffold8.g1475.t1	PRW18338.1
OG0005690	scaffold8.g1482.t1	PRW18363.1
OG0005691	scaffold8.g1483.t1	PRW18415.1
OG0005692	scaffold8.g1491.t1	PRW18412.1
OG0005694	scaffold8.g1510.t1	PRW18328.1
OG0005695	scaffold8.g1521.t1, scaffold3.g6627.t1	PRW33332.1
OG0005696	scaffold8.g1532.t1	PRW18380.1
OG0005697	scaffold8.g1541.t1	PRW18321.1
OG0005698	scaffold8.g1570.t1	PRW57850.1
OG0005699	scaffold8.g1571.t1	PRW20729.1
OG0005700	scaffold8.g1575.t1	PRW20660.1
OG0005702	scaffold8.g1623.t1	PRW32606.1
OG0005703	scaffold8.g1627.t1	PRW61398.1
OG0005704	scaffold8.g1634.t1	PRW20625.1
OG0005705	scaffold8.g1635.t1	PRW20673.1
OG0005712	scaffold8.g1711.t1	PRW44949.1
OG0005713	scaffold8.g1721.t1	PRW20768.1
OG0005715	scaffold19.g1795.t1	PRW57477.1
OG0005716	scaffold19.g1801.t1	PRW58745.1
OG0005718	scaffold19.g1844.t1	PRW20847.1
OG0005719	scaffold19.g1846.t1	PRW20941.1
OG0005721	scaffold19.g1857.t1	PRW57226.1
OG0005722	scaffold19.g1858.t1	PRW57211.1
OG0005723	scaffold19.g1874.t1	PRW20799.1
OG0005724	scaffold18.g1895.t1	PRW56554.1
OG0005726	scaffold18.g1941.t1	PRW56822.1
OG0005727	scaffold18.g1945.t1	PRW56423.1
OG0005728	scaffold18.g1952.t1	PRW56803.1
OG0005729	scaffold18.g1954.t1	PRW56429.1
OG0005730	scaffold18.g1955.t1	PRW56759.1
OG0005731	scaffold18.g1976.t1	PRW05821.1
OG0005732	scaffold18.g1979.t1	PRW45397.1
OG0005733	scaffold18.g1980.t1	PRW05846.1
OG0005734	scaffold18.g1990.t1	PRW56798.1
OG0005737	scaffold18.g2052.t1	PRW56421.1
OG0005739	scaffold18.g2065.t1	PRW56488.1
OG0005740	scaffold21.g2068.t1	PRW57130.1
OG0005741	scaffold21.g2079.t1	PRW57140.1
OG0005743	scaffold21.g2095.t1	PRW57303.1
OG0005744	scaffold21.g2118.t1	PRW57524.1
OG0005745	scaffold21.g2119.t1	PRW57191.1
OG0005746	scaffold21.g2123.t1	PRW61262.1
OG0005748	scaffold21.g2158.t1	PRW45651.1
OG0005749	scaffold21.g2192.t1	PRW55944.1
OG0005756	scaffold10.g2282.t1	PRW05752.1
OG0005757	scaffold10.g2287.t1	PRW61085.1
OG0005758	scaffold10.g2313.t1	PRW39081.1
OG0005759	scaffold10.g2320.t1	PRW56849.1
OG0005761	scaffold10.g2351.t1	PRW39367.1
OG0005762	scaffold1.g5868.t1, scaffold10.g2357.t1	PRW58384.1, PRW50914.1
OG0005763	scaffold10.g2368.t1	PRW39266.1
OG0005765	scaffold10.g2383.t1	PRW39086.1
OG0005766	scaffold10.g2401.t1	PRW60467.1
OG0005767	scaffold10.g2418.t1	PRW39162.1
OG0005768	scaffold10.g2424.t1	PRW58781.1
OG0005769	scaffold10.g2449.t1	PRW39085.1
OG0005770	scaffold10.g2454.t1	PRW39171.1
OG0005771	scaffold10.g2459.t1	PRW39143.1
OG0005772	scaffold10.g2465.t1	PRW39240.1
OG0005774	scaffold10.g2481.t1	PRW39228.1
OG0005775	scaffold10.g2492.t1	PRW21014.1
OG0005776	scaffold6.g2517.t1	PRW57437.1
OG0005777	scaffold6.g2540.t1	PRW44451.1
OG0005778	scaffold6.g2542.t1	PRW61131.1
OG0005780	scaffold6.g2552.t1	PRW45457.1
OG0005782	scaffold6.g2562.t1	PRW44505.1
OG0005785	scaffold6.g2582.t1	PRW56685.1
OG0005786	scaffold6.g2585.t1	PRW56707.1
OG0005787	scaffold6.g2597.t1	PRW56860.1
OG0005788	scaffold6.g2607.t1	PRW56891.1
OG0005789	scaffold6.g2611.t1	PRW56401.1
OG0005790	scaffold6.g2620.t1	PRW56278.1
OG0005791	scaffold6.g2658.t1	PRW56084.1, PRW56083.1
OG0005792	scaffold6.g2673.t1	PRW56300.1
OG0005793	scaffold6.g2674.t1	PRW56024.1
OG0005795	scaffold6.g2702.t1	PRW61229.1
OG0005797	scaffold6.g2720.t1	PRW56002.1
OG0005798	scaffold6.g2726.t1	PRW44300.1, PRW56696.1, PRW56695.1
OG0005800	scaffold6.g2750.t1	PRW39189.1
OG0005803	scaffold6.g2771.t1	PRW56056.1
OG0005804	scaffold6.g2772.t1	PRW56054.1
OG0005805	scaffold6.g2773.t1, scaffold7.g3680.t1	PRW61425.1
OG0005806	scaffold6.g2778.t1	PRW20559.1
OG0005807	scaffold6.g2791.t1	PRW56006.1
OG0005808	scaffold6.g2811.t1	PRW44884.1
OG0005810	scaffold6.g2834.t1	PRW56236.1
OG0005811	scaffold6.g2837.t1	PRW61200.1
OG0005812	scaffold6.g2849.t1	PRW57166.1
OG0005816	scaffold6.g2880.t1	PRW56078.1
OG0005817	scaffold6.g2885.t1	PRW56070.1
OG0005818	scaffold6.g2891.t1	PRW56048.1
OG0005819	scaffold6.g2897.t1	PRW57473.1
OG0005820	scaffold6.g2898.t1	PRW56342.1
OG0005823	scaffold24.g2924.t1	PRW59547.1
OG0005824	scaffold24.g2926.t1	PRW33691.1
OG0005825	scaffold24.g2949.t1	PRW39163.1, PRW33712.1, PRW33711.1
OG0005827	scaffold24.g2957.t1	PRW33549.1
OG0005828	scaffold24.g2969.t1	PRW33581.1
OG0005829	scaffold24.g2980.t1	PRW33730.1
OG0005830	scaffold9.g2995.t1	PRW60215.1
OG0005832	scaffold9.g3006.t1	PRW45087.1
OG0005835	scaffold9.g3031.t1	PRW61615.1
OG0005836	scaffold9.g3050.t1	PRW60473.1
OG0005837	scaffold9.g3053.t1	PRW60357.1
OG0005839	scaffold9.g3067.t1	PRW44247.1
OG0005840	scaffold9.g3068.t1	PRW60638.1
OG0005841	scaffold9.g3071.t1	PRW60253.1
OG0005842	scaffold9.g3073.t1	PRW60289.1
OG0005843	scaffold9.g3075.t1	PRW60788.1
OG0005844	scaffold9.g3082.t1	PRW60459.1
OG0005845	scaffold9.g3093.t1	PRW60709.1
OG0005848	scaffold9.g3111.t1	PRW60449.1
OG0005849	scaffold9.g3116.t1	PRW60499.1
OG0005850	scaffold9.g3124.t1	PRW60627.1
OG0005851	scaffold9.g3128.t1	PRW60364.1
OG0005853	scaffold9.g3141.t1	PRW60346.1
OG0005855	scaffold9.g3156.t1	PRW60285.1
OG0005856	scaffold9.g3157.t1	PRW60793.1
OG0005857	scaffold9.g3173.t1	PRW60247.1
OG0005858	scaffold9.g3176.t1	PRW61144.1
OG0005859	scaffold9.g3182.t1	PRW60602.1
OG0005860	scaffold9.g3185.t1	PRW60359.1
OG0005861	scaffold9.g3191.t1	PRW60594.1
OG0005862	scaffold9.g3194.t1	PRW60395.1
OG0005863	scaffold9.g3201.t1	PRW60257.1
OG0005865	scaffold9.g3224.t1	PRW60634.1
OG0005867	scaffold9.g3236.t1	PRW60278.1
OG0005868	scaffold9.g3237.t1	PRW60561.1
OG0005870	scaffold9.g3253.t1	PRW60759.1
OG0005872	scaffold9.g3273.t1	PRW33148.1
OG0005874	scaffold9.g3292.t1	PRW60678.1
OG0005875	scaffold9.g3296.t1	PRW56939.1
OG0005876	scaffold9.g3299.t1	PRW60333.1
OG0005877	scaffold26.g3320.t1	PRW61452.1
OG0005879	scaffold26.g3334.t1	PRW60919.1
OG0005881	scaffold26.g3346.t1	PRW61538.1
OG0005882	scaffold26.g3351.t1	PRW61143.1, PRW61142.1
OG0005883	scaffold26.g3363.t1	PRW60929.1
OG0005884	scaffold26.g3369.t1	PRW61253.1
OG0005885	scaffold7.g3374.t1	PRW05772.1
OG0005886	scaffold7.g3379.t1	PRW33921.1
OG0005887	scaffold7.g3391.t1	PRW33875.1
OG0005888	scaffold7.g3394.t1	PRW34043.1
OG0005889	scaffold7.g3399.t1	PRW33939.1
OG0005890	scaffold7.g3400.t1	PRW33811.1
OG0005891	scaffold7.g3402.t1	PRW33964.1
OG0005892	scaffold7.g3404.t1	PRW33810.1
OG0005894	scaffold7.g3414.t1	PRW57917.1
OG0005895	scaffold7.g3437.t1	PRW34098.1
OG0005896	scaffold7.g3480.t1	PRW33788.1
OG0005897	scaffold7.g3491.t1	PRW45601.1
OG0005900	scaffold7.g3518.t1	PRW57670.1
OG0005901	scaffold7.g3535.t1	PRW18345.1
OG0005902	scaffold7.g3566.t1	PRW58067.1
OG0005903	scaffold7.g3588.t1	PRW57998.1
OG0005904	scaffold7.g3597.t1	PRW57669.1
OG0005906	scaffold7.g3619.t1	PRW57704.1, PRW57703.1
OG0005909	scaffold7.g3635.t1	PRW57728.1
OG0005910	scaffold7.g3636.t1	PRW57478.1
OG0005911	scaffold7.g3637.t1	PRW57768.1
OG0005912	scaffold7.g3640.t1	PRW57718.1
OG0005914	scaffold7.g3661.t1	PRW57829.1
OG0005915	scaffold7.g3666.t1	PRW57881.1
OG0005916	scaffold7.g3670.t1	PRW61076.1
OG0005918	scaffold7.g3685.t1	PRW57616.1
OG0005921	scaffold7.g3720.t1	PRW32555.1
OG0005923	scaffold7.g3752.t1	PRW20733.1
OG0005924	scaffold7.g3755.t1	PRW20776.1
OG0005925	scaffold7.g3757.t1	PRW20676.1
OG0005926	scaffold11.g3838.t1	PRW60509.1
OG0005927	scaffold11.g3863.t1	PRW60637.1
OG0005928	scaffold11.g3873.t1	PRW60598.1
OG0005929	scaffold11.g3889.t1	PRW20225.1
OG0005930	scaffold11.g3891.t1	PRW61247.1
OG0005931	scaffold11.g3905.t1	PRW60268.1
OG0005932	scaffold11.g3920.t1	PRW60431.1
OG0005933	scaffold11.g3924.t1	PRW60646.1
OG0005934	scaffold11.g3944.t1	PRW60503.1
OG0005935	scaffold11.g3947.t1	PRW60334.1
OG0005936	scaffold11.g3953.t1	PRW60498.1
OG0005937	scaffold11.g3978.t1	PRW60482.1
OG0005938	scaffold11.g3981.t1	PRW60683.1
OG0005940	scaffold11.g4016.t1	PRW20609.1
OG0005941	scaffold11.g4029.t1	PRW51096.1
OG0005942	scaffold11.g4043.t1	PRW20292.1
OG0005943	scaffold11.g4054.t1	PRW60922.1
OG0005944	scaffold11.g4058.t1	PRW20734.1
OG0005946	scaffold11.g4063.t1	PRW45002.1
OG0005947	scaffold23.g4084.t1	PRW20679.1
OG0005948	scaffold23.g4088.t1	PRW20761.1
OG0005949	scaffold23.g4124.t1	PRW32586.1
OG0005951	scaffold23.g4163.t1	PRW58098.1
OG0005954	scaffold23.g4181.t1	PRW61616.1
OG0005955	scaffold23.g4189.t1	PRW60920.1
OG0005956	scaffold15.g4202.t1	PRW45059.1
OG0005959	scaffold15.g4240.t1	PRW45128.1
OG0005960	scaffold15.g4250.t1	PRW44991.1
OG0005963	scaffold15.g4266.t1	PRW45079.1
OG0005964	scaffold15.g4267.t1	PRW44871.1
OG0005965	scaffold15.g4281.t1	PRW44870.1
OG0005966	scaffold15.g4288.t1, scaffold20.g7886.t1	PRW56021.1
OG0005967	scaffold15.g4293.t1	PRW45201.1
OG0005968	scaffold15.g4304.t1	PRW45223.1
OG0005969	scaffold15.g4305.t1	PRW44977.1
OG0005970	scaffold15.g4308.t1	PRW45190.1
OG0005971	scaffold15.g4316.t1	PRW45035.1
OG0005972	scaffold15.g4318.t1	PRW45149.1
OG0005974	scaffold15.g4338.t1	PRW59597.1
OG0005975	scaffold15.g4347.t1	PRW20188.1
OG0005977	scaffold15.g4368.t1	PRW21106.1
OG0005982	scaffold30.g4461.t1	PRW58771.1
OG0005983	scaffold84.g4562.t1	PRW33565.1
OG0005984	scaffold4.g4569.t1	PRW59212.1
OG0005985	scaffold4.g4572.t1	PRW58730.1
OG0005986	scaffold4.g4575.t1	PRW59307.1
OG0005987	scaffold4.g4584.t1	PRW58728.1
OG0005988	scaffold4.g4591.t1	PRW56761.1
OG0005989	scaffold4.g4596.t1	PRW59405.1
OG0005992	scaffold4.g4628.t1	PRW57052.1
OG0005994	scaffold4.g4633.t1, scaffold4.g4635.t1, scaffold4.g4634.t1	PRW21107.1
OG0005995	scaffold4.g4637.t1	PRW59187.1
OG0005996	scaffold4.g4644.t1	PRW59192.1
OG0005997	scaffold4.g4646.t1	PRW57765.1
OG0005998	scaffold4.g4653.t1	PRW59379.1
OG0005999	scaffold4.g4654.t1	PRW58830.1
OG0006000	scaffold4.g4665.t1	PRW59085.1, PRW59086.1
OG0006001	scaffold4.g4669.t1	PRW59087.1
OG0006002	scaffold4.g4693.t1	PRW59150.1
OG0006004	scaffold4.g4732.t1	PRW58897.1
OG0006005	scaffold4.g4740.t1	PRW58927.1
OG0006006	scaffold4.g4744.t1	PRW56976.1
OG0006007	scaffold4.g4749.t1	PRW58812.1
OG0006008	scaffold4.g4753.t1	PRW57414.1
OG0006009	scaffold4.g4778.t1	PRW59287.1, PRW59286.1, PRW59285.1
OG0006011	scaffold4.g4801.t1	PRW57147.1
OG0006012	scaffold4.g4807.t1	PRW59158.1
OG0006014	scaffold4.g4822.t1	PRW56920.1
OG0006015	scaffold4.g4842.t1	PRW44251.1
OG0006017	scaffold4.g4847.t1	PRW61130.1
OG0006019	scaffold4.g4851.t1	PRW44356.1
OG0006020	scaffold4.g4853.t1	PRW44612.1
OG0006021	scaffold4.g4863.t1	PRW58222.1
OG0006022	scaffold4.g4869.t1	PRW44468.1
OG0006024	scaffold4.g4878.t1	PRW32966.1
OG0006025	scaffold4.g4879.t1	PRW58476.1
OG0006026	scaffold4.g4880.t1	PRW44398.1
OG0006027	scaffold4.g4883.t1	PRW44339.1
OG0006028	scaffold4.g4891.t1	PRW44478.1
OG0006029	scaffold4.g4901.t1	PRW44489.1
OG0006030	scaffold4.g4910.t1	PRW44384.1
OG0006031	scaffold4.g4914.t1	PRW32545.1
OG0006033	scaffold4.g4923.t1	PRW44621.1
OG0006034	scaffold4.g4928.t1	PRW44553.1
OG0006035	scaffold4.g4941.t1	PRW44614.1
OG0006037	scaffold4.g4957.t1	PRW44352.1
OG0006039	scaffold4.g4964.t1	PRW57806.1
OG0006040	scaffold4.g4988.t1, scaffold4.g4990.t1, scaffold4.g5002.t1	PRW56736.1
OG0006041	scaffold4.g4989.t1	PRW51153.1
OG0006042	scaffold4.g4999.t1	PRW61512.1
OG0006043	scaffold4.g5006.t1	PRW44236.1
OG0006044	scaffold4.g5007.t1	PRW44285.1
OG0006045	scaffold4.g5011.t1	PRW44469.1
OG0006046	scaffold4.g5016.t1	PRW44382.1
OG0006047	scaffold4.g5017.t1	PRW57050.1
OG0006048	scaffold4.g5021.t1	PRW44591.1
OG0006049	scaffold4.g5048.t1	PRW59566.1
OG0006051	scaffold4.g5054.t1	PRW59058.1
OG0006052	scaffold4.g5056.t1	PRW44559.1
OG0006054	scaffold25.g5084.t1	PRW32482.1
OG0006057	scaffold25.g5106.t1	PRW20741.1
OG0006058	scaffold25.g5111.t1	PRW20677.1
OG0006060	scaffold25.g5124.t1	PRW57715.1
OG0006063	scaffold40.g5158.t1	PRW39172.1
OG0006064	scaffold40.g5160.t1	PRW39299.1
OG0006065	scaffold1.g5185.t1	PRW58174.1
OG0006066	scaffold1.g5195.t1	PRW58158.1
OG0006067	scaffold1.g5196.t1	PRW58426.1
OG0006068	scaffold1.g5198.t1	PRW33116.1
OG0006069	scaffold1.g5200.t1	PRW58422.1
OG0006070	scaffold1.g5211.t1	PRW58459.1
OG0006071	scaffold1.g5216.t1	PRW58212.1
OG0006073	scaffold1.g5220.t1	PRW58699.1
OG0006075	scaffold1.g5229.t1	PRW45186.1, PRW58198.1
OG0006077	scaffold1.g5252.t1	PRW58243.1
OG0006078	scaffold1.g5258.t1	PRW58274.1
OG0006079	scaffold1.g5274.t1	PRW58105.1
OG0006080	scaffold1.g5284.t1	PRW58095.1
OG0006082	scaffold1.g5295.t1	PRW58592.1
OG0006083	scaffold1.g5313.t1	PRW57375.1
OG0006084	scaffold1.g5331.t1	PRW58396.1
OG0006085	scaffold1.g5336.t1	PRW58164.1
OG0006086	scaffold1.g5342.t1	PRW58512.1
OG0006092	scaffold1.g5405.t1	PRW58134.1
OG0006095	scaffold1.g5442.t1	PRW58348.1
OG0006096	scaffold1.g5445.t1	PRW58692.1
OG0006098	scaffold1.g5449.t1	PRW58378.1
OG0006099	scaffold1.g5453.t1	PRW58177.1
OG0006100	scaffold1.g5461.t1	PRW58682.1
OG0006101	scaffold1.g5465.t1	PRW45731.1
OG0006103	scaffold1.g5493.t1	PRW58223.1
OG0006104	scaffold1.g5516.t1	PRW58492.1
OG0006105	scaffold1.g5522.t1	PRW58495.1
OG0006106	scaffold1.g5549.t1	PRW58474.1
OG0006107	scaffold1.g5554.t1	PRW58627.1
OG0006109	scaffold1.g5563.t1	PRW58185.1
OG0006110	scaffold1.g5576.t1	PRW57276.1
OG0006112	scaffold1.g5596.t1	PRW58488.1
OG0006113	scaffold1.g5597.t1	PRW58077.1
OG0006114	scaffold1.g5600.t1	PRW58518.1
OG0006115	scaffold1.g5606.t1	PRW56644.1
OG0006116	scaffold1.g5608.t1	PRW58300.1
OG0006117	scaffold1.g5613.t1	PRW58569.1
OG0006118	scaffold1.g5615.t1	PRW58606.1
OG0006119	scaffold1.g5625.t1	PRW58520.1
OG0006120	scaffold1.g5629.t1	PRW58544.1
OG0006121	scaffold1.g5650.t1	PRW58186.1
OG0006122	scaffold1.g5658.t1	PRW58665.1
OG0006123	scaffold1.g5673.t1	PRW32648.1
OG0006127	scaffold1.g5693.t1	PRW56718.1
OG0006128	scaffold1.g5694.t1	PRW32623.1
OG0006129	scaffold1.g5713.t1	PRW32645.1
OG0006130	scaffold1.g5714.t1	PRW32488.1
OG0006131	scaffold1.g5717.t1	PRW32511.1
OG0006133	scaffold1.g5736.t1	PRW32598.1, PRW32597.1
OG0006135	scaffold1.g5794.t1	PRW32506.1
OG0006136	scaffold1.g5808.t1	PRW58472.1
OG0006137	scaffold1.g5817.t1	PRW58661.1
OG0006139	scaffold1.g5829.t1	PRW45674.1
OG0006140	scaffold1.g5881.t1	PRW20692.1
OG0006141	scaffold1.g5890.t1	PRW20464.1
OG0006142	scaffold1.g5892.t1	PRW20654.1
OG0006143	scaffold1.g5899.t1	PRW20644.1
OG0006144	scaffold29.g5913.t1	PRW45355.1
OG0006145	scaffold29.g5915.t1	PRW45582.1, PRW45581.1
OG0006146	scaffold29.g5916.t1	PRW45432.1
OG0006147	scaffold29.g5919.t1	PRW45628.1
OG0006148	scaffold29.g5921.t1	PRW33611.1
OG0006150	scaffold29.g5932.t1	PRW45558.1
OG0006151	scaffold27.g5978.t1	PRW61194.1
OG0006152	scaffold27.g5981.t1	PRW61402.1
OG0006153	scaffold27.g5984.t1	PRW61291.1
OG0006154	scaffold27.g5987.t1	PRW60987.1
OG0006155	scaffold27.g6012.t1	PRW56152.1, PRW56151.1
OG0006156	scaffold27.g6019.t1	PRW44342.1
OG0006159	scaffold22.g6071.t1	PRW56745.1
OG0006161	scaffold22.g6104.t1	PRW56444.1
OG0006162	scaffold22.g6105.t1	PRW56576.1
OG0006163	scaffold22.g6108.t1, scaffold22.g6123.t1	PRW56628.1
OG0006164	scaffold22.g6120.t1	PRW56560.1
OG0006166	scaffold22.g6136.t1	PRW56617.1
OG0006167	scaffold22.g6137.t1	PRW56642.1
OG0006169	scaffold22.g6144.t1	PRW56821.1
OG0006170	scaffold22.g6145.t1	PRW56408.1
OG0006171	scaffold3.g6164.t1	PRW59733.1
OG0006172	scaffold3.g6171.t1	PRW59669.1
OG0006173	scaffold3.g6173.t1	PRW60110.1
OG0006174	scaffold3.g6177.t1	PRW59819.1
OG0006175	scaffold3.g6185.t1	PRW59679.1
OG0006177	scaffold3.g6192.t1	PRW18333.1
OG0006178	scaffold3.g6195.t1	PRW18352.1
OG0006179	scaffold3.g6204.t1	PRW59696.1
OG0006180	scaffold3.g6205.t1	PRW59485.1
OG0006182	scaffold3.g6228.t1	PRW60183.1
OG0006183	scaffold3.g6234.t1	PRW59509.1
OG0006184	scaffold3.g6250.t1	PRW59784.1
OG0006185	scaffold3.g6252.t1	PRW59726.1
OG0006187	scaffold3.g6266.t1	PRW59876.1
OG0006188	scaffold3.g6281.t1	PRW60109.1
OG0006189	scaffold3.g6285.t1	PRW59708.1
OG0006193	scaffold3.g6342.t1	PRW59801.1
OG0006194	scaffold3.g6351.t1	PRW59862.1
OG0006195	scaffold3.g6360.t1	PRW59609.1
OG0006196	scaffold3.g6364.t1	PRW60151.1
OG0006197	scaffold3.g6375.t1	PRW59835.1
OG0006198	scaffold3.g6390.t1	PRW60086.1
OG0006199	scaffold3.g6400.t1	PRW59555.1
OG0006200	scaffold3.g6409.t1	PRW61363.1
OG0006201	scaffold3.g6415.t1	PRW59787.1
OG0006202	scaffold3.g6418.t1	PRW59634.1
OG0006205	scaffold3.g6496.t1	PRW59602.1
OG0006206	scaffold3.g6514.t1	PRW56436.1
OG0006207	scaffold3.g6517.t1	PRW59608.1
OG0006208	scaffold3.g6521.t1	PRW59849.1
OG0006210	scaffold3.g6537.t1	PRW59689.1
OG0006212	scaffold3.g6560.t1	PRW59974.1
OG0006216	scaffold3.g6589.t1	PRW59767.1
OG0006217	scaffold3.g6602.t1	PRW57611.1
OG0006220	scaffold3.g6682.t1	PRW60106.1
OG0006222	scaffold3.g6706.t1	PRW61127.1
OG0006223	scaffold3.g6708.t1	PRW56531.1
OG0006224	scaffold3.g6721.t1	PRW59545.1
OG0006225	scaffold3.g6726.t1	PRW59513.1
OG0006226	scaffold3.g6731.t1	PRW59938.1
OG0006227	scaffold3.g6732.t1	PRW60125.1
OG0006228	scaffold3.g6738.t1	PRW59978.1
OG0006229	scaffold3.g6741.t1	PRW59530.1
OG0006230	scaffold3.g6747.t1	PRW59775.1
OG0006231	scaffold3.g6753.t1	PRW59616.1
OG0006234	scaffold2.g6776.t1	PRW61322.1
OG0006235	scaffold2.g6777.t1	PRW61260.1
OG0006236	scaffold2.g6787.t1	PRW61086.1
OG0006238	scaffold2.g6805.t1	PRW61612.1
OG0006239	scaffold2.g6807.t1	PRW61100.1
OG0006243	scaffold2.g6843.t1	PRW61093.1
OG0006245	scaffold2.g6869.t1	PRW57292.1
OG0006246	scaffold2.g6904.t1	PRW60926.1
OG0006248	scaffold2.g6908.t1	PRW57280.1
OG0006252	scaffold2.g6969.t1	PRW57332.1
OG0006255	scaffold2.g6985.t1	PRW61625.1
OG0006259	scaffold2.g7004.t1	PRW61381.1
