Orthogroup	a99_genome_proteins	c_variabilis_genome_proteins
OG0005078	scaffold20.g7729.t1	XP_005846895.1
OG0005079	scaffold20.g7730.t1	XP_005844380.1
OG0005080	scaffold20.g7737.t1	XP_005847012.1
OG0005081	scaffold20.g7741.t1	XP_005847219.1
OG0005082	scaffold20.g7745.t1	XP_005847869.1
OG0005083	scaffold20.g7746.t1	XP_005848031.1
OG0005084	scaffold20.g7750.t1	XP_005847003.1
OG0005085	scaffold20.g7752.t1	XP_005847001.1
OG0005086	scaffold20.g7755.t1	XP_005849814.1, XP_005844296.1
OG0005087	scaffold20.g7761.t1	XP_005847205.1
OG0005088	scaffold20.g7762.t1	XP_005846993.1
OG0005089	scaffold20.g7764.t1	XP_005846991.1
OG0005090	scaffold20.g7768.t1	XP_005846989.1
OG0005092	scaffold20.g7779.t1	XP_005849877.1
OG0005093	scaffold20.g7781.t1	XP_005847971.1
OG0005094	scaffold20.g7785.t1	XP_005847993.1
OG0005095	scaffold20.g7787.t1	XP_005848055.1
OG0005096	scaffold20.g7789.t1	XP_005847897.1
OG0005097	scaffold20.g7790.t1	XP_005847901.1
OG0005098	scaffold20.g7792.t1	XP_005848053.1
OG0005099	scaffold20.g7794.t1	XP_005847892.1
OG0005100	scaffold20.g7797.t1	XP_005847887.1
OG0005101	scaffold20.g7798.t1	XP_005848046.1
OG0005102	scaffold20.g7799.t1	XP_005847886.1
OG0005103	scaffold20.g7801.t1	XP_005847975.1
OG0005104	scaffold20.g7802.t1	XP_005847916.1
OG0005105	scaffold20.g7803.t1	XP_005848077.1
OG0005106	scaffold20.g7805.t1	XP_005848011.1
OG0005107	scaffold20.g7806.t1	XP_005848175.1
OG0005108	scaffold20.g7807.t1	XP_005847214.1
OG0005109	scaffold20.g7811.t1	XP_005847996.1
OG0005110	scaffold20.g7812.t1	XP_005848070.1
OG0005111	scaffold20.g7813.t1	XP_005848155.1
OG0005112	scaffold20.g7814.t1	XP_005847907.1
OG0005113	scaffold20.g7815.t1	XP_005848180.1
OG0005114	scaffold20.g7818.t1	XP_005847969.1
OG0005115	scaffold20.g7820.t1	XP_005851886.1
OG0005116	scaffold20.g7821.t1	XP_005847898.1
OG0005117	scaffold20.g7823.t1	XP_005847384.1
OG0005118	scaffold20.g7826.t1	XP_005848000.1
OG0005119	scaffold20.g7828.t1	XP_005848156.1
OG0005120	scaffold20.g7831.t1	XP_005847902.1
OG0005121	scaffold20.g7832.t1	XP_005848065.1
OG0005122	scaffold20.g7833.t1	XP_005848062.1
OG0005123	scaffold20.g7837.t1	XP_005848063.1
OG0005125	scaffold20.g7842.t1	XP_005847905.1
OG0005126	scaffold20.g7843.t1	XP_005848069.1
OG0005127	scaffold20.g7848.t1	XP_005847913.1
OG0005128	scaffold20.g7849.t1	XP_005847966.1
OG0005129	scaffold20.g7855.t1	XP_005847908.1
OG0005130	scaffold20.g7857.t1	XP_005847995.1
OG0005131	scaffold20.g7859.t1	XP_005842598.1, XP_005848006.1
OG0005132	scaffold20.g7861.t1	XP_005847896.1
OG0005133	scaffold20.g7866.t1	XP_005847983.1
OG0005134	scaffold20.g7868.t1	XP_005847984.1
OG0005135	scaffold20.g7872.t1	XP_005846909.1
OG0005136	scaffold20.g7873.t1	XP_005847090.1
OG0005137	scaffold20.g7878.t1	XP_005848044.1
OG0005138	scaffold20.g7879.t1	XP_005847882.1
OG0005139	scaffold20.g7881.t1	XP_005847884.1
OG0005140	scaffold20.g7883.t1	XP_005848042.1
OG0005141	scaffold20.g7885.t1	XP_005847880.1
OG0005142	scaffold20.g7887.t1	XP_005848041.1
OG0005143	scaffold20.g7888.t1	XP_005847879.1
OG0005144	scaffold20.g7889.t1	XP_005848040.1
OG0005145	scaffold20.g7891.t1	XP_005847878.1
OG0005146	scaffold20.g7892.t1	XP_005847877.1
OG0005147	scaffold20.g7896.t1	XP_005847890.1
OG0005148	scaffold20.g7898.t1	XP_005848047.1
OG0005149	scaffold20.g7899.t1	XP_005847888.1
OG0005150	scaffold12.g7901.t1	XP_005847541.1
OG0005151	scaffold12.g7902.t1	XP_005847710.1
OG0005152	scaffold12.g7905.t1	XP_005847546.1
OG0005153	scaffold12.g7907.t1	XP_005847711.1
OG0005154	scaffold12.g7911.t1	XP_005847776.1
OG0005155	scaffold12.g7913.t1	XP_005847635.1
OG0005156	scaffold12.g7916.t1	XP_005847636.1
OG0005157	scaffold12.g7921.t1	XP_005847630.1
OG0005158	scaffold12.g7922.t1	XP_005847795.1
OG0005159	scaffold12.g7923.t1	XP_005847706.1
OG0005160	scaffold12.g7929.t1	XP_005847622.1
OG0005161	scaffold12.g7932.t1	XP_005847625.1
OG0005162	scaffold12.g7933.t1	XP_005847789.1
OG0005163	scaffold12.g7935.t1	XP_005847721.1
OG0005164	scaffold12.g7943.t1	XP_005847757.1
OG0005165	scaffold12.g7944.t1	XP_005847744.1
OG0005166	scaffold12.g7948.t1	XP_005847564.1
OG0005167	scaffold12.g7949.t1	XP_005847727.1
OG0005168	scaffold12.g7952.t1	XP_005847729.1
OG0005169	scaffold12.g7959.t1	XP_005847557.1
OG0005170	scaffold12.g7960.t1	XP_005847725.1
OG0005171	scaffold12.g7962.t1	XP_005847571.1
OG0005172	scaffold12.g7966.t1	XP_005847563.1
OG0005173	scaffold12.g7967.t1	XP_005847734.1
OG0005174	scaffold12.g7971.t1	XP_005847531.1
OG0005175	scaffold12.g7974.t1	XP_005847723.1
OG0005176	scaffold12.g7975.t1	XP_005847553.1
OG0005177	scaffold12.g7978.t1	XP_005847749.1
OG0005178	scaffold12.g7979.t1	XP_005847747.1
OG0005179	scaffold12.g7980.t1	XP_005847582.1
OG0005180	scaffold12.g7985.t1	XP_005847780.1
OG0005181	scaffold12.g7987.t1	XP_005847614.1
OG0005182	scaffold12.g7988.t1	XP_005844257.1
OG0005183	scaffold12.g7989.t1	XP_005847784.1
OG0005184	scaffold12.g7990.t1	XP_005847613.1
OG0005185	scaffold12.g7993.t1	XP_005847782.1
OG0005186	scaffold12.g7995.t1	XP_005847616.1
OG0005187	scaffold12.g7998.t1	XP_005847532.1
OG0005188	scaffold12.g7999.t1	XP_005847621.1
OG0005189	scaffold12.g8003.t1	XP_005847819.1
OG0005190	scaffold12.g8007.t1	XP_005847814.1
OG0005191	scaffold12.g8008.t1	XP_005847663.1
OG0005192	scaffold12.g8009.t1	XP_005847820.1
OG0005193	scaffold12.g8011.t1	XP_005847640.1
OG0005194	scaffold12.g8014.t1	XP_005847800.1
OG0005195	scaffold12.g8019.t1	XP_005847643.1
OG0005196	scaffold12.g8021.t1	XP_005847642.1
OG0005197	scaffold12.g8025.t1	XP_005847650.1
OG0005198	scaffold12.g8026.t1	XP_005847591.1
OG0005199	scaffold12.g8038.t1	XP_005847777.1
OG0005200	scaffold12.g8039.t1	XP_005847778.1
OG0005201	scaffold12.g8040.t1	XP_005847610.1
OG0005202	scaffold12.g8043.t1	XP_005847779.1
OG0005203	scaffold12.g8044.t1	XP_005847611.1
OG0005204	scaffold12.g8046.t1	XP_005847743.1
OG0005205	scaffold12.g8048.t1	XP_005847772.1
OG0005206	scaffold12.g8049.t1	XP_005847605.1
OG0005207	scaffold12.g8050.t1	XP_005847606.1
OG0005208	scaffold12.g8051.t1	XP_005847607.1
OG0005209	scaffold12.g8052.t1	XP_005847775.1
OG0005210	scaffold12.g8053.t1	XP_005847746.1
OG0005211	scaffold12.g8054.t1	XP_005847583.1
OG0005212	scaffold12.g8056.t1	XP_005847597.1
OG0005213	scaffold12.g8058.t1	XP_005847764.1
OG0005214	scaffold12.g8059.t1	XP_005847598.1
OG0005215	scaffold12.g8060.t1	XP_005847765.1
OG0005216	scaffold12.g8061.t1	XP_005851634.1
OG0005217	scaffold12.g8062.t1	XP_005847599.1
OG0005218	scaffold12.g8068.t1	XP_005842725.1
OG0005219	scaffold12.g8072.t1	XP_005847751.1
OG0005220	scaffold12.g8077.t1	XP_005847371.1
OG0005221	scaffold12.g8081.t1	XP_005843346.1
OG0005222	scaffold12.g8082.t1	XP_005844143.1
OG0005223	scaffold12.g8084.t1	XP_005847821.1
OG0005224	scaffold12.g8087.t1	XP_005844138.1
OG0005225	scaffold12.g8089.t1	XP_005844222.1
OG0005226	scaffold12.g8091.t1	XP_005844223.1
OG0005227	scaffold12.g8095.t1	XP_005847678.1
OG0005228	scaffold12.g8096.t1	XP_005847865.1
OG0005229	scaffold12.g8098.t1	XP_005847866.1
OG0005230	scaffold12.g8101.t1	XP_005847829.1
OG0005231	scaffold12.g8106.t1	XP_005847675.1
OG0005232	scaffold12.g8109.t1	XP_005847834.1
OG0005233	scaffold12.g8110.t1	XP_005847833.1
OG0005234	scaffold12.g8113.t1	XP_005845938.1
OG0005235	scaffold12.g8115.t1	XP_005847699.1
OG0005236	scaffold12.g8116.t1	XP_005847863.1
OG0005237	scaffold12.g8117.t1	XP_005847700.1
OG0005238	scaffold12.g8126.t1	XP_005847850.1
OG0005239	scaffold12.g8128.t1	XP_005847687.1
OG0005240	scaffold12.g8130.t1	XP_005847857.1
OG0005241	scaffold12.g8134.t1	XP_005847651.1
OG0005242	scaffold12.g8135.t1	XP_005844155.1
OG0005243	scaffold12.g8136.t1	XP_005850966.1
OG0005244	scaffold12.g8138.t1	XP_005844249.1
OG0005245	scaffold12.g8141.t1	XP_005847815.1
OG0005246	scaffold12.g8143.t1	XP_005847662.1
OG0005247	scaffold12.g8144.t1	XP_005847811.1
OG0005248	scaffold12.g8145.t1	XP_005847649.1
OG0005249	scaffold12.g8148.t1	XP_005847665.1
OG0005250	scaffold12.g8149.t1	XP_005847824.1
OG0005251	scaffold12.g8150.t1	XP_005847681.1
OG0005252	scaffold12.g8159.t1	XP_005843157.1
OG0005253	scaffold12.g8160.t1	XP_005843118.1
OG0005254	scaffold12.g8162.t1	XP_005843114.1
OG0005255	scaffold12.g8165.t1	XP_005843115.1
OG0005256	scaffold12.g8168.t1	XP_005843152.1
OG0005257	scaffold12.g8169.t1	XP_005843159.1
OG0005258	scaffold12.g8170.t1	XP_005843121.1
OG0005259	scaffold12.g8172.t1	XP_005851090.1
OG0005260	scaffold12.g8176.t1	XP_005851376.1
OG0005261	scaffold12.g8178.t1	XP_005842849.1
OG0005262	scaffold12.g8179.t1	XP_005842837.1
OG0005263	scaffold12.g8180.t1	XP_005844187.1
OG0005264	scaffold12.g8182.t1	XP_005843141.1
OG0005265	scaffold12.g8185.t1	XP_005843583.1
OG0005266	scaffold12.g8190.t1	XP_005843104.1
OG0005267	scaffold12.g8191.t1	XP_005843140.1
OG0005268	scaffold12.g8200.t1	XP_005843849.1, XP_005843924.1
OG0005269	scaffold12.g8202.t1	XP_005843133.1
OG0005270	scaffold12.g8205.t1	XP_005843117.1
OG0005271	scaffold12.g8206.t1	XP_005843155.1
OG0005272	scaffold12.g8207.t1	XP_005843661.1
OG0005273	scaffold12.g8208.t1	XP_005843720.1
OG0005274	scaffold12.g8211.t1	XP_005843714.1
OG0005275	scaffold12.g8215.t1	XP_005843651.1
OG0005276	scaffold12.g8218.t1	XP_005843645.1
OG0005277	scaffold12.g8227.t1	XP_005845226.1
OG0005278	scaffold12.g8229.t1	XP_005843657.1
OG0005279	scaffold12.g8230.t1	XP_005843719.1
OG0005280	scaffold12.g8232.t1	XP_005843726.1
OG0005281	scaffold12.g8237.t1	XP_005844900.1
OG0005282	scaffold12.g8244.t1	XP_005843735.1
OG0005283	scaffold12.g8251.t1	XP_005843671.1
OG0005285	scaffold12.g8262.t1	XP_005843729.1
OG0005286	scaffold12.g8266.t1	XP_005849887.1
OG0005288	scaffold12.g8269.t1	XP_005843700.1
OG0005289	scaffold12.g8279.t1	XP_005843739.1
OG0005290	scaffold12.g8280.t1	XP_005843738.1
OG0005291	scaffold12.g8281.t1	XP_005843683.1
OG0005292	scaffold12.g8287.t1	XP_005843745.1
OG0005293	scaffold12.g8290.t1	XP_005843682.1
OG0005294	scaffold12.g8291.t1	XP_005843737.1
OG0005295	scaffold12.g8292.t1	XP_005843667.1
OG0005296	scaffold12.g8294.t1	XP_005843692.1
OG0005535	scaffold16.g35.t1	XP_005845214.1
OG0005536	scaffold16.g43.t1, scaffold2.g7508.t1	XP_005844004.1
OG0005537	scaffold16.g49.t1	XP_005845224.1
OG0005538	scaffold16.g50.t1	XP_005846564.1
OG0005539	scaffold16.g57.t1	XP_005845935.1
OG0005541	scaffold16.g66.t1	XP_005845922.1
OG0005542	scaffold16.g80.t1	XP_005845913.1
OG0005545	scaffold16.g108.t1	XP_005845907.1
OG0005546	scaffold16.g114.t1	XP_005845919.1
OG0005550	scaffold16.g131.t1	XP_005845848.1
OG0005553	scaffold16.g140.t1	XP_005845724.1
OG0005555	scaffold16.g155.t1	XP_005845805.1
OG0005556	scaffold13.g161.t1	XP_005844089.1
OG0005557	scaffold13.g164.t1	XP_005843998.1
OG0005559	scaffold13.g175.t1	XP_005843411.1
OG0005560	scaffold13.g183.t1	XP_005843110.1
OG0005561	scaffold13.g187.t1	XP_005843352.1
OG0005562	scaffold13.g192.t1	XP_005843355.1
OG0005564	scaffold13.g226.t1	XP_005844109.1
OG0005566	scaffold13.g235.t1	XP_005844016.1
OG0005567	scaffold13.g238.t1	XP_005844024.1
OG0005568	scaffold13.g242.t1	XP_005844118.1
OG0005571	scaffold13.g260.t1	XP_005844028.1
OG0005573	scaffold13.g296.t1	XP_005844006.1
OG0005577	scaffold13.g334.t1	XP_005844498.1
OG0005578	scaffold13.g342.t1	XP_005846500.1
OG0005579	scaffold13.g352.t1	XP_005844512.1
OG0005580	scaffold13.g357.t1	XP_005844609.1
OG0005582	scaffold13.g360.t1	XP_005844608.1
OG0005584	scaffold13.g375.t1	XP_005844522.1
OG0005585	scaffold13.g385.t1	XP_005844527.1
OG0005586	scaffold13.g393.t1	XP_005844635.1
OG0005590	scaffold17.g428.t1	XP_005843256.1
OG0005591	scaffold17.g429.t1	XP_005844832.1
OG0005592	scaffold17.g441.t1	XP_005843298.1
OG0005593	scaffold17.g448.t1	XP_005844830.1
OG0005594	scaffold17.g459.t1	XP_005843260.1
OG0005596	scaffold17.g502.t1	XP_005848373.1
OG0005600	scaffold17.g551.t1	XP_005844863.1
OG0005602	scaffold5.g602.t1	XP_005844395.1
OG0005603	scaffold5.g610.t1	XP_005843421.1
OG0005604	scaffold5.g633.t1	XP_005843810.1
OG0005605	scaffold5.g651.t1	XP_005849966.1
OG0005606	scaffold5.g652.t1	XP_005844622.1, XP_005844623.1, XP_005844621.1
OG0005607	scaffold5.g654.t1	XP_005848762.1
OG0005610	scaffold5.g675.t1	XP_005843772.1
OG0005611	scaffold5.g685.t1	XP_005843769.1
OG0005612	scaffold5.g690.t1	XP_005846735.1
OG0005615	scaffold5.g714.t1	XP_005849902.1
OG0005616	scaffold14.g1049.t1, scaffold5.g719.t1	XP_005849645.1
OG0005618	scaffold5.g737.t1	XP_005849891.1
OG0005619	scaffold5.g746.t1	XP_005849885.1
OG0005621	scaffold5.g763.t1	XP_005849823.1
OG0005623	scaffold5.g774.t1	XP_005848911.1
OG0005624	scaffold5.g791.t1	XP_005849690.1
OG0005625	scaffold5.g806.t1	XP_005849696.1
OG0005627	scaffold5.g827.t1	XP_005849858.1
OG0005628	scaffold5.g856.t1	XP_005849876.1
OG0005629	scaffold5.g860.t1	XP_005849894.1
OG0005630	scaffold5.g870.t1	XP_005844205.1
OG0005635	scaffold5.g924.t1	XP_005849868.1
OG0005636	scaffold5.g941.t1	XP_005847631.1
OG0005637	scaffold5.g955.t1	XP_005847033.1
OG0005639	scaffold5.g976.t1	XP_005844046.1
OG0005640	scaffold5.g979.t1	XP_005849813.1
OG0005643	scaffold5.g1006.t1	XP_005843807.1
OG0005644	scaffold14.g1027.t1	XP_005849015.1
OG0005645	scaffold14.g1030.t1	XP_005848793.1
OG0005646	scaffold14.g1035.t1	XP_005848791.1
OG0005647	scaffold14.g1038.t1	XP_005848785.1
OG0005648	scaffold14.g1050.t1	XP_005843826.1
OG0005650	scaffold14.g1075.t1	XP_005848973.1
OG0005651	scaffold14.g1082.t1	XP_005843676.1
OG0005652	scaffold14.g1092.t1	XP_005848964.1
OG0005653	scaffold14.g1114.t1	XP_005848920.1
OG0005654	scaffold14.g1118.t1	XP_005846347.1
OG0005656	scaffold14.g1124.t1	XP_005846911.1
OG0005658	scaffold14.g1150.t1	XP_005848722.1
OG0005662	scaffold14.g1203.t1	XP_005848907.1
OG0005663	scaffold14.g1213.t1	XP_005846792.1
OG0005664	scaffold14.g1217.t1	XP_005848881.1
OG0005665	scaffold14.g1221.t1	XP_005846594.1
OG0005667	scaffold14.g1255.t1	XP_005848915.1
OG0005668	scaffold14.g1266.t1	XP_005848909.1
OG0005669	scaffold14.g1277.t1	XP_005848648.1
OG0005670	scaffold14.g1289.t1	XP_005848840.1
OG0005672	scaffold14.g1299.t1	XP_005848913.1
OG0005673	scaffold14.g1303.t1	XP_005842663.1
OG0005674	scaffold14.g1328.t1	XP_005848809.1
OG0005675	scaffold14.g1331.t1	XP_005848619.1
OG0005676	scaffold14.g1335.t1	XP_005848815.1
OG0005677	scaffold14.g1344.t1	XP_005848591.1
OG0005678	scaffold14.g1347.t1	XP_005848804.1
OG0005679	scaffold14.g1352.t1	XP_005843553.1
OG0005680	scaffold8.g1366.t1	XP_005850866.1
OG0005681	scaffold8.g1397.t1	XP_005850918.1
OG0005682	scaffold8.g1400.t1	XP_005847004.1
OG0005683	scaffold8.g1406.t1	XP_005850853.1
OG0005684	scaffold8.g1410.t1	XP_005845699.1
OG0005686	scaffold8.g1434.t1	XP_005850886.1
OG0005689	scaffold8.g1475.t1	XP_005850532.1
OG0005690	scaffold8.g1482.t1	XP_005850525.1
OG0005693	scaffold8.g1505.t1	XP_005850816.1
OG0005696	scaffold8.g1532.t1	XP_005850801.1
OG0005698	scaffold8.g1570.t1	XP_005849169.1
OG0005701	scaffold8.g1611.t1	XP_005843887.1
OG0005705	scaffold8.g1635.t1	XP_005843938.1
OG0005707	scaffold8.g1642.t1	YP_004347805.1, XP_005847539.1
OG0005708	scaffold8.g1644.t1	XP_005849378.1
OG0005709	scaffold8.g1674.t1	XP_005843890.1
OG0005710	scaffold8.g1675.t1	XP_005843161.1
OG0005711	scaffold8.g1676.t1	XP_005846288.1
OG0005712	scaffold8.g1711.t1	XP_005843073.1
OG0005714	scaffold19.g1776.t1	XP_005848105.1
OG0005717	scaffold19.g1816.t1	XP_005845879.1
OG0005719	scaffold19.g1846.t1	XP_005847961.1
OG0005720	scaffold19.g1855.t1	XP_005848188.1
OG0005721	scaffold19.g1857.t1	XP_005848088.1
OG0005722	scaffold19.g1858.t1	XP_005848086.1
OG0005724	scaffold18.g1895.t1	XP_005850191.1
OG0005725	scaffold18.g1897.t1	XP_005850448.1
OG0005726	scaffold18.g1941.t1	XP_005850079.1
OG0005727	scaffold18.g1945.t1	XP_005850086.1
OG0005728	scaffold18.g1952.t1	XP_005850330.1
OG0005732	scaffold18.g1979.t1	XP_005845158.1
OG0005733	scaffold18.g1980.t1	XP_005847365.1
OG0005734	scaffold18.g1990.t1	XP_005850066.1
OG0005735	scaffold18.g1991.t1	XP_005847402.1
OG0005736	scaffold18.g2007.t1	XP_005850371.1
OG0005737	scaffold18.g2052.t1	XP_005850120.1
OG0005738	scaffold18.g2055.t1	XP_005850395.1
OG0005739	scaffold18.g2065.t1	XP_005850057.1
OG0005740	scaffold21.g2068.t1	XP_005846942.1
OG0005742	scaffold21.g2085.t1	XP_005846841.1
OG0005743	scaffold21.g2095.t1	XP_005847064.1
OG0005744	scaffold21.g2118.t1	XP_005846987.1
OG0005745	scaffold21.g2119.t1	XP_005847196.1
OG0005746	scaffold21.g2123.t1	XP_005844401.1
OG0005747	scaffold21.g2135.t1	XP_005847118.1
OG0005749	scaffold21.g2192.t1	XP_005850656.1
OG0005750	scaffold21.g2203.t1	XP_005846684.1
OG0005751	scaffold21.g2204.t1	XP_005846824.1
OG0005753	scaffold21.g2222.t1	XP_005845043.1
OG0005754	scaffold10.g2240.t1	XP_005846087.1
OG0005755	scaffold10.g2279.t1	XP_005846094.1
OG0005756	scaffold10.g2282.t1	XP_005845967.1
OG0005757	scaffold10.g2287.t1	XP_005848455.1
OG0005758	scaffold10.g2313.t1	XP_005845986.1
OG0005760	scaffold10.g2345.t1	XP_005846029.1
OG0005764	scaffold10.g2378.t1	XP_005846140.1
OG0005766	scaffold10.g2401.t1	XP_005852071.1
OG0005768	scaffold10.g2424.t1	XP_005843760.1
OG0005770	scaffold10.g2454.t1	XP_005845021.1
OG0005773	scaffold10.g2471.t1	XP_005843248.1
OG0005774	scaffold10.g2481.t1	XP_005844915.1
OG0005775	scaffold10.g2492.t1	XP_005844688.1
OG0005776	scaffold6.g2517.t1	XP_005847027.1
OG0005777	scaffold6.g2540.t1	XP_005847239.1
OG0005778	scaffold6.g2542.t1	XP_005843621.1
OG0005779	scaffold6.g2544.t1	XP_005843568.1
OG0005780	scaffold6.g2552.t1	XP_005845116.1
OG0005781	scaffold6.g2557.t1	XP_005847374.1
OG0005783	scaffold6.g2576.t1	XP_005850433.1
OG0005785	scaffold6.g2582.t1	XP_005850439.1
OG0005790	scaffold6.g2620.t1	XP_005850554.1
OG0005793	scaffold6.g2674.t1	XP_005850706.1
OG0005794	scaffold6.g2692.t1	XP_005844234.1
OG0005795	scaffold6.g2702.t1	XP_005844942.1
OG0005796	scaffold6.g2716.t1	XP_005850464.1
OG0005797	scaffold6.g2720.t1	XP_005851033.1
OG0005799	scaffold6.g2735.t1	XP_005850663.1
OG0005800	scaffold6.g2750.t1	XP_005847790.1
OG0005801	scaffold6.g2752.t1	XP_005850957.1
OG0005802	scaffold6.g2758.t1	XP_005852254.1
OG0005803	scaffold6.g2771.t1	XP_005850967.1
OG0005804	scaffold6.g2772.t1	XP_005850686.1
OG0005806	scaffold6.g2778.t1	XP_005844648.1
OG0005807	scaffold6.g2791.t1	XP_005851011.1
OG0005809	scaffold6.g2825.t1	XP_005850696.1
OG0005810	scaffold6.g2834.t1	XP_005850618.1
OG0005813	scaffold6.g2850.t1	XP_005850211.1
OG0005814	scaffold6.g2860.t1	XP_005850899.1
OG0005815	scaffold6.g2861.t1	XP_005850902.1
OG0005817	scaffold6.g2885.t1	XP_005851006.1
OG0005818	scaffold6.g2891.t1	XP_005850728.1
OG0005821	scaffold6.g2905.t1	XP_005851044.1
OG0005822	scaffold24.g2922.t1	XP_005849121.1
OG0005823	scaffold24.g2924.t1	XP_005843008.1
OG0005826	scaffold24.g2954.t1	XP_005845855.1
OG0005827	scaffold24.g2957.t1	XP_005845781.1
OG0005828	scaffold24.g2969.t1	XP_005845891.1
OG0005831	scaffold9.g3001.t1	XP_005851681.1
OG0005833	scaffold9.g3016.t1	XP_005851668.1
OG0005834	scaffold9.g3029.t1	XP_005852083.1
OG0005836	scaffold9.g3050.t1	XP_005852089.1
OG0005837	scaffold9.g3053.t1	XP_005851758.1
OG0005838	scaffold9.g3056.t1	XP_005851760.1
OG0005842	scaffold9.g3073.t1	XP_005852106.1
OG0005846	scaffold9.g3096.t1	XP_005851771.1
OG0005847	scaffold9.g3108.t1	XP_005851783.1
OG0005849	scaffold9.g3116.t1	XP_005852119.1
OG0005852	scaffold9.g3129.t1	XP_005852062.1
OG0005853	scaffold9.g3141.t1	XP_005851804.1
OG0005854	scaffold9.g3154.t1	XP_005851808.1
OG0005856	scaffold9.g3157.t1	XP_005852132.1
OG0005857	scaffold9.g3173.t1	XP_005852047.1
OG0005861	scaffold9.g3191.t1	XP_005852039.1
OG0005863	scaffold9.g3201.t1	XP_005852031.1
OG0005864	scaffold9.g3214.t1	XP_005851661.1
OG0005865	scaffold9.g3224.t1	XP_005852020.1
OG0005866	scaffold9.g3230.t1	XP_005851981.1
OG0005867	scaffold9.g3236.t1	XP_005852156.1
OG0005869	scaffold9.g3242.t1	XP_005852175.1
OG0005871	scaffold9.g3263.t1	XP_005850678.1
OG0005872	scaffold9.g3273.t1	XP_005851311.1
OG0005873	scaffold9.g3280.t1	XP_005851919.1
OG0005875	scaffold9.g3296.t1	XP_005846907.1
OG0005876	scaffold9.g3299.t1	XP_005852077.1
OG0005877	scaffold26.g3320.t1	XP_005844426.1
OG0005878	scaffold26.g3329.t1	XP_005844406.1
OG0005879	scaffold26.g3334.t1	XP_005845769.1
OG0005880	scaffold26.g3345.t1	XP_005843507.1
OG0005881	scaffold26.g3346.t1	XP_005843484.1
OG0005884	scaffold26.g3369.t1	XP_005844892.1
OG0005886	scaffold7.g3379.t1	XP_005849245.1
OG0005892	scaffold7.g3404.t1	XP_005849240.1
OG0005893	scaffold7.g3413.t1	XP_005849141.1
OG0005894	scaffold7.g3414.t1	XP_005849140.1
OG0005895	scaffold7.g3437.t1	XP_005849085.1
OG0005898	scaffold7.g3504.t1	XP_005849277.1
OG0005899	scaffold7.g3506.t1	XP_005849279.1
OG0005900	scaffold7.g3518.t1	XP_005849124.1
OG0005903	scaffold7.g3588.t1	XP_005849322.1
OG0005904	scaffold7.g3597.t1	XP_005849379.1
OG0005905	scaffold7.g3606.t1	XP_005850647.1
OG0005906	scaffold7.g3619.t1	XP_005849376.1
OG0005907	scaffold7.g3624.t1	XP_005849406.1
OG0005908	scaffold7.g3632.t1	XP_005849383.1
OG0005909	scaffold7.g3635.t1	XP_005849178.1
OG0005912	scaffold7.g3640.t1	XP_005849198.1
OG0005913	scaffold7.g3660.t1	XP_005849199.1
OG0005915	scaffold7.g3666.t1	XP_005849354.1
OG0005916	scaffold7.g3670.t1	XP_005844253.1
OG0005917	scaffold7.g3674.t1	XP_005849364.1
OG0005918	scaffold7.g3685.t1	XP_005849358.1
OG0005919	scaffold7.g3700.t1	XP_005851561.1
OG0005920	scaffold7.g3707.t1	XP_005848699.1
OG0005921	scaffold7.g3720.t1	XP_005850056.1
OG0005922	scaffold7.g3724.t1	XP_005849213.1
OG0005923	scaffold7.g3752.t1	XP_005843926.1
OG0005924	scaffold7.g3755.t1	XP_005843850.1
OG0005925	scaffold7.g3757.t1	XP_005843927.1
OG0005926	scaffold11.g3838.t1	XP_005851922.1
OG0005929	scaffold11.g3889.t1	XP_005844041.1
OG0005930	scaffold11.g3891.t1	XP_005844411.1
OG0005935	scaffold11.g3947.t1	XP_005852196.1
OG0005938	scaffold11.g3981.t1	XP_005851888.1
OG0005939	scaffold11.g3996.t1	XP_005852149.1
OG0005941	scaffold11.g4029.t1	XP_005848860.1
OG0005942	scaffold11.g4043.t1	XP_005844052.1
OG0005944	scaffold11.g4058.t1	XP_005843894.1
OG0005945	scaffold11.g4060.t1	XP_005848308.1
OG0005946	scaffold11.g4063.t1	XP_005843957.1
OG0005949	scaffold23.g4124.t1	XP_005845846.1
OG0005950	scaffold23.g4155.t1	XP_005848541.1
OG0005952	scaffold23.g4169.t1	XP_005848401.1
OG0005953	scaffold23.g4178.t1	XP_005848206.1
OG0005954	scaffold23.g4181.t1	XP_005848204.1
OG0005956	scaffold15.g4202.t1	XP_005848391.1
OG0005957	scaffold15.g4224.t1	XP_005848498.1
OG0005958	scaffold15.g4233.t1	XP_005848513.1
OG0005959	scaffold15.g4240.t1	XP_005848509.1
OG0005961	scaffold15.g4254.t1	XP_005848318.1
OG0005962	scaffold15.g4264.t1	XP_005848330.1
OG0005963	scaffold15.g4266.t1	XP_005848332.1
OG0005964	scaffold15.g4267.t1	XP_005848522.1
