Orthogroup	oneline_m_conductrix_genome_proteins	oneline_c_sorokiniana_genome_proteins
OG0005537	PSC75020.1	PRW33723.1
OG0005541	PSC68945.1	PRW45657.1
OG0005544	PSC74878.1	PRW33575.1
OG0005545	PSC74971.1	PRW33562.1
OG0005546	PSC67370.1	PRW33690.1
OG0005548	PSC74922.1	PRW33635.1
OG0005549	PSC74876.1	PRW33650.1
OG0005550	PSC74919.1	PRW33677.1
OG0005551	PSC74830.1	PRW33595.1
OG0005554	PSC70296.1	PRW33886.1
OG0005559	PSC72941.1	PRW32869.1
OG0005561	PSC74240.1	PRW61041.1
OG0005565	PSC67306.1	PRW20257.1
OG0005566	PSC71410.1	PRW20219.1
OG0005568	PSC75007.1	PRW32831.1
OG0005570	PSC75864.1	PRW50955.1
OG0005571	PSC70132.1	PRW20473.1
OG0005572	PSC68972.1, PSC72056.1	PRW44366.1
OG0005577	PSC68004.1	PRW20549.1
OG0005579	PSC67975.1	PRW20489.1
OG0005583	PSC70271.1	PRW20502.1
OG0005584	PSC70266.1	PRW20590.1
OG0005591	PSC69268.1	PRW33261.1
OG0005593	PSC73715.1	PRW33259.1
OG0005594	PSC73350.1	PRW39282.1
OG0005595	PSC73811.1	PRW33183.1
OG0005596	PSC68654.1	PRW33143.1
OG0005597	PSC73516.1	PRW39158.1
OG0005601	PSC67946.1	PRW59038.1
OG0005604	PSC76923.1	PRW58807.1
OG0005605	PSC67249.1	PRW39292.1
OG0005609	PSC70493.1	PRW60913.1
OG0005610	PSC76100.1	PRW59044.1
OG0005611	PSC76476.1	PRW59061.1
OG0005613	PSC76537.1	PRW58881.1
OG0005616	PSC73541.1	PRW33121.1
OG0005618	PSC75778.1	PRW59175.1
OG0005622	PSC73418.1	PRW59334.1
OG0005626	PSC70623.1	PRW61013.1
OG0005627	PSC76551.1	PRW58900.1
OG0005628	PSC76660.1	PRW58752.1
OG0005629	PSC76683.1	PRW59028.1
OG0005630	PSC71385.1	PRW56566.1, PRW56694.1
OG0005633	PSC73497.1	PRW61461.1
OG0005635	PSC67993.1	PRW59374.1
OG0005636	PSC67992.1	PRW59298.1
OG0005639	PSC67997.1	PRW59188.1
OG0005650	PSC76158.1	PRW20500.1
OG0005654	PSC68749.1	PRW32902.1
OG0005656	PSC75872.1	PRW50791.1
OG0005657	PSC75493.1	PRW50782.1
OG0005658	PSC76244.1	PRW60176.1
OG0005659	PSC76227.1	PRW51145.1
OG0005663	PSC70680.1	PRW57405.1
OG0005671	PSC73818.1	PRW50910.1
OG0005682	PSC71523.1	PRW56219.1
OG0005684	PSC73504.1	PRW59018.1
OG0005685	PSC67453.1	PRW55923.1
OG0005687	PSC72861.1	PRW18363.1
OG0005688	PSC72680.1	PRW18415.1
OG0005689	PSC72614.1	PRW18412.1
OG0005691	PSC72882.1	PRW18328.1
OG0005694	PSC72935.1	PRW18321.1
OG0005696	PSC74708.1	PRW20729.1
OG0005699	PSC76208.1	PRW32606.1
OG0005700	PSC67278.1	PRW61398.1
OG0005701	PSC74412.1	PRW20625.1
OG0005709	PSC74419.1, PSC74420.1	PRW20768.1
OG0005711	PSC69549.1	PRW57477.1
OG0005714	PSC69562.1	PRW20847.1
OG0005715	PSC69524.1	PRW20941.1
OG0005719	PSC74979.1	PRW20799.1
OG0005722	PSC72461.1	PRW56822.1
OG0005725	PSC72800.1	PRW56429.1
OG0005726	PSC72629.1	PRW56759.1
OG0005727	PSC75800.1	PRW05821.1
OG0005735	PSC72554.1	PRW56488.1
OG0005737	PSC72090.1	PRW57140.1
OG0005744	PSC67329.1	PRW45651.1
OG0005745	PSC72636.1	PRW55944.1
OG0005755	PSC71462.1	PRW56849.1
OG0005757	PSC71858.1	PRW39367.1
OG0005759	PSC71982.1	PRW39266.1
OG0005761	PSC71936.1	PRW39086.1
OG0005762	PSC75164.1	PRW60467.1
OG0005763	PSC67840.1	PRW39162.1
OG0005765	PSC67180.1	PRW39085.1
OG0005767	PSC67674.1	PRW39143.1
OG0005768	PSC67647.1	PRW39240.1
OG0005770	PSC67259.1	PRW39228.1
OG0005778	PSC75443.1	PRW44505.1
OG0005782	PSC68115.1	PRW56707.1
OG0005783	PSC68111.1	PRW56860.1
OG0005784	PSC68119.1	PRW56891.1
OG0005785	PSC69710.1	PRW56401.1
OG0005788	PSC72901.1	PRW56300.1
OG0005796	PSC69121.1	PRW39189.1
OG0005800	PSC72662.1	PRW56054.1
OG0005804	PSC70960.1	PRW44884.1
OG0005807	PSC73999.1	PRW61200.1
OG0005808	PSC72256.1	PRW57166.1
OG0005812	PSC71590.1	PRW56078.1
OG0005815	PSC70762.1	PRW57473.1
OG0005816	PSC69002.1	PRW56342.1
OG0005820	PSC67382.1	PRW33691.1
OG0005825	PSC70091.1	PRW33730.1
OG0005826	PSC75225.1	PRW60215.1
OG0005828	PSC75251.1	PRW45087.1
OG0005831	PSC73439.1	PRW61615.1
OG0005835	PSC75351.1	PRW44247.1
OG0005836	PSC75102.1	PRW60638.1
OG0005837	PSC75082.1	PRW60253.1
OG0005839	PSC74884.1	PRW60788.1
OG0005840	PSC75116.1	PRW60459.1
OG0005841	PSC75036.1	PRW60709.1
OG0005844	PSC75003.1	PRW60449.1
OG0005846	PSC68180.1	PRW60627.1
OG0005847	PSC68165.1	PRW60364.1
OG0005851	PSC74982.1	PRW60285.1
OG0005854	PSC73457.1	PRW61144.1
OG0005855	PSC74967.1	PRW60602.1
OG0005856	PSC68426.1	PRW60359.1
OG0005858	PSC68451.1	PRW60395.1
OG0005864	PSC67935.1	PRW60561.1
OG0005866	PSC68149.1	PRW60759.1
OG0005870	PSC74140.1	PRW60678.1
OG0005872	PSC74939.1	PRW60333.1
OG0005880	PSC74139.1	PRW60929.1
OG0005882	PSC67109.1	PRW05772.1
OG0005884	PSC67429.1	PRW33875.1
OG0005885	PSC67433.1	PRW34043.1
OG0005886	PSC67443.1	PRW33939.1
OG0005887	PSC67442.1	PRW33811.1
OG0005888	PSC67434.1	PRW33964.1
OG0005893	PSC76541.1	PRW33788.1
OG0005894	PSC73708.1	PRW45601.1
OG0005898	PSC74253.1	PRW18345.1
OG0005899	PSC72984.1	PRW58067.1
OG0005907	PSC72270.1	PRW57478.1
OG0005908	PSC73188.1	PRW57768.1
OG0005911	PSC73103.1	PRW57829.1
OG0005918	PSC76343.1	PRW32555.1
OG0005920	PSC67693.1	PRW20733.1
OG0005922	PSC68761.1	PRW20676.1
OG0005924	PSC74352.1	PRW60637.1
OG0005925	PSC68506.1	PRW60598.1
OG0005927	PSC67293.1	PRW61247.1
OG0005928	PSC73960.1	PRW60268.1
OG0005929	PSC69428.1	PRW60431.1
OG0005930	PSC69334.1	PRW60646.1
OG0005931	PSC67565.1	PRW60503.1
OG0005933	PSC68987.1	PRW60498.1
OG0005934	PSC68963.1	PRW60482.1
OG0005937	PSC74791.1	PRW20609.1
OG0005938	PSC75862.1	PRW51096.1
OG0005940	PSC74344.1	PRW60922.1
OG0005944	PSC67201.1	PRW20679.1
OG0005945	PSC68867.1	PRW20761.1
OG0005948	PSC71321.1	PRW58098.1
OG0005951	PSC67541.1	PRW61616.1
OG0005952	PSC74272.1	PRW60920.1
OG0005957	PSC70398.1	PRW44991.1
OG0005961	PSC70332.1	PRW44871.1
OG0005964	PSC70328.1	PRW45201.1
OG0005965	PSC70920.1	PRW45223.1
OG0005966	PSC70929.1	PRW44977.1
OG0005967	PSC75813.1	PRW45190.1
OG0005969	PSC67781.1	PRW45149.1
OG0005971	PSC69689.1	PRW59597.1
OG0005974	PSC71757.1	PRW21106.1
OG0005981	PSC73208.1	PRW59212.1
OG0005982	PSC76469.1	PRW58730.1
OG0005984	PSC73861.1	PRW58728.1
OG0005985	PSC69812.1	PRW56761.1
OG0005989	PSC76756.1	PRW57052.1
OG0005995	PSC71854.1	PRW59379.1
OG0005996	PSC71920.1	PRW58830.1
OG0005999	PSC70504.1	PRW59150.1
OG0006002	PSC76635.1	PRW58927.1
OG0006008	PSC68228.1	PRW57147.1
OG0006011	PSC72102.1	PRW56920.1
OG0006012	PSC70878.1	PRW44251.1
OG0006014	PSC74288.1	PRW61130.1
OG0006017	PSC70931.1	PRW44612.1
OG0006018	PSC70834.1	PRW58222.1
OG0006019	PSC69909.1	PRW44468.1
OG0006021	PSC76881.1	PRW32966.1
OG0006023	PSC69896.1	PRW44398.1
OG0006024	PSC70957.1	PRW44339.1
OG0006026	PSC69866.1	PRW44489.1
OG0006032	PSC69897.1	PRW44614.1
OG0006039	PSC73446.1	PRW61512.1
OG0006040	PSC69954.1	PRW44236.1
OG0006041	PSC69924.1	PRW44285.1
OG0006042	PSC70942.1	PRW44469.1
OG0006043	PSC70873.1	PRW44382.1
OG0006044	PSC72075.1	PRW57050.1
OG0006045	PSC69843.1	PRW44591.1
OG0006046	PSC76146.1	PRW59566.1
OG0006048	PSC73746.1	PRW59058.1
OG0006049	PSC69845.1	PRW44559.1
OG0006054	PSC68747.1	PRW20741.1
OG0006055	PSC68775.1	PRW20677.1
OG0006057	PSC69103.1	PRW57715.1
OG0006060	PSC67581.1	PRW39172.1
OG0006061	PSC73321.1	PRW39299.1
OG0006063	PSC68577.1	PRW58158.1
OG0006066	PSC68638.1	PRW58422.1
OG0006068	PSC75882.1	PRW58212.1
OG0006070	PSC75290.1	PRW58699.1
OG0006075	PSC67248.1	PRW58274.1
OG0006081	PSC75368.1	PRW58396.1
OG0006082	PSC75837.1	PRW58164.1
OG0006083	PSC75330.1	PRW58512.1
OG0006092	PSC75105.1	PRW58348.1
OG0006093	PSC74831.1	PRW58692.1
OG0006096	PSC68295.1	PRW58177.1
OG0006097	PSC68248.1	PRW58682.1
OG0006098	PSC68569.1	PRW45731.1
OG0006100	PSC73795.1	PRW58223.1
OG0006101	PSC76302.1	PRW58492.1
OG0006103	PSC77021.1	PRW58474.1
OG0006107	PSC73647.1	PRW57276.1
OG0006109	PSC76846.1	PRW58488.1
OG0006110	PSC76719.1	PRW58077.1
OG0006111	PSC76591.1	PRW58518.1
OG0006113	PSC76862.1	PRW58300.1
OG0006115	PSC77033.1	PRW58606.1
OG0006118	PSC73626.1	PRW58186.1
OG0006128	PSC68678.1	PRW32511.1
OG0006133	PSC76437.1	PRW58472.1
OG0006136	PSC73689.1	PRW45674.1
OG0006137	PSC74367.1	PRW20692.1
OG0006138	PSC74961.1	PRW20464.1
OG0006141	PSC69311.1	PRW45355.1
OG0006143	PSC72427.1	PRW45432.1
OG0006145	PSC70025.1	PRW33611.1
OG0006148	PSC74350.1	PRW61194.1
OG0006149	PSC73996.1	PRW61402.1
OG0006150	PSC74110.1	PRW61291.1
OG0006153	PSC75771.1	PRW44342.1
OG0006158	PSC72528.1	PRW56444.1
OG0006167	PSC72560.1	PRW56408.1
OG0006168	PSC69580.1	PRW59733.1
OG0006170	PSC69579.1	PRW60110.1
OG0006171	PSC72611.1	PRW59819.1
OG0006172	PSC72860.1	PRW59679.1
OG0006174	PSC71288.1	PRW18333.1
OG0006175	PSC71266.1	PRW18352.1
OG0006176	PSC69645.1	PRW59696.1
OG0006179	PSC69609.1	PRW60183.1
OG0006181	PSC68376.1	PRW59784.1
OG0006182	PSC68358.1	PRW59726.1
OG0006184	PSC68390.1	PRW59876.1
OG0006185	PSC68312.1	PRW60109.1
OG0006186	PSC68350.1	PRW59708.1
OG0006191	PSC71402.1	PRW59862.1
OG0006192	PSC71294.1	PRW59609.1
OG0006194	PSC71406.1	PRW59835.1
OG0006196	PSC71434.1	PRW59555.1
OG0006197	PSC70531.1	PRW61363.1
OG0006198	PSC68313.1	PRW59787.1
OG0006202	PSC76311.1	PRW59602.1
OG0006203	PSC69814.1	PRW56436.1
OG0006204	PSC71063.1	PRW59608.1
OG0006217	PSC76696.1	PRW60106.1
OG0006219	PSC74356.1	PRW61127.1
OG0006220	PSC72766.1	PRW56531.1
OG0006222	PSC73035.1	PRW59513.1
OG0006227	PSC67808.1	PRW59775.1
OG0006228	PSC73075.1	PRW59616.1
OG0006231	PSC73312.1	PRW61322.1
OG0006232	PSC73383.1	PRW61260.1
OG0006235	PSC74264.1	PRW61612.1
OG0006240	PSC74276.1	PRW61093.1
OG0006242	PSC72200.1	PRW57292.1
OG0006243	PSC74327.1	PRW60926.1
OG0006245	PSC69550.1	PRW57280.1
OG0006252	PSC74310.1	PRW61625.1
OG0006256	PSC73994.1	PRW61381.1
OG0006260	PSC72818.1	PRW56514.1
OG0006262	PSC74052.1	PRW60959.1
OG0006263	PSC68031.1	PRW05944.1
OG0006265	PSC75255.1	PRW50891.1
OG0006267	PSC67141.1	PRW05904.1
OG0006268	PSC75275.1	PRW50960.1
OG0006269	PSC68526.1	PRW60546.1
OG0006276	PSC71814.1	PRW21011.1
OG0006279	PSC71735.1	PRW20192.1
OG0006280	PSC72002.1	PRW33986.1
OG0006281	PSC77015.1	PRW33012.1
OG0006282	PSC76761.1, PSC76760.1	PRW32960.1
OG0006283	PSC76637.1	PRW33029.1
OG0006287	PSC73162.1	PRW45546.1
OG0006292	PSC76558.1	PRW32925.1
OG0006294	PSC76192.1	PRW33062.1
OG0006296	PSC70657.1	PRW57221.1
OG0006299	PSC70302.1	PRW45123.1
OG0006300	PSC70386.1	PRW45200.1
OG0006303	PSC67913.1	PRW61417.1
OG0006304	PSC68045.1	PRW45071.1
OG0006305	PSC67741.1	PRW45038.1
OG0006308	PSC68017.1	PRW33919.1
OG0006310	PSC73826.1	PRW45541.1
OG0006314	PSC70294.1	PRW33942.1
OG0006317	PSC70201.1	PRW34075.1
OG0006318	PSC70444.1	PRW45047.1
OG0006323	PSC71094.1	PRW57020.1
OG0006324	PSC71130.1	PRW57530.1
OG0006325	PSC71169.1	PRW57347.1
OG0006327	PSC76627.1	PRW59277.1
OG0006328	PSC71120.1	PRW57535.1
OG0006329	PSC71086.1	PRW57222.1
OG0006332	PSC72124.1	PRW57453.1
OG0006333	PSC74197.1	PRW21002.1
OG0006340	PSC69564.1	PRW57542.1
OG0006342	PSC70753.1	PRW57482.1
OG0006344	PSC70751.1	PRW57338.1
OG0006346	PSC70690.1	PRW57193.1
OG0006347	PSC70652.1	PRW57073.1
OG0006349	PSC70466.1	PRW44925.1
OG0006352	PSC73780.1	PRW57816.1
OG0006361	PSC70263.1	PRW33846.1
OG0006362	PSC70213.1	PRW33778.1
OG0006364	PSC70145.1	PRW33793.1
OG0006368	PSC74573.1	PRW55932.1
OG0006373	PSC74432.1	PRW20377.1
OG0006375	PSC74549.1	PRW20401.1
OG0006377	PSC74482.1	PRW20410.1
OG0006378	PSC74686.1	PRW20337.1
OG0006379	PSC71872.1	PRW05780.1
OG0006380	PSC69284.1, PSC69285.1	PRW60129.1, PRW05804.1
OG0006381	PSC75306.1	PRW05819.1
OG0006382	PSC69757.1	PRW05824.1
OG0006383	PSC69723.1	PRW05847.1
OG0006384	PSC69782.1, PSC69819.1	PRW05864.1
OG0006385	PSC75575.1	PRW05876.1
OG0006386	PSC68483.1, PSC68484.1	PRW05887.1
OG0006387	PSC68418.1	PRW05908.1, PRW05907.1
OG0006388	PSC68014.1	PRW05918.1, PRW05919.1
OG0006389	PSC67183.1	PRW05935.1
OG0006390	PSC72702.1	PRW18299.1
OG0006391	PSC72750.1	PRW18310.1
OG0006392	PSC72685.1	PRW18350.1
OG0006393	PSC72873.1	PRW18358.1
OG0006394	PSC72832.1	PRW18362.1
OG0006395	PSC73341.1	PRW18377.1
OG0006396	PSC72881.1	PRW18378.1
OG0006397	PSC72618.1, PSC73729.1, PSC72658.1	PRW18385.1
OG0006398	PSC72859.1	PRW18407.1
OG0006399	PSC72749.1	PRW18408.1
OG0006400	PSC67906.1	PRW20176.1
OG0006401	PSC70734.1	PRW20193.1
OG0006402	PSC70813.1	PRW20231.1
OG0006403	PSC70673.1	PRW20240.1
OG0006404	PSC68815.1, PSC68814.1	PRW20254.1
OG0006406	PSC70779.1	PRW20293.1
OG0006407	PSC74707.1	PRW20346.1
OG0006408	PSC74417.1	PRW20364.1
OG0006409	PSC72788.1, PSC76830.1, PSC76829.1	PRW20379.1
OG0006410	PSC74651.1	PRW20386.1
OG0006412	PSC71568.1	PRW20413.1
OG0006413	PSC74610.1	PRW20434.1, PRW20436.1, PRW20435.1
OG0006414	PSC70229.1	PRW20444.1
OG0006415	PSC70235.1	PRW20445.1
OG0006416	PSC69998.1	PRW20448.1
OG0006417	PSC69171.1	PRW20451.1
OG0006418	PSC70301.1, PSC70477.1	PRW20456.1
OG0006419	PSC70007.1	PRW20460.1
OG0006420	PSC68108.1	PRW20476.1
OG0006422	PSC70124.1	PRW20501.1
OG0006423	PSC69117.1	PRW20529.1
OG0006424	PSC70275.1	PRW20560.1
OG0006426	PSC67978.1	PRW20591.1
OG0006427	PSC69639.1	PRW20605.1
OG0006428	PSC69624.1	PRW20653.1
OG0006429	PSC71785.1	PRW20662.1
OG0006430	PSC76685.1, PSC76684.1	PRW20708.1
OG0006431	PSC67205.1	PRW20732.1
OG0006432	PSC69627.1	PRW20738.1
OG0006433	PSC68777.1	PRW20745.1
OG0006434	PSC71760.1	PRW20767.1
OG0006436	PSC75204.1	PRW20835.1
OG0006438	PSC73128.1	PRW20854.1
OG0006439	PSC69566.1	PRW20862.1
OG0006440	PSC69487.1	PRW20863.1
OG0006442	PSC76712.1	PRW20903.1
OG0006443	PSC76569.1	PRW20913.1
OG0006444	PSC76193.1	PRW20914.1
OG0006446	PSC74921.1	PRW20931.1
OG0006447	PSC76547.1	PRW20954.1
OG0006448	PSC69567.1	PRW20957.1
OG0006449	PSC71783.1	PRW20970.1
OG0006450	PSC71720.1	PRW20984.1
OG0006451	PSC71690.1	PRW20985.1
OG0006452	PSC71683.1	PRW20994.1
OG0006453	PSC71827.1	PRW21012.1
OG0006454	PSC71739.1	PRW21017.1
OG0006455	PSC71821.1	PRW21019.1
OG0006456	PSC71838.1, PSC71837.1	PRW21023.1
OG0006457	PSC71741.1	PRW21036.1, PRW21035.1
OG0006458	PSC71810.1, PSC71771.1	PRW21044.1
OG0006459	PSC70741.1	PRW21063.1
OG0006460	PSC73223.1	PRW45065.1, PRW21075.1
OG0006461	PSC71680.1	PRW21087.1
OG0006462	PSC71671.1	PRW21089.1
OG0006463	PSC71721.1	PRW21101.1
OG0006464	PSC71793.1	PRW21109.1
OG0006466	PSC71687.1	PRW21116.1
OG0006467	PSC71804.1	PRW21143.1
OG0006468	PSC71754.1	PRW21144.1
OG0006470	PSC76048.1	PRW32535.1
OG0006473	PSC73401.1	PRW32561.1
OG0006474	PSC68680.1	PRW32566.1
OG0006475	PSC73084.1	PRW32573.1
OG0006476	PSC76331.1	PRW32596.1
OG0006477	PSC75678.1	PRW32610.1
OG0006478	PSC75387.1	PRW32620.1
OG0006480	PSC68664.1	PRW32670.1
OG0006481	PSC76402.1	PRW32674.1
OG0006482	PSC76791.1	PRW32677.1
OG0006483	PSC73170.1	PRW32678.1
OG0006485	PSC74847.1, PSC75130.1	PRW32838.1
OG0006486	PSC73119.1	PRW32858.1
OG0006487	PSC76064.1	PRW32882.1
OG0006488	PSC69091.1	PRW32885.1
OG0006490	PSC71365.1	PRW32924.1
OG0006491	PSC76359.1	PRW32939.1
OG0006492	PSC67168.1	PRW32944.1
OG0006493	PSC72962.1	PRW32981.1
OG0006494	PSC77058.1	PRW33018.1
OG0006495	PSC77064.1, PSC71225.1	PRW33069.1
OG0006496	PSC73011.1	PRW33079.1
OG0006499	PSC71263.1	PRW33138.1
OG0006500	PSC69194.1	PRW33155.1
OG0006501	PSC71755.1	PRW33160.1
OG0006502	PSC68694.1	PRW33178.1
OG0006503	PSC69216.1	PRW33195.1
OG0006504	PSC69573.1	PRW33251.1
OG0006505	PSC69200.1, PSC69199.1	PRW33256.1
OG0006506	PSC71308.1	PRW33284.1
OG0006507	PSC69293.1	PRW33289.1
OG0006508	PSC69297.1	PRW33296.1
OG0006509	PSC68704.1	PRW33314.1
OG0006510	PSC69230.1	PRW33327.1
OG0006511	PSC68112.1	PRW33333.1
OG0006512	PSC74958.1	PRW33512.1
OG0006514	PSC75045.1	PRW33526.1
OG0006515	PSC67378.1	PRW33531.1
OG0006516	PSC74887.1	PRW33609.1
OG0006517	PSC67376.1	PRW33640.1
OG0006518	PSC76959.1, PSC70469.1	PRW33644.1
OG0006519	PSC70123.1	PRW33645.1
OG0006520	PSC74934.1	PRW33652.1
OG0006522	PSC74850.1	PRW33687.1
OG0006523	PSC70107.1	PRW33688.1
OG0006525	PSC74812.1	PRW33700.1
OG0006526	PSC74825.1, PSC74824.1	PRW33701.1
OG0006527	PSC74427.1	PRW33724.1
OG0006528	PSC67368.1	PRW33727.1
OG0006529	PSC74867.1	PRW33731.1
OG0006530	PSC70043.1	PRW33735.1
OG0006531	PSC67372.1, PSC67373.1	PRW33742.1, PRW33743.1
OG0006532	PSC70108.1	PRW33744.1
OG0006533	PSC76153.1	PRW33755.1
OG0006534	PSC73620.1	PRW33763.1
OG0006535	PSC76865.1	PRW33774.1
OG0006536	PSC70188.1	PRW33783.1
OG0006537	PSC68015.1	PRW33800.1
OG0006538	PSC70204.1	PRW33804.1
OG0006539	PSC70194.1, PSC70195.1	PRW33806.1
OG0006540	PSC70288.1	PRW33837.1
OG0006543	PSC69413.1	PRW33891.1
OG0006544	PSC70295.1	PRW33900.1
OG0006545	PSC76433.1	PRW33913.1
OG0006547	PSC76312.1	PRW33983.1
OG0006548	PSC76392.1	PRW33992.1
OG0006549	PSC67736.1	PRW33997.1
OG0006550	PSC67754.1	PRW34016.1
OG0006551	PSC67748.1	PRW34036.1
OG0006552	PSC76845.1	PRW34049.1
OG0006553	PSC70206.1	PRW34055.1
OG0006554	PSC70138.1	PRW34100.1
OG0006555	PSC67254.1	PRW39060.1
OG0006556	PSC71933.1	PRW39063.1
OG0006557	PSC71896.1	PRW39073.1
OG0006558	PSC72321.1	PRW57037.1, PRW39090.1
OG0006559	PSC67668.1	PRW39108.1
OG0006560	PSC71900.1	PRW39119.1
OG0006561	PSC67868.1	PRW39128.1
OG0006562	PSC71983.1	PRW39137.1
OG0006563	PSC67675.1	PRW39178.1
OG0006564	PSC73260.1	PRW39191.1
OG0006565	PSC67579.1	PRW39200.1
OG0006567	PSC67645.1	PRW39219.1
OG0006568	PSC72017.1	PRW39259.1
OG0006569	PSC71958.1	PRW39269.1
OG0006570	PSC67677.1	PRW39275.1
OG0006571	PSC71870.1	PRW39284.1
OG0006572	PSC71861.1	PRW39301.1
OG0006573	PSC71937.1	PRW39330.1
OG0006574	PSC71902.1	PRW39332.1
OG0006575	PSC67650.1	PRW39334.1
OG0006576	PSC72043.1	PRW39354.1
OG0006577	PSC72008.1	PRW39368.1
OG0006578	PSC71938.1	PRW39391.1
OG0006579	PSC69899.1	PRW44242.1
OG0006580	PSC75791.1	PRW44279.1
OG0006581	PSC70835.1	PRW44286.1
OG0006582	PSC70980.1, PSC70978.1	PRW44295.1
OG0006583	PSC75447.1	PRW44299.1
OG0006584	PSC69976.1	PRW44305.1
OG0006585	PSC69851.1	PRW44330.1
OG0006586	PSC69920.1	PRW44338.1
OG0006587	PSC69937.1	PRW44374.1
OG0006588	PSC75989.1	PRW44406.1
OG0006589	PSC75875.1	PRW44409.1
OG0006590	PSC75649.1	PRW44412.1
OG0006591	PSC68943.1	PRW44443.1
OG0006592	PSC69936.1	PRW44445.1
OG0006593	PSC70891.1	PRW44463.1
OG0006594	PSC67151.1	PRW44481.1
OG0006595	PSC70999.1	PRW44510.1
OG0006596	PSC70905.1	PRW44514.1
OG0006597	PSC75259.1	PRW44525.1
OG0006599	PSC70922.1	PRW44570.1
OG0006600	PSC70863.1	PRW44590.1
OG0006602	PSC72454.1	PRW58880.1, PRW44857.1
OG0006603	PSC70443.1	PRW44874.1
OG0006604	PSC68066.1, PSC68067.1	PRW44888.1
OG0006605	PSC70857.1	PRW44956.1
OG0006606	PSC67515.1	PRW44971.1
OG0006608	PSC67526.1	PRW45008.1
OG0006609	PSC70985.1	PRW45034.1
OG0006610	PSC70456.1	PRW45044.1
OG0006611	PSC67745.1	PRW45063.1
OG0006612	PSC67522.1	PRW45073.1
OG0006613	PSC70459.1	PRW45102.1
OG0006614	PSC70858.1	PRW45111.1
OG0006615	PSC74464.1	PRW45126.1
OG0006616	PSC70830.1	PRW45129.1
OG0006617	PSC70451.1	PRW45135.1
OG0006618	PSC70360.1	PRW45160.1
OG0006619	PSC70837.1	PRW45164.1
OG0006620	PSC70852.1	PRW45170.1
OG0006621	PSC70309.1	PRW45176.1
OG0006622	PSC75861.1	PRW60583.1, PRW45218.1
OG0006623	PSC73248.1	PRW45227.1
OG0006624	PSC70389.1	PRW45241.1
OG0006625	PSC70348.1	PRW45255.1
OG0006626	PSC75962.1, PSC75963.1	PRW45322.1
OG0006627	PSC68583.1	PRW45325.1
OG0006628	PSC68604.1	PRW45331.1
OG0006629	PSC72561.1	PRW45336.1
OG0006630	PSC69364.1	PRW45338.1
OG0006631	PSC72407.1	PRW45344.1
OG0006633	PSC73649.1	PRW45352.1
OG0006634	PSC74411.1	PRW45585.1, PRW45360.1
OG0006635	PSC68575.1	PRW45362.1
OG0006636	PSC69355.1	PRW45365.1
OG0006637	PSC68208.1	PRW45367.1
OG0006638	PSC71381.1	PRW45368.1
OG0006639	PSC73840.1	PRW45369.1, PRW59322.1
OG0006640	PSC68644.1	PRW45376.1
OG0006641	PSC68613.1	PRW45386.1
OG0006642	PSC73716.1	PRW45388.1
OG0006643	PSC73618.1	PRW45400.1
OG0006644	PSC73569.1	PRW45430.1
OG0006645	PSC68974.1	PRW45436.1
OG0006646	PSC69427.1	PRW45438.1
OG0006647	PSC73219.1	PRW45439.1
OG0006648	PSC68229.1	PRW45443.1
OG0006649	PSC67327.1	PRW45453.1
OG0006650	PSC67323.1	PRW45475.1
OG0006651	PSC68212.1	PRW45487.1
OG0006652	PSC73602.1	PRW45493.1
OG0006653	PSC71767.1	PRW45494.1
OG0006655	PSC68226.1	PRW45498.1
OG0006656	PSC67319.1	PRW45505.1
OG0006657	PSC68231.1	PRW45515.1
OG0006658	PSC67315.1, PSC67314.1	PRW45518.1
OG0006659	PSC73825.1	PRW45539.1
OG0006660	PSC72513.1	PRW45543.1
OG0006661	PSC73558.1	PRW45576.1
OG0006662	PSC73845.1	PRW45612.1
OG0006663	PSC69416.1	PRW45626.1
OG0006665	PSC75551.1	PRW50869.1, PRW51080.1, PRW45675.1
OG0006667	PSC69422.1	PRW45723.1
OG0006668	PSC73600.1	PRW45729.1
OG0006669	PSC73911.1	PRW45744.1
OG0006670	PSC69601.1	PRW45745.1, PRW60337.1
OG0006671	PSC69804.1, PSC69803.1	PRW50750.1
OG0006672	PSC75938.1	PRW50751.1
OG0006673	PSC75404.1	PRW50770.1
OG0006675	PSC76842.1	PRW50793.1
OG0006676	PSC75561.1	PRW50800.1
OG0006677	PSC75777.1	PRW50806.1
OG0006678	PSC75231.1	PRW50816.1
OG0006679	PSC75735.1	PRW50822.1
OG0006681	PSC75986.1, PSC75985.1	PRW50917.1
OG0006683	PSC72727.1, PSC69738.1	PRW50944.1
OG0006684	PSC68079.1	PRW50969.1
OG0006685	PSC77046.1	PRW50970.1
OG0006686	PSC76363.1	PRW50980.1
OG0006688	PSC73841.1	PRW50998.1
OG0006689	PSC75640.1	PRW51018.1
OG0006690	PSC76662.1	PRW51022.1
OG0006691	PSC75276.1	PRW51035.1
OG0006692	PSC75724.1	PRW51050.1
OG0006693	PSC75823.1	PRW51169.1
OG0006694	PSC75507.1	PRW51179.1
OG0006695	PSC71533.1, PSC71539.1	PRW55888.1
OG0006696	PSC71591.1	PRW55916.1
OG0006697	PSC71794.1	PRW55920.1
OG0006698	PSC72600.1	PRW55926.1
OG0006699	PSC72713.1	PRW55943.1
OG0006700	PSC71465.1	PRW55957.1
