Orthogroup	oneline_m_conductrix_genome_proteins	oneline_c_vulgaris_genome_proteins
OG0006605	PSC70857.1	KAI3426439.1
OG0006606	PSC67515.1	KAI3426119.1
OG0006608	PSC67526.1	KAI3426110.1
OG0006609	PSC70985.1	KAI3426470.1
OG0006610	PSC70456.1	KAI3426307.1
OG0006611	PSC67745.1	KAI3426508.1
OG0006612	PSC67522.1	KAI3426113.1
OG0006613	PSC70459.1	KAI3426377.1
OG0006614	PSC70858.1	KAI3426406.1
OG0006615	PSC74464.1	KAI3424118.1
OG0006616	PSC70830.1	KAI3431471.1
OG0006617	PSC70451.1	KAI3426236.1
OG0006618	PSC70360.1	KAI3426252.1
OG0006619	PSC70837.1	KAI3426402.1
OG0006620	PSC70852.1	KAI3426452.1
OG0006621	PSC70309.1	KAI3426325.1
OG0006623	PSC73248.1	KAI3426187.1
OG0006624	PSC70389.1	KAI3426281.1
OG0006625	PSC70348.1	KAI3426342.1
OG0006626	PSC75962.1, PSC75963.1	KAI3426900.1
OG0006627	PSC68583.1	KAI3424880.1
OG0006628	PSC68604.1	KAI3424940.1
OG0006629	PSC72561.1	KAI3425023.1
OG0006630	PSC69364.1	KAI3425052.1
OG0006631	PSC72407.1	KAI3425030.1
OG0006633	PSC73649.1	KAI3424787.1
OG0006635	PSC68575.1	KAI3424911.1
OG0006636	PSC69355.1	KAI3425099.1
OG0006637	PSC68208.1	KAI3430864.1
OG0006638	PSC71381.1	KAI3429679.1
OG0006639	PSC73840.1	KAI3424989.1
OG0006640	PSC68644.1	KAI3424944.1
OG0006641	PSC68613.1	KAI3424926.1
OG0006642	PSC73716.1	KAI3424827.1
OG0006643	PSC73618.1	KAI3424865.1
OG0006644	PSC73569.1	KAI3424801.1
OG0006645	PSC68974.1	KAI3424962.1
OG0006646	PSC69427.1	KAI3425063.1
OG0006647	PSC73219.1	KAI3428045.1
OG0006648	PSC68229.1	KAI3424743.1
OG0006649	PSC67327.1	KAI3424713.1
OG0006650	PSC67323.1	KAI3424708.1
OG0006651	PSC68212.1	KAI3424718.1
OG0006652	PSC73602.1	KAI3424813.1
OG0006653	PSC71767.1	KAI3425051.1
OG0006655	PSC68226.1	KAI3424732.1
OG0006656	PSC67319.1	KAI3424701.1
OG0006657	PSC68231.1	KAI3424724.1
OG0006658	PSC67315.1, PSC67314.1	KAI3424714.1
OG0006659	PSC73825.1	KAI3424776.1
OG0006660	PSC72513.1	KAI3425039.1
OG0006661	PSC73558.1	KAI3424878.1
OG0006662	PSC73845.1	KAI3424810.1
OG0006663	PSC69416.1	KAI3425096.1
OG0006667	PSC69422.1	KAI3425047.1
OG0006668	PSC73600.1	KAI3424844.1
OG0006669	PSC73911.1	KAI3424802.1
OG0006671	PSC69804.1, PSC69803.1	KAI3426848.1
OG0006672	PSC75938.1	KAI3427070.1
OG0006673	PSC75404.1	KAI3426913.1
OG0006675	PSC76842.1	KAI3436137.1
OG0006676	PSC75561.1	KAI3426953.1
OG0006677	PSC75777.1	KAI3427085.1
OG0006678	PSC75231.1	KAI3426882.1
OG0006679	PSC75735.1	KAI3427158.1
OG0006681	PSC75986.1, PSC75985.1	KAI3427069.1
OG0006683	PSC72727.1, PSC69738.1	KAI3426845.1
OG0006684	PSC68079.1	KAI3426870.1
OG0006685	PSC77046.1	KAI3427060.1
OG0006686	PSC76363.1	KAI3427037.1
OG0006688	PSC73841.1	KAI3427244.1
OG0006689	PSC75640.1	KAI3427137.1
OG0006690	PSC76662.1	KAI3427046.1
OG0006691	PSC75276.1	KAI3426919.1
OG0006692	PSC75724.1	KAI3427084.1
OG0006693	PSC75823.1	KAI3427209.1
OG0006694	PSC75507.1	KAI3426905.1
OG0006695	PSC71533.1, PSC71539.1	KAI3436701.1
OG0006696	PSC71591.1	KAI3436682.1
OG0006697	PSC71794.1	KAI3424082.1
OG0006698	PSC72600.1	KAI3436593.1
OG0006699	PSC72713.1	KAI3436605.1
OG0006700	PSC71465.1	KAI3436776.1
OG0006701	PSC71482.1	KAI3436676.1
OG0006702	PSC72633.1	KAI3436579.1
OG0006703	PSC69067.1	KAI3436520.1
OG0006704	PSC69045.1	KAI3436472.1
OG0006705	PSC72909.1	KAI3436549.1
OG0006706	PSC72805.1, PSC72479.1	KAI3436530.1
OG0006708	PSC72858.1	KAI3436526.1
OG0006709	PSC68994.1	KAI3436492.1
OG0006710	PSC71659.1	KAI3436668.1
OG0006711	PSC72830.1	KAI3436653.1
OG0006712	PSC67451.1	KAI3436867.1
OG0006713	PSC72620.1	KAI3436826.1
OG0006715	PSC71509.1	KAI3436783.1
OG0006716	PSC72916.1	KAI3436625.1
OG0006717	PSC71454.1	KAI3436695.1
OG0006718	PSC71655.1	KAI3436735.1
OG0006719	PSC71612.1	KAI3436677.1
OG0006720	PSC71521.1	KAI3436639.1
OG0006722	PSC69020.1	KAI3430579.1
OG0006723	PSC72469.1	KAI3428040.1
OG0006724	PSC69725.1	KAI3428319.1
OG0006725	PSC72546.1	KAI3428119.1
OG0006726	PSC72545.1	KAI3428112.1
OG0006727	PSC71545.1	KAI3428232.1
OG0006728	PSC69839.1	KAI3428373.1
OG0006729	PSC72624.1	KAI3428180.1
OG0006730	PSC71475.1	KAI3428246.1
OG0006731	PSC72556.1	KAI3427938.1
OG0006732	PSC69793.1	KAI3428344.1
OG0006733	PSC71559.1	KAI3428245.1
OG0006734	PSC72392.1	KAI3427930.1
OG0006735	PSC72865.1	KAI3428170.1
OG0006736	PSC72474.1	KAI3428138.1
OG0006737	PSC71613.1	KAI3428257.1
OG0006738	PSC72489.1	KAI3427950.1
OG0006739	PSC69712.1	KAI3428372.1
OG0006740	PSC72824.1	KAI3428178.1
OG0006741	PSC72418.1	KAI3427915.1
OG0006743	PSC71450.1	KAI3428234.1
OG0006747	PSC74050.1	KAI3424124.1
OG0006748	PSC76455.1	KAI3438401.1
OG0006749	PSC71153.1	KAI3438028.1
OG0006750	PSC72332.1	KAI3438183.1
OG0006751	PSC72145.1	KAI3438327.1
OG0006752	PSC72077.1	KAI3438268.1, KAI3438267.1
OG0006753	PSC72191.1	KAI3438239.1
OG0006754	PSC70667.1	KAI3437912.1
OG0006755	PSC72181.1	KAI3438191.1
OG0006756	PSC72326.1	KAI3438083.1
OG0006757	PSC70812.1	KAI3437837.1
OG0006758	PSC68219.1	KAI3438382.1
OG0006759	PSC70777.1	KAI3437856.1
OG0006760	PSC72257.1	KAI3438120.1
OG0006761	PSC70694.1	KAI3437916.1
OG0006762	PSC71047.1	KAI3438046.1
OG0006763	PSC71072.1	KAI3437958.1
OG0006764	PSC69449.1	KAI3437798.1
OG0006765	PSC70809.1	KAI3437913.1
OG0006766	PSC70782.1	KAI3437849.1
OG0006768	PSC72225.1	KAI3438134.1
OG0006769	PSC71070.1	KAI3437988.1
OG0006771	PSC68207.1	KAI3438375.1
OG0006772	PSC72169.1	KAI3438216.1
OG0006774	PSC72138.1	KAI3438333.1
OG0006775	PSC73775.1	KAI3438391.1
OG0006776	PSC69498.1	KAI3437787.1
OG0006777	PSC71124.1	KAI3437990.1
OG0006778	PSC69569.1	KAI3437813.1
OG0006779	PSC70706.1	KAI3437868.1
OG0006780	PSC72114.1	KAI3438197.1
OG0006781	PSC70733.1	KAI3437918.1
OG0006782	PSC72296.1	KAI3438233.1
OG0006783	PSC71113.1	KAI3437939.1
OG0006785	PSC72126.1	KAI3438308.1
OG0006786	PSC69515.1	KAI3437805.1
OG0006787	PSC72073.1, PSC72072.1	KAI3438313.1
OG0006788	PSC72201.1	KAI3438339.1
OG0006789	PSC71033.1	KAI3437976.1
OG0006790	PSC72175.1	KAI3438244.1
OG0006791	PSC72058.1	KAI3438141.1
OG0006792	PSC70651.1	KAI3437863.1
OG0006793	PSC72285.1	KAI3438279.1
OG0006794	PSC72173.1	KAI3438210.1
OG0006795	PSC72151.1	KAI3438185.1
OG0006796	PSC71193.1	KAI3437987.1
OG0006797	PSC72153.1	KAI3438299.1
OG0006798	PSC70816.1	KAI3437861.1
OG0006799	PSC70713.1	KAI3437877.1
OG0006800	PSC68250.1	KAI3426448.1
OG0006801	PSC74575.1	KAI3425775.1
OG0006803	PSC73118.1	KAI3434661.1
OG0006804	PSC73030.1	KAI3434722.1
OG0006805	PSC74691.1	KAI3425894.1
OG0006807	PSC74767.1	KAI3425832.1
OG0006808	PSC74402.1	KAI3425831.1
OG0006810	PSC74741.1	KAI3425833.1
OG0006811	PSC72950.1	KAI3434775.1
OG0006812	PSC67460.1	KAI3437815.1
OG0006813	PSC73120.1	KAI3434735.1
OG0006814	PSC76678.1	KAI3434829.1
OG0006815	PSC74701.1	KAI3425850.1
OG0006816	PSC73599.1	KAI3425721.1
OG0006818	PSC69128.1	KAI3434612.1
OG0006819	PSC75059.1	KAI3425908.1
OG0006820	PSC69161.1	KAI3434603.1
OG0006821	PSC73191.1	KAI3434744.1
OG0006822	PSC69126.1	KAI3434624.1
OG0006823	PSC72968.1	KAI3434763.1
OG0006824	PSC73149.1	KAI3434800.1
OG0006825	PSC74357.1	KAI3425783.1
OG0006826	PSC75076.1	KAI3425918.1
OG0006827	PSC73838.1	KAI3425750.1
OG0006828	PSC74528.1	KAI3425871.1, KAI3425874.1
OG0006830	PSC76259.1	KAI3433307.1
OG0006831	PSC73763.1	KAI3433485.1
OG0006833	PSC73968.1	KAI3425784.1
OG0006834	PSC73697.1	KAI3427969.1, KAI3430289.1
OG0006835	PSC76639.1	KAI3433436.1
OG0006837	PSC75768.1	KAI3433720.1
OG0006838	PSC75842.1	KAI3433751.1
OG0006839	PSC76629.1	KAI3433320.1
OG0006840	PSC68865.1	KAI3433668.1
OG0006841	PSC76122.1	KAI3433402.1
OG0006842	PSC67366.1	KAI3433682.1
OG0006843	PSC67362.1	KAI3433715.1
OG0006844	PSC68244.1	KAI3433574.1
OG0006845	PSC68263.1	KAI3433568.1
OG0006846	PSC73679.1	KAI3433509.1
OG0006848	PSC68587.1, PSC68588.1	KAI3433925.1
OG0006849	PSC76361.1	KAI3432311.1
OG0006850	PSC72501.1	KAI3428042.1
OG0006851	PSC68709.1	KAI3423808.1
OG0006852	PSC75931.1	KAI3433903.1
OG0006853	PSC68847.1	KAI3433629.1
OG0006854	PSC76438.1	KAI3433393.1
OG0006855	PSC75816.1	KAI3433863.1
OG0006856	PSC76803.1	KAI3433336.1
OG0006857	PSC75928.1	KAI3433764.1
OG0006858	PSC69670.1	KAI3438708.1
OG0006859	PSC68259.1	KAI3433571.1
OG0006860	PSC75543.1	KAI3433851.1
OG0006861	PSC76316.1	KAI3433332.1
OG0006862	PSC73807.1	KAI3433438.1
OG0006863	PSC67359.1	KAI3433681.1
OG0006865	PSC73914.1	KAI3433441.1
OG0006866	PSC70586.1	KAI3436477.1
OG0006867	PSC73821.1	KAI3433446.1
OG0006868	PSC76418.1	KAI3433340.1
OG0006869	PSC68894.1	KAI3433624.1
OG0006871	PSC76936.1	KAI3433309.1
OG0006872	PSC68899.1	KAI3433645.1
OG0006874	PSC73754.1	KAI3433510.1
OG0006875	PSC74837.1	KAI3433605.1
OG0006876	PSC75515.1	KAI3433752.1
OG0006877	PSC76023.1	KAI3438747.1
OG0006879	PSC75949.1	KAI3438869.1
OG0006880	PSC67922.1	KAI3439130.1
OG0006881	PSC69719.1	KAI3424464.1
OG0006882	PSC73396.1, PSC73397.1	KAI3439087.1
OG0006883	PSC73267.1	KAI3438896.1
OG0006884	PSC75945.1	KAI3438845.1
OG0006885	PSC75841.1	KAI3438649.1
OG0006886	PSC75851.1	KAI3438849.1
OG0006887	PSC73913.1	KAI3424815.1
OG0006888	PSC76037.1	KAI3438592.1
OG0006889	PSC75492.1	KAI3438511.1
OG0006890	PSC75810.1	KAI3439037.1
OG0006891	PSC76947.1	KAI3438787.1
OG0006892	PSC73561.1, PSC73691.1	KAI3438997.1
OG0006893	PSC73786.1	KAI3438548.1
OG0006894	PSC75257.1	KAI3439035.1
OG0006895	PSC75338.1	KAI3438504.1
OG0006896	PSC76303.1	KAI3438420.1
OG0006897	PSC75651.1	KAI3438499.1
OG0006898	PSC67876.1	KAI3438626.1
OG0006899	PSC75844.1	KAI3438651.1
OG0006900	PSC75656.1	KAI3438681.1
OG0006901	PSC76886.1	KAI3438764.1
OG0006902	PSC68006.1	KAI3438600.1
OG0006904	PSC75498.1	KAI3438652.1
OG0006905	PSC76653.1	KAI3438805.1
OG0006906	PSC67963.1	KAI3438941.1
OG0006907	PSC73240.1	KAI3438977.1
OG0006908	PSC75413.1	KAI3438668.1
OG0006909	PSC69088.1	KAI3430415.1
OG0006910	PSC75711.1	KAI3438517.1
OG0006911	PSC76052.1	KAI3438409.1
OG0006912	PSC76444.1	KAI3438782.1
OG0006914	PSC67886.1	KAI3439072.1
OG0006915	PSC76307.1	KAI3438428.1
OG0006916	PSC72367.1	KAI3438957.1, KAI3423018.1
OG0006917	PSC72475.1	KAI3438955.1
OG0006918	PSC76924.1	KAI3438720.1
OG0006920	PSC75668.1	KAI3438853.1
OG0006921	PSC67159.1, PSC75762.1	KAI3438450.1
OG0006922	PSC76867.1	KAI3436201.1
OG0006923	PSC71127.1	KAI3436023.1
OG0006924	PSC73687.1	KAI3429354.1, KAI3435706.1
OG0006925	PSC71340.1	KAI3435914.1
OG0006926	PSC71296.1	KAI3435902.1
OG0006927	PSC76148.1	KAI3436159.1
OG0006928	PSC69652.1	KAI3435711.1
OG0006929	PSC73171.1	KAI3436302.1
OG0006930	PSC67403.1	KAI3436311.1
OG0006931	PSC69691.1	KAI3435738.1
OG0006932	PSC71353.1	KAI3435908.1
OG0006933	PSC68352.1	KAI3435806.1
OG0006934	PSC71276.1	KAI3435909.1
OG0006935	PSC70855.1	KAI3436338.1
OG0006936	PSC73209.1	KAI3436269.1
OG0006937	PSC69635.1	KAI3435710.1
OG0006938	PSC76542.1	KAI3436242.1
OG0006939	PSC71306.1	KAI3435915.1
OG0006940	PSC68340.1	KAI3435817.1
OG0006942	PSC76879.1	KAI3436066.1
OG0006943	PSC68389.1	KAI3435830.1
OG0006944	PSC69655.1	KAI3435694.1
OG0006945	PSC77063.1	KAI3436140.1
OG0006946	PSC71375.1	KAI3435858.1
OG0006947	PSC71374.1	KAI3435856.1
OG0006948	PSC76195.1	KAI3436142.1
OG0006949	PSC76809.1	KAI3436208.1
OG0006950	PSC76828.1	KAI3436187.1
OG0006951	PSC69658.1	KAI3435643.1
OG0006952	PSC69600.1	KAI3435686.1
OG0006953	PSC76077.1	KAI3436188.1
OG0006954	PSC69614.1	KAI3435642.1
OG0006955	PSC68384.1	KAI3435788.1
OG0006956	PSC68323.1	KAI3435787.1
OG0006957	PSC69572.1	KAI3435674.1
OG0006958	PSC70844.1	KAI3436327.1
OG0006960	PSC68317.1	KAI3435811.1
OG0006962	PSC71233.1	KAI3435901.1
OG0006963	PSC73196.1	KAI3436279.1
OG0006964	PSC71400.1	KAI3435936.1
OG0006965	PSC73110.1	KAI3436282.1
OG0006966	PSC71097.1	KAI3436014.1
OG0006967	PSC73168.1	KAI3430457.1
OG0006968	PSC74881.1	KAI3429554.1
OG0006969	PSC74201.1	KAI3429766.1
OG0006970	PSC67925.1	KAI3429616.1
OG0006971	PSC69374.1	KAI3429572.1
OG0006972	PSC68168.1	KAI3429376.1
OG0006973	PSC67562.1	KAI3429648.1
OG0006974	PSC68782.1, PSC67573.1	KAI3429629.1
OG0006975	PSC74864.1	KAI3429553.1
OG0006976	PSC75133.1	KAI3429529.1
OG0006977	PSC68427.1	KAI3429298.1
OG0006978	PSC74293.1	KAI3429708.1
OG0006979	PSC68500.1	KAI3429894.1
OG0006980	PSC69384.1	KAI3429573.1
OG0006981	PSC67897.1	KAI3429614.1
OG0006982	PSC67549.1	KAI3429650.1
OG0006983	PSC74220.1	KAI3429728.1
OG0006984	PSC74901.1	KAI3429440.1
OG0006985	PSC69357.1	KAI3429587.1
OG0006986	PSC75201.1	KAI3429403.1
OG0006987	PSC70514.1, PSC68173.1	KAI3429379.1
OG0006988	PSC71809.1	KAI3425175.1
OG0006989	PSC75056.1	KAI3429502.1
OG0006990	PSC67567.1	KAI3429653.1
OG0006991	PSC75145.1	KAI3429443.1
OG0006992	PSC75148.1	KAI3429465.1
OG0006994	PSC68515.1, PSC68516.1	KAI3429885.1
OG0006995	PSC68416.1	KAI3429295.1
OG0006996	PSC69383.1	KAI3429601.1
OG0006997	PSC68498.1	KAI3429877.1
OG0007000	PSC69397.1	KAI3429568.1
OG0007001	PSC68177.1	KAI3429395.1
OG0007002	PSC75905.1	KAI3426956.1
OG0007003	PSC69415.1	KAI3429594.1
OG0007004	PSC75015.1	KAI3429448.1
OG0007005	PSC69330.1	KAI3429604.1
OG0007006	PSC68927.1	KAI3429676.1
OG0007007	PSC74951.1	KAI3429528.1
OG0007009	PSC68164.1	KAI3429390.1
OG0007010	PSC68469.1	KAI3429343.1
OG0007012	PSC74292.1	KAI3432384.1
OG0007013	PSC74722.1	KAI3432666.1
OG0007014	PSC73970.1	KAI3436868.1
OG0007016	PSC73394.1	KAI3432401.1
OG0007017	PSC74334.1	KAI3423407.1
OG0007018	PSC74000.1	KAI3424136.1
OG0007019	PSC74238.1	KAI3424160.1
OG0007020	PSC74353.1	KAI3426969.1
OG0007021	PSC74777.1	KAI3432670.1
OG0007022	PSC74239.1	KAI3432597.1
OG0007023	PSC73303.1	KAI3432425.1
OG0007024	PSC73481.1	KAI3432459.1
OG0007025	PSC70565.1	KAI3432364.1
OG0007026	PSC73533.1	KAI3432393.1
OG0007027	PSC70490.1	KAI3432365.1
OG0007028	PSC70598.1	KAI3432874.1
OG0007029	PSC73462.1	KAI3432244.1
OG0007030	PSC73241.1	KAI3432208.1
OG0007031	PSC74859.1	KAI3434878.1
OG0007032	PSC73406.1	KAI3432258.1
OG0007033	PSC69035.1	KAI3423890.1
OG0007034	PSC74149.1	KAI3424201.1
OG0007035	PSC74294.1	KAI3432693.1
OG0007037	PSC74114.1	KAI3426276.1
OG0007038	PSC70552.1, PSC70551.1	KAI3429808.1
OG0007039	PSC74250.1	KAI3425785.1
OG0007040	PSC70506.1	KAI3432620.1
OG0007041	PSC73485.1	KAI3432853.1
OG0007042	PSC74262.1	KAI3423419.1
OG0007044	PSC70577.1	KAI3424419.1
OG0007045	PSC73448.1	KAI3427147.1
OG0007046	PSC74527.1	KAI3424266.1
OG0007047	PSC74964.1	KAI3428429.1
OG0007048	PSC74161.1	KAI3424120.1
OG0007049	PSC74297.1	KAI3424249.1
OG0007050	PSC73495.1	KAI3432249.1
OG0007051	PSC70629.1	KAI3432879.1
OG0007052	PSC70576.1	KAI3427223.1
OG0007054	PSC67277.1	KAI3432351.1
OG0007055	PSC73261.1	KAI3432246.1
OG0007056	PSC73329.1	KAI3432268.1
OG0007057	PSC74159.1	KAI3432726.1
OG0007058	PSC74311.1	KAI3424245.1
OG0007059	PSC74570.1	KAI3424265.1
OG0007061	PSC74660.1	KAI3424257.1
OG0007064	PSC69722.1	KAI3426322.1
OG0007065	PSC74956.1, PSC74952.1	KAI3430978.1
OG0007067	PSC75893.1, PSC75894.1	KAI3439097.1
OG0007070	PSC67955.1	KAI3424380.1
OG0007071	PSC74609.1, PSC74608.1	KAI3424369.1
OG0007073	PSC72495.1, PSC73268.1	KAI3438979.1
OG0007074	PSC67341.1, PSC68271.1	KAI3430633.1
OG0007075	PSC73279.1	KAI3432385.1, KAI3432386.1
OG0007079	PSC74059.1	KAI3424170.1, KAI3425884.1
OG0007080	PSC75714.1	KAI3424197.1, KAI3424196.1
OG0007081	PSC71908.1	KAI3431428.1
OG0007082	PSC69681.1	KAI3435724.1
OG0007083	PSC72334.1	KAI3438294.1, KAI3438295.1
OG0007087	PSC76345.1, PSC76344.1	KAI3437647.1
OG0007088	PSC70168.1, PSC70169.1	KAI3426162.1
OG0007093	PSC71912.1, PSC67162.1	KAI3438455.1
OG0007094	PSC73524.1	KAI3432653.1, KAI3432652.1
OG0007095	PSC76016.1, PSC76015.1	KAI3438816.1
OG0007096	PSC76613.1, PSC76612.1	KAI3438405.1
OG0007099	PSC72691.1	KAI3428172.1, KAI3428171.1
OG0007100	PSC72653.1	KAI3431704.1, KAI3436565.1
OG0007101	PSC76328.1, PSC76327.1	KAI3433433.1
OG0007102	PSC75994.1	KAI3429539.1, KAI3429538.1
OG0007103	PSC68514.1	KAI3429841.1
OG0007105	PSC72113.1, PSC74336.1	KAI3424188.1, KAI3424187.1
OG0007108	PSC73630.1, PSC73711.1, PSC73710.1	KAI3424877.1
OG0007109	PSC72520.1, PSC72515.1, PSC72500.1	KAI3425013.1
OG0007111	PSC70127.1	KAI3425166.1, KAI3425167.1, KAI3425168.1
OG0007118	PSC76602.1, PSC77047.1	KAI3430236.1, KAI3430238.1
OG0007123	PSC71526.1, PSC68367.1, PSC69574.1	KAI3435753.1
OG0007125	PSC76718.1	KAI3436235.1, KAI3436234.1, KAI3436233.1
OG0007126	PSC76054.1, PSC76055.1	KAI3436478.1, KAI3436479.1
OG0007128	PSC71541.1, PSC71540.1, PSC71542.1	KAI3438870.1
OG0007144	PSC72587.1	KAI3425037.1
OG0007164	PSC69265.1	KAI3431848.1
OG0007166	PSC73823.1	KAI3431638.1
OG0007171	PSC68758.1	KAI3431688.1
OG0007193	PSC76534.1	KAI3438807.1
OG0007194	PSC75573.1	KAI3428771.1
OG0007197	PSC75826.1	KAI3427173.1
OG0007203	PSC74006.1	KAI3436571.1
OG0007206	PSC72670.1	KAI3435560.1
OG0007207	PSC71401.1	KAI3435594.1
OG0007208	PSC73456.1	KAI3423853.1
OG0007213	PSC72870.1	KAI3430759.1
OG0007216	PSC69452.1	KAI3437767.1
OG0007240	PSC71239.1	KAI3430667.1
OG0007244	PSC68253.1	KAI3430623.1
OG0007250	PSC71697.1	KAI3430879.1
OG0007268	PSC74926.1	KAI3429499.1
OG0007279	PSC68322.1	KAI3435768.1
OG0007291	PSC76824.1	KAI3434953.1
OG0007292	PSC73029.1	KAI3434805.1
OG0007301	PSC74426.1	KAI3434470.1
OG0007312	PSC70874.1	KAI3426453.1
OG0007320	PSC75876.1	KAI3424822.1
OG0007326	PSC73749.1	KAI3438394.1
OG0007330	PSC73782.1	KAI3438545.1
OG0007331	PSC68199.1	KAI3438387.1
OG0007336	PSC71812.1	KAI3430744.1
OG0007358	PSC73760.1	KAI3433534.1
OG0007362	PSC73876.1	KAI3433522.1
OG0007374	PSC73370.1	KAI3432212.1
OG0007406	PSC73443.1	KAI3432272.1
OG0007412	PSC74318.1	KAI3423418.1
OG0007415	PSC67633.1	KAI3431286.1
OG0007421	PSC76235.1	KAI3430536.1
OG0007427	PSC70950.1	KAI3426459.1
OG0007451	PSC74697.1	KAI3425823.1
OG0007468	PSC75830.1	KAI3428781.1
OG0007469	PSC75617.1	KAI3428800.1
OG0007470	PSC75555.1	KAI3428773.1
OG0007472	PSC67805.1	KAI3427313.1
OG0007474	PSC72857.1	KAI3435515.1
OG0007479	PSC70693.1	KAI3430690.1
OG0007480	PSC70774.1	KAI3430995.1
OG0007481	PSC75128.1	KAI3430611.1
OG0007482	PSC74751.1	KAI3424293.1
OG0007484	PSC74441.1	KAI3424366.1
OG0007485	PSC74562.1	KAI3424343.1
OG0007496	PSC67949.1	KAI3430334.1
OG0007497	PSC67712.1	KAI3434851.1
OG0007501	PSC71805.1	KAI3439073.1
OG0007505	PSC74863.1	KAI3437618.1
OG0007507	PSC76679.1	KAI3437646.1
OG0007510	PSC69484.1	KAI3437727.1
OG0007511	PSC69453.1	KAI3437712.1
OG0007512	PSC76768.1	KAI3437631.1
OG0007513	PSC76432.1	KAI3437572.1
OG0007515	PSC76173.1	KAI3437561.1
OG0007518	PSC68660.1	KAI3423832.1
OG0007520	PSC76180.1	KAI3423973.1
OG0007527	PSC76445.1	KAI3430512.1
OG0007529	PSC76346.1	KAI3430555.1
OG0007530	PSC69172.1	KAI3430432.1
OG0007531	PSC76124.1	KAI3430547.1
OG0007532	PSC73131.1	KAI3430452.1
OG0007543	PSC69299.1	KAI3431728.1
OG0007544	PSC73905.1	KAI3431639.1
OG0007545	PSC69294.1	KAI3431772.1
OG0007549	PSC69254.1	KAI3431812.1
OG0007553	PSC68784.1	KAI3425809.1
OG0007555	PSC75218.1	KAI3425360.1
OG0007558	PSC74895.1	KAI3425371.1
OG0007560	PSC74877.1	KAI3425361.1
OG0007564	PSC75207.1	KAI3425345.1
OG0007565	PSC76360.1	KAI3431358.1
OG0007569	PSC70257.1	KAI3426044.1
OG0007571	PSC70163.1	KAI3426060.1
OG0007576	PSC70277.1	KAI3425997.1
OG0007580	PSC76779.1	KAI3434927.1
OG0007584	PSC67683.1	KAI3431550.1
OG0007586	PSC67866.1	KAI3431503.1
OG0007587	PSC71859.1	KAI3431478.1
OG0007590	PSC71882.1	KAI3431451.1
OG0007594	PSC67250.1	KAI3431565.1
OG0007599	PSC75441.1	KAI3425925.1
OG0007601	PSC71952.1	KAI3431327.1
OG0007603	PSC75993.1	KAI3428716.1
OG0007604	PSC69933.1	KAI3428568.1
OG0007605	PSC70965.1	KAI3428654.1
OG0007608	PSC70889.1	KAI3428626.1
OG0007609	PSC69887.1	KAI3428561.1
OG0007611	PSC69957.1	KAI3428515.1
OG0007613	PSC70983.1	KAI3428649.1
OG0007616	PSC75511.1	KAI3428715.1
OG0007618	PSC74013.1	KAI3428602.1
OG0007621	PSC75639.1	KAI3428702.1
OG0007624	PSC70362.1	KAI3426345.1
OG0007627	PSC67535.1	KAI3426139.1
OG0007631	PSC73514.1	KAI3426168.1
OG0007632	PSC68052.1	KAI3426488.1
OG0007635	PSC70887.1	KAI3426408.1
OG0007636	PSC73385.1	KAI3426173.1
OG0007639	PSC73398.1	KAI3426158.1
OG0007640	PSC70879.1	KAI3426391.1
OG0007643	PSC73779.1	KAI3424993.1
OG0007644	PSC73898.1	KAI3424853.1
OG0007646	PSC69426.1	KAI3425046.1
OG0007650	PSC69381.1	KAI3425048.1
OG0007651	PSC73548.1	KAI3424843.1
OG0007652	PSC73698.1	KAI3425005.1
OG0007655	PSC68989.1	KAI3424984.1
OG0007673	PSC69796.1	KAI3426844.1
OG0007680	PSC75484.1	KAI3427096.1
OG0007684	PSC75959.1	KAI3427157.1
OG0007688	PSC75504.1	KAI3426944.1
OG0007698	PSC72723.1	KAI3436599.1
OG0007702	PSC71660.1	KAI3436651.1
OG0007704	PSC74393.1	KAI3438687.1
OG0007708	PSC69005.1	KAI3436424.1
OG0007713	PSC72918.1	KAI3436622.1
OG0007714	PSC71658.1	KAI3436786.1
OG0007716	PSC72820.1	KAI3436552.1
OG0007717	PSC71649.1	KAI3436678.1
OG0007719	PSC72585.1	KAI3428012.1
OG0007723	PSC69795.1	KAI3428379.1
OG0007724	PSC68133.1	KAI3428311.1
OG0007727	PSC69802.1	KAI3428376.1
OG0007729	PSC71662.1	KAI3428259.1
OG0007737	PSC69525.1	KAI3437807.1
OG0007738	PSC72171.1	KAI3438175.1
OG0007739	PSC73410.1	KAI3424437.1
OG0007741	PSC72068.1	KAI3438266.1
OG0007744	PSC72290.1	KAI3438176.1
OG0007745	PSC72190.1	KAI3438292.1
OG0007747	PSC72066.1	KAI3438246.1
OG0007758	PSC72341.1	KAI3438223.1
OG0007759	PSC72272.1	KAI3438312.1
OG0007761	PSC72280.1	KAI3438324.1
OG0007762	PSC71198.1	KAI3437968.1
OG0007769	PSC69123.1	KAI3434623.1
OG0007771	PSC74208.1	KAI3424108.1
OG0007777	PSC75499.1	KAI3434966.1
OG0007779	PSC69148.1	KAI3434600.1
OG0007786	PSC69166.1	KAI3434602.1
OG0007788	PSC73134.1	KAI3434754.1
OG0007790	PSC67688.1	KAI3434510.1
OG0007791	PSC73199.1	KAI3434675.1
OG0007792	PSC75992.1	KAI3433857.1
