Orthogroup	oneline_c_sorokiniana_genome_proteins	oneline_A99_genome_proteins
OG0005196	PRW57722.1	scaffold12.g8040.t1
OG0005197	PRW57657.1	scaffold12.g8043.t1
OG0005198	PRW57807.1	scaffold12.g8044.t1
OG0005199	PRW57862.1	scaffold12.g8046.t1
OG0005200	PRW57687.1	scaffold12.g8048.t1
OG0005201	PRW57581.1	scaffold12.g8049.t1
OG0005202	PRW57837.1	scaffold12.g8050.t1
OG0005203	PRW57638.1	scaffold12.g8051.t1
OG0005204	PRW57995.1	scaffold12.g8052.t1
OG0005205	PRW57584.1	scaffold12.g8053.t1
OG0005206	PRW57710.1	scaffold12.g8054.t1
OG0005207	PRW57904.1	scaffold12.g8056.t1
OG0005208	PRW57918.1	scaffold12.g8058.t1
OG0005209	PRW58051.1	scaffold12.g8059.t1
OG0005210	PRW57665.1	scaffold12.g8060.t1
OG0005211	PRW57681.1	scaffold12.g8061.t1
OG0005212	PRW57552.1	scaffold12.g8062.t1
OG0005213	PRW57751.1	scaffold12.g8068.t1
OG0005214	PRW57645.1	scaffold12.g8072.t1
OG0005215	PRW44519.1	scaffold12.g8077.t1
OG0005216	PRW32963.1	scaffold12.g8081.t1
OG0005217	PRW34096.1	scaffold12.g8082.t1
OG0005218	PRW33795.1	scaffold12.g8084.t1
OG0005219	PRW34045.1	scaffold12.g8087.t1
OG0005220	PRW33825.1	scaffold12.g8089.t1
OG0005221	PRW33917.1	scaffold12.g8091.t1
OG0005222	PRW33888.1	scaffold12.g8095.t1
OG0005223	PRW33766.1	scaffold12.g8096.t1
OG0005224	PRW34007.1	scaffold12.g8098.t1
OG0005225	PRW33855.1	scaffold12.g8101.t1
OG0005226	PRW33794.1	scaffold12.g8106.t1
OG0005227	PRW34033.1	scaffold12.g8109.t1
OG0005228	PRW34041.1	scaffold12.g8110.t1
OG0005229	PRW05759.1	scaffold12.g8113.t1
OG0005230	PRW33847.1	scaffold12.g8115.t1
OG0005231	PRW33927.1	scaffold12.g8116.t1
OG0005232	PRW33798.1	scaffold12.g8117.t1
OG0005233	PRW33941.1	scaffold12.g8126.t1
OG0005234	PRW34012.1	scaffold12.g8128.t1
OG0005235	PRW33871.1	scaffold12.g8130.t1
OG0005236	PRW58019.1	scaffold12.g8134.t1
OG0005237	PRW33824.1	scaffold12.g8135.t1
OG0005238	PRW56069.1	scaffold12.g8136.t1
OG0005239	PRW33773.1	scaffold12.g8138.t1
OG0005240	PRW57762.1	scaffold12.g8141.t1
OG0005241	PRW33899.1	scaffold12.g8143.t1
OG0005242	PRW57798.1	scaffold12.g8144.t1
OG0005243	PRW57997.1	scaffold12.g8145.t1
OG0005244	PRW33822.1	scaffold12.g8148.t1
OG0005245	PRW33920.1	scaffold12.g8149.t1
OG0005246	PRW33823.1	scaffold12.g8150.t1
OG0005247	PRW61527.1	scaffold12.g8159.t1
OG0005248	PRW61046.1	scaffold12.g8160.t1
OG0005249	PRW59868.1	scaffold12.g8162.t1
OG0005250	PRW61196.1	scaffold12.g8165.t1
OG0005251	PRW61084.1	scaffold12.g8168.t1
OG0005252	PRW61530.1	scaffold12.g8169.t1
OG0005253	PRW61453.1	scaffold12.g8170.t1
OG0005254	PRW58111.1	scaffold12.g8172.t1
OG0005255	PRW58637.1	scaffold12.g8176.t1
OG0005256	PRW61441.1	scaffold12.g8178.t1
OG0005257	PRW61230.1	scaffold12.g8179.t1
OG0005258	PRW61166.1	scaffold12.g8180.t1
OG0005259	PRW61256.1	scaffold12.g8182.t1
OG0005260	PRW61012.1	scaffold12.g8185.t1
OG0005261	PRW20420.1	scaffold12.g8190.t1
OG0005262	PRW20400.1	scaffold12.g8191.t1
OG0005263	PRW20707.1	scaffold12.g8200.t1
OG0005264	PRW20433.1	scaffold12.g8202.t1
OG0005265	PRW60978.1	scaffold12.g8205.t1
OG0005266	PRW61605.1	scaffold12.g8206.t1
OG0005267	PRW20391.1	scaffold12.g8207.t1
OG0005268	PRW20419.1	scaffold12.g8208.t1
OG0005269	PRW20367.1	scaffold12.g8211.t1
OG0005271	PRW20338.1	scaffold12.g8218.t1
OG0005272	PRW45449.1	scaffold12.g8227.t1
OG0005273	PRW20323.1	scaffold12.g8229.t1
OG0005274	PRW20371.1	scaffold12.g8230.t1
OG0005275	PRW20417.1	scaffold12.g8232.t1
OG0005276	PRW39195.1, PRW61559.1	scaffold12.g8237.t1
OG0005277	PRW20421.1	scaffold12.g8244.t1
OG0005278	PRW20427.1	scaffold12.g8251.t1
OG0005279	PRW20333.1	scaffold12.g8253.t1
OG0005280	PRW20347.1	scaffold12.g8262.t1
OG0005281	PRW59024.1	scaffold12.g8266.t1
OG0005282	PRW20330.1	scaffold12.g8268.t1
OG0005283	PRW20318.1	scaffold12.g8269.t1
OG0005284	PRW20336.1	scaffold12.g8279.t1
OG0005285	PRW20359.1	scaffold12.g8280.t1
OG0005286	PRW20378.1	scaffold12.g8281.t1
OG0005287	PRW20390.1	scaffold12.g8287.t1
OG0005288	PRW20350.1	scaffold12.g8290.t1
OG0005289	PRW20348.1	scaffold12.g8291.t1
OG0005290	PRW20426.1	scaffold12.g8292.t1
OG0005291	PRW20352.1	scaffold12.g8294.t1
OG0005528	PRW45692.1	scaffold16.g2.t1
OG0005529	PRW45566.1	scaffold16.g12.t1
OG0005530	PRW45390.1	scaffold16.g13.t1
OG0005531	PRW45491.1	scaffold16.g24.t1
OG0005533	PRW57205.1	scaffold16.g43.t1, scaffold2.g7508.t1
OG0005534	PRW45617.1	scaffold16.g49.t1
OG0005536	PRW33548.1	scaffold16.g57.t1
OG0005537	PRW33723.1	scaffold16.g59.t1
OG0005539	PRW33633.1	scaffold16.g80.t1
OG0005541	PRW45657.1	scaffold16.g95.t1
OG0005542	PRW33673.1	scaffold16.g108.t1
OG0005544	PRW33575.1	scaffold16.g122.t1
OG0005545	PRW33562.1	scaffold16.g127.t1
OG0005546	PRW33690.1	scaffold16.g128.t1
OG0005548	PRW33635.1	scaffold16.g133.t1
OG0005549	PRW33650.1	scaffold16.g136.t1
OG0005550	PRW33677.1	scaffold16.g140.t1
OG0005551	PRW33595.1	scaffold16.g147.t1
OG0005552	PRW32845.1	scaffold13.g161.t1
OG0005553	PRW32915.1	scaffold13.g164.t1
OG0005554	PRW33886.1	scaffold13.g165.t1, scaffold12.g8217.t1
OG0005555	PRW33031.1	scaffold13.g175.t1
OG0005559	PRW32869.1	scaffold13.g204.t1
OG0005560	PRW20177.1	scaffold13.g226.t1
OG0005561	PRW61041.1	scaffold13.g228.t1
OG0005563	PRW20196.1	scaffold13.g238.t1
OG0005564	PRW20207.1	scaffold13.g242.t1
OG0005565	PRW20257.1	scaffold13.g250.t1
OG0005566	PRW20219.1	scaffold13.g259.t1
OG0005567	PRW20286.1	scaffold13.g260.t1
OG0005568	PRW32831.1	scaffold13.g280.t1
OG0005569	PRW32941.1	scaffold13.g296.t1
OG0005570	PRW50955.1	scaffold13.g308.t1
OG0005571	PRW20473.1	scaffold13.g315.t1
OG0005572	PRW44366.1	scaffold13.g332.t1
OG0005574	PRW60398.1	scaffold13.g342.t1
OG0005575	PRW20540.1	scaffold13.g352.t1
OG0005577	PRW20549.1	scaffold13.g359.t1
OG0005579	PRW20489.1	scaffold13.g369.t1
OG0005580	PRW20446.1	scaffold13.g375.t1
OG0005582	PRW20461.1	scaffold13.g393.t1
OG0005583	PRW20502.1	scaffold13.g395.t1
OG0005584	PRW20590.1	scaffold13.g416.t1
OG0005586	PRW33192.1	scaffold17.g428.t1
OG0005588	PRW33095.1	scaffold17.g441.t1
OG0005590	PRW33193.1	scaffold17.g459.t1
OG0005591	PRW33261.1	scaffold17.g463.t1
OG0005593	PRW33259.1	scaffold17.g509.t1
OG0005594	PRW39282.1	scaffold17.g529.t1
OG0005595	PRW33183.1	scaffold17.g543.t1
OG0005596	PRW33143.1	scaffold17.g551.t1
OG0005597	PRW39158.1	scaffold17.g581.t1
OG0005599	PRW58913.1	scaffold5.g610.t1
OG0005601	PRW59038.1	scaffold5.g651.t1
OG0005603	PRW51147.1	scaffold5.g654.t1
OG0005604	PRW58807.1	scaffold5.g659.t1
OG0005605	PRW39292.1	scaffold5.g666.t1
OG0005606	PRW59274.1	scaffold5.g675.t1
OG0005607	PRW59162.1	scaffold5.g685.t1
OG0005609	PRW60913.1	scaffold5.g705.t1
OG0005610	PRW59044.1	scaffold5.g711.t1
OG0005611	PRW59061.1	scaffold5.g714.t1
OG0005613	PRW58881.1	scaffold5.g729.t1
OG0005615	PRW59229.1	scaffold5.g746.t1
OG0005616	PRW33121.1	scaffold5.g762.t1
OG0005617	PRW58974.1	scaffold5.g763.t1
OG0005618	PRW59175.1	scaffold5.g771.t1
OG0005619	PRW60895.1	scaffold5.g774.t1
OG0005621	PRW59255.1	scaffold5.g806.t1
OG0005622	PRW59334.1	scaffold5.g808.t1
OG0005625	PRW58727.1	scaffold5.g860.t1
OG0005626	PRW61013.1	scaffold5.g870.t1
OG0005627	PRW58900.1	scaffold5.g878.t1
OG0005628	PRW58752.1	scaffold5.g889.t1
OG0005629	PRW59028.1	scaffold5.g898.t1
OG0005630	PRW56566.1, PRW56694.1	scaffold5.g909.t1
OG0005631	PRW58997.1	scaffold5.g916.t1
OG0005633	PRW61461.1	scaffold5.g941.t1
OG0005635	PRW59374.1	scaffold5.g974.t1
OG0005636	PRW59298.1	scaffold5.g976.t1
OG0005638	PRW57984.1	scaffold1.g5415.t1, scaffold5.g992.t1
OG0005639	PRW59188.1	scaffold5.g1002.t1
OG0005643	PRW51003.1	scaffold14.g1035.t1
OG0005645	PRW58868.1	scaffold14.g1050.t1
OG0005646	PRW51135.1, PRW51134.1	scaffold14.g1074.t1
OG0005649	PRW50815.1	scaffold14.g1092.t1
OG0005650	PRW20500.1	scaffold14.g1114.t1
OG0005652	PRW58130.1	scaffold10.g2447.t1, scaffold14.g1122.t1
OG0005654	PRW32902.1	scaffold14.g1134.t1
OG0005655	PRW50961.1	scaffold14.g1150.t1
OG0005656	PRW50791.1	scaffold14.g1166.t1
OG0005657	PRW50782.1	scaffold14.g1172.t1
OG0005658	PRW60176.1	scaffold14.g1192.t1
OG0005659	PRW51145.1	scaffold14.g1203.t1
OG0005663	PRW57405.1	scaffold14.g1232.t1
OG0005665	PRW51149.1	scaffold14.g1266.t1
OG0005668	PRW20971.1	scaffold14.g1295.t1
OG0005669	PRW50786.1	scaffold14.g1299.t1
OG0005670	PRW50798.1	scaffold14.g1303.t1
OG0005671	PRW50910.1	scaffold14.g1328.t1
OG0005672	PRW55905.1	scaffold14.g1331.t1
OG0005673	PRW50892.1	scaffold14.g1335.t1
OG0005674	PRW51092.1	scaffold14.g1344.t1
OG0005676	PRW61091.1	scaffold14.g1352.t1
OG0005680	PRW56249.1	scaffold8.g1406.t1
OG0005682	PRW56219.1	scaffold8.g1427.t1
OG0005683	PRW56334.1	scaffold8.g1434.t1
OG0005684	PRW59018.1	scaffold8.g1455.t1
OG0005685	PRW55923.1	scaffold8.g1458.t1
OG0005686	PRW18338.1	scaffold8.g1475.t1
OG0005687	PRW18363.1	scaffold8.g1482.t1
OG0005688	PRW18415.1	scaffold8.g1483.t1
OG0005689	PRW18412.1	scaffold8.g1491.t1
OG0005691	PRW18328.1	scaffold8.g1510.t1
OG0005692	PRW33332.1	scaffold3.g6627.t1, scaffold8.g1521.t1
OG0005693	PRW18380.1	scaffold8.g1532.t1
OG0005694	PRW18321.1	scaffold8.g1541.t1
OG0005695	PRW57850.1	scaffold8.g1570.t1
OG0005696	PRW20729.1	scaffold8.g1571.t1
OG0005697	PRW20660.1	scaffold8.g1575.t1
OG0005699	PRW32606.1	scaffold8.g1623.t1
OG0005700	PRW61398.1	scaffold8.g1627.t1
OG0005701	PRW20625.1	scaffold8.g1634.t1
OG0005702	PRW20673.1	scaffold8.g1635.t1
OG0005708	PRW44949.1	scaffold8.g1711.t1
OG0005709	PRW20768.1	scaffold8.g1721.t1
OG0005711	PRW57477.1	scaffold19.g1795.t1
OG0005712	PRW58745.1	scaffold19.g1801.t1
OG0005714	PRW20847.1	scaffold19.g1844.t1
OG0005715	PRW20941.1	scaffold19.g1846.t1
OG0005717	PRW57226.1	scaffold19.g1857.t1
OG0005718	PRW57211.1	scaffold19.g1858.t1
OG0005719	PRW20799.1	scaffold19.g1874.t1
OG0005720	PRW56554.1	scaffold18.g1895.t1
OG0005722	PRW56822.1	scaffold18.g1941.t1
OG0005723	PRW56423.1	scaffold18.g1945.t1
OG0005724	PRW56803.1	scaffold18.g1952.t1
OG0005725	PRW56429.1	scaffold18.g1954.t1
OG0005726	PRW56759.1	scaffold18.g1955.t1
OG0005727	PRW05821.1	scaffold18.g1976.t1
OG0005728	PRW45397.1	scaffold18.g1979.t1
OG0005729	PRW05846.1	scaffold18.g1980.t1
OG0005730	PRW56798.1	scaffold18.g1990.t1
OG0005733	PRW56421.1	scaffold18.g2052.t1
OG0005735	PRW56488.1	scaffold18.g2065.t1
OG0005736	PRW57130.1	scaffold21.g2068.t1
OG0005737	PRW57140.1	scaffold21.g2079.t1
OG0005739	PRW57303.1	scaffold21.g2095.t1
OG0005740	PRW57524.1	scaffold21.g2118.t1
OG0005741	PRW57191.1	scaffold21.g2119.t1
OG0005742	PRW61262.1	scaffold21.g2123.t1
OG0005744	PRW45651.1	scaffold21.g2158.t1
OG0005745	PRW55944.1	scaffold21.g2192.t1
OG0005752	PRW05752.1	scaffold10.g2282.t1
OG0005753	PRW61085.1	scaffold10.g2287.t1
OG0005754	PRW39081.1	scaffold10.g2313.t1
OG0005755	PRW56849.1	scaffold10.g2320.t1
OG0005757	PRW39367.1	scaffold10.g2351.t1
OG0005758	PRW58384.1, PRW50914.1	scaffold1.g5868.t1, scaffold10.g2357.t1
OG0005759	PRW39266.1	scaffold10.g2368.t1
OG0005761	PRW39086.1	scaffold10.g2383.t1
OG0005762	PRW60467.1	scaffold10.g2401.t1
OG0005763	PRW39162.1	scaffold10.g2418.t1
OG0005764	PRW58781.1	scaffold10.g2424.t1
OG0005765	PRW39085.1	scaffold10.g2449.t1
OG0005766	PRW39171.1	scaffold10.g2454.t1
OG0005767	PRW39143.1	scaffold10.g2459.t1
OG0005768	PRW39240.1	scaffold10.g2465.t1
OG0005770	PRW39228.1	scaffold10.g2481.t1
OG0005771	PRW21014.1	scaffold10.g2492.t1
OG0005772	PRW57437.1	scaffold6.g2517.t1
OG0005773	PRW44451.1	scaffold6.g2540.t1
OG0005774	PRW61131.1	scaffold6.g2542.t1
OG0005776	PRW45457.1	scaffold6.g2552.t1
OG0005778	PRW44505.1	scaffold6.g2562.t1
OG0005781	PRW56685.1	scaffold6.g2582.t1
OG0005782	PRW56707.1	scaffold6.g2585.t1
OG0005783	PRW56860.1	scaffold6.g2597.t1
OG0005784	PRW56891.1	scaffold6.g2607.t1
OG0005785	PRW56401.1	scaffold6.g2611.t1
OG0005786	PRW56278.1	scaffold6.g2620.t1
OG0005787	PRW56084.1, PRW56083.1	scaffold6.g2658.t1
OG0005788	PRW56300.1	scaffold6.g2673.t1
OG0005789	PRW56024.1	scaffold6.g2674.t1
OG0005791	PRW61229.1	scaffold6.g2702.t1
OG0005793	PRW56002.1	scaffold6.g2720.t1
OG0005794	PRW44300.1, PRW56695.1, PRW56696.1	scaffold6.g2726.t1
OG0005796	PRW39189.1	scaffold6.g2750.t1
OG0005799	PRW56056.1	scaffold6.g2771.t1
OG0005800	PRW56054.1	scaffold6.g2772.t1
OG0005801	PRW61425.1	scaffold6.g2773.t1, scaffold7.g3680.t1
OG0005802	PRW20559.1	scaffold6.g2778.t1
OG0005803	PRW56006.1	scaffold6.g2791.t1
OG0005804	PRW44884.1	scaffold6.g2811.t1
OG0005806	PRW56236.1	scaffold6.g2834.t1
OG0005807	PRW61200.1	scaffold6.g2837.t1
OG0005808	PRW57166.1	scaffold6.g2849.t1
OG0005812	PRW56078.1	scaffold6.g2880.t1
OG0005813	PRW56070.1	scaffold6.g2885.t1
OG0005814	PRW56048.1	scaffold6.g2891.t1
OG0005815	PRW57473.1	scaffold6.g2897.t1
OG0005816	PRW56342.1	scaffold6.g2898.t1
OG0005819	PRW59547.1	scaffold24.g2924.t1
OG0005820	PRW33691.1	scaffold24.g2926.t1
OG0005821	PRW33711.1, PRW33712.1, PRW39163.1	scaffold24.g2949.t1
OG0005823	PRW33549.1	scaffold24.g2957.t1
OG0005824	PRW33581.1	scaffold24.g2969.t1
OG0005825	PRW33730.1	scaffold24.g2980.t1
OG0005826	PRW60215.1	scaffold9.g2995.t1
OG0005828	PRW45087.1	scaffold9.g3006.t1
OG0005831	PRW61615.1	scaffold9.g3031.t1
OG0005832	PRW60473.1	scaffold9.g3050.t1
OG0005833	PRW60357.1	scaffold9.g3053.t1
OG0005835	PRW44247.1	scaffold9.g3067.t1
OG0005836	PRW60638.1	scaffold9.g3068.t1
OG0005837	PRW60253.1	scaffold9.g3071.t1
OG0005838	PRW60289.1	scaffold9.g3073.t1
OG0005839	PRW60788.1	scaffold9.g3075.t1
OG0005840	PRW60459.1	scaffold9.g3082.t1
OG0005841	PRW60709.1	scaffold9.g3093.t1
OG0005844	PRW60449.1	scaffold9.g3111.t1
OG0005845	PRW60499.1	scaffold9.g3116.t1
OG0005846	PRW60627.1	scaffold9.g3124.t1
OG0005847	PRW60364.1	scaffold9.g3128.t1
OG0005849	PRW60346.1	scaffold9.g3141.t1
OG0005851	PRW60285.1	scaffold9.g3156.t1
OG0005852	PRW60793.1	scaffold9.g3157.t1
OG0005853	PRW60247.1	scaffold9.g3173.t1
OG0005854	PRW61144.1	scaffold9.g3176.t1
OG0005855	PRW60602.1	scaffold9.g3182.t1
OG0005856	PRW60359.1	scaffold9.g3185.t1
OG0005857	PRW60594.1	scaffold9.g3191.t1
OG0005858	PRW60395.1	scaffold9.g3194.t1
OG0005859	PRW60257.1	scaffold9.g3201.t1
OG0005861	PRW60634.1	scaffold9.g3224.t1
OG0005863	PRW60278.1	scaffold9.g3236.t1
OG0005864	PRW60561.1	scaffold9.g3237.t1
OG0005866	PRW60759.1	scaffold9.g3253.t1
OG0005868	PRW33148.1	scaffold9.g3273.t1
OG0005870	PRW60678.1	scaffold9.g3292.t1
OG0005871	PRW56939.1	scaffold9.g3296.t1
OG0005872	PRW60333.1	scaffold9.g3299.t1
OG0005873	PRW61452.1	scaffold26.g3320.t1
OG0005875	PRW60919.1	scaffold26.g3334.t1
OG0005877	PRW61538.1	scaffold26.g3346.t1
OG0005878	PRW61142.1, PRW61143.1	scaffold26.g3351.t1
OG0005880	PRW60929.1	scaffold26.g3363.t1
OG0005881	PRW61253.1	scaffold26.g3369.t1
OG0005882	PRW05772.1	scaffold7.g3374.t1
OG0005883	PRW33921.1	scaffold7.g3379.t1
OG0005884	PRW33875.1	scaffold7.g3391.t1
OG0005885	PRW34043.1	scaffold7.g3394.t1
OG0005886	PRW33939.1	scaffold7.g3399.t1
OG0005887	PRW33811.1	scaffold7.g3400.t1
OG0005888	PRW33964.1	scaffold7.g3402.t1
OG0005889	PRW33810.1	scaffold7.g3404.t1
OG0005891	PRW57917.1	scaffold7.g3414.t1
OG0005892	PRW34098.1	scaffold7.g3437.t1
OG0005893	PRW33788.1	scaffold7.g3480.t1
OG0005894	PRW45601.1	scaffold7.g3491.t1
OG0005897	PRW57670.1	scaffold7.g3518.t1
OG0005898	PRW18345.1	scaffold7.g3535.t1
OG0005899	PRW58067.1	scaffold7.g3566.t1
OG0005900	PRW57998.1	scaffold7.g3588.t1
OG0005901	PRW57669.1	scaffold7.g3597.t1
OG0005903	PRW57704.1, PRW57703.1	scaffold7.g3619.t1
OG0005906	PRW57728.1	scaffold7.g3635.t1
OG0005907	PRW57478.1	scaffold7.g3636.t1
OG0005908	PRW57768.1	scaffold7.g3637.t1
OG0005909	PRW57718.1	scaffold7.g3640.t1
OG0005911	PRW57829.1	scaffold7.g3661.t1
OG0005912	PRW57881.1	scaffold7.g3666.t1
OG0005913	PRW61076.1	scaffold7.g3670.t1
OG0005915	PRW57616.1	scaffold7.g3685.t1
OG0005918	PRW32555.1	scaffold7.g3720.t1
OG0005920	PRW20733.1	scaffold7.g3752.t1
OG0005921	PRW20776.1	scaffold7.g3755.t1
OG0005922	PRW20676.1	scaffold7.g3757.t1
OG0005923	PRW60509.1	scaffold11.g3838.t1
OG0005924	PRW60637.1	scaffold11.g3863.t1
OG0005925	PRW60598.1	scaffold11.g3873.t1
OG0005926	PRW20225.1	scaffold11.g3889.t1
OG0005927	PRW61247.1	scaffold11.g3891.t1
OG0005928	PRW60268.1	scaffold11.g3905.t1
OG0005929	PRW60431.1	scaffold11.g3920.t1
OG0005930	PRW60646.1	scaffold11.g3924.t1
OG0005931	PRW60503.1	scaffold11.g3944.t1
OG0005932	PRW60334.1	scaffold11.g3947.t1
OG0005933	PRW60498.1	scaffold11.g3953.t1
OG0005934	PRW60482.1	scaffold11.g3978.t1
OG0005935	PRW60683.1	scaffold11.g3981.t1
OG0005937	PRW20609.1	scaffold11.g4016.t1
OG0005938	PRW51096.1	scaffold11.g4029.t1
OG0005939	PRW20292.1	scaffold11.g4043.t1
OG0005940	PRW60922.1	scaffold11.g4054.t1
OG0005941	PRW20734.1	scaffold11.g4058.t1
OG0005943	PRW45002.1	scaffold11.g4063.t1
OG0005944	PRW20679.1	scaffold23.g4084.t1
OG0005945	PRW20761.1	scaffold23.g4088.t1
OG0005946	PRW32586.1	scaffold23.g4124.t1
OG0005948	PRW58098.1	scaffold23.g4163.t1
OG0005951	PRW61616.1	scaffold23.g4181.t1
OG0005952	PRW60920.1	scaffold23.g4189.t1
OG0005953	PRW45059.1	scaffold15.g4202.t1
OG0005956	PRW45128.1	scaffold15.g4240.t1
OG0005957	PRW44991.1	scaffold15.g4250.t1
OG0005960	PRW45079.1	scaffold15.g4266.t1
OG0005961	PRW44871.1	scaffold15.g4267.t1
OG0005962	PRW44870.1	scaffold15.g4281.t1
OG0005963	PRW56021.1	scaffold20.g7886.t1, scaffold15.g4288.t1
OG0005964	PRW45201.1	scaffold15.g4293.t1
OG0005965	PRW45223.1	scaffold15.g4304.t1
OG0005966	PRW44977.1	scaffold15.g4305.t1
OG0005967	PRW45190.1	scaffold15.g4308.t1
OG0005968	PRW45035.1	scaffold15.g4316.t1
OG0005969	PRW45149.1	scaffold15.g4318.t1
OG0005971	PRW59597.1	scaffold15.g4338.t1
OG0005972	PRW20188.1	scaffold15.g4347.t1
OG0005974	PRW21106.1	scaffold15.g4368.t1
OG0005979	PRW58771.1	scaffold30.g4461.t1
OG0005980	PRW33565.1	scaffold84.g4562.t1
OG0005981	PRW59212.1	scaffold4.g4569.t1
OG0005982	PRW58730.1	scaffold4.g4572.t1
OG0005983	PRW59307.1	scaffold4.g4575.t1
OG0005984	PRW58728.1	scaffold4.g4584.t1
OG0005985	PRW56761.1	scaffold4.g4591.t1
OG0005986	PRW59405.1	scaffold4.g4596.t1
OG0005989	PRW57052.1	scaffold4.g4628.t1
OG0005991	PRW21107.1	scaffold4.g4634.t1, scaffold4.g4633.t1, scaffold4.g4635.t1
OG0005992	PRW59187.1	scaffold4.g4637.t1
OG0005993	PRW59192.1	scaffold4.g4644.t1
OG0005994	PRW57765.1	scaffold4.g4646.t1
OG0005995	PRW59379.1	scaffold4.g4653.t1
OG0005996	PRW58830.1	scaffold4.g4654.t1
OG0005997	PRW59086.1, PRW59085.1	scaffold4.g4665.t1
OG0005998	PRW59087.1	scaffold4.g4669.t1
OG0005999	PRW59150.1	scaffold4.g4693.t1
OG0006001	PRW58897.1	scaffold4.g4732.t1
OG0006002	PRW58927.1	scaffold4.g4740.t1
OG0006003	PRW56976.1	scaffold4.g4744.t1
OG0006004	PRW58812.1	scaffold4.g4749.t1
OG0006005	PRW57414.1	scaffold4.g4753.t1
OG0006006	PRW59285.1, PRW59287.1, PRW59286.1	scaffold4.g4778.t1
OG0006008	PRW57147.1	scaffold4.g4801.t1
OG0006009	PRW59158.1	scaffold4.g4807.t1
OG0006011	PRW56920.1	scaffold4.g4822.t1
OG0006012	PRW44251.1	scaffold4.g4842.t1
OG0006014	PRW61130.1	scaffold4.g4847.t1
OG0006016	PRW44356.1	scaffold4.g4851.t1
OG0006017	PRW44612.1	scaffold4.g4853.t1
OG0006018	PRW58222.1	scaffold4.g4863.t1
OG0006019	PRW44468.1	scaffold4.g4869.t1
OG0006021	PRW32966.1	scaffold4.g4878.t1
OG0006022	PRW58476.1	scaffold4.g4879.t1
OG0006023	PRW44398.1	scaffold4.g4880.t1
OG0006024	PRW44339.1	scaffold4.g4883.t1
OG0006025	PRW44478.1	scaffold4.g4891.t1
OG0006026	PRW44489.1	scaffold4.g4901.t1
OG0006027	PRW44384.1	scaffold4.g4910.t1
OG0006028	PRW32545.1	scaffold4.g4914.t1
OG0006030	PRW44621.1	scaffold4.g4923.t1
OG0006031	PRW44553.1	scaffold4.g4928.t1
OG0006032	PRW44614.1	scaffold4.g4941.t1
OG0006034	PRW44352.1	scaffold4.g4957.t1
OG0006036	PRW57806.1	scaffold4.g4964.t1
OG0006037	PRW56736.1	scaffold4.g5002.t1, scaffold4.g4990.t1, scaffold4.g4988.t1
OG0006038	PRW51153.1	scaffold4.g4989.t1
OG0006039	PRW61512.1	scaffold4.g4999.t1
OG0006040	PRW44236.1	scaffold4.g5006.t1
OG0006041	PRW44285.1	scaffold4.g5007.t1
OG0006042	PRW44469.1	scaffold4.g5011.t1
OG0006043	PRW44382.1	scaffold4.g5016.t1
OG0006044	PRW57050.1	scaffold4.g5017.t1
OG0006045	PRW44591.1	scaffold4.g5021.t1
OG0006046	PRW59566.1	scaffold4.g5048.t1
OG0006048	PRW59058.1	scaffold4.g5054.t1
OG0006049	PRW44559.1	scaffold4.g5056.t1
OG0006051	PRW32482.1	scaffold25.g5084.t1
OG0006054	PRW20741.1	scaffold25.g5106.t1
OG0006055	PRW20677.1	scaffold25.g5111.t1
OG0006057	PRW57715.1	scaffold25.g5124.t1
OG0006060	PRW39172.1	scaffold40.g5158.t1
OG0006061	PRW39299.1	scaffold40.g5160.t1
OG0006062	PRW58174.1	scaffold1.g5185.t1
OG0006063	PRW58158.1	scaffold1.g5195.t1
OG0006064	PRW58426.1	scaffold1.g5196.t1
OG0006065	PRW33116.1	scaffold1.g5198.t1
OG0006066	PRW58422.1	scaffold1.g5200.t1
OG0006067	PRW58459.1	scaffold1.g5211.t1
OG0006068	PRW58212.1	scaffold1.g5216.t1
OG0006070	PRW58699.1	scaffold1.g5220.t1
OG0006072	PRW45186.1, PRW58198.1	scaffold1.g5229.t1
OG0006074	PRW58243.1	scaffold1.g5252.t1
OG0006075	PRW58274.1	scaffold1.g5258.t1
OG0006076	PRW58105.1	scaffold1.g5274.t1
OG0006077	PRW58095.1	scaffold1.g5284.t1
OG0006079	PRW58592.1	scaffold1.g5295.t1
OG0006080	PRW57375.1	scaffold1.g5313.t1
OG0006081	PRW58396.1	scaffold1.g5331.t1
OG0006082	PRW58164.1	scaffold1.g5336.t1
OG0006083	PRW58512.1	scaffold1.g5342.t1
OG0006089	PRW58134.1	scaffold1.g5405.t1
OG0006092	PRW58348.1	scaffold1.g5442.t1
OG0006093	PRW58692.1	scaffold1.g5445.t1
OG0006095	PRW58378.1	scaffold1.g5449.t1
OG0006096	PRW58177.1	scaffold1.g5453.t1
OG0006097	PRW58682.1	scaffold1.g5461.t1
OG0006098	PRW45731.1	scaffold1.g5465.t1
OG0006100	PRW58223.1	scaffold1.g5493.t1
OG0006101	PRW58492.1	scaffold1.g5516.t1
OG0006102	PRW58495.1	scaffold1.g5522.t1
OG0006103	PRW58474.1	scaffold1.g5549.t1
OG0006104	PRW58627.1	scaffold1.g5554.t1
OG0006106	PRW58185.1	scaffold1.g5563.t1
