Orthogroup	oneline_c_vulgaris_genome_proteins	oneline_c_sorokiniana_genome_proteins
OG0006228	KAI3436291.1	PRW59616.1
OG0006231	KAI3432810.1	PRW61322.1
OG0006232	KAI3432811.1	PRW61260.1
OG0006233	KAI3432799.1	PRW61086.1
OG0006235	KAI3432660.1	PRW61612.1
OG0006236	KAI3432303.1	PRW61100.1
OG0006240	KAI3432587.1	PRW61093.1
OG0006242	KAI3438181.1	PRW57292.1
OG0006243	KAI3424243.1	PRW60926.1
OG0006249	KAI3438272.1	PRW57332.1
OG0006252	KAI3424056.1	PRW61625.1
OG0006258	KAI3424083.1	PRW61099.1
OG0006260	KAI3428205.1	PRW56514.1
OG0006262	KAI3424199.1	PRW60959.1
OG0006266	KAI3427321.1	PRW05929.1
OG0006268	KAI3427212.1	PRW50960.1
OG0006269	KAI3429887.1	PRW60546.1
OG0006272	KAI3424754.1	PRW45682.1
OG0006275	KAI3430851.1	PRW20978.1
OG0006276	KAI3430840.1	PRW21011.1
OG0006278	KAI3432426.1	PRW61252.1
OG0006279	KAI3430897.1	PRW20192.1
OG0006280	KAI3433754.1	PRW33986.1
OG0006283	KAI3430522.1	PRW33029.1
OG0006285	KAI3430546.1	PRW33073.1
OG0006294	KAI3430577.1	PRW33062.1
OG0006297	KAI3433561.1	PRW61071.1
OG0006298	KAI3432562.1	PRW61503.1
OG0006299	KAI3426308.1	PRW45123.1
OG0006300	KAI3426309.1	PRW45200.1
OG0006301	KAI3426324.1	PRW45000.1
OG0006302	KAI3426334.1	PRW45051.1
OG0006303	KAI3432657.1	PRW61417.1
OG0006304	KAI3426482.1	PRW45071.1
OG0006305	KAI3426512.1	PRW45038.1
OG0006307	KAI3426209.1	PRW39365.1
OG0006308	KAI3426497.1	PRW33919.1
OG0006309	KAI3426086.1	PRW33990.1
OG0006310	KAI3424769.1	PRW45541.1
OG0006311	KAI3425914.1	PRW57620.1
OG0006312	KAI3425913.1	PRW58038.1, PRW58037.1
OG0006314	KAI3426005.1	PRW33942.1
OG0006315	KAI3425986.1	PRW33933.1
OG0006316	KAI3426068.1	PRW34042.1
OG0006317	KAI3426075.1	PRW34075.1
OG0006320	KAI3426301.1	PRW44864.1
OG0006323	KAI3438057.1	PRW57020.1
OG0006324	KAI3438054.1	PRW57530.1
OG0006327	KAI3438537.1	PRW59277.1
OG0006328	KAI3438037.1	PRW57535.1
OG0006329	KAI3438007.1	PRW57222.1
OG0006332	KAI3438131.1	PRW57453.1
OG0006334	KAI3437923.1	PRW57160.1
OG0006338	KAI3437871.1	PRW51178.1
OG0006339	KAI3437892.1	PRW57154.1
OG0006340	KAI3433689.1	PRW57542.1
OG0006341	KAI3437940.1	PRW57430.1
OG0006342	KAI3437860.1	PRW57482.1
OG0006344	KAI3437835.1	PRW57338.1
OG0006346	KAI3437894.1	PRW57193.1
OG0006347	KAI3437876.1	PRW57073.1
OG0006350	KAI3425811.1	PRW57667.1
OG0006352	KAI3425755.1	PRW57816.1
OG0006354	KAI3425789.1	PRW57748.1
OG0006355	KAI3425901.1	PRW57875.1
OG0006357	KAI3425826.1	PRW57902.1
OG0006362	KAI3426021.1	PRW33778.1
OG0006363	KAI3426019.1	PRW33779.1
OG0006364	KAI3425993.1	PRW33793.1
OG0006366	KAI3425959.1	PRW34038.1
OG0006368	KAI3424475.1	PRW55932.1
OG0006369	KAI3424476.1	PRW55898.1
OG0006370	KAI3428409.1	PRW44562.1
OG0006371	KAI3431257.1	PRW05777.1
OG0006373	KAI3424361.1	PRW20377.1
OG0006375	KAI3424294.1	PRW20401.1
OG0006376	KAI3424757.1	PRW45565.1
OG0006377	KAI3424278.1	PRW20410.1
OG0006378	KAI3424284.1	PRW20337.1
OG0006379	KAI3433331.1	PRW05780.1
OG0006381	KAI3428810.1	PRW05819.1
OG0006382	KAI3428820.1	PRW05824.1
OG0006383	KAI3428827.1	PRW05847.1
OG0006385	KAI3428809.1	PRW05876.1
OG0006386	KAI3427423.1	PRW05887.1
OG0006387	KAI3427411.1	PRW05908.1, PRW05907.1
OG0006388	KAI3427354.1	PRW05918.1, PRW05919.1
OG0006389	KAI3427437.1	PRW05935.1
OG0006390	KAI3435552.1	PRW18299.1
OG0006391	KAI3435556.1	PRW18310.1
OG0006392	KAI3435545.1	PRW18350.1
OG0006393	KAI3435569.1	PRW18358.1
OG0006394	KAI3435567.1	PRW18362.1
OG0006395	KAI3425718.1	PRW18377.1
OG0006396	KAI3435542.1	PRW18378.1
OG0006398	KAI3435568.1	PRW18407.1
OG0006399	KAI3429641.1, KAI3429640.1	PRW18408.1
OG0006400	KAI3431722.1	PRW20176.1
OG0006401	KAI3430990.1	PRW20193.1
OG0006402	KAI3430705.1	PRW20231.1
OG0006403	KAI3430991.1	PRW20240.1
OG0006405	KAI3430678.1	PRW20270.1, PRW20271.1
OG0006406	KAI3430722.1	PRW20293.1
OG0006407	KAI3424342.1	PRW20346.1
OG0006408	KAI3424291.1	PRW20364.1
OG0006410	KAI3424282.1	PRW20386.1
OG0006412	KAI3429429.1	PRW20413.1
OG0006414	KAI3430213.1	PRW20444.1
OG0006415	KAI3430215.1	PRW20445.1
OG0006416	KAI3430370.1	PRW20448.1
OG0006417	KAI3430372.1	PRW20451.1
OG0006419	KAI3430364.1	PRW20460.1
OG0006420	KAI3430284.1	PRW20476.1
OG0006422	KAI3430349.1	PRW20501.1
OG0006423	KAI3430381.1	PRW20529.1
OG0006424	KAI3430217.1	PRW20560.1
OG0006426	KAI3430311.1	PRW20591.1
OG0006427	KAI3425772.1	PRW20605.1
OG0006428	KAI3425773.1	PRW20653.1
OG0006429	KAI3439075.1, KAI3439080.1	PRW20662.1
OG0006431	KAI3434394.1	PRW20732.1
OG0006432	KAI3425770.1	PRW20738.1
OG0006433	KAI3434538.1	PRW20745.1
OG0006434	KAI3439074.1	PRW20767.1
OG0006436	KAI3437627.1	PRW20835.1
OG0006437	KAI3432741.1, KAI3437628.1	PRW20850.1
OG0006438	KAI3424154.1	PRW20854.1
OG0006439	KAI3437754.1	PRW20862.1
OG0006440	KAI3437732.1	PRW20863.1
OG0006442	KAI3437587.1	PRW20903.1
OG0006443	KAI3437632.1	PRW20913.1
OG0006444	KAI3437592.1	PRW20914.1
OG0006445	KAI3437705.1, KAI3437706.1	PRW20929.1
OG0006446	KAI3437622.1	PRW20931.1
OG0006447	KAI3437699.1	PRW20954.1
OG0006448	KAI3437704.1	PRW20957.1
OG0006449	KAI3430818.1	PRW20970.1
OG0006450	KAI3430842.1	PRW20984.1
OG0006451	KAI3430790.1	PRW20985.1
OG0006452	KAI3430775.1	PRW20994.1
OG0006453	KAI3430750.1	PRW21012.1
OG0006454	KAI3430849.1	PRW21017.1
OG0006455	KAI3430793.1	PRW21019.1
OG0006456	KAI3430826.1	PRW21023.1
OG0006457	KAI3430817.1	PRW21036.1, PRW21035.1
OG0006458	KAI3430815.1	PRW21044.1
OG0006459	KAI3430976.1	PRW21063.1
OG0006460	KAI3426195.1	PRW45065.1, PRW21075.1
OG0006461	KAI3430845.1	PRW21087.1
OG0006462	KAI3430752.1	PRW21089.1
OG0006463	KAI3430900.1	PRW21101.1
OG0006464	KAI3430749.1	PRW21109.1
OG0006465	KAI3430856.1	PRW21114.1
OG0006466	KAI3430811.1	PRW21116.1
OG0006467	KAI3430821.1	PRW21143.1
OG0006468	KAI3430974.1	PRW21144.1
OG0006469	KAI3425902.1	PRW56700.1, PRW56728.1, PRW32485.1
OG0006470	KAI3423984.1	PRW32535.1
OG0006472	KAI3423903.1	PRW32558.1
OG0006473	KAI3423816.1	PRW32561.1
OG0006474	KAI3423852.1	PRW32566.1
OG0006475	KAI3431861.1	PRW32573.1
OG0006476	KAI3423929.1	PRW32596.1
OG0006477	KAI3423871.1	PRW32610.1
OG0006478	KAI3423872.1	PRW32620.1
OG0006479	KAI3434852.1	PRW32625.1, PRW32626.1
OG0006480	KAI3423844.1	PRW32670.1
OG0006481	KAI3423953.1	PRW32674.1
OG0006482	KAI3423908.1	PRW32677.1
OG0006483	KAI3430437.1	PRW32678.1
OG0006484	KAI3423960.1	PRW32680.1, PRW32681.1
OG0006486	KAI3430419.1	PRW32858.1
OG0006487	KAI3430532.1	PRW32882.1
OG0006488	KAI3430413.1	PRW32885.1
OG0006490	KAI3430588.1	PRW32924.1
OG0006491	KAI3430543.1	PRW32939.1
OG0006492	KAI3430399.1	PRW32944.1
OG0006493	KAI3430448.1	PRW32981.1
OG0006494	KAI3430558.1	PRW33018.1
OG0006495	KAI3430576.1	PRW33069.1
OG0006496	KAI3430456.1	PRW33079.1
OG0006498	KAI3431718.1	PRW33208.1, PRW33129.1
OG0006499	KAI3431743.1	PRW33138.1
OG0006500	KAI3431755.1	PRW33155.1
OG0006501	KAI3429413.1	PRW33160.1
OG0006502	KAI3431670.1	PRW33178.1
OG0006503	KAI3431736.1	PRW33195.1
OG0006504	KAI3425767.1	PRW33251.1
OG0006506	KAI3431709.1	PRW33284.1
OG0006507	KAI3431781.1	PRW33289.1
OG0006508	KAI3431757.1	PRW33296.1
OG0006509	KAI3431673.1	PRW33314.1
OG0006510	KAI3431800.1	PRW33327.1
OG0006511	KAI3431708.1	PRW33333.1
OG0006512	KAI3425253.1	PRW33512.1
OG0006514	KAI3425372.1	PRW33526.1
OG0006515	KAI3425270.1	PRW33531.1
OG0006516	KAI3425331.1	PRW33609.1
OG0006517	KAI3425285.1	PRW33640.1
OG0006518	KAI3427063.1	PRW33644.1
OG0006519	KAI3425162.1	PRW33645.1
OG0006520	KAI3425254.1	PRW33652.1
OG0006522	KAI3425319.1	PRW33687.1
OG0006523	KAI3425217.1	PRW33688.1
OG0006524	KAI3425333.1	PRW33697.1, PRW34027.1
OG0006525	KAI3425234.1	PRW33700.1
OG0006527	KAI3431767.1	PRW33724.1
OG0006528	KAI3430696.1	PRW33727.1
OG0006529	KAI3425310.1	PRW33731.1
OG0006530	KAI3425212.1	PRW33735.1
OG0006532	KAI3425185.1	PRW33744.1
OG0006533	KAI3434960.1	PRW33755.1
OG0006534	KAI3426080.1	PRW33763.1
OG0006535	KAI3434893.1	PRW33774.1
OG0006536	KAI3425975.1	PRW33783.1
OG0006537	KAI3426493.1	PRW33800.1
OG0006538	KAI3425982.1	PRW33804.1
OG0006540	KAI3425979.1	PRW33837.1
OG0006543	KAI3425949.1	PRW33891.1
OG0006544	KAI3426052.1	PRW33900.1
OG0006545	KAI3434984.1	PRW33913.1
OG0006547	KAI3434882.1	PRW33983.1
OG0006548	KAI3434874.1	PRW33992.1
OG0006549	KAI3426097.1	PRW33997.1
OG0006550	KAI3426101.1	PRW34016.1
OG0006551	KAI3426095.1	PRW34036.1
OG0006552	KAI3434872.1	PRW34049.1
OG0006553	KAI3426006.1	PRW34055.1
OG0006554	KAI3425999.1	PRW34100.1
OG0006555	KAI3423801.1	PRW39060.1
OG0006556	KAI3431455.1	PRW39063.1
OG0006557	KAI3431468.1	PRW39073.1
OG0006559	KAI3431560.1	PRW39108.1
OG0006560	KAI3431324.1	PRW39119.1
OG0006561	KAI3431493.1	PRW39128.1
OG0006562	KAI3431476.1	PRW39137.1
OG0006563	KAI3431530.1	PRW39178.1
OG0006564	KAI3431585.1	PRW39191.1
OG0006565	KAI3431621.1	PRW39200.1
OG0006566	KAI3431357.1	PRW39202.1
OG0006567	KAI3431545.1	PRW39219.1
OG0006568	KAI3423886.1	PRW39259.1
OG0006569	KAI3431475.1	PRW39269.1
OG0006570	KAI3431515.1	PRW39275.1
OG0006571	KAI3431313.1	PRW39284.1
OG0006572	KAI3431393.1	PRW39301.1
OG0006573	KAI3431350.1	PRW39330.1
OG0006574	KAI3431402.1	PRW39332.1
OG0006575	KAI3431561.1	PRW39334.1
OG0006576	KAI3431378.1	PRW39354.1
OG0006577	KAI3431325.1	PRW39368.1
OG0006578	KAI3431422.1	PRW39391.1
OG0006579	KAI3428493.1	PRW44242.1
OG0006580	KAI3428710.1	PRW44279.1
OG0006581	KAI3428531.1	PRW44286.1
OG0006582	KAI3428584.1	PRW44295.1
OG0006583	KAI3428698.1	PRW44299.1
OG0006584	KAI3428478.1	PRW44305.1
OG0006585	KAI3428454.1	PRW44330.1
OG0006586	KAI3428449.1	PRW44338.1
OG0006587	KAI3428424.1	PRW44374.1
OG0006588	KAI3428692.1	PRW44406.1
OG0006589	KAI3428677.1	PRW44409.1
OG0006590	KAI3428691.1	PRW44412.1
OG0006591	KAI3424728.1	PRW44443.1
OG0006592	KAI3428514.1	PRW44445.1
OG0006593	KAI3428652.1	PRW44463.1
OG0006594	KAI3428403.1	PRW44481.1
OG0006595	KAI3428603.1	PRW44510.1
OG0006596	KAI3428629.1	PRW44514.1
OG0006597	KAI3428749.1	PRW44525.1
OG0006599	KAI3428670.1	PRW44570.1
OG0006600	KAI3428646.1	PRW44590.1
OG0006602	KAI3425259.1	PRW58880.1, PRW44857.1
OG0006603	KAI3426340.1	PRW44874.1
OG0006604	KAI3426490.1	PRW44888.1
OG0006605	KAI3426439.1	PRW44956.1
OG0006606	KAI3426119.1	PRW44971.1
OG0006607	KAI3426271.1	PRW44997.1, PRW44996.1
OG0006608	KAI3426110.1	PRW45008.1
OG0006609	KAI3426470.1	PRW45034.1
OG0006610	KAI3426307.1	PRW45044.1
OG0006611	KAI3426508.1	PRW45063.1
OG0006612	KAI3426113.1	PRW45073.1
OG0006613	KAI3426377.1	PRW45102.1
OG0006614	KAI3426406.1	PRW45111.1
OG0006615	KAI3424118.1	PRW45126.1
OG0006616	KAI3431471.1	PRW45129.1
OG0006617	KAI3426236.1	PRW45135.1
OG0006618	KAI3426252.1	PRW45160.1
OG0006619	KAI3426402.1	PRW45164.1
OG0006620	KAI3426452.1	PRW45170.1
OG0006621	KAI3426325.1	PRW45176.1
OG0006623	KAI3426187.1	PRW45227.1
OG0006624	KAI3426281.1	PRW45241.1
OG0006625	KAI3426342.1	PRW45255.1
OG0006626	KAI3426900.1	PRW45322.1
OG0006627	KAI3424880.1	PRW45325.1
OG0006628	KAI3424940.1	PRW45331.1
OG0006629	KAI3425023.1	PRW45336.1
OG0006630	KAI3425052.1	PRW45338.1
OG0006631	KAI3425030.1	PRW45344.1
OG0006633	KAI3424787.1	PRW45352.1
OG0006635	KAI3424911.1	PRW45362.1
OG0006636	KAI3425099.1	PRW45365.1
OG0006637	KAI3430864.1	PRW45367.1
OG0006638	KAI3429679.1	PRW45368.1
OG0006639	KAI3424989.1	PRW45369.1, PRW59322.1
OG0006640	KAI3424944.1	PRW45376.1
OG0006641	KAI3424926.1	PRW45386.1
OG0006642	KAI3424827.1	PRW45388.1
OG0006643	KAI3424865.1	PRW45400.1
OG0006644	KAI3424801.1	PRW45430.1
OG0006645	KAI3424962.1	PRW45436.1
OG0006646	KAI3425063.1	PRW45438.1
OG0006647	KAI3428045.1	PRW45439.1
OG0006648	KAI3424743.1	PRW45443.1
OG0006649	KAI3424713.1	PRW45453.1
OG0006650	KAI3424708.1	PRW45475.1
OG0006651	KAI3424718.1	PRW45487.1
OG0006652	KAI3424813.1	PRW45493.1
OG0006653	KAI3425051.1	PRW45494.1
OG0006654	KAI3424903.1, KAI3424900.1, KAI3423941.1	PRW45497.1
OG0006655	KAI3424732.1	PRW45498.1
OG0006656	KAI3424701.1	PRW45505.1
OG0006657	KAI3424724.1	PRW45515.1
OG0006658	KAI3424714.1	PRW45518.1
OG0006659	KAI3424776.1	PRW45539.1
OG0006660	KAI3425039.1	PRW45543.1
OG0006661	KAI3424878.1	PRW45576.1
OG0006662	KAI3424810.1	PRW45612.1
OG0006663	KAI3425096.1	PRW45626.1
OG0006666	KAI3424935.1	PRW45686.1
OG0006667	KAI3425047.1	PRW45723.1
OG0006668	KAI3424844.1	PRW45729.1
OG0006669	KAI3424802.1	PRW45744.1
OG0006671	KAI3426848.1	PRW50750.1
OG0006672	KAI3427070.1	PRW50751.1
OG0006673	KAI3426913.1	PRW50770.1
OG0006675	KAI3436137.1	PRW50793.1
OG0006676	KAI3426953.1	PRW50800.1
OG0006677	KAI3427085.1	PRW50806.1
OG0006678	KAI3426882.1	PRW50816.1
OG0006679	KAI3427158.1	PRW50822.1
OG0006680	KAI3428200.1	PRW50834.1
OG0006681	KAI3427069.1	PRW50917.1
OG0006682	KAI3427094.1	PRW56760.1, PRW50931.1
OG0006683	KAI3426845.1	PRW50944.1
OG0006684	KAI3426870.1	PRW50969.1
OG0006685	KAI3427060.1	PRW50970.1
OG0006686	KAI3427037.1	PRW50980.1
OG0006687	KAI3427202.1, KAI3427201.1	PRW50988.1
OG0006688	KAI3427244.1	PRW50998.1
OG0006689	KAI3427137.1	PRW51018.1
OG0006690	KAI3427046.1	PRW51022.1
OG0006691	KAI3426919.1	PRW51035.1
OG0006692	KAI3427084.1	PRW51050.1
OG0006693	KAI3427209.1	PRW51169.1
OG0006694	KAI3426905.1	PRW51179.1
OG0006695	KAI3436701.1	PRW55888.1
OG0006696	KAI3436682.1	PRW55916.1
OG0006697	KAI3424082.1	PRW55920.1
OG0006698	KAI3436593.1	PRW55926.1
OG0006699	KAI3436605.1	PRW55943.1
OG0006700	KAI3436776.1	PRW55957.1
OG0006701	KAI3436676.1	PRW55960.1
OG0006702	KAI3436579.1	PRW55963.1
OG0006703	KAI3436520.1	PRW55964.1
OG0006704	KAI3436472.1	PRW56008.1
OG0006705	KAI3436549.1	PRW56025.1
OG0006706	KAI3436530.1	PRW56071.1
OG0006707	KAI3424178.1	PRW56080.1, PRW61023.1
OG0006708	KAI3436526.1	PRW56088.1
OG0006709	KAI3436492.1	PRW56099.1
OG0006710	KAI3436668.1	PRW56104.1
OG0006711	KAI3436653.1	PRW56134.1
OG0006712	KAI3436867.1	PRW56164.1
OG0006713	KAI3436826.1	PRW56199.1
OG0006715	KAI3436783.1	PRW56231.1
OG0006716	KAI3436625.1	PRW56281.1
OG0006717	KAI3436695.1	PRW56290.1
OG0006718	KAI3436735.1	PRW56291.1
OG0006719	KAI3436677.1	PRW56301.1
OG0006720	KAI3436639.1	PRW56313.1
OG0006721	KAI3436411.1	PRW56320.1
OG0006722	KAI3430579.1	PRW56335.1
OG0006723	KAI3428040.1	PRW56418.1
OG0006724	KAI3428319.1	PRW56451.1
OG0006725	KAI3428119.1	PRW56477.1
OG0006726	KAI3428112.1	PRW56478.1
OG0006727	KAI3428232.1	PRW56483.1
OG0006728	KAI3428373.1	PRW56485.1
OG0006729	KAI3428180.1	PRW56532.1
OG0006730	KAI3428246.1	PRW56535.1
OG0006731	KAI3427938.1	PRW56568.1
OG0006732	KAI3428344.1	PRW56569.1
OG0006733	KAI3428245.1	PRW56586.1
OG0006734	KAI3427930.1	PRW56616.1
OG0006735	KAI3428170.1	PRW56631.1
OG0006736	KAI3428138.1	PRW56641.1
OG0006737	KAI3428257.1	PRW56670.1
OG0006738	KAI3427950.1	PRW56712.1
OG0006739	KAI3428372.1	PRW56716.1
OG0006740	KAI3428178.1	PRW56719.1
OG0006741	KAI3427915.1	PRW56737.1
OG0006742	KAI3428065.1	PRW56749.1, PRW56748.1
OG0006743	KAI3428234.1	PRW56764.1
OG0006745	KAI3428101.1, KAI3428102.1	PRW56795.1
OG0006746	KAI3424308.1, KAI3424307.1	PRW56829.1
OG0006747	KAI3424124.1	PRW56844.1
OG0006748	KAI3438401.1	PRW56909.1
OG0006749	KAI3438028.1	PRW56910.1
OG0006750	KAI3438183.1	PRW56924.1
OG0006751	KAI3438327.1	PRW56925.1
OG0006752	KAI3438268.1, KAI3438267.1	PRW56926.1
OG0006753	KAI3438239.1	PRW56927.1
OG0006754	KAI3437912.1	PRW56944.1
OG0006755	KAI3438191.1	PRW56946.1
OG0006756	KAI3438083.1	PRW56961.1
OG0006757	KAI3437837.1	PRW56965.1
OG0006758	KAI3438382.1	PRW56966.1
OG0006759	KAI3437856.1	PRW56971.1
OG0006760	KAI3438120.1	PRW56972.1
OG0006761	KAI3437916.1	PRW56975.1
OG0006762	KAI3438046.1	PRW56978.1
OG0006763	KAI3437958.1	PRW56992.1
OG0006764	KAI3437798.1	PRW57005.1
OG0006765	KAI3437913.1	PRW57030.1
OG0006766	KAI3437849.1	PRW57031.1
OG0006768	KAI3438134.1	PRW57054.1
OG0006769	KAI3437988.1	PRW57064.1
OG0006771	KAI3438375.1	PRW57069.1
OG0006772	KAI3438216.1	PRW57085.1
OG0006773	KAI3438065.1, KAI3438064.1	PRW57089.1
OG0006774	KAI3438333.1	PRW57090.1
OG0006775	KAI3438391.1	PRW57104.1
OG0006776	KAI3437787.1	PRW57109.1
OG0006777	KAI3437990.1	PRW57125.1
OG0006778	KAI3437813.1	PRW57126.1
OG0006779	KAI3437868.1	PRW57132.1
OG0006780	KAI3438197.1	PRW57179.1
OG0006781	KAI3437918.1	PRW57210.1
OG0006782	KAI3438233.1	PRW57217.1
OG0006783	KAI3437939.1	PRW57223.1
OG0006784	KAI3425180.1	PRW57258.1
OG0006785	KAI3438308.1	PRW57307.1
OG0006786	KAI3437805.1	PRW57346.1
OG0006787	KAI3438313.1	PRW57384.1
OG0006788	KAI3438339.1	PRW57385.1
OG0006789	KAI3437976.1	PRW57400.1
OG0006790	KAI3438244.1	PRW57412.1
OG0006791	KAI3438141.1	PRW57426.1
OG0006792	KAI3437863.1	PRW57451.1
OG0006793	KAI3438279.1	PRW57454.1
OG0006794	KAI3438210.1	PRW57479.1
OG0006795	KAI3438185.1	PRW57492.1
OG0006796	KAI3437987.1	PRW57499.1
OG0006797	KAI3438299.1	PRW57501.1
OG0006798	KAI3437861.1	PRW57522.1
OG0006799	KAI3437877.1	PRW57533.1
OG0006800	KAI3426448.1	PRW57540.1
OG0006801	KAI3425775.1	PRW57547.1
OG0006803	KAI3434661.1	PRW57559.1
OG0006804	KAI3434722.1	PRW57561.1
OG0006805	KAI3425894.1	PRW57578.1
OG0006806	KAI3434683.1, KAI3434684.1	PRW57593.1
OG0006807	KAI3425832.1	PRW57598.1
OG0006808	KAI3425831.1	PRW57602.1
OG0006810	KAI3425833.1	PRW57621.1
OG0006811	KAI3434775.1	PRW57733.1
OG0006812	KAI3437815.1	PRW57746.1
OG0006813	KAI3434735.1	PRW57771.1
OG0006814	KAI3434829.1	PRW57777.1
OG0006815	KAI3425850.1	PRW57814.1
OG0006816	KAI3425721.1	PRW57822.1
OG0006817	KAI3437599.1, KAI3437595.1, KAI3437596.1	PRW57826.1
OG0006818	KAI3434612.1	PRW57859.1
OG0006819	KAI3425908.1	PRW57866.1
OG0006820	KAI3434603.1	PRW57929.1
OG0006821	KAI3434744.1	PRW57961.1
OG0006822	KAI3434624.1	PRW57988.1
OG0006823	KAI3434763.1	PRW57989.1
OG0006824	KAI3434800.1	PRW57996.1
OG0006825	KAI3425783.1	PRW58005.1
OG0006826	KAI3425918.1	PRW58024.1
OG0006827	KAI3425750.1	PRW58049.1
OG0006828	KAI3425871.1, KAI3425874.1	PRW58058.1
OG0006829	KAI3433817.1	PRW58091.1
OG0006830	KAI3433307.1	PRW58094.1
OG0006831	KAI3433485.1	PRW58114.1
OG0006833	KAI3425784.1	PRW58143.1
OG0006834	KAI3427969.1, KAI3430289.1	PRW58147.1
OG0006835	KAI3433436.1	PRW58150.1
OG0006836	KAI3433408.1	PRW58152.1, PRW58151.1
OG0006837	KAI3433720.1	PRW58171.1
OG0006838	KAI3433751.1	PRW58173.1
OG0006839	KAI3433320.1	PRW58643.1, PRW58181.1
OG0006840	KAI3433668.1	PRW58196.1
OG0006841	KAI3433402.1	PRW58214.1
OG0006842	KAI3433682.1	PRW58219.1
OG0006843	KAI3433715.1	PRW58242.1
OG0006844	KAI3433574.1	PRW58245.1
OG0006845	KAI3433568.1	PRW58249.1
OG0006846	KAI3433509.1	PRW58294.1
OG0006848	KAI3433925.1	PRW58311.1
OG0006849	KAI3432311.1	PRW58321.1
OG0006850	KAI3428042.1	PRW58339.1
OG0006851	KAI3423808.1	PRW58341.1
OG0006852	KAI3433903.1	PRW58347.1
OG0006853	KAI3433629.1	PRW58350.1
OG0006854	KAI3433393.1	PRW58363.1
OG0006855	KAI3433863.1	PRW58409.1
OG0006856	KAI3433336.1	PRW58419.1
OG0006857	KAI3433764.1	PRW58432.1
OG0006858	KAI3438708.1	PRW58447.1
OG0006859	KAI3433571.1	PRW58448.1
OG0006860	KAI3433851.1	PRW58464.1
OG0006861	KAI3433332.1	PRW58485.1
OG0006862	KAI3433438.1	PRW58508.1
OG0006863	KAI3433681.1	PRW58522.1
OG0006865	KAI3433441.1	PRW58528.1
OG0006866	KAI3436477.1	PRW58548.1
OG0006867	KAI3433446.1	PRW58567.1
OG0006868	KAI3433340.1	PRW58577.1
OG0006869	KAI3433624.1	PRW58579.1
OG0006870	KAI3432461.1	PRW58600.1
OG0006871	KAI3433309.1	PRW58609.1
OG0006872	KAI3433645.1	PRW58615.1
OG0006874	KAI3433510.1	PRW58656.1
OG0006875	KAI3433605.1	PRW58687.1
OG0006876	KAI3433752.1	PRW58689.1
OG0006877	KAI3438747.1	PRW58736.1
OG0006879	KAI3438869.1	PRW58754.1
OG0006880	KAI3439130.1	PRW58758.1
OG0006881	KAI3424464.1	PRW58782.1
OG0006882	KAI3439087.1	PRW58794.1
OG0006883	KAI3438896.1	PRW58795.1
OG0006884	KAI3438845.1	PRW58811.1
OG0006885	KAI3438649.1	PRW58848.1
OG0006886	KAI3438849.1	PRW58853.1
OG0006887	KAI3424815.1	PRW58862.1
OG0006888	KAI3438592.1	PRW58873.1
OG0006889	KAI3438511.1	PRW58874.1
OG0006890	KAI3439037.1	PRW58890.1
OG0006891	KAI3438787.1	PRW58906.1
OG0006892	KAI3438997.1	PRW58956.1
OG0006893	KAI3438548.1	PRW58965.1
OG0006894	KAI3439035.1	PRW59049.1
OG0006895	KAI3438504.1	PRW59062.1
OG0006896	KAI3438420.1	PRW59107.1
OG0006897	KAI3438499.1	PRW59129.1
OG0006898	KAI3438626.1	PRW59134.1
OG0006899	KAI3438651.1	PRW59135.1
OG0006900	KAI3438681.1	PRW59137.1
OG0006901	KAI3438764.1	PRW59138.1
OG0006902	KAI3438600.1	PRW59153.1
OG0006903	KAI3438789.1, KAI3439141.1	PRW59181.1
OG0006904	KAI3438652.1	PRW59231.1
OG0006905	KAI3438805.1	PRW59252.1
OG0006906	KAI3438941.1	PRW59273.1
OG0006907	KAI3438977.1	PRW59299.1
OG0006908	KAI3438668.1	PRW59305.1
OG0006909	KAI3430415.1	PRW59316.1
OG0006910	KAI3438517.1	PRW59348.1
OG0006911	KAI3438409.1	PRW59353.1
OG0006912	KAI3438782.1	PRW59368.1
OG0006914	KAI3439072.1	PRW59402.1
OG0006915	KAI3438428.1	PRW59409.1
OG0006916	KAI3438957.1, KAI3423018.1	PRW59410.1
OG0006917	KAI3438955.1	PRW59421.1
OG0006918	KAI3438720.1	PRW59422.1
OG0006919	KAI3438485.1	PRW59430.1
OG0006920	KAI3438853.1	PRW59438.1
OG0006921	KAI3438450.1	PRW59443.1
OG0006922	KAI3436201.1	PRW59473.1
OG0006923	KAI3436023.1	PRW59474.1
OG0006924	KAI3429354.1, KAI3435706.1	PRW59502.1
OG0006925	KAI3435914.1	PRW59551.1
OG0006926	KAI3435902.1	PRW61314.1, PRW59572.1
OG0006927	KAI3436159.1	PRW59612.1
OG0006928	KAI3435711.1	PRW59625.1
OG0006929	KAI3436302.1	PRW59661.1
OG0006930	KAI3436311.1	PRW59668.1
OG0006931	KAI3435738.1	PRW59675.1
OG0006932	KAI3435908.1	PRW59712.1
OG0006933	KAI3435806.1	PRW59723.1
OG0006934	KAI3435909.1	PRW59769.1
OG0006935	KAI3436338.1	PRW59809.1
OG0006936	KAI3436269.1	PRW59812.1
OG0006937	KAI3435710.1	PRW59817.1
OG0006938	KAI3436242.1	PRW59818.1
