Orthogroup	oneline_A99_genome_proteins	oneline_c_vulgaris_genome_proteins
OG0005583	scaffold13.g395.t1	KAI3430259.1
OG0005584	scaffold13.g416.t1	KAI3430226.1
OG0005586	scaffold17.g428.t1	KAI3431789.1
OG0005587	scaffold17.g429.t1	KAI3431745.1
OG0005588	scaffold17.g441.t1	KAI3431792.1
OG0005589	scaffold17.g448.t1	KAI3431747.1
OG0005590	scaffold17.g459.t1	KAI3431770.1
OG0005591	scaffold17.g463.t1	KAI3431796.1
OG0005592	scaffold17.g502.t1	KAI3426468.1
OG0005593	scaffold17.g509.t1	KAI3431645.1
OG0005594	scaffold17.g529.t1	KAI3431605.1
OG0005595	scaffold17.g543.t1	KAI3431653.1
OG0005597	scaffold17.g581.t1	KAI3431614.1
OG0005598	scaffold5.g602.t1	KAI3439064.1
OG0005599	scaffold5.g610.t1	KAI3439067.1
OG0005600	scaffold5.g633.t1	KAI3438965.1
OG0005603	scaffold5.g654.t1	KAI3426908.1
OG0005604	scaffold5.g659.t1	KAI3438933.1
OG0005605	scaffold5.g666.t1	KAI3431564.1
OG0005606	scaffold5.g675.t1	KAI3439003.1
OG0005607	scaffold5.g685.t1	KAI3438993.1
OG0005608	scaffold5.g690.t1	KAI3423861.1
OG0005609	scaffold5.g705.t1	KAI3432616.1
OG0005610	scaffold5.g711.t1	KAI3438792.1
OG0005612	scaffold14.g1049.t1, scaffold5.g719.t1	KAI3438796.1
OG0005613	scaffold5.g729.t1	KAI3438778.1
OG0005614	scaffold5.g737.t1	KAI3438767.1
OG0005615	scaffold5.g746.t1	KAI3438752.1
OG0005616	scaffold5.g762.t1	KAI3431648.1
OG0005617	scaffold5.g763.t1	KAI3438620.1
OG0005618	scaffold5.g771.t1	KAI3438865.1
OG0005619	scaffold5.g774.t1	KAI3427056.1
OG0005620	scaffold5.g791.t1	KAI3438891.1
OG0005621	scaffold5.g806.t1	KAI3438907.1
OG0005622	scaffold5.g808.t1	KAI3438893.1
OG0005623	scaffold5.g827.t1	KAI3438693.1
OG0005624	scaffold5.g856.t1	KAI3438732.1
OG0005625	scaffold5.g860.t1	KAI3438771.1
OG0005627	scaffold5.g878.t1	KAI3438814.1
OG0005628	scaffold5.g889.t1	KAI3438839.1
OG0005629	scaffold5.g898.t1	KAI3438717.1
OG0005631	scaffold5.g916.t1	KAI3438622.1, KAI3438623.1
OG0005632	scaffold5.g924.t1	KAI3438709.1
OG0005634	scaffold5.g955.t1	KAI3438284.1
OG0005635	scaffold5.g974.t1	KAI3438589.1
OG0005637	scaffold5.g979.t1	KAI3438607.1
OG0005638	scaffold1.g5415.t1, scaffold5.g992.t1	KAI3430605.1
OG0005639	scaffold5.g1002.t1	KAI3428735.1
OG0005640	scaffold5.g1006.t1	KAI3431272.1
OG0005641	scaffold14.g1027.t1	KAI3426837.1
OG0005642	scaffold14.g1030.t1	KAI3426842.1
OG0005643	scaffold14.g1035.t1	KAI3426846.1
OG0005644	scaffold14.g1038.t1	KAI3426862.1
OG0005645	scaffold14.g1050.t1	KAI3438999.1
OG0005646	scaffold14.g1074.t1	KAI3426929.1
OG0005647	scaffold14.g1075.t1	KAI3426914.1
OG0005648	scaffold14.g1082.t1	KAI3424310.1
OG0005649	scaffold14.g1092.t1	KAI3426934.1
OG0005651	scaffold14.g1118.t1	KAI3435719.1
OG0005652	scaffold10.g2447.t1, scaffold14.g1122.t1	KAI3433482.1
OG0005653	scaffold14.g1124.t1	KAI3438157.1
OG0005654	scaffold14.g1134.t1	KAI3436772.1
OG0005655	scaffold14.g1150.t1	KAI3427015.1
OG0005656	scaffold14.g1166.t1	KAI3426994.1
OG0005657	scaffold14.g1172.t1	KAI3426967.1
OG0005658	scaffold14.g1192.t1	KAI3433518.1
OG0005661	scaffold14.g1217.t1	KAI3427116.1
OG0005662	scaffold14.g1221.t1	KAI3423860.1
OG0005663	scaffold14.g1232.t1	KAI3437914.1
OG0005664	scaffold14.g1255.t1	KAI3427045.1
OG0005665	scaffold14.g1266.t1	KAI3427058.1
OG0005666	scaffold14.g1277.t1	KAI3427164.1
OG0005667	scaffold14.g1289.t1	KAI3427196.1
OG0005668	scaffold14.g1295.t1	KAI3432784.1, KAI3430736.1
OG0005669	scaffold14.g1299.t1	KAI3427051.1
OG0005670	scaffold14.g1303.t1	KAI3427053.1
OG0005672	scaffold14.g1331.t1	KAI3427229.1
OG0005673	scaffold14.g1335.t1	KAI3427245.1
OG0005674	scaffold14.g1344.t1	KAI3427270.1
OG0005675	scaffold14.g1347.t1	KAI3427271.1
OG0005676	scaffold14.g1352.t1	KAI3432619.1
OG0005677	scaffold8.g1366.t1	KAI3436804.1
OG0005678	scaffold8.g1397.t1	KAI3436696.1
OG0005679	scaffold8.g1400.t1	KAI3437947.1
OG0005680	scaffold8.g1406.t1	KAI3436850.1
OG0005681	scaffold8.g1410.t1	KAI3424215.1
OG0005682	scaffold8.g1427.t1	KAI3436784.1
OG0005683	scaffold8.g1434.t1	KAI3436768.1
OG0005684	scaffold8.g1455.t1	KAI3438975.1
OG0005685	scaffold8.g1458.t1	KAI3436882.1
OG0005686	scaffold8.g1475.t1	KAI3435488.1
OG0005688	scaffold8.g1483.t1	KAI3435494.1
OG0005689	scaffold8.g1491.t1	KAI3435500.1
OG0005690	scaffold8.g1505.t1	KAI3435506.1
OG0005691	scaffold8.g1510.t1	KAI3435523.1
OG0005692	scaffold3.g6627.t1, scaffold8.g1521.t1	KAI3436363.1
OG0005693	scaffold8.g1532.t1	KAI3435538.1
OG0005694	scaffold8.g1541.t1	KAI3435561.1
OG0005695	scaffold8.g1570.t1	KAI3434733.1
OG0005696	scaffold8.g1571.t1	KAI3434500.1
OG0005697	scaffold8.g1575.t1	KAI3434503.1, KAI3434504.1
OG0005698	scaffold8.g1611.t1	KAI3434513.1
OG0005699	scaffold8.g1623.t1	KAI3423975.1
OG0005700	scaffold8.g1627.t1	KAI3432335.1
OG0005701	scaffold8.g1634.t1	KAI3434489.1
OG0005702	scaffold8.g1635.t1	KAI3434488.1
OG0005704	scaffold8.g1644.t1	KAI3434700.1
OG0005705	scaffold8.g1674.t1	KAI3434499.1
OG0005706	scaffold8.g1675.t1	KAI3427439.1
OG0005707	scaffold8.g1676.t1	KAI3435852.1
OG0005708	scaffold8.g1711.t1	KAI3423961.1
OG0005710	scaffold19.g1776.t1	KAI3437764.1
OG0005711	scaffold19.g1795.t1	KAI3437809.1
OG0005712	scaffold19.g1801.t1	KAI3438973.1, KAI3438972.1
OG0005713	scaffold19.g1816.t1	KAI3425246.1
OG0005714	scaffold19.g1844.t1	KAI3437730.1
OG0005716	scaffold19.g1855.t1	KAI3437590.1
OG0005717	scaffold19.g1857.t1	KAI3437797.1
OG0005718	scaffold19.g1858.t1	KAI3437800.1
OG0005719	scaffold19.g1874.t1	KAI3437616.1
OG0005720	scaffold18.g1895.t1	KAI3428374.1
OG0005721	scaffold18.g1897.t1	KAI3428380.1
OG0005723	scaffold18.g1945.t1	KAI3428143.1
OG0005724	scaffold18.g1952.t1	KAI3428125.1
OG0005725	scaffold18.g1954.t1	KAI3428187.1
OG0005726	scaffold18.g1955.t1	KAI3428188.1
OG0005727	scaffold18.g1976.t1	KAI3428767.1
OG0005728	scaffold18.g1979.t1	KAI3424748.1
OG0005729	scaffold18.g1980.t1	KAI3428763.1
OG0005730	scaffold18.g1990.t1	KAI3428105.1
OG0005731	scaffold18.g1991.t1	KAI3428679.1
OG0005732	scaffold18.g2007.t1	KAI3428223.1
OG0005733	scaffold18.g2052.t1	KAI3428209.1
OG0005734	scaffold18.g2055.t1	KAI3428266.1
OG0005736	scaffold21.g2068.t1	KAI3438088.1
OG0005737	scaffold21.g2079.t1	KAI3438234.1
OG0005738	scaffold21.g2085.t1	KAI3438329.1
OG0005739	scaffold21.g2095.t1	KAI3438225.1
OG0005740	scaffold21.g2118.t1	KAI3437974.1
OG0005741	scaffold21.g2119.t1	KAI3437973.1
OG0005742	scaffold21.g2123.t1	KAI3432836.1
OG0005743	scaffold21.g2135.t1	KAI3438111.1
OG0005744	scaffold21.g2158.t1	KAI3424710.1
OG0005746	scaffold21.g2203.t1	KAI3424963.1
OG0005747	scaffold21.g2204.t1	KAI3424964.1
OG0005748	scaffold21.g2214.t1	KAI3423898.1
OG0005749	scaffold21.g2222.t1	KAI3424741.1
OG0005750	scaffold10.g2240.t1	KAI3431279.1
OG0005751	scaffold10.g2279.t1	KAI3431304.1
OG0005752	scaffold10.g2282.t1	KAI3431307.1
OG0005753	scaffold10.g2287.t1	KAI3426230.1
OG0005754	scaffold10.g2313.t1	KAI3431330.1
OG0005755	scaffold10.g2320.t1	KAI3428231.1
OG0005756	scaffold10.g2345.t1	KAI3431435.1
OG0005757	scaffold10.g2351.t1	KAI3431389.1
OG0005759	scaffold10.g2368.t1	KAI3431392.1
OG0005760	scaffold10.g2378.t1	KAI3431386.1
OG0005761	scaffold10.g2383.t1	KAI3431456.1
OG0005763	scaffold10.g2418.t1	KAI3431495.1
OG0005764	scaffold10.g2424.t1	KAI3438964.1
OG0005765	scaffold10.g2449.t1	KAI3431504.1
OG0005766	scaffold10.g2454.t1	KAI3431555.1
OG0005767	scaffold10.g2459.t1	KAI3431551.1
OG0005768	scaffold10.g2465.t1	KAI3431528.1
OG0005769	scaffold10.g2471.t1	KAI3431804.1
OG0005771	scaffold10.g2492.t1	KAI3430777.1
OG0005772	scaffold6.g2517.t1	KAI3438301.1
OG0005773	scaffold6.g2540.t1	KAI3428718.1
OG0005774	scaffold6.g2542.t1	KAI3432599.1
OG0005775	scaffold6.g2544.t1	KAI3432609.1
OG0005776	scaffold6.g2552.t1	KAI3424915.1
OG0005777	scaffold6.g2557.t1	KAI3428740.1
OG0005778	scaffold6.g2562.t1	KAI3428757.1
OG0005779	scaffold6.g2576.t1	KAI3428347.1
OG0005781	scaffold6.g2582.t1	KAI3428355.1
OG0005782	scaffold6.g2585.t1	KAI3428287.1
OG0005783	scaffold6.g2597.t1	KAI3428304.1
OG0005784	scaffold6.g2607.t1	KAI3428309.1
OG0005785	scaffold6.g2611.t1	KAI3428326.1
OG0005786	scaffold6.g2620.t1	KAI3436869.1
OG0005787	scaffold6.g2658.t1	KAI3436661.1
OG0005788	scaffold6.g2673.t1	KAI3436559.1
OG0005789	scaffold6.g2674.t1	KAI3436558.1
OG0005790	scaffold6.g2692.t1	KAI3426065.1
OG0005791	scaffold6.g2702.t1	KAI3427347.1
OG0005792	scaffold6.g2716.t1	KAI3428831.1
OG0005793	scaffold6.g2720.t1	KAI3436438.1
OG0005795	scaffold6.g2735.t1	KAI3436644.1
OG0005797	scaffold6.g2752.t1	KAI3436623.1
OG0005798	scaffold6.g2758.t1	KAI3429803.1
OG0005799	scaffold6.g2771.t1	KAI3436612.1
OG0005801	scaffold6.g2773.t1, scaffold7.g3680.t1	KAI3432297.1
OG0005802	scaffold6.g2778.t1	KAI3430219.1
OG0005803	scaffold6.g2791.t1	KAI3436495.1
OG0005804	scaffold6.g2811.t1	KAI3426469.1
OG0005805	scaffold6.g2825.t1	KAI3436574.1
OG0005806	scaffold6.g2834.t1	KAI3436733.1
OG0005807	scaffold6.g2837.t1	KAI3432592.1
OG0005808	scaffold6.g2849.t1	KAI3438180.1
OG0005809	scaffold6.g2850.t1	KAI3428811.1
OG0005810	scaffold6.g2860.t1	KAI3436730.1
OG0005811	scaffold6.g2861.t1	KAI3436726.1
OG0005812	scaffold6.g2880.t1	KAI3436711.1
OG0005813	scaffold6.g2885.t1	KAI3436504.1
OG0005814	scaffold6.g2891.t1	KAI3436498.1
OG0005815	scaffold6.g2897.t1	KAI3437836.1
OG0005816	scaffold6.g2898.t1	KAI3436423.1
OG0005817	scaffold6.g2905.t1	KAI3436414.1
OG0005818	scaffold24.g2922.t1	KAI3434819.1
OG0005819	scaffold24.g2924.t1	KAI3436373.1
OG0005820	scaffold24.g2926.t1	KAI3425382.1
OG0005822	scaffold24.g2954.t1	KAI3425298.1
OG0005823	scaffold24.g2957.t1	KAI3425225.1
OG0005824	scaffold24.g2969.t1	KAI3425209.1
OG0005825	scaffold24.g2980.t1	KAI3425201.1
OG0005826	scaffold9.g2995.t1	KAI3429293.1
OG0005827	scaffold9.g3001.t1	KAI3429286.1
OG0005828	scaffold9.g3006.t1	KAI3426199.1
OG0005829	scaffold9.g3016.t1	KAI3429254.1
OG0005830	scaffold9.g3029.t1	KAI3429423.1
OG0005831	scaffold9.g3031.t1	KAI3432282.1
OG0005832	scaffold9.g3050.t1	KAI3429437.1
OG0005833	scaffold9.g3053.t1	KAI3429452.1
OG0005834	scaffold9.g3056.t1	KAI3429455.1, KAI3429456.1
OG0005835	scaffold9.g3067.t1	KAI3428687.1
OG0005836	scaffold9.g3068.t1	KAI3429439.1
OG0005837	scaffold9.g3071.t1	KAI3429441.1
OG0005838	scaffold9.g3073.t1	KAI3429479.1
OG0005839	scaffold9.g3075.t1	KAI3429482.1
OG0005840	scaffold9.g3082.t1	KAI3429473.1
OG0005841	scaffold9.g3093.t1	KAI3429471.1
OG0005842	scaffold9.g3096.t1	KAI3429485.1
OG0005843	scaffold9.g3108.t1	KAI3429507.1
OG0005844	scaffold9.g3111.t1	KAI3429500.1
OG0005845	scaffold9.g3116.t1	KAI3429510.1
OG0005846	scaffold9.g3124.t1	KAI3429372.1
OG0005847	scaffold9.g3128.t1	KAI3429381.1
OG0005848	scaffold9.g3129.t1	KAI3429380.1
OG0005849	scaffold9.g3141.t1	KAI3429545.1
OG0005850	scaffold9.g3154.t1	KAI3429551.1
OG0005851	scaffold9.g3156.t1	KAI3429535.1
OG0005852	scaffold9.g3157.t1	KAI3429534.1
OG0005853	scaffold9.g3173.t1	KAI3429357.1
OG0005854	scaffold9.g3176.t1	KAI3432298.1
OG0005855	scaffold9.g3182.t1	KAI3429365.1
OG0005856	scaffold9.g3185.t1	KAI3429355.1
OG0005857	scaffold9.g3191.t1	KAI3429344.1
OG0005858	scaffold9.g3194.t1	KAI3429340.1
OG0005859	scaffold9.g3201.t1	KAI3429334.1
OG0005860	scaffold9.g3214.t1	KAI3429232.1
OG0005861	scaffold9.g3224.t1	KAI3429311.1
OG0005862	scaffold9.g3230.t1	KAI3429237.1
OG0005863	scaffold9.g3236.t1	KAI3429634.1
OG0005864	scaffold9.g3237.t1	KAI3429635.1
OG0005865	scaffold9.g3242.t1	KAI3429589.1
OG0005866	scaffold9.g3253.t1	KAI3429393.1
OG0005867	scaffold9.g3263.t1	KAI3436608.1
OG0005868	scaffold9.g3273.t1	KAI3433356.1
OG0005869	scaffold9.g3280.t1	KAI3429784.1
OG0005870	scaffold9.g3292.t1	KAI3429759.1
OG0005871	scaffold9.g3296.t1	KAI3438170.1
OG0005873	scaffold26.g3320.t1	KAI3432873.1
OG0005874	scaffold26.g3329.t1	KAI3426937.1
OG0005875	scaffold26.g3334.t1	KAI3425237.1
OG0005876	scaffold26.g3345.t1	KAI3432772.1
OG0005877	scaffold26.g3346.t1	KAI3432753.1
OG0005878	scaffold26.g3351.t1	KAI3432223.1
OG0005879	scaffold26.g3360.t1	KAI3432379.1
OG0005880	scaffold26.g3363.t1	KAI3432760.1
OG0005881	scaffold26.g3369.t1	KAI3431612.1
OG0005882	scaffold7.g3374.t1	KAI3424715.1
OG0005883	scaffold7.g3379.t1	KAI3434981.1
OG0005884	scaffold7.g3391.t1	KAI3435025.1
OG0005885	scaffold7.g3394.t1	KAI3435019.1
OG0005886	scaffold7.g3399.t1	KAI3435021.1
OG0005887	scaffold7.g3400.t1	KAI3435020.1
OG0005888	scaffold7.g3402.t1	KAI3435005.1
OG0005889	scaffold7.g3404.t1	KAI3434992.1
OG0005890	scaffold7.g3413.t1	KAI3434776.1
OG0005891	scaffold7.g3414.t1	KAI3434779.1
OG0005892	scaffold7.g3437.t1	KAI3434884.1
OG0005893	scaffold7.g3480.t1	KAI3434917.1
OG0005894	scaffold7.g3491.t1	KAI3424786.1
OG0005895	scaffold7.g3504.t1	KAI3434907.1
OG0005896	scaffold7.g3506.t1	KAI3434914.1
OG0005897	scaffold7.g3518.t1	KAI3434814.1
OG0005898	scaffold7.g3535.t1	KAI3423436.1
OG0005899	scaffold7.g3566.t1	KAI3434816.1
OG0005900	scaffold7.g3588.t1	KAI3434830.1
OG0005901	scaffold7.g3597.t1	KAI3434699.1
OG0005902	scaffold7.g3606.t1	KAI3433587.1
OG0005904	scaffold7.g3624.t1	KAI3434658.1
OG0005905	scaffold7.g3632.t1	KAI3434692.1
OG0005906	scaffold7.g3635.t1	KAI3434714.1
OG0005907	scaffold7.g3636.t1	KAI3438179.1
OG0005908	scaffold7.g3637.t1	KAI3434676.1
OG0005909	scaffold7.g3640.t1	KAI3434670.1
OG0005910	scaffold7.g3660.t1	KAI3434668.1
OG0005911	scaffold7.g3661.t1	KAI3434667.1
OG0005912	scaffold7.g3666.t1	KAI3434756.1
OG0005913	scaffold7.g3670.t1	KAI3432217.1
OG0005914	scaffold7.g3674.t1	KAI3434738.1
OG0005915	scaffold7.g3685.t1	KAI3434749.1
OG0005916	scaffold7.g3700.t1	KAI3433474.1
OG0005917	scaffold7.g3707.t1	KAI3427059.1
OG0005919	scaffold7.g3724.t1	KAI3434628.1
OG0005921	scaffold7.g3755.t1	KAI3434517.1
OG0005923	scaffold11.g3838.t1	KAI3429789.1
OG0005924	scaffold11.g3863.t1	KAI3429814.1
OG0005925	scaffold11.g3873.t1	KAI3429855.1
OG0005926	scaffold11.g3889.t1	KAI3430679.1
OG0005928	scaffold11.g3905.t1	KAI3429809.1
OG0005929	scaffold11.g3920.t1	KAI3429603.1
OG0005930	scaffold11.g3924.t1	KAI3429599.1
OG0005931	scaffold11.g3944.t1	KAI3429651.1
OG0005932	scaffold11.g3947.t1	KAI3429647.1
OG0005933	scaffold11.g3953.t1	KAI3429677.1
OG0005934	scaffold11.g3978.t1	KAI3429684.1
OG0005935	scaffold11.g3981.t1	KAI3429709.1
OG0005936	scaffold11.g3996.t1	KAI3429561.1
OG0005937	scaffold11.g4016.t1	KAI3434484.1
OG0005939	scaffold11.g4043.t1	KAI3430692.1
OG0005940	scaffold11.g4054.t1	KAI3432571.1
OG0005941	scaffold11.g4058.t1	KAI3434519.1
OG0005942	scaffold11.g4060.t1	KAI3426329.1
OG0005943	scaffold11.g4063.t1	KAI3434518.1
OG0005944	scaffold23.g4084.t1	KAI3434388.1
OG0005945	scaffold23.g4088.t1	KAI3434396.1
OG0005946	scaffold23.g4124.t1	KAI3425322.1
OG0005947	scaffold23.g4155.t1	KAI3426417.1
OG0005948	scaffold23.g4163.t1	KAI3427008.1
OG0005949	scaffold23.g4169.t1	KAI3426112.1
OG0005950	scaffold23.g4178.t1	KAI3426118.1
OG0005952	scaffold23.g4189.t1	KAI3432661.1
OG0005953	scaffold15.g4202.t1	KAI3426107.1
OG0005954	scaffold15.g4224.t1	KAI3426328.1
OG0005955	scaffold15.g4233.t1	KAI3426358.1
OG0005956	scaffold15.g4240.t1	KAI3426348.1
OG0005957	scaffold15.g4250.t1	KAI3426362.1
OG0005958	scaffold15.g4254.t1	KAI3426344.1
OG0005959	scaffold15.g4264.t1	KAI3426372.1
OG0005960	scaffold15.g4266.t1	KAI3426374.1
OG0005962	scaffold15.g4281.t1	KAI3426388.1
OG0005964	scaffold15.g4293.t1	KAI3426384.1
OG0005965	scaffold15.g4304.t1	KAI3426445.1
OG0005966	scaffold15.g4305.t1	KAI3426444.1
OG0005967	scaffold15.g4308.t1	KAI3426175.1
OG0005968	scaffold15.g4316.t1	KAI3426185.1
OG0005969	scaffold15.g4318.t1	KAI3426425.1
OG0005970	scaffold15.g4328.t1	KAI3426434.1
OG0005971	scaffold15.g4338.t1	KAI3435644.1
OG0005972	scaffold15.g4347.t1	KAI3430986.1
OG0005973	scaffold15.g4351.t1	KAI3430788.1
OG0005975	scaffold15.g4370.t1	KAI3430797.1
OG0005976	scaffold30.g4421.t1	KAI3439093.1, KAI3439094.1
OG0005977	scaffold30.g4430.t1	KAI3439052.1
OG0005978	scaffold30.g4437.t1	KAI3439040.1
OG0005979	scaffold30.g4461.t1	KAI3423876.1
OG0005981	scaffold4.g4569.t1	KAI3437605.1
OG0005982	scaffold4.g4572.t1	KAI3438595.1
OG0005983	scaffold4.g4575.t1	KAI3438524.1
OG0005984	scaffold4.g4584.t1	KAI3438550.1
OG0005985	scaffold4.g4591.t1	KAI3428320.1
OG0005986	scaffold4.g4596.t1	KAI3438453.1
OG0005987	scaffold4.g4603.t1	KAI3438469.1
OG0005988	scaffold4.g4613.t1	KAI3438495.1
OG0005989	scaffold4.g4628.t1	KAI3438400.1
OG0005990	scaffold4.g4631.t1	KAI3438408.1
OG0005992	scaffold4.g4637.t1	KAI3438486.1
OG0005993	scaffold4.g4644.t1	KAI3438493.1
OG0005994	scaffold4.g4646.t1	KAI3434759.1
OG0005998	scaffold4.g4669.t1	KAI3438581.1
OG0005999	scaffold4.g4693.t1	KAI3424230.1
OG0006000	scaffold4.g4710.t1	KAI3438576.1
OG0006001	scaffold4.g4732.t1	KAI3438436.1
OG0006002	scaffold4.g4740.t1	KAI3438538.1
OG0006003	scaffold4.g4744.t1	KAI3438386.1
OG0006004	scaffold4.g4749.t1	KAI3438542.1
OG0006005	scaffold4.g4753.t1	KAI3438291.1
OG0006007	scaffold4.g4796.t1	KAI3438381.1
OG0006009	scaffold4.g4807.t1	KAI3438529.1
OG0006010	scaffold4.g4820.t1	KAI3438262.1
OG0006011	scaffold4.g4822.t1	KAI3438261.1
OG0006012	scaffold4.g4842.t1	KAI3428622.1
OG0006013	scaffold4.g4846.t1	KAI3426486.1
OG0006014	scaffold4.g4847.t1	KAI3432892.1
OG0006015	scaffold4.g4848.t1	KAI3432893.1
OG0006016	scaffold4.g4851.t1	KAI3428630.1
OG0006017	scaffold4.g4853.t1	KAI3428624.1
OG0006018	scaffold4.g4863.t1	KAI3428620.1
OG0006019	scaffold4.g4869.t1	KAI3428464.1
OG0006020	scaffold4.g4876.t1	KAI3428608.1
OG0006023	scaffold4.g4880.t1	KAI3428585.1
OG0006024	scaffold4.g4883.t1	KAI3428600.1
OG0006025	scaffold4.g4891.t1	KAI3428508.1
OG0006026	scaffold4.g4901.t1	KAI3428458.1
OG0006027	scaffold4.g4910.t1	KAI3428453.1
OG0006028	scaffold4.g4914.t1	KAI3423894.1
OG0006029	scaffold4.g4917.t1	KAI3428577.1
OG0006030	scaffold4.g4923.t1	KAI3428436.1
OG0006031	scaffold4.g4928.t1	KAI3428533.1
OG0006033	scaffold4.g4948.t1	KAI3428496.1
OG0006034	scaffold4.g4957.t1	KAI3428612.1
OG0006035	scaffold4.g4962.t1	KAI3428569.1
OG0006036	scaffold4.g4964.t1	KAI3434609.1
OG0006038	scaffold4.g4989.t1	KAI3431419.1
OG0006039	scaffold4.g4999.t1	KAI3432292.1
OG0006041	scaffold4.g5007.t1	KAI3438786.1
OG0006042	scaffold4.g5011.t1	KAI3428532.1
OG0006043	scaffold4.g5016.t1	KAI3428549.1
OG0006044	scaffold4.g5017.t1	KAI3438304.1
OG0006045	scaffold4.g5021.t1	KAI3428539.1
OG0006046	scaffold4.g5048.t1	KAI3436133.1
OG0006047	scaffold4.g5052.t1	KAI3428406.1
OG0006048	scaffold4.g5054.t1	KAI3438526.1
OG0006049	scaffold4.g5056.t1	KAI3428432.1
OG0006050	scaffold4.g5058.t1	KAI3426834.1, KAI3434545.1
OG0006051	scaffold25.g5084.t1	KAI3423892.1
OG0006052	scaffold25.g5086.t1	KAI3428657.1
OG0006053	scaffold25.g5104.t1	KAI3428723.1
OG0006056	scaffold25.g5117.t1	KAI3434477.1
OG0006057	scaffold25.g5124.t1	KAI3434579.1
OG0006058	scaffold25.g5127.t1	KAI3434571.1
OG0006059	scaffold25.g5128.t1	KAI3434509.1
OG0006060	scaffold40.g5158.t1	KAI3431618.1
OG0006061	scaffold40.g5160.t1	KAI3431584.1
OG0006062	scaffold1.g5185.t1	KAI3433955.1
OG0006063	scaffold1.g5195.t1	KAI3433961.1
OG0006064	scaffold1.g5196.t1	KAI3433922.1
OG0006065	scaffold1.g5198.t1	KAI3425262.1
OG0006066	scaffold1.g5200.t1	KAI3433963.1
OG0006067	scaffold1.g5211.t1	KAI3433781.1
OG0006068	scaffold1.g5216.t1	KAI3433829.1
OG0006069	scaffold1.g5219.t1	KAI3433833.1, KAI3433834.1
OG0006070	scaffold1.g5220.t1	KAI3433835.1
OG0006071	scaffold1.g5222.t1	KAI3433837.1
OG0006073	scaffold1.g5247.t1	KAI3433907.1
OG0006074	scaffold1.g5252.t1	KAI3433810.1
OG0006075	scaffold1.g5258.t1	KAI3424209.1
OG0006076	scaffold1.g5274.t1	KAI3433905.1
OG0006077	scaffold1.g5284.t1	KAI3433897.1
OG0006078	scaffold1.g5292.t1	KAI3433901.1
OG0006079	scaffold1.g5295.t1	KAI3433885.1
OG0006080	scaffold1.g5313.t1	KAI3438336.1
OG0006084	scaffold1.g5350.t1	KAI3433693.1
OG0006085	scaffold1.g5357.t1	KAI3433685.1
OG0006086	scaffold1.g5360.t1	KAI3433663.1
OG0006087	scaffold1.g5401.t1	KAI3433608.1
OG0006088	scaffold1.g5404.t1	KAI3432832.1
OG0006089	scaffold1.g5405.t1	KAI3433610.1
OG0006090	scaffold1.g5428.t1	KAI3433636.1
OG0006091	scaffold1.g5440.t1	KAI3433594.1
OG0006092	scaffold1.g5442.t1	KAI3433588.1
OG0006093	scaffold1.g5445.t1	KAI3433582.1
OG0006095	scaffold1.g5449.t1	KAI3433577.1
OG0006097	scaffold1.g5461.t1	KAI3433569.1
OG0006098	scaffold1.g5465.t1	KAI3424910.1
OG0006099	scaffold1.g5486.t1	KAI3433538.1
OG0006101	scaffold1.g5516.t1	KAI3433322.1
OG0006102	scaffold1.g5522.t1	KAI3433333.1
OG0006104	scaffold1.g5554.t1	KAI3433317.1
OG0006105	scaffold1.g5558.t1	KAI3433473.1
OG0006106	scaffold1.g5563.t1	KAI3433478.1
OG0006107	scaffold1.g5576.t1	KAI3433452.1
OG0006108	scaffold1.g5592.t1	KAI3433443.1
OG0006109	scaffold1.g5596.t1	KAI3433398.1
OG0006110	scaffold1.g5597.t1	KAI3433399.1
OG0006111	scaffold1.g5600.t1	KAI3433382.1
OG0006112	scaffold1.g5606.t1	KAI3428354.1
OG0006113	scaffold1.g5608.t1	KAI3433391.1
OG0006114	scaffold1.g5613.t1	KAI3433371.1
OG0006115	scaffold1.g5615.t1	KAI3433392.1
OG0006116	scaffold1.g5625.t1	KAI3433550.1
OG0006117	scaffold1.g5629.t1	KAI3433699.1
OG0006119	scaffold1.g5658.t1	KAI3433476.1
OG0006120	scaffold1.g5673.t1	KAI3423880.1
OG0006121	scaffold1.g5680.t1	KAI3423883.1
OG0006123	scaffold1.g5692.t1, scaffold1.g5696.t1	KAI3438588.1
OG0006124	scaffold1.g5693.t1	KAI3428289.1
OG0006125	scaffold1.g5694.t1	KAI3423833.1
OG0006126	scaffold1.g5713.t1	KAI3423863.1
OG0006127	scaffold1.g5714.t1	KAI3423859.1
OG0006128	scaffold1.g5717.t1	KAI3423836.1
OG0006129	scaffold1.g5728.t1	KAI3436794.1
OG0006130	scaffold1.g5736.t1	KAI3423917.1
OG0006131	scaffold1.g5738.t1	KAI3432673.1
OG0006132	scaffold1.g5794.t1	KAI3423902.1
OG0006133	scaffold1.g5808.t1	KAI3433419.1
OG0006134	scaffold1.g5817.t1	KAI3433421.1
OG0006135	scaffold1.g5828.t1	KAI3423905.1
OG0006136	scaffold1.g5829.t1	KAI3424818.1
OG0006137	scaffold1.g5881.t1	KAI3434563.1
OG0006139	scaffold1.g5892.t1	KAI3434446.1
OG0006140	scaffold1.g5899.t1	KAI3434548.1
